name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"15,339,419,000","15,448,806,000","14,602,228,000","13,207,319,000","12,647,374,000","11,932,654,000","11,394,874,000","11,012,195,000","9,364,882,000","8,947,653,000","9,005,112,000","8,740,237,000","8,310,836,000","8,007,382,000","7,517,833,000","7,084,562,000","7,011,735,000","7,082,384,000","6,712,103,000","6,329,599,000","6,336,165,000","6,370,448,000","6,002,621,000","5,646,055,000","5,378,599,000","5,095,509,000","4,772,601,000","4,492,539,000","4,393,342,000","4,098,679,000","3,952,799,000","3,762,684,000","3,572,914,000","3,520,699,000","3,396,153,000","3,140,626,000","2,861,758,000","2,906,314,000","2,763,234,000","2,570,243,000","2,531,484,000","2,460,785,000","2,257,330,000","2,024,597,000","1,862,949,000","1,935,166,000"
TotalLiabilitiesNetMinorityInterest,"14,166,444,000","14,296,791,000","13,487,935,000","12,134,035,000","11,616,889,000","10,939,802,000","10,445,285,000","10,097,607,000","8,482,997,000","8,104,971,000","8,194,575,000","7,961,280,000","7,565,250,000","7,292,179,000","6,836,323,000","6,429,448,000","6,382,438,000","6,474,780,000","6,121,890,000","5,762,513,000","5,791,017,000","5,847,559,000","5,494,755,000","5,156,958,000","4,907,659,000","4,646,362,000","4,341,407,000","4,038,052,000","3,951,884,000","3,691,466,000","3,559,663,000","3,382,610,000","3,260,631,000","3,223,507,000","3,119,853,000","2,875,437,000","2,604,211,000","2,673,057,000","2,538,228,000","2,355,375,000","2,326,100,000","2,264,493,000","2,067,857,000","1,843,396,000","1,740,541,000","1,818,066,000"
TotalEquityGrossMinorityInterest,"1,172,975,000","1,152,015,000","1,114,293,000","1,073,284,000","1,030,485,000","992,852,000","949,589,000","914,588,000","881,885,000","842,682,000","810,537,000","778,957,000","745,586,000","715,203,000","681,510,000","655,114,000","629,297,000","607,604,000","590,213,000","567,086,000","545,148,000","522,889,000","507,866,000","489,097,000","470,940,000","449,147,000","431,194,000","454,487,000","441,458,000","407,213,000","393,136,000","380,074,000","312,283,000","297,192,000","276,300,000","265,189,000","257,547,000","233,257,000","225,006,000","214,868,000","205,384,000","196,292,000","189,473,000","181,201,000","122,408,000","117,100,000"
	StockholdersEquity,"1,172,475,000","1,151,515,000","1,113,793,000","1,072,784,000","1,029,985,000","992,352,000","949,089,000","914,086,000","881,383,000","842,180,000","810,035,000","778,455,000","745,084,000","714,701,000","681,008,000","654,612,000","628,795,000","607,102,000","589,711,000","566,584,000","544,646,000","522,512,000","507,489,000","488,720,000","470,563,000","448,770,000","430,817,000","454,110,000","441,081,000","406,961,000","392,884,000","379,822,000","312,031,000","297,192,000","276,300,000","265,189,000","257,547,000","233,257,000","225,006,000","214,868,000","205,384,000","196,292,000","189,473,000","181,201,000","122,408,000","117,100,000"
		CapitalStock,"54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","26,000","26,000","26,000","26,000","26,000","39,984,000","39,984,000","39,983,000","39,983,000","39,983,000","39,966,000","39,965,000","39,965,000","39,965,000","39,965,000","39,964,000","39,964,000","39,964,000","39,964,000","39,964,000","39,964,000","39,964,000","6,000","6,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","39,958,000","0","0"
			CommonStock,"54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","26,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","25,000","25,000","8,000","7,000","7,000","7,000","7,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000"
		AdditionalPaidInCapital,"227,127,000","226,397,000","225,648,000","225,127,000","224,302,000","223,856,000","223,280,000","222,437,000","221,901,000","219,766,000","219,234,000","218,658,000","218,147,000","218,521,000","218,062,000","217,765,000","217,536,000","217,693,000","217,483,000","217,271,000","217,195,000","215,932,000","215,262,000","214,525,000","215,948,000","211,546,000","210,331,000","209,074,000","207,374,000","185,397,000","184,797,000","183,765,000","127,218,000","123,325,000","113,441,000","109,874,000","109,022,000","93,505,000","89,614,000","89,324,000","88,525,000","87,805,000","87,043,000","86,591,000","76,139,000","75,914,000"
		RetainedEarnings,"956,169,000","911,008,000","869,731,000","828,048,000","788,875,000","748,224,000","706,924,000","672,984,000","641,980,000","616,611,000","584,968,000","555,425,000","527,853,000","500,868,000","472,681,000","443,972,000","416,311,000","389,554,000","371,127,000","348,517,000","327,029,000","307,151,000","287,568,000","268,765,000","249,704,000","234,150,000","215,982,000","201,303,000","188,507,000","177,091,000","163,414,000","150,769,000","140,538,000","130,011,000","118,391,000","111,217,000","101,631,000","92,492,000","87,170,000","77,968,000","69,737,000","61,581,000","55,095,000","49,059,000","43,214,000","38,343,000"
		GainsLossesNotAffectingRetainedEarnings,"-10,875,000","14,056,000","18,360,000","19,555,000","16,754,000","20,218,000","18,831,000","18,611,000","17,448,000","5,749,000","5,779,000","4,318,000","-969,000","-4,741,000","-9,788,000","-7,178,000","-5,105,000","-198,000","1,048,000","743,000","369,000","-624,000","4,633,000","5,404,000","4,885,000","3,048,000","4,478,000","3,749,000","5,216,000","4,490,000","4,690,000","5,305,000","4,309,000","3,891,000","4,503,000","4,133,000","6,929,000","7,296,000","8,258,000","7,612,000","7,158,000","6,942,000","7,371,000","5,587,000","3,049,000","2,837,000"
