name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalRevenue,"1,562,013,000","393,616,000","452,251,000","342,340,000","373,806,000","234,479,000","254,100,000","275,821,000","232,833,000","213,267,000","230,122,000","209,404,000","183,506,000","168,628,000","190,380,000","149,992,000","155,010,000","128,265,000","136,380,000","113,706,000","104,951,000","99,337,000","119,764,000","91,670,000","98,936,000","69,958,000","85,508,000","75,198,000","71,987,000","58,452,000","245,935,000","11,000","56,000","100,000","-259,119,000","79,048,000","91,031,000","89,041,000","84,898,000","116,149,000","122,820,000","139,413,000","163,990,000","162,547,000","168,531,000","158,005,000","141,384,000","114,747,000","96,398,000","100,887,000","120,418,000","91,138,000","106,464,000","97,494,000","89,026,000","90,549,000","292,000",,,,,
	OperatingRevenue,"1,562,013,000","393,616,000","452,251,000","342,340,000","373,806,000","234,479,000","254,100,000","275,821,000","232,833,000","213,267,000","230,122,000","209,404,000","183,506,000","168,628,000","190,380,000","149,992,000","155,010,000","128,265,000","136,380,000","113,706,000","104,951,000","99,337,000","119,764,000","91,670,000","98,936,000","69,958,000","85,508,000","75,198,000","71,987,000","58,452,000","245,935,000","11,000","56,000","100,000","-259,119,000","79,048,000","91,031,000","89,041,000","84,898,000","116,149,000","122,820,000","139,413,000","163,990,000","162,547,000","168,531,000","158,005,000","141,384,000","114,747,000","96,398,000","100,887,000","120,418,000","91,138,000","106,464,000","97,494,000","89,026,000","90,549,000","292,000",,,,,
CostOfRevenue,"1,150,587,000","285,260,000","341,493,000","251,004,000","272,830,000","175,490,000","190,246,000","207,935,000","178,938,000","164,298,000","181,412,000","164,679,000","143,225,000","133,262,000","152,456,000","119,334,000","120,392,000","101,135,000","107,549,000","88,296,000","82,025,000","78,051,000","94,899,000","69,413,000","75,372,000","54,269,000","67,464,000","59,390,000","54,708,000","42,092,000","183,447,000",,"0","0","-266,357,000","82,132,000","93,313,000","90,912,000","92,697,000","124,192,000","131,079,000","145,933,000","154,554,000","155,498,000","172,294,000","160,159,000","136,302,000","110,140,000","102,613,000","105,584,000","105,839,000","89,039,000","107,307,000","102,565,000","95,142,000","103,765,000","255,000",,,,,
GrossProfit,"411,426,000","108,356,000","110,758,000","91,336,000","100,976,000","58,989,000","63,854,000","67,886,000","53,895,000","48,969,000","48,710,000","44,725,000","40,281,000","35,366,000","37,924,000","30,658,000","34,618,000","27,130,000","28,831,000","25,410,000","22,926,000","21,286,000","24,865,000","22,257,000","23,564,000","15,689,000","18,044,000","15,808,000","17,279,000","16,360,000","62,488,000","11,000","56,000","100,000",,"-3,084,000","-2,282,000","-1,871,000","-7,799,000","-8,043,000","-8,259,000","-6,520,000","9,436,000","7,049,000","-3,763,000","-2,154,000","5,082,000","4,607,000","-6,215,000","-4,697,000","14,579,000","2,099,000","-843,000","-5,071,000","-6,116,000","-13,216,000","37,000",,,,,
OperatingExpense,"139,046,000","34,265,000","37,087,000","33,709,000","33,985,000","29,488,000","30,416,000","29,177,000","22,884,000","26,869,000","27,555,000","25,078,000","22,494,000","21,439,000","16,233,000","13,270,000","12,667,000","12,055,000","9,592,000","9,085,000","9,113,000","9,171,000","5,724,000","10,435,000","9,916,000","9,746,000","8,035,000","8,666,000","8,109,000","7,697,000","21,633,000","692,000","2,870,000","905,000","1,052,000","2,567,000","3,093,000","3,031,000","2,636,000","2,064,000","2,433,000","2,735,000","3,049,000","2,522,000","2,566,000","2,667,000","2,601,000","3,582,000","3,181,000","3,031,000","2,876,000","5,887,000","4,232,000","2,642,000","2,081,000","3,813,000","8,397,000","4,102,000","2,645,726","2,644,084","2,024,730","1,900,459"
	SellingGeneralAndAdministration,"139,046,000","34,265,000","37,087,000","33,709,000","33,985,000","29,488,000","30,416,000","29,177,000","25,672,000","26,869,000","27,555,000","25,078,000","22,494,000","23,532,000","16,071,000","13,979,000","14,017,000","12,763,000","10,284,000","9,520,000","9,499,000","9,713,000","6,331,000","10,921,000","11,171,000","10,206,000","10,079,000","8,447,000","8,023,000","7,801,000","25,017,000","390,000","384,000","442,000","4,668,000","1,040,000","1,089,000","1,310,000","1,184,000","1,435,000","2,433,000","1,804,000","2,175,000","1,676,000","1,616,000","2,667,000","2,601,000","3,582,000","3,181,000","3,031,000","2,726,000","5,887,000","4,232,000","2,642,000","731,000","3,813,000","8,397,000","4,102,000",,"2,644,084","2,024,730","1,900,459"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"23,532,000","16,071,000","13,979,000","6,737,000","6,938,000","5,838,000","5,218,000","5,332,000","5,435,000","2,365,000","6,587,000","6,745,000","6,174,000","6,114,000","5,062,000","4,647,000","4,862,000","14,918,000","390,000","384,000","442,000","4,668,000","1,040,000","1,089,000","1,310,000","1,184,000","1,435,000","2,433,000","1,804,000","2,175,000","1,676,000","1,616,000","2,667,000","2,601,000","3,582,000","3,181,000","3,031,000","2,726,000","5,887,000","4,232,000","2,642,000",,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,"6,737,000","6,938,000","5,838,000","5,218,000","5,332,000","5,435,000","2,365,000","6,587,000","6,745,000","6,174,000","6,114,000","5,062,000","4,647,000","4,862,000","13,652,000","390,000","384,000","442,000","4,668,000","1,040,000","1,089,000","1,310,000","1,184,000","1,435,000","1,510,000","1,804,000","2,175,000","1,676,000","1,616,000","1,770,000","1,678,000","1,606,000","1,667,000",,"1,609,000","1,467,000","1,580,000","1,504,000",,,,,,,,
			OtherGandA,,,,,,,,,,,,,,"23,532,000","16,071,000","13,979,000","7,280,000","5,825,000","4,446,000","4,302,000","4,167,000","4,278,000","3,966,000","4,334,000","4,426,000","4,032,000","3,965,000","3,385,000","3,376,000","2,939,000","8,115,000",,"2,486,000","463,000","-3,616,000","1,527,000","2,004,000","1,721,000",,,"923,000",,,,,"897,000","923,000","1,976,000","1,514,000",,"1,117,000","4,420,000","2,652,000","1,138,000",,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,"13,979,000","7,280,000","5,825,000","4,446,000","4,302,000","4,167,000","4,278,000","3,966,000","4,334,000","4,426,000","4,032,000","3,965,000","3,385,000","3,376,000","2,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
