name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,12/31/1996,09/30/1996,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
OperatingCashFlow,"299,968,000","66,555,000","69,829,000","84,301,000","79,283,000","68,824,000","65,418,000","69,236,000","72,314,000","70,007,000","69,732,000","79,694,000","76,414,000","64,755,000","72,384,000","72,015,000","67,816,000","63,938,000","65,562,000","68,538,000","69,792,000","67,722,000","62,834,000","70,859,000","61,341,000","55,473,000","59,457,000","67,170,000","57,182,000","54,263,000","48,813,000","62,448,000","61,182,000","55,328,000","56,489,000","60,196,000","53,083,000","52,526,000","51,050,000","50,999,000","50,926,000","56,152,000","39,318,000","50,500,000","46,822,000","45,236,000","42,860,000","46,165,000","47,449,000","41,467,000","41,343,000","44,996,000","45,081,000","48,205,000","41,425,000","49,549,000","48,908,000","49,455,000","43,625,000","49,525,000","43,046,000","47,898,000","38,712,000","43,019,000","40,689,000","43,095,000","34,009,000","41,525,000","37,341,000","36,553,000","34,495,000","43,875,000","37,756,000","35,832,000","29,844,000","34,494,000","38,871,000","29,201,000","37,142,000","30,558,000","29,468,000","37,758,000","34,570,000","32,346,000","35,410,000","24,351,000","28,302,000","27,824,000","28,769,000","26,302,000","25,740,000","20,900,000","25,400,000","16,400,000","18,428,000","18,200,000","14,300,000","9,300,000","982,000","1,200,000","1,185,000","1,000,000","1,200,000","900,000","800,000","600,000","1,200,000"
	CashFlowFromContinuingOperatingActivities,"299,968,000","66,555,000","69,829,000","84,301,000","79,283,000","68,824,000","65,418,000","69,236,000","72,314,000","70,007,000","69,732,000","79,694,000","76,414,000","64,755,000","72,384,000","72,015,000","67,816,000","63,938,000","65,562,000","68,538,000","69,792,000","67,722,000","62,834,000","70,859,000","61,341,000","55,473,000","59,457,000","67,170,000","57,182,000","54,263,000","48,813,000","62,448,000","61,182,000","55,328,000","56,489,000","60,196,000","53,083,000","52,526,000","51,050,000","50,999,000","50,926,000","56,152,000","39,318,000","50,500,000","46,822,000","45,236,000","42,860,000","46,165,000","47,449,000","41,467,000","41,343,000","44,996,000","45,081,000","48,205,000","41,425,000","49,549,000","48,908,000","49,455,000","43,625,000","49,525,000","43,046,000","47,898,000","38,712,000","43,019,000","40,689,000","43,095,000","34,009,000","41,525,000","37,341,000","36,553,000","34,495,000","43,875,000","37,756,000","35,832,000","29,844,000","34,494,000","38,871,000","29,201,000","37,142,000","30,558,000","29,468,000","37,758,000","34,570,000","32,346,000","35,410,000","24,351,000","28,302,000","27,824,000","28,769,000","26,302,000","25,740,000","20,900,000","25,400,000","16,400,000","18,428,000","18,200,000","14,300,000","9,300,000","982,000","1,200,000","1,185,000","1,000,000","1,200,000","900,000","800,000","600,000","1,200,000"
		NetIncomeFromContinuingOperations,"606,667,000","101,145,000","357,009,000","78,463,000","70,050,000","47,507,000","46,295,000","50,899,000","44,483,000","65,028,000","61,514,000","46,510,000","49,373,000","46,575,000","53,174,000","44,843,000","102,359,000","71,525,000","45,477,000","42,631,000","44,175,000","47,033,000","39,587,000","38,994,000","33,923,000","32,480,000","33,029,000","46,277,000","29,309,000","40,355,000","119,771,000","29,478,000","27,650,000","27,801,000","37,832,000","26,847,000","26,476,000","24,989,000","26,477,000","23,695,000","23,355,000","21,845,000","22,034,000","30,626,000",,,"24,132,000","23,559,000","26,490,000","27,841,000","23,777,000","24,186,000","24,325,000","22,051,000","17,954,000","18,152,000","17,380,000","16,558,000","16,514,000","17,023,000","16,538,000","18,591,000","16,876,000","14,736,000","16,651,000","16,317,000","16,177,000","25,519,000","16,505,000","17,093,000","26,524,000","11,362,000","12,274,000","11,983,000","10,605,000","11,844,000","16,916,000","9,731,000","13,412,000","13,844,000","13,472,000","16,702,000","12,726,000","12,849,000","12,830,000","11,465,000","17,455,000","11,471,000","11,512,000","10,743,000","11,100,000","10,700,000","10,300,000","9,400,000","8,300,000","9,700,000","7,100,000","4,300,000","900,000","900,000","800,000","900,000","800,000","700,000","500,000","500,000","600,000"
		OperatingGainsLosses,,"-56,959,000","-310,758,000","-29,924,000",,,"0","-7,652,000","0","-19,621,000",,,,,"-8,201,000","0","-58,448,000","-26,835,000","-2,453,000","376,000","-827,000","-3,865,000",,,,,"1,000","-15,749,000","0","-12,487,000",,,,,,,,,"-374,000","-211,000","-180,000","-170,000","-154,000","-2,900,000","-238,000","-194,000","-603,000","265,000","-102,000","-5,316,000","-32,000","-120,000","-1,581,000","-81,000","-232,000",,,,,,,,,,,,,,,,,,,,"0","0",,,,"-16,000","0","-25,000",,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-2,717,000","0","0","0","0","0","-5,153,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"-56,959,000","-310,758,000","-29,924,000",,,"0","-7,652,000","0","-19,621,000",,,,,"-8,201,000","0","-58,448,000","-26,835,000","0","0",,,,,,,"1,000","-15,749,000","0","-12,487,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,"-16,000","0","-25,000",,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,"0","0",,,"47,000","376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"93,633,000","23,132,000","24,130,000","23,857,000","22,514,000","22,985,000","23,668,000","23,064,000","22,963,000","26,619,000","28,386,000","26,220,000","24,768,000","24,875,000","25,737,000","25,207,000","24,416,000","23,882,000","23,805,000","23,759,000","23,628,000","23,078,000","24,600,000","24,631,000","25,214,000","25,041,000","26,151,000","25,985,000","27,025,000","26,233,000","26,810,000","26,811,000","28,295,000","28,441,000","28,730,000","26,597,000","26,629,000","26,961,000","28,072,000","26,884,000","27,239,000","27,299,000","21,519,000","21,364,000","21,001,000","20,798,000","20,740,000","21,127,000","18,595,000","18,121,000","21,395,000","19,759,000","21,344,000","22,325,000","24,512,000","24,637,000","25,055,000","25,384,000","26,680,000","25,285,000","24,916,000","21,640,000","22,496,000","22,184,000","20,951,000","20,612,000","20,002,000","19,318,000","19,084,000","19,016,000","18,777,000","18,798,000","18,334,000","17,884,000","15,870,000","15,382,000","14,170,000","13,685,000","15,258,000","14,595,000","14,312,000","13,978,000","11,009,000","10,679,000","9,733,000","9,646,000","8,914,000","9,449,000","8,898,000","8,376,000","8,162,000","7,600,000","7,300,000","6,700,000","7,508,000","4,800,000","4,300,000","2,300,000","298,000","300,000","150,000","200,000","300,000","200,000","300,000","300,000","300,000"
			DepreciationAndAmortization,"93,633,000","23,132,000","24,130,000","23,857,000","22,514,000","22,985,000","23,668,000","23,064,000","22,963,000","26,619,000","28,386,000","26,220,000","24,768,000","24,875,000","25,737,000","25,207,000","24,416,000","23,882,000","23,805,000","23,759,000","23,628,000","23,078,000","24,600,000","24,631,000","25,214,000","25,041,000","26,151,000","25,985,000","27,025,000","26,233,000","26,810,000","26,811,000","28,295,000","28,441,000","28,730,000","26,597,000","26,629,000","26,961,000","28,072,000","26,884,000","27,239,000","27,299,000","21,519,000","21,364,000","21,001,000","20,798,000","20,740,000","21,127,000","18,595,000","18,121,000","21,395,000","19,759,000","21,344,000","22,325,000","24,512,000","24,637,000","25,055,000","25,384,000","26,680,000","25,285,000","24,916,000","21,640,000","22,496,000","22,184,000","20,951,000","20,612,000","20,002,000","19,318,000","19,084,000","19,016,000","18,777,000","18,798,000","18,334,000","17,884,000","15,870,000","15,382,000","14,170,000","13,685,000","15,258,000","14,595,000","14,312,000","13,978,000","11,009,000","10,679,000","9,733,000","9,646,000","8,914,000","9,449,000","8,898,000","8,376,000","8,162,000","7,600,000","7,300,000","6,700,000","7,508,000","4,800,000","4,300,000","2,300,000","298,000","300,000","150,000","200,000","300,000","200,000","300,000","300,000","300,000"
				Depreciation,,,"24,130,000","23,857,000","22,514,000","22,985,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,884,000","27,239,000","27,299,000",,"21,423,000","21,058,000","20,859,000","20,812,000","21,200,000","18,666,000","18,190,000","21,463,000","19,828,000","21,412,000","22,391,000","24,578,000","24,703,000","25,120,000","25,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
