name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"678,209,337","688,554,960","812,840,941","784,639,274","953,713,952","1,264,788,928","1,205,359,437","1,040,492,268","1,541,197,445","860,400,767","607,610,165","466,955,102","740,697,046","981,238,808","1,390,164,181","1,261,093,880","840,447,410"
EnterpriseValue,"538,039,337","512,403,960","619,402,941","564,909,274","696,262,952","948,291,928","842,511,437","789,913,268","1,339,231,445","629,672,767","351,866,165","182,823,102","417,787,046","673,934,808","1,052,301,181","901,903,880","619,339,410"
PeRatio,"5.087",,,,,,,,,,"2.997","1.702",,"5.175",,,
PsRatio,"9.522","17.685","40.638","100.091",,,,,,,,,,,,,
PbRatio,"4.08","3.721","3.797","3.328","3.523","4.055","3.362","4.155","7.488","3.817","2.412","1.697","2.423","3.537","4.359","3.69","4.175"
EnterprisesValueRevenueRatio,"7.607","15.919","33.044","46.706","90.377",,,,,,,,,,,,
EnterprisesValueEBITDARatio,"-4.204","-22.61","-17.466","-18.825","-17.477","-19.364","-16.1","-18.556","-42.835","-21.869","-10.991","-6.11","-10.773","-10.032","-23.981","-34.494","-28.786"
