name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalRevenue,"20,434,155,000","5,569,902,000","5,310,657,000","5,088,288,000","4,465,308,000","3,544,597,000","2,601,245,000","2,330,832,000","2,094,305,000","2,575,100,000","2,350,196,000","2,526,845,000","2,770,515,000","2,817,435,000","2,903,892,000","3,223,547,000","3,090,525,000","2,603,875,000","2,336,479,000","2,443,382,000","2,390,720,000","2,368,216,000","1,910,596,000","2,101,310,000","2,023,902,000","1,741,301,000","1,591,046,000","1,950,923,000","2,005,007,000","2,047,435,000","2,517,093,000","2,339,016,000","2,069,761,000","1,830,082,000","1,864,150,000","1,911,738,000","1,801,340,000","1,795,696,000","1,705,001,000","1,693,390,000","1,909,803,000","1,982,040,000","1,858,345,000","2,043,455,000","2,079,731,000","2,015,969,000","1,528,134,000","1,584,164,000","1,632,799,000","1,555,790,000","1,179,802,000","1,172,196,000","792,158,000","814,650,000","1,210,434,000","2,563,943,000","2,403,939,000","1,902,205,000","1,451,034,000","1,156,593,000","911,248,000","865,674,000","839,800,000","911,862,000","821,247,000","665,878,000","569,645,000","498,689,000","545,826,000","570,706,000","600,370,000","634,741,000","525,657,000","384,145,000","279,160,000","253,952,000","218,632,000","235,504,000","243,154,000","240,697,000","213,739,000","166,903,000","138,452,000","156,807,000","157,639,000","154,086,000","152,449,000","160,265,000","190,737,000","189,172,000","176,000,000","158,700,000","166,700,000","117,500,000","134,300,000","141,000,000","121,000,000","118,500,000","114,600,000","104,700,000","102,700,000","98,100,000","78,000,000","58,200,000","58,200,000","58,200,000","0","100,000","100,000","100,000"
	OperatingRevenue,"20,434,155,000","5,569,902,000","5,310,657,000","5,088,288,000","4,465,308,000","3,544,597,000","2,601,245,000","2,330,832,000","2,094,305,000","2,575,100,000","2,350,196,000","2,526,845,000","2,770,515,000","2,817,435,000","2,903,892,000","3,223,547,000","3,090,525,000","2,603,875,000","2,336,479,000","2,443,382,000","2,390,720,000","2,368,216,000","1,910,596,000","2,101,310,000","2,023,902,000","1,741,301,000","1,591,046,000","1,950,923,000","2,005,007,000","2,047,435,000","2,517,093,000","2,339,016,000","2,069,761,000","1,830,082,000","1,864,150,000","1,911,738,000","1,801,340,000","1,795,696,000","1,705,001,000","1,693,390,000","1,909,803,000","1,982,040,000","1,858,345,000","2,043,455,000","2,079,731,000","2,015,969,000","1,528,134,000","1,584,164,000","1,632,799,000","1,555,790,000","1,179,802,000","1,172,196,000","792,158,000","814,650,000","1,210,434,000","2,563,943,000","2,403,939,000","1,902,205,000","1,451,034,000","1,156,593,000","911,248,000","865,674,000","839,800,000","911,862,000","821,247,000","665,878,000","569,645,000","498,689,000","545,826,000","570,706,000","600,370,000","634,741,000","525,657,000","384,145,000","279,160,000","253,952,000","218,632,000","235,504,000","243,154,000","240,697,000","213,739,000","166,903,000","138,452,000","156,807,000","157,639,000","154,086,000","152,449,000","160,265,000","190,737,000","189,172,000","176,000,000","158,700,000","166,700,000","117,500,000","134,300,000","141,000,000","121,000,000","118,500,000","114,600,000","104,700,000","102,700,000","98,100,000","78,000,000","58,200,000","58,200,000","58,200,000","0","100,000","100,000","100,000"
CostOfRevenue,"14,089,484,000","3,787,389,000","3,548,820,000","3,487,659,000","3,265,616,000","2,744,331,000","2,158,992,000","2,038,017,000","1,809,874,000","2,159,871,000","2,033,787,000","2,167,006,000","2,349,349,000","2,383,865,000","2,382,657,000","2,537,466,000","2,438,443,000","2,140,459,000","2,015,655,000","2,046,864,000","1,998,202,000","1,896,062,000","1,600,654,000","1,692,807,000","1,643,519,000","1,505,265,000","1,446,839,000","1,722,197,000","1,833,264,000","1,860,393,000","2,225,469,000","2,050,504,000","1,846,990,000","1,666,778,000","1,666,154,000","1,714,546,000","1,653,648,000","1,619,432,000","1,524,904,000","1,536,989,000","1,727,667,000","1,780,776,000","1,698,210,000","1,844,212,000","1,803,345,000","1,720,215,000","1,394,466,000","1,444,632,000","1,440,815,000","1,345,308,000","1,025,629,000","955,503,000","723,321,000","855,277,000","1,251,345,000","2,118,737,000","1,924,284,000","1,554,896,000","1,196,776,000","928,142,000","694,666,000","649,271,000","610,654,000","667,058,000","624,692,000","506,391,000","429,689,000","393,457,000","434,642,000","441,929,000","449,920,000","406,489,000","382,459,000","302,555,000","239,474,000","215,097,000","186,724,000","185,969,000","170,693,000","167,942,000","160,696,000","139,529,000","127,376,000","134,888,000","131,414,000","116,972,000","114,235,000","113,637,000","127,341,000","133,258,000","125,300,000","114,500,000","117,600,000","90,900,000","100,700,000","106,500,000","94,500,000","96,500,000","92,900,000","74,900,000","70,400,000","68,200,000",,,,,,,,
GrossProfit,"6,344,671,000","1,782,513,000","1,761,837,000","1,600,629,000","1,199,692,000","800,266,000","442,253,000","292,815,000","284,431,000","415,229,000","316,409,000","359,839,000","421,166,000","433,570,000","521,235,000","686,081,000","652,082,000","463,416,000","320,824,000","396,518,000","392,518,000","472,154,000","309,942,000","408,503,000","380,383,000","236,036,000","144,207,000","228,726,000","171,743,000","187,042,000","291,624,000","288,512,000","222,771,000","163,304,000","197,996,000","197,192,000","147,692,000","176,264,000","180,097,000","156,401,000","182,136,000","201,264,000","160,135,000","199,243,000","276,386,000","295,754,000","133,668,000","139,532,000","191,984,000","210,482,000","154,173,000","216,693,000","68,837,000","-40,627,000","-40,911,000","445,206,000","479,655,000","347,309,000","254,258,000","228,451,000","216,582,000","216,403,000","229,146,000","244,804,000","196,555,000","159,487,000","139,956,000","105,232,000","111,184,000","128,777,000","150,450,000","228,252,000","143,198,000","81,590,000","39,686,000","38,855,000","31,908,000","49,535,000","72,461,000","72,755,000","53,043,000","27,374,000","11,076,000","21,919,000","26,225,000","37,114,000","38,214,000","46,628,000","63,396,000","55,914,000","50,700,000","44,200,000","49,100,000","26,600,000","33,600,000","34,500,000","26,500,000","22,000,000","21,700,000","29,800,000","32,300,000","29,900,000",,,,,,,,
OperatingExpense,"1,142,898,000","287,646,000","332,711,000","278,584,000","243,957,000","206,067,000","164,094,000","136,959,000","125,581,000","141,543,000","134,448,000","131,794,000","136,134,000","141,728,000","155,682,000","154,509,000","150,195,000","140,019,000","124,877,000","125,503,000","127,165,000","137,588,000","121,079,000","124,648,000","124,261,000","104,071,000","96,850,000","97,697,000","94,184,000","87,271,000","112,784,000","99,869,000","90,866,000","82,372,000","90,174,000","83,919,000","78,186,000","80,032,000","84,812,000","75,786,000","78,437,000","81,448,000","77,645,000","90,458,000","88,167,000","90,428,000","74,042,000","70,532,000","75,349,000","68,741,000","72,791,000","68,245,000","62,553,000","72,976,000","50,044,000","109,024,000","121,574,000","95,377,000","76,002,000","54,524,000","48,922,000","45,092,000","53,872,000","46,224,000","42,407,000","28,375,000","26,058,000","23,381,000","20,081,000","22,454,000","10,457,000","34,992,000","28,082,000","23,050,000","31,697,000","16,010,000","14,682,000","14,975,000","13,185,000","15,679,000","19,779,000","13,088,000","13,333,000","12,821,000","18,176,000","13,802,000","23,561,000","23,051,000","26,384,000","25,753,000","23,300,000","21,000,000","21,100,000","16,300,000","15,500,000","14,400,000","10,500,000","10,900,000","10,900,000","13,600,000","13,000,000","11,000,000",,,,,,,,
	SellingGeneralAndAdministration,"1,113,942,000","280,484,000","325,533,000","271,406,000","236,519,000","198,629,000","156,422,000","130,013,000","118,391,000","134,352,000","125,601,000","125,090,000","129,121,000","134,715,000","148,248,000","147,918,000","143,366,000","133,093,000","117,804,000","118,231,000","119,741,000","130,164,000","113,673,000","117,440,000","117,029,000","96,821,000","90,672,000","91,379,000","87,691,000","80,948,000","105,866,000","93,105,000","83,932,000","75,437,000","82,479,000","76,022,000","70,135,000","71,905,000","76,090,000","66,938,000","69,446,000","72,456,000","68,011,000","80,304,000","78,085,000","80,344,000","62,893,000","59,241,000","63,784,000","57,160,000","60,592,000","56,584,000","48,559,000","57,320,000","-27,871,000","98,259,000","113,454,000","83,847,000","76,002,000","54,524,000","48,922,000","45,092,000","53,872,000","46,224,000","42,407,000","28,375,000","26,058,000","23,381,000","20,081,000","22,454,000","10,457,000","34,992,000","28,082,000","23,050,000","17,710,000","16,010,000","14,682,000","14,975,000","13,185,000","15,679,000","19,779,000","13,088,000","13,333,000","12,821,000","18,176,000","13,802,000","12,341,000","12,185,000","14,930,000","13,850,000","12,600,000","10,800,000","10,900,000","8,100,000","7,500,000","6,000,000","3,200,000","3,900,000","4,500,000","7,500,000","7,100,000","5,300,000",,,,,,,,
		GeneralAndAdministrativeExpense,"1,113,942,000","280,484,000","325,533,000","271,406,000","236,519,000","198,629,000","156,422,000","130,013,000","118,391,000","134,352,000","125,601,000","125,090,000","129,121,000","134,715,000","148,248,000","147,918,000","143,366,000","133,093,000","117,804,000","118,231,000","119,741,000","130,164,000","113,673,000","117,440,000","117,029,000","96,821,000","90,672,000","91,379,000","87,691,000","80,948,000","105,866,000","93,105,000","83,932,000","75,437,000","82,479,000","76,022,000","70,135,000","71,905,000","76,090,000","66,938,000","69,446,000","72,456,000","68,011,000","80,304,000","78,085,000","80,344,000","62,893,000","59,241,000","63,784,000",,,"56,584,000","48,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"467,732,000","128,469,000","143,243,000","113,880,000","82,140,000","48,848,000","19,404,000","11,778,000","9,092,000","21,454,000","13,633,000","17,848,000","22,871,000","23,677,000","41,684,000","45,304,000","42,335,000","26,662,000","21,595,000","21,175,000","21,308,000","27,231,000","19,563,000","22,255,000","20,176,000","9,291,000","4,427,000","9,008,000","5,031,000","4,598,000","13,397,000","12,865,000","10,469,000","5,395,000","7,873,000","8,469,000","4,779,000","6,643,000","6,750,000","3,954,000","8,211,000","8,072,000","6,064,000","7,428,000","14,454,000","15,203,000","3,643,000","4,562,000","7,827,000",,,"451,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"646,210,000","152,015,000","182,290,000","157,526,000","154,379,000","149,781,000","137,018,000","118,235,000","109,299,000","112,898,000","111,968,000","107,242,000","106,250,000","111,038,000","106,564,000","102,614,000","101,031,000","106,431,000","96,209,000","97,056,000","98,433,000","102,933,000","94,110,000","95,185,000","96,853,000","87,530,000","86,245,000","82,371,000","82,660,000","76,350,000","92,469,000","80,240,000","73,463,000","70,042,000","74,606,000","67,553,000","65,356,000","65,262,000","69,340,000","62,984,000","61,235,000","64,384,000","61,947,000","72,876,000","63,631,000","65,141,000","59,250,000","54,679,000","55,957,000",,,"56,133,000","48,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"28,956,000","7,162,000","7,178,000","7,178,000","7,438,000","7,438,000","7,672,000","6,946,000","7,190,000","7,191,000","8,847,000","6,704,000","7,013,000","7,013,000","7,434,000","6,591,000","6,829,000","6,926,000","7,073,000","7,272,000","7,424,000","7,424,000","7,406,000","7,208,000","7,232,000","7,250,000","6,178,000","6,318,000","6,493,000","6,323,000","6,918,000","6,764,000","6,934,000","6,935,000","7,695,000","7,897,000","8,051,000","8,127,000","8,722,000","8,848,000","8,991,000","8,992,000","9,634,000","10,154,000","10,082,000","10,084,000","11,149,000","11,291,000","11,565,000","11,581,000","12,199,000","11,661,000","13,994,000","15,698,000","10,918,000","10,765,000","8,120,000","11,530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"726,000","11,551,000","11,220,000","10,866,000","11,454,000","11,903,000","10,700,000","10,200,000","10,200,000","8,200,000","8,000,000","8,400,000","7,300,000","7,000,000","6,400,000","6,100,000","5,900,000","5,700,000",,,,,,,,
