name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
OperatingCashFlow,"-133,000,000","-217,200,000","260,900,000","-142,200,000","-34,500,000","-68,100,000","121,900,000","59,400,000","101,000,000","-115,400,000","240,100,000","94,400,000","25,600,000","-130,000,000","276,200,000","81,600,000","82,100,000","-47,100,000","76,200,000","31,700,000","24,700,000","-110,200,000","68,000,000","-78,100,000","27,900,000","-61,500,000","22,500,000","17,400,000","79,500,000","12,000,000","94,100,000","-700,000","19,400,000","-56,900,000","141,000,000","169,400,000","115,400,000","-57,400,000","181,700,000","186,000,000","78,000,000","-18,200,000","189,300,000","179,500,000","-21,700,000","-50,300,000","91,000,000","129,500,000","-121,400,000","-72,000,000","69,100,000","68,100,000","-87,600,000","168,900,000","409,900,000","248,300,000","30,300,000","66,000,000","229,100,000","294,000,000","112,000,000","74,700,000","129,400,000","149,500,000","-5,600,000","35,200,000","27,000,000","135,800,000","64,500,000","-4,700,000","15,600,000","-13,100,000","21,800,000","-200,000","29,900,000","35,000,000","-28,100,000","45,200,000","-100,000","33,400,000","89,000,000","81,900,000","28,400,000","43,900,000","23,500,000","27,000,000","84,800,000","15,900,000","5,000,000","29,800,000","-67,300,000","-6,500,000","76,600,000","69,400,000","161,300,000","121,000,000","94,200,000","22,900,000","115,700,000","46,300,000","59,300,000","35,400,000","65,100,000","115,600,000","10,000,000","36,100,000"
	CashFlowFromContinuingOperatingActivities,"-133,000,000","-217,200,000","260,900,000","-142,200,000","-34,500,000","-68,100,000","121,900,000","59,400,000","101,000,000","-115,400,000","240,100,000","94,400,000","25,600,000","-130,000,000","276,200,000","81,600,000","82,100,000","-47,100,000","76,200,000","31,700,000","24,700,000","-110,200,000","68,000,000","-78,100,000","27,900,000","-61,500,000","22,500,000","17,400,000","79,500,000","12,000,000","94,100,000","-700,000","19,400,000","-56,900,000","141,000,000","169,400,000","115,400,000","-57,400,000","181,700,000","186,000,000","78,000,000","-18,200,000","189,300,000","179,500,000","-21,700,000","-50,300,000","91,000,000","129,500,000","-121,400,000","-72,000,000","69,100,000","68,100,000","-87,600,000","168,900,000","409,900,000","248,300,000","30,300,000","66,000,000","229,100,000","294,000,000","112,000,000","74,700,000","129,400,000","149,500,000","-5,600,000","35,200,000","27,000,000","135,800,000","64,500,000","-4,700,000","15,600,000","-13,100,000","21,800,000","-200,000","29,900,000","35,000,000","-28,100,000","45,200,000","-100,000","33,400,000","89,000,000","81,900,000","28,400,000","43,900,000","23,500,000","27,000,000","84,800,000","15,900,000","5,000,000","29,800,000","-67,300,000","-6,500,000","76,600,000","69,400,000","161,300,000","121,000,000","94,200,000","22,900,000","115,700,000","46,300,000","59,300,000","35,400,000","65,100,000","115,600,000","10,000,000","36,100,000"
		NetIncomeFromContinuingOperations,"21,400,000","35,200,000","-24,600,000","55,200,000","-44,400,000","-2,400,000","-1,116,300,000","-47,000,000","-419,900,000","23,600,000","60,000,000","115,300,000","78,500,000","16,300,000","45,000,000","55,600,000","75,600,000","60,500,000","5,200,000","-119,400,000","13,400,000","21,100,000","13,700,000","-527,200,000","-15,500,000","-98,100,000","-223,300,000","-141,300,000","-13,900,000","12,600,000","25,300,000","2,900,000","-700,000","-17,900,000","175,600,000","-32,200,000","6,600,000","11,600,000","13,500,000","37,300,000","58,700,000","58,300,000","34,200,000","64,200,000",,,"17,400,000","3,300,000","38,200,000","19,800,000","40,400,000","4,000,000","-11,700,000","5,300,000","110,900,000","144,100,000","168,900,000","142,000,000","148,900,000","193,900,000","206,500,000","197,800,000","167,100,000","161,900,000","140,400,000","102,500,000","118,800,000","88,300,000","91,700,000","61,000,000","35,000,000","8,600,000","26,600,000","-50,400,000","-232,700,000","-28,800,000","-26,000,000","-27,100,000","-39,700,000","-7,500,000","-7,500,000","-11,100,000","-45,800,000","8,000,000","6,200,000","6,400,000","5,400,000","42,100,000","43,700,000","41,300,000","14,700,000","38,000,000","57,300,000","60,600,000","71,700,000","65,500,000","75,500,000","26,900,000","13,700,000","64,300,000","87,000,000","63,400,000","400,000","122,000,000","20,500,000","19,100,000"
		OperatingGainsLosses,"74,300,000","24,300,000","65,000,000","-13,800,000","-1,200,000","-1,200,000","400,000","-800,000","21,500,000","-2,500,000","21,600,000","-68,200,000",,,"0","0","0","-15,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,600,000",,"9,600,000",,,,,,,,,,,,,,,"24,200,000",,,,"-2,100,000","1,600,000","-45,400,000","-1,600,000","52,600,000","0","-800,000","1,300,000","-200,000","0",,,"79,600,000","0",,,"-500,000","300,000","-900,000","-10,500,000","20,100,000",,,,,"-900,000",,,,"-8,400,000","-30,700,000","-14,600,000",,"-44,600,000","900,000","-600,000"
			GainLossOnSaleOfBusiness,"11,300,000","25,100,000","-100,000",,,,"0","0",,,"0","-5,900,000","7,700,000","0","0","0","0","-15,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-2,500,000","-800,000","-400,000","-100,000","-1,200,000","-1,200,000","400,000","-800,000","0","-2,500,000","0","-62,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"143,300,000","35,500,000","35,900,000","35,600,000","36,300,000","36,100,000","35,000,000","35,400,000","35,600,000","37,300,000","36,500,000","37,000,000","38,900,000","38,700,000","39,300,000","38,400,000","38,900,000","39,800,000","40,100,000","40,100,000","40,300,000","40,300,000","40,100,000","42,400,000","43,700,000","44,100,000","48,500,000","47,800,000","48,000,000","45,600,000","45,200,000","44,100,000","43,500,000","44,000,000","46,400,000","46,600,000","48,400,000","48,500,000","48,900,000","48,900,000","48,200,000","48,000,000","47,200,000","46,600,000","43,200,000","37,400,000","35,500,000","36,200,000","35,200,000","34,600,000","36,000,000","32,200,000","32,100,000","32,300,000","32,100,000","30,200,000","29,200,000","27,300,000","27,700,000","26,600,000","25,000,000","23,600,000","23,800,000","21,400,000","20,200,000","18,800,000","21,600,000","18,700,000","19,200,000","17,800,000","19,700,000","18,500,000","19,100,000","18,800,000","18,900,000","18,600,000","19,100,000","18,000,000","21,500,000","23,100,000","22,600,000","22,800,000","23,900,000","25,100,000","24,800,000","24,800,000","24,100,000","25,700,000","25,100,000","24,800,000","187,900,000","-30,300,000","-30,300,000","-32,000,000","190,200,000","-26,000,000","-27,200,000","-28,000,000","175,000,000","-26,800,000","-24,800,000","-24,900,000","188,100,000","-60,000,000","-11,300,000","-11,500,000"
			DepreciationAndAmortization,"143,300,000","35,500,000","35,900,000","35,600,000","36,300,000","36,100,000","35,000,000","35,400,000","35,600,000","37,300,000","36,500,000","37,000,000","38,900,000","38,700,000","39,300,000","38,400,000","38,900,000","39,800,000","40,100,000","40,100,000","40,300,000","40,300,000","40,100,000","42,400,000","43,700,000","44,100,000","48,500,000","47,800,000","48,000,000","45,600,000","45,200,000","44,100,000","43,500,000","44,000,000","46,400,000","46,600,000","48,400,000","48,500,000","48,900,000","48,900,000","48,200,000","48,000,000","47,200,000","46,600,000","43,200,000","37,400,000","35,500,000","36,200,000","35,200,000","34,600,000","36,000,000","32,200,000","32,100,000","32,300,000","32,100,000","30,200,000","29,200,000","27,300,000","27,700,000","26,600,000","25,000,000","23,600,000","23,800,000","21,400,000","20,200,000","18,800,000","21,600,000","18,700,000","19,200,000","17,800,000","19,700,000","18,500,000","19,100,000","18,800,000","18,900,000","18,600,000","19,100,000","18,000,000","21,500,000","23,100,000","22,600,000","22,800,000","23,900,000","25,100,000","24,800,000","24,800,000","24,100,000","25,700,000","25,100,000","24,800,000","187,900,000","-30,300,000","-30,300,000","-32,000,000","190,200,000","-26,000,000","-27,200,000","-28,000,000","175,000,000","-26,800,000","-24,800,000","-24,900,000","188,100,000","-60,000,000","-11,300,000","-11,500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-30,300,000","-30,300,000","-32,000,000",,"-26,000,000","-27,200,000","-28,000,000",,"-26,800,000","-24,800,000","-24,900,000",,"-60,000,000","-11,300,000","-11,500,000"
		DeferredTax,"200,000","-1,200,000","-900,000","900,000","1,400,000","-400,000","-28,600,000","400,000","89,800,000","8,300,000","-45,000,000","1,400,000","1,100,000","1,600,000","-700,000","2,700,000","300,000","-200,000","-3,100,000","-5,900,000","6,400,000","1,200,000","-41,700,000","-15,700,000","-23,700,000","-38,700,000","-127,600,000","19,200,000","-14,600,000","5,000,000","16,700,000","4,500,000","12,200,000","-1,700,000","-6,000,000","19,000,000","21,100,000","36,000,000","13,500,000","-15,300,000","-5,600,000","-12,000,000","22,600,000","43,200,000","-10,700,000","-2,400,000","32,200,000","34,000,000","11,200,000","24,800,000","28,100,000","-12,800,000","146,800,000","-38,500,000","64,500,000","37,600,000","1,600,000","25,300,000","53,500,000","-7,200,000","-5,000,000","14,200,000","4,700,000","13,700,000","-8,200,000","-2,000,000","-98,500,000","2,300,000","4,600,000","-400,000",,,,,"113,400,000","-14,700,000","-12,700,000","-13,300,000","7,200,000","15,700,000","900,000","1,800,000","25,300,000","4,200,000","2,600,000","-7,600,000","6,200,000","37,900,000","-2,100,000","15,800,000","-18,700,000","3,600,000","400,000","3,400,000","-9,000,000","-3,500,000","6,800,000","-1,600,000","-2,500,000","-11,700,000","-2,300,000","10,800,000","-600,000","22,300,000","-4,400,000","1,300,000"
