name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018
TotalRevenue,"1,636,585,000","487,834,000","431,010,000","380,051,000","337,690,000","302,843,000","264,929,000","232,460,000","198,971,000","178,078,000","152,109,000","125,119,000","108,108,000","96,077,000","80,455,000","66,379,000","55,701,000","47,289,000"
	OperatingRevenue,"1,636,585,000","487,834,000","431,010,000","380,051,000","337,690,000","302,843,000","264,929,000","232,460,000","198,971,000","178,078,000","152,109,000","125,119,000","108,108,000","96,077,000","80,455,000","66,379,000","55,701,000","47,289,000"
CostOfRevenue,"431,548,000","126,832,000","112,620,000","101,664,000","90,432,000","78,505,000","66,732,000","61,527,000","54,391,000","46,895,000","43,416,000","37,355,000","31,582,000","29,273,000","26,995,000","22,274,000","18,575,000","19,394,000"
GrossProfit,"1,205,037,000","361,002,000","318,390,000","278,387,000","247,258,000","224,338,000","198,197,000","170,933,000","144,580,000","131,183,000","108,693,000","87,764,000","76,526,000","66,804,000","53,460,000","44,105,000","37,126,000","27,895,000"
OperatingExpense,"1,340,121,000","384,885,000","341,924,000","318,651,000","294,661,000","255,685,000","214,000,000","195,092,000","174,571,000","153,759,000","139,825,000","126,282,000","127,165,000","92,579,000","84,692,000","86,196,000","67,553,000","61,009,000"
	SellingGeneralAndAdministration,"923,619,000","261,486,000","236,906,000","221,021,000","204,206,000","177,505,000","147,930,000","137,553,000","124,088,000","113,181,000","101,134,000","90,290,000","95,535,000","68,704,000","62,687,000","60,228,000","48,590,000","43,394,000"
		GeneralAndAdministrativeExpense,"248,672,000","67,954,000","74,312,000","56,061,000","50,345,000","42,374,000","35,481,000","31,951,000","28,961,000","25,043,000","25,331,000","21,615,000","30,261,000","11,861,000","13,349,000","13,614,000","8,477,000","6,777,000"
			OtherGandA,"248,672,000","67,954,000","74,312,000","56,061,000","50,345,000","42,374,000","35,481,000","31,951,000","28,961,000","25,043,000","25,331,000","21,615,000","30,261,000","11,861,000","13,349,000","13,614,000","8,477,000","6,777,000"
		SellingAndMarketingExpense,"674,947,000","193,532,000","162,594,000","164,960,000","153,861,000","135,131,000","112,449,000","105,602,000","95,127,000","88,138,000","75,803,000","68,675,000","65,274,000","56,843,000","49,338,000","46,614,000","40,113,000","36,617,000"
	ResearchAndDevelopment,"416,502,000","123,399,000","105,018,000","97,630,000","90,455,000","78,180,000","66,070,000","57,539,000","50,483,000","40,578,000","38,691,000","35,992,000","31,630,000","23,875,000","22,005,000","25,968,000","18,963,000","17,615,000"
