name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,03/31/2005
TotalAssets,"816,080,000","768,559,000","779,754,000","839,388,000","904,173,000","905,579,000","851,978,000","865,837,000","845,076,000","862,568,000","801,766,000","793,322,000","822,453,000","814,687,000","810,035,000","804,460,000","818,642,000","789,274,000","877,945,000","860,811,000","802,967,000","769,716,000","766,475,000","730,305,000","714,573,000","730,563,000","696,864,000","717,552,000","713,466,000","683,408,000","708,381,000","670,733,000","755,384,000","735,141,000","688,311,000","632,742,000","604,854,000","538,414,000","487,994,000","440,676,000","432,688,000","378,613,000","344,551,000","366,879,000","342,499,000","313,495,000","286,792,000","280,565,000","286,015,000","256,381,000","237,322,000","218,114,000","206,987,000","203,860,000","202,924,000","200,587,000","200,830,000","194,090,000","172,017,000","157,425,000","148,039,000","85,253,000","75,002,000","78,060,000","72,568,000","47,513,000"
	CurrentAssets,"484,081,000","467,041,000","482,730,000","541,879,000","607,600,000","606,635,000","558,993,000","533,470,000","513,686,000","525,413,000","624,753,000","612,536,000","655,002,000","646,982,000","642,472,000","633,668,000","646,788,000","616,418,000","653,231,000","636,841,000","598,736,000","568,764,000","565,974,000","530,669,000","517,377,000","532,749,000","524,010,000","544,589,000","541,551,000","514,435,000","550,399,000","528,327,000","630,531,000","636,513,000","606,786,000","567,197,000","555,498,000","497,842,000","448,696,000","403,076,000","395,350,000","345,485,000","311,214,000","336,284,000","312,730,000","281,467,000","254,510,000","249,250,000","253,915,000","218,472,000","198,244,000","178,674,000","166,151,000","161,823,000","158,871,000","154,394,000","154,702,000","142,197,000","124,159,000","109,243,000","100,318,000","80,431,000","70,208,000","72,600,000","68,154,000","45,086,000"
		CashCashEquivalentsAndShortTermInvestments,"267,507,000","233,691,000","295,807,000","359,149,000","397,237,000","388,414,000","393,998,000","356,277,000","331,727,000","337,013,000","475,244,000","451,146,000","458,330,000","457,942,000","484,100,000","461,666,000","462,421,000","445,487,000","494,589,000","480,988,000","450,184,000","437,159,000","439,626,000","410,180,000","387,179,000","401,106,000","400,010,000","411,353,000","387,609,000","364,902,000","414,543,000","398,517,000","482,709,000","500,511,000","485,149,000","458,818,000","435,912,000","397,246,000","353,933,000","320,083,000","300,234,000","257,152,000","219,890,000","254,157,000","218,320,000","193,543,000","178,801,000","180,434,000","174,561,000","148,643,000","132,480,000","119,214,000","105,205,000","100,831,000","101,259,000","98,209,000","91,661,000","95,108,000","79,183,000","70,535,000","65,001,000","56,494,000","50,164,000","53,501,000","48,039,000","24,795,000"
			CashAndCashEquivalents,"267,507,000","233,691,000","295,807,000","359,149,000","397,237,000","377,569,000","383,153,000","345,432,000","288,082,000","272,025,000","377,625,000","320,821,000","327,992,000","327,398,000","353,181,000","351,912,000","330,784,000","314,494,000","363,331,000","349,522,000","329,491,000","316,412,000","321,794,000","302,247,000","288,107,000","316,396,000","327,204,000","350,469,000","337,673,000","314,946,000","364,574,000","373,543,000","457,733,000","475,533,000","462,167,000","458,818,000","433,964,000","395,298,000","351,985,000","318,135,000","297,088,000","254,006,000","216,744,000","251,011,000","217,170,000","191,393,000","172,858,000","172,890,000","169,518,000","144,350,000","132,480,000","119,214,000","105,205,000","100,831,000","101,259,000","98,209,000","91,661,000","95,108,000","79,183,000","70,535,000","65,001,000","56,494,000","50,164,000","53,501,000","48,039,000","24,795,000"
			OtherShortTermInvestments,,,,,"0","10,845,000","10,845,000","10,845,000","43,645,000","64,988,000","97,619,000","130,325,000","130,338,000","130,544,000","130,919,000","109,754,000","131,637,000","130,993,000","131,258,000","131,466,000","120,693,000","120,747,000","117,832,000","107,933,000","99,072,000","84,710,000","72,806,000","60,884,000","49,936,000","49,956,000","49,969,000","24,974,000","24,976,000","24,978,000","22,982,000","0","1,948,000","1,948,000","1,948,000","1,948,000","3,146,000","3,146,000","3,146,000","3,146,000","1,150,000","2,150,000","5,943,000","7,544,000","5,043,000","4,293,000",,,,,,,,,,,,,,,,
		Receivables,"194,238,000","213,040,000","166,272,000","158,862,000","188,126,000","190,651,000","138,957,000","149,778,000","146,990,000","161,626,000","127,593,000","137,628,000","176,836,000","170,497,000","137,338,000","151,283,000","162,119,000","146,750,000","129,699,000","131,357,000","132,761,000","115,851,000","105,676,000","100,686,000","113,429,000","114,591,000","86,367,000","93,135,000","117,716,000","114,249,000","101,081,000","100,925,000","118,527,000","106,208,000","86,785,000","75,219,000","85,033,000","71,415,000","69,293,000","56,524,000","67,793,000","64,604,000","69,141,000","59,789,000","73,891,000","65,648,000","52,282,000","45,547,000","58,049,000","51,667,000","47,507,000","42,619,000","44,020,000","41,653,000","38,357,000","38,082,000","44,284,000","33,786,000","30,820,000","25,201,000","22,044,000","21,737,000","17,943,000","17,528,000","18,238,000","18,305,000"
			AccountsReceivable,"194,238,000","213,040,000","166,272,000","158,862,000","188,126,000","190,651,000","138,957,000","149,778,000","146,990,000","161,626,000","127,593,000","137,628,000","176,836,000","170,497,000","137,338,000","151,283,000","162,119,000","146,750,000","129,699,000","131,357,000","132,761,000","115,851,000","105,676,000","100,686,000","113,429,000","114,591,000","86,367,000","93,135,000","117,716,000","114,249,000","101,081,000","100,925,000","118,527,000","106,208,000","86,785,000","75,219,000","85,033,000","71,415,000","69,293,000","56,524,000","67,793,000","64,604,000","69,141,000","59,789,000","73,891,000","65,648,000","52,282,000","45,547,000","58,049,000","51,667,000","47,507,000","42,619,000","44,020,000","41,653,000","38,357,000","38,082,000","44,284,000","33,786,000","30,820,000","25,201,000","22,044,000","21,737,000","17,943,000","17,528,000","18,238,000","18,305,000"
				GrossAccountsReceivable,"194,943,000",,,,,,,,,,,,"177,325,000",,,,,,,,"132,864,000","116,176,000","106,005,000","101,014,000","113,744,000","114,900,000","86,465,000","93,270,000","117,820,000","114,356,000","101,189,000","101,036,000","118,638,000","106,319,000","86,896,000","75,321,000","85,136,000","71,520,000","69,397,000","56,623,000","67,890,000","64,713,000","69,251,000","59,901,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-705,000",,,,,,,,,,,,"-489,000",,,,,,,,"-103,000","-325,000","-329,000","-328,000","-315,000","-309,000","-98,000","-135,000","-104,000","-107,000","-108,000","-111,000","-111,000","-111,000","-111,000","-102,000","-103,000","-105,000","-104,000","-99,000","-97,000","-109,000","-110,000","-112,000",,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,"26,969,000",,,,"19,836,000",,,,"22,248,000",,,,"15,791,000",,"20,672,000","19,803,000","16,769,000","17,052,000","19,745,000","23,403,000","20,084,000","19,030,000","16,652,000","10,810,000","11,329,000","8,465,000","13,154,000","12,032,000","15,225,000","15,260,000","11,827,000","11,843,000","12,606,000","10,149,000","9,395,000","9,811,000","8,476,000","5,786,000","6,989,000","6,633,000","4,612,000","5,845,000","5,810,000","3,970,000","3,782,000","4,398,000","4,314,000","3,757,000","3,409,000","3,685,000","4,538,000","3,889,000","3,657,000","2,200,000","2,101,000","1,571,000","1,877,000","1,986,000"
