name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"4,640,181,000","4,668,768,000","4,491,621,000","4,505,772,000","4,566,601,000","4,678,563,000","4,721,773,000","4,702,190,000","4,767,012,000","4,828,195,000","4,894,988,000","4,976,453,000","5,057,048,000","5,163,477,000","3,418,009,000","3,452,123,000","3,519,027,000","3,526,082,000","2,449,258,000","2,411,254,000","2,341,510,000","2,380,188,000","2,284,574,000","2,247,290,000","2,172,265,000","2,234,812,000"
	CurrentAssets,"129,129,000","211,977,000","228,580,000","210,830,000","183,743,000","220,365,000","232,286,000","175,062,000","184,567,000","177,290,000","253,384,000","148,301,000","180,760,000","184,158,000","106,938,000","93,340,000","38,904,000","97,191,000","13,214,000","10,866,000","10,959,000","49,946,000","27,801,000","13,588,000","17,620,000","47,513,000"
		CashCashEquivalentsAndShortTermInvestments,"10,252,000","98,136,000","29,812,000","22,205,000","20,258,000","104,296,000","103,910,000","53,262,000","36,532,000","17,820,000","29,516,000","17,772,000","12,684,000","16,791,000","6,111,000","8,310,000","14,690,000","5,716,000","7,189,000","5,367,000","5,894,000","8,224,000","21,362,000","6,456,000","10,858,000","40,680,000"
			CashAndCashEquivalents,"5,063,000","92,585,000","24,455,000","22,205,000","20,258,000","104,296,000","103,910,000","53,262,000","36,532,000","17,820,000","29,516,000","17,772,000","12,684,000","16,791,000","6,111,000","8,310,000","14,690,000","5,716,000","7,189,000","5,367,000","5,894,000","8,224,000","21,362,000","6,456,000","10,858,000","40,680,000"
			OtherShortTermInvestments,"5,189,000","5,551,000","5,357,000",,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"81,396,000","77,685,000","73,921,000","73,433,000","81,989,000","79,734,000","83,185,000","84,742,000","85,398,000","76,144,000","73,965,000","79,868,000","72,773,000","82,490,000","64,984,000","62,771,000","6,935,000","65,514,000",,,,,,,,
			AccountsReceivable,"39,640,000","37,473,000","36,100,000","37,673,000","48,732,000","47,436,000","51,006,000","54,200,000","53,826,000","46,853,000","46,323,000","54,090,000","49,861,000","61,229,000","64,984,000","42,084,000","6,935,000","47,313,000",,,,,,,,
			DuefromRelatedPartiesCurrent,,,,"522,000","1,073,000","543,000","622,000","935,000","972,000","728,000",,,,,,,,,,,,,,,,
			OtherReceivables,"41,756,000","40,212,000","37,821,000","35,760,000","33,257,000","32,298,000","32,179,000","30,542,000","31,572,000","29,291,000","27,642,000","25,778,000","22,912,000","21,261,000",,"20,687,000",,"18,201,000",,,,,,,,
		Inventory,"6,547,000","1,557,000","16,464,000","14,261,000","24,369,000","0","0","0","0","6,038,000","80,746,000",,,"17,364,000",,,,,,,,,,,,
			FinishedGoods,"6,547,000","1,557,000","16,464,000","14,261,000","24,369,000","0","0","0","0","6,038,000","80,746,000",,,"17,364,000",,,,,,,,,,,,
		PrepaidAssets,"18,528,000","11,655,000","18,623,000","11,735,000","15,132,000","8,694,000","12,303,000","10,990,000","14,594,000",,"12,607,000",,"15,465,000",,"8,015,000","5,531,000",,"4,232,000",,,,,,,,
		RestrictedCash,"12,406,000","22,944,000","89,760,000","89,196,000","41,995,000","27,641,000","32,888,000","26,068,000","48,043,000","77,288,000","56,550,000","34,784,000","74,074,000","67,513,000","27,828,000","16,728,000","17,279,000","21,729,000","6,025,000","5,499,000","5,065,000","41,722,000","6,439,000","7,132,000","6,762,000","6,833,000"
		AssetsHeldForSaleCurrent,,,,,,,,"0","0","6,038,000","80,746,000","15,877,000","5,764,000","17,364,000",,,,,,,,,,,,
	TotalNonCurrentAssets,"4,511,052,000","4,456,791,000","4,263,041,000","4,294,942,000","4,382,858,000","4,458,198,000","4,489,487,000","4,527,128,000","4,582,445,000","4,650,905,000","4,641,604,000","4,828,152,000","4,876,288,000","4,979,319,000","3,311,071,000","3,358,783,000","3,480,123,000","3,428,891,000","2,436,044,000","2,400,388,000","2,330,551,000","2,330,242,000","2,256,773,000","2,233,702,000","2,154,645,000","2,187,299,000"
		NetPPE,"25,833,000","24,823,000","23,418,000","22,699,000","22,045,000","21,578,000","21,772,000","21,222,000","20,612,000","19,430,000","18,899,000","38,902,000","16,177,000","14,315,000","36,901,000","12,070,000",,,"2,328,640,000","2,313,908,000","2,241,009,000","2,249,657,000","2,190,899,000","2,173,315,000","2,094,348,000","2,117,931,000"
			GrossPPE,,"24,823,000",,,"22,045,000","21,578,000","21,772,000","21,222,000","20,612,000","19,430,000","18,899,000","67,505,000","16,177,000","14,315,000","60,579,000","12,070,000",,,"2,747,184,000","2,704,570,000","2,603,315,000","2,584,005,000","2,502,853,000","2,458,313,000","2,352,726,000","2,350,033,000"
				Properties,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,"838,078,000","824,718,000","802,626,000","796,192,000","769,726,000","761,125,000","719,781,000","719,430,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,"1,640,052,000","1,614,465,000","1,543,837,000","1,532,888,000","1,484,875,000","1,453,060,000","1,399,392,000","1,397,050,000"
				MachineryFurnitureEquipment,,,,,,,"21,772,000","21,222,000","20,612,000","19,430,000","18,899,000","18,016,000","16,177,000","14,315,000",,"12,070,000",,,,,,,,,,
				OtherProperties,,,,,,,,,"39,667,000","38,738,000","35,836,000","49,489,000",,"32,957,000",,,,,"269,054,000","265,387,000","256,852,000","254,925,000","248,252,000","244,128,000","233,553,000","233,553,000"
			AccumulatedDepreciation,,,,,,,,,"-37,880,000","-32,611,000","-30,338,000","-28,603,000",,"-24,382,000","-23,678,000",,,,"-418,544,000","-390,662,000","-362,306,000","-334,348,000","-311,954,000","-284,998,000","-258,378,000","-232,102,000"
		GoodwillAndOtherIntangibleAssets,"35,756,000","35,772,000","35,772,000","35,870,000","35,870,000","35,870,000","33,949,000","33,949,000","33,949,000","31,505,000","33,128,000","33,467,000","42,182,000","43,120,000","75,466,000","78,366,000","81,266,000","84,185,000",,,,,,,,
			Goodwill,"29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,066,000","29,085,000",,,,,,,,
			OtherIntangibleAssets,"6,690,000","6,706,000","6,706,000","6,804,000","6,804,000","6,804,000","4,883,000","4,883,000","4,883,000","2,439,000","4,062,000","4,401,000","13,116,000","14,054,000","46,400,000","49,300,000","52,200,000","55,100,000",,,,,,,,
		InvestmentProperties,"4,402,888,000","4,353,240,000","4,160,110,000","4,192,242,000","4,279,032,000","4,353,724,000","4,383,320,000","4,416,975,000","4,470,204,000","4,526,439,000","4,524,567,000","4,697,625,000","4,735,708,000","4,814,837,000","3,153,796,000","3,205,317,000","3,263,755,000","3,289,902,000",,,,,,,,
		InvestmentsAndAdvances,"33,491,000","34,326,000","35,315,000","35,746,000","36,813,000","37,366,000","39,575,000","41,545,000","41,904,000","42,854,000","43,830,000","43,118,000","44,698,000","46,351,000","903,000","903,000","902,000","902,000",,,,,,,,
			LongTermEquityInvestment,"30,491,000","31,326,000","32,315,000","32,746,000","33,813,000","37,366,000","39,575,000","41,545,000","41,904,000","42,854,000","43,830,000","43,118,000","44,698,000","46,351,000","903,000","903,000","902,000","902,000",,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,"700,000","700,000","700,000","700,000","903,000","903,000","902,000","902,000",,,,,,,,
				InvestmentsinJointVenturesatCost,"30,491,000","31,326,000","32,315,000","32,746,000","33,813,000","37,366,000","39,575,000","41,545,000","41,904,000","42,854,000","43,130,000","42,418,000","43,998,000","45,651,000",,,,,,,,,,,,
			OtherInvestments,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"5,365,000",,,,,"0","0","0","18,000","2,728,000","1,711,000","5,324,000","16,154,000","29,708,000","37,708,000","34,839,000","29,984,000","16,496,000",,,,,,,,
		NonCurrentAccountsReceivable,,,,"72,911,000","80,916,000","79,191,000","82,563,000","83,807,000","84,426,000","75,416,000","70,439,000",,,"77,365,000",,,"39,732,000",,,,,,,,,
		NonCurrentDeferredAssets,"50,586,000","49,866,000","51,630,000","58,399,000","56,917,000","55,635,000","54,436,000","54,143,000","53,638,000","52,709,000","49,807,000",,"47,952,000","46,928,000",,"46,091,000","19,281,000",,,,,,,,,"13,244,000"
		NonCurrentPrepaidAssets,,,,,,,,,,,,"9,716,000",,,,,"7,455,000",,,,,,,,,
		OtherNonCurrentAssets,"-42,867,000","-41,236,000","-43,204,000","-50,014,000","-47,819,000","-45,975,000","-43,565,000","-40,706,000","-37,880,000","-24,760,000","-30,338,000",,"-26,583,000","-15,940,000","6,297,000","-18,803,000","37,748,000","37,406,000","107,404,000","86,480,000","89,542,000","80,585,000","65,874,000","60,387,000","60,297,000","56,124,000"
TotalLiabilitiesNetMinorityInterest,"2,102,512,000","2,192,442,000","1,993,873,000","2,510,384,000","2,557,195,000","2,662,634,000","2,614,120,000","2,614,721,000","2,673,206,000","2,659,401,000","2,747,123,000","2,734,427,000","2,707,863,000","2,750,580,000","2,078,660,000","2,066,851,000","2,057,755,000","2,047,400,000","1,340,666,000","1,269,673,000","1,171,181,000","1,155,401,000","1,050,346,000","997,915,000","903,332,000","943,020,000"
	CurrentLiabilities,"162,218,000","116,662,000","117,379,000","108,274,000","101,388,000","191,524,000","107,279,000","100,769,000","157,051,000","140,009,000","149,191,000","139,082,000","120,017,000","214,054,000","153,478,000","228,379,000","134,403,000","149,778,000","73,574,000","59,280,000","53,865,000","56,213,000","63,072,000","60,752,000","53,658,000","49,159,000"
		PayablesAndAccruedExpenses,"94,079,000","97,229,000","99,488,000","88,436,000","80,152,000","176,943,000","93,187,000","85,110,000","109,210,000","124,054,000","129,618,000","138,780,000","119,742,000","126,074,000","153,478,000","228,379,000","134,403,000","149,778,000","73,574,000","59,280,000","53,865,000","56,213,000","63,072,000","60,752,000","53,658,000","49,159,000"
			Payables,"94,079,000","97,229,000","99,488,000","88,436,000","80,152,000","176,943,000","93,187,000","85,110,000","109,210,000","124,054,000","129,618,000","138,780,000","119,742,000","126,074,000","153,478,000","143,405,000","134,403,000","149,778,000","73,574,000","59,280,000","53,865,000","56,213,000","63,072,000","60,752,000","53,658,000","49,159,000"
				AccountsPayable,"94,079,000","97,229,000","99,488,000","88,436,000","80,152,000","176,943,000","93,187,000","85,110,000","109,210,000","124,054,000","129,618,000","138,780,000","119,742,000","126,074,000","153,478,000","142,457,000","134,403,000","149,778,000","69,007,000","54,125,000","49,060,000","51,642,000","58,847,000","56,909,000","49,508,000","43,881,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,"948,000",,,"4,567,000","5,155,000","4,805,000","4,571,000","4,225,000","3,843,000","4,150,000","5,278,000"
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,"84,974,000",,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"46,000,000",,,,,,,,"34,000,000",,,,,"73,359,000",,,,,,,,,,,,
			CurrentDebt,"46,000,000",,,,,,,,"34,000,000",,,,,"73,359,000",,,,,,,,,,,,
				LineOfCredit,"46,000,000","0","0","0",,"0",,"0","34,000,000",,"0",,,"73,359,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"21,941,000","19,145,000","17,251,000","18,978,000","19,127,000","14,581,000","14,092,000","15,659,000","13,841,000","15,955,000","14,694,000",,,"14,025,000",,,,,,,,,,,,
			CurrentDeferredRevenue,"21,941,000","19,145,000","17,251,000","18,978,000","19,127,000","14,581,000","14,092,000","15,659,000","13,841,000","15,955,000","14,694,000",,,"14,025,000",,,,,,,,,,,,
		OtherCurrentLiabilities,"198,000","288,000","640,000","860,000","2,109,000",,,,,,"4,879,000","302,000","275,000","596,000",,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,940,294,000","2,075,780,000","1,876,494,000","2,402,110,000","2,455,807,000","2,471,110,000","2,506,841,000","2,513,952,000","2,516,155,000","2,519,392,000","2,597,932,000","2,595,345,000","2,587,846,000","2,536,526,000","1,925,182,000","1,838,472,000","1,923,352,000","1,897,622,000","1,267,092,000","1,210,393,000","1,117,316,000","1,099,188,000","987,274,000","937,163,000","849,674,000","893,861,000"
		LongTermDebtAndCapitalLeaseObligation,"1,830,208,000","1,891,722,000","1,699,417,000","2,228,232,000","2,276,972,000","2,292,605,000","2,319,003,000","2,320,719,000","2,322,401,000","2,354,099,000","2,421,557,000","2,548,446,000","2,415,762,000","2,365,467,000","1,842,947,000","1,838,472,000","1,834,829,000","1,806,998,000","1,266,859,000","1,210,393,000","1,117,316,000","1,056,156,000","946,042,000","894,889,000","811,498,000","854,079,000"
			LongTermDebt,"1,829,446,000","1,890,956,000","1,699,300,000","2,228,105,000","2,276,881,000","2,292,441,000","2,318,763,000","2,320,407,000","2,322,017,000","2,353,656,000","2,421,040,000","2,422,824,000","2,415,762,000","2,365,467,000","1,842,947,000","1,838,472,000","1,834,829,000","1,806,998,000","1,224,779,000","1,167,847,000","1,075,247,000","1,056,156,000","946,042,000","894,889,000","811,498,000","854,079,000"
			LongTermCapitalLeaseObligation,"762,000","766,000","117,000","127,000","91,000","164,000","240,000","312,000","384,000","443,000","517,000","125,622,000",,"131,559,000",,,,,"42,080,000","42,546,000","42,069,000",,,,,
		NonCurrentDeferredLiabilities,,,,,,,,"15,659,000","13,841,000","15,955,000","14,694,000","14,899,000","12,096,000","14,025,000",,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,"15,659,000","13,841,000","15,955,000","14,694,000","14,899,000","12,096,000","14,025,000",,,,,,,,,,,,
		DerivativeProductLiabilities,"2,217,000","24,096,000","35,779,000","39,929,000","42,970,000","54,759,000","60,615,000","65,376,000","62,756,000","20,974,000","28,281,000",,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,"288,000","640,000","860,000","2,109,000",,,,,,"4,879,000",,,"596,000",,,,,"233,000",,,,,,,
		OtherNonCurrentLiabilities,"107,869,000","159,962,000","141,298,000","133,949,000","135,865,000","123,746,000","127,223,000","127,857,000","130,998,000","144,319,000","148,094,000","32,000,000","159,988,000","171,059,000","82,235,000",,"88,523,000","90,624,000",,,,"43,032,000","41,232,000","42,274,000","38,176,000","39,782,000"
TotalEquityGrossMinorityInterest,"2,537,669,000","2,476,326,000","2,497,748,000","1,995,388,000","2,009,406,000","2,015,929,000","2,107,653,000","2,087,469,000","2,093,806,000","2,168,794,000","2,147,865,000","2,242,026,000","2,349,185,000","2,412,897,000","1,339,349,000","1,385,272,000","1,461,272,000","1,478,682,000","1,108,592,000","1,141,581,000","1,170,329,000","1,224,787,000","1,234,228,000","1,249,375,000","1,268,933,000","1,291,792,000"
	StockholdersEquity,"2,165,456,000","2,149,514,000","2,173,428,000","1,672,139,000","1,684,848,000","1,690,359,000","1,763,396,000","1,746,325,000","1,751,862,000","1,814,006,000","1,787,099,000","1,870,813,000","1,950,960,000","1,997,986,000","927,797,000","965,043,000","1,033,253,000","1,046,240,000","1,090,893,000","1,119,108,000","1,147,360,000","1,201,381,000","1,210,377,000","1,225,076,000","1,244,190,000","1,266,615,000"
		CapitalStock,"1,138,000","1,132,000","1,132,000","2,808,000","2,807,000","2,798,000","2,905,000","2,905,000","2,903,000","2,890,000","2,835,000","2,838,000","2,815,000","2,798,000","1,837,000","1,833,000","1,860,000","1,852,000","1,841,000","1,831,000","1,825,000","1,851,000","1,850,000","1,839,000","1,826,000","1,813,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
			CommonStock,"1,138,000","1,132,000","1,132,000","2,808,000","2,807,000","2,798,000","2,905,000","2,905,000","2,903,000","2,890,000","2,835,000","2,838,000","2,815,000","2,798,000","1,837,000","1,833,000","1,860,000","1,852,000","1,841,000","1,831,000","1,825,000","1,851,000","1,850,000","1,839,000","1,826,000","1,813,000"
		AdditionalPaidInCapital,"3,276,151,000","3,264,038,000","3,261,585,000","2,749,680,000","2,746,891,000","2,739,358,000","2,796,655,000","2,795,434,000","2,793,803,000","2,779,130,000","2,717,537,000","2,718,871,000","2,693,946,000","2,674,871,000","1,613,375,000","1,608,590,000","1,638,176,000","1,629,130,000","1,617,717,000","1,606,688,000","1,600,515,000","1,627,098,000","1,625,965,000","1,614,816,000","1,601,622,000","1,588,541,000"
		RetainedEarnings,"-1,111,673,000","-1,090,837,000","-1,054,483,000","-1,041,617,000","-1,023,155,000","-999,491,000","-980,534,000","-991,939,000","-986,292,000","-947,252,000","-904,297,000","-830,358,000","-745,740,000","-692,045,000","-721,017,000","-676,673,000","-634,164,000","-601,238,000","-539,840,000","-499,198,000","-467,383,000","-438,155,000","-410,625,000","-381,928,000","-351,919,000","-323,761,000"
		GainsLossesNotAffectingRetainedEarnings,"-160,000","-24,819,000","-34,806,000","-38,732,000","-41,695,000","-52,306,000","-55,630,000","-60,075,000","-58,552,000","-20,762,000","-28,976,000","-20,538,000","-61,000","12,362,000","33,602,000","31,293,000","27,381,000","16,496,000","11,175,000","9,787,000","12,403,000","10,587,000","-6,813,000","-9,651,000","-7,339,000","22,000"
	MinorityInterest,"372,213,000","326,812,000","324,320,000","323,249,000","324,558,000","325,570,000","344,257,000","341,144,000","341,944,000","354,788,000","360,766,000","371,213,000","398,225,000","414,911,000","411,552,000","420,229,000","428,019,000","432,442,000","17,699,000","22,473,000","22,969,000","23,406,000","23,851,000","24,299,000","24,743,000","25,177,000"
TotalCapitalization,"3,994,902,000","4,040,470,000","3,872,728,000","3,900,244,000","3,961,729,000","3,982,800,000","4,082,159,000","4,066,732,000","4,073,879,000","4,167,662,000","4,208,139,000","4,293,637,000","4,366,722,000","4,363,453,000","2,770,744,000","2,803,515,000","2,868,082,000","2,853,238,000","2,315,672,000","2,286,955,000","2,222,607,000","2,257,537,000","2,156,419,000","2,119,965,000","2,055,688,000","2,120,694,000"
