name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"318,631,000","89,268,000","80,612,000","83,742,000","65,010,000","60,926,000","68,193,000","102,398,000","103,171,000","97,401,000","103,356,000","92,392,000","81,690,000","79,366,000","91,104,000","81,748,000","81,102,000","68,586,000","76,871,000","71,121,000","73,214,000","71,688,000","109,837,000","103,312,000","99,129,000","99,145,000","89,123,000","83,560,000","85,372,000","81,384,000","78,982,000","81,576,000","77,451,000","68,168,000","74,375,000","76,814,000","74,990,000","56,063,000","62,023,000","66,152,000","63,025,000","54,223,000","54,064,000","43,961,000","52,082,000","50,922,000","51,251,000","47,126,000","45,554,000","40,208,000","43,048,000","43,350,000","36,579,000","32,085,000"
	OperatingRevenue,"318,631,000","89,268,000","80,612,000","83,742,000","65,010,000","60,926,000","68,193,000","102,398,000","103,171,000","97,401,000","103,356,000","92,392,000","81,690,000","79,366,000","91,104,000","81,748,000","81,102,000","68,586,000","76,871,000","71,121,000","73,214,000","71,688,000","109,837,000","103,312,000","99,129,000","99,145,000","89,123,000","83,560,000","85,372,000","81,384,000","78,982,000","81,576,000","77,451,000","68,168,000","74,375,000","76,814,000","74,990,000","56,063,000","62,023,000","66,152,000","63,025,000","54,223,000","54,064,000","43,961,000","52,082,000","50,922,000","51,251,000","47,126,000","45,554,000","40,208,000","43,048,000","43,350,000","36,579,000","32,085,000"
CostOfRevenue,"237,093,000","61,979,000","60,012,000","59,968,000","55,135,000","47,587,000","52,743,000","77,994,000","69,669,000","67,675,000","72,154,000","66,193,000","66,015,000","63,629,000","68,518,000","62,815,000","65,630,000","59,404,000","61,185,000","60,608,000","56,437,000","53,185,000","78,804,000","75,863,000","71,600,000","68,023,000","64,013,000","59,788,000","59,226,000","57,331,000","56,296,000","61,512,000","62,883,000","54,368,000","54,739,000","58,635,000","59,805,000","44,333,000","48,390,000","45,536,000","47,420,000","42,817,000","42,374,000","31,765,000","38,301,000","38,504,000","37,068,000","32,913,000","30,656,000","27,510,000","28,430,000","31,084,000","28,016,000","27,042,000"
GrossProfit,"81,538,000","27,289,000","20,600,000","23,774,000","9,875,000","13,339,000","15,450,000","24,404,000","33,502,000","29,726,000","31,202,000","26,199,000","15,675,000","15,737,000","22,586,000","18,933,000","15,472,000","9,182,000","15,686,000","10,513,000","16,777,000","18,503,000","31,033,000","27,449,000","27,529,000","31,122,000","25,110,000","23,772,000","26,146,000","24,053,000","22,686,000","20,064,000","14,568,000","13,800,000","19,636,000","18,179,000","15,185,000","11,730,000","13,633,000","20,616,000","15,605,000","11,406,000","11,690,000","12,196,000","13,781,000","12,418,000","14,183,000","14,213,000","14,898,000","12,698,000","14,618,000","12,266,000","8,563,000","5,043,000"
OperatingExpense,"105,810,000","28,578,000","25,970,000","25,092,000","26,170,000","24,257,000","26,469,000","26,726,000","26,771,000","22,332,000","26,929,000","24,923,000","24,590,000","27,158,000","24,884,000","26,238,000","24,521,000","25,781,000","26,500,000","26,489,000","25,963,000","32,020,000","27,987,000","33,694,000","23,888,000","26,420,000","25,298,000","22,383,000","23,230,000","22,871,000","20,661,000","22,007,000","20,342,000","24,833,000","25,122,000","25,093,000","23,512,000","22,159,000","17,505,000","20,338,000","18,467,000","22,947,000","20,298,000","16,211,000","13,766,000","13,873,000","13,051,000","13,494,000","11,308,000","12,001,000","11,594,000","11,729,000","10,247,000","9,867,000"
	SellingGeneralAndAdministration,"47,324,000","13,480,000","11,867,000","11,217,000","10,760,000","11,159,000","11,218,000","11,450,000","13,082,000","10,448,000","11,459,000","11,235,000","10,797,000","12,356,000","11,256,000","12,943,000","11,158,000","11,774,000","12,508,000","11,708,000","11,639,000","16,358,000","12,583,000","15,758,000","11,648,000","13,015,000","13,020,000","11,173,000","11,325,000","11,940,000","11,346,000","9,787,000","11,764,000","12,398,000","11,886,000","12,485,000","11,839,000","12,131,000","8,650,000","10,124,000","10,127,000","10,148,000","10,608,000","8,945,000","7,011,000","7,022,000","7,262,000","7,117,000","5,783,000","6,999,000","6,475,000","6,881,000","5,875,000","5,804,000"
		GeneralAndAdministrativeExpense,"32,964,000","9,794,000","8,053,000","7,719,000","7,398,000","7,294,000","7,219,000","7,758,000","8,803,000","6,789,000","7,429,000","7,403,000","7,174,000","7,753,000","6,894,000","8,592,000","7,267,000","7,650,000","7,661,000","7,637,000","7,729,000","11,426,000","7,662,000","9,822,000","7,841,000","9,084,000","8,636,000","7,384,000","7,419,000","8,196,000","7,678,000","6,712,000","8,193,000","8,987,000","8,159,000","8,905,000","8,470,000","8,545,000","5,192,000","6,770,000","6,721,000","7,125,000","7,088,000","5,957,000","4,692,000","4,163,000","4,588,000","4,440,000","3,387,000","4,570,000","4,218,000","3,747,000","3,702,000","3,781,000"
			SalariesAndWages,,,,,,"1,313,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"32,964,000","9,794,000","8,053,000","7,719,000","7,398,000","7,294,000","7,219,000","7,758,000","8,803,000","6,789,000","7,429,000","7,403,000","7,174,000","7,753,000","6,894,000","8,592,000","7,267,000","7,650,000","7,661,000","7,637,000","7,729,000","11,426,000","7,662,000","9,822,000","7,841,000","9,084,000","8,636,000","7,384,000","7,419,000","8,196,000","7,678,000","6,712,000","8,193,000","8,987,000","8,159,000","8,905,000","8,470,000","8,545,000","5,192,000","6,770,000","6,721,000","7,125,000","7,088,000","5,957,000","4,692,000","4,163,000","4,588,000","4,440,000","3,387,000","4,570,000","4,218,000","3,747,000","3,702,000","3,781,000"
		SellingAndMarketingExpense,"14,360,000","3,686,000","3,814,000","3,498,000","3,362,000","3,865,000","3,999,000","3,692,000","4,279,000","3,659,000","4,030,000","3,832,000","3,623,000","4,603,000","4,362,000","4,351,000","3,891,000","4,124,000","4,847,000","4,071,000","3,910,000","4,932,000","4,921,000","5,936,000","3,807,000","3,931,000","4,384,000","3,789,000","3,906,000","3,744,000","3,668,000","3,075,000","3,571,000","3,411,000","3,727,000","3,580,000","3,369,000","3,586,000","3,458,000","3,354,000","3,406,000","3,023,000","3,520,000","2,988,000","2,319,000","2,859,000","2,674,000","2,677,000","2,396,000","2,429,000","2,257,000","3,134,000","2,173,000","2,023,000"
	ResearchAndDevelopment,"58,486,000","15,098,000","14,103,000","13,875,000","15,410,000","13,098,000","15,251,000","15,276,000","13,689,000","11,884,000","15,470,000","13,688,000","13,793,000","14,683,000","13,510,000","13,177,000","13,243,000","13,888,000","13,875,000","14,662,000","14,206,000","15,544,000","15,170,000","17,474,000","11,780,000","12,952,000","11,831,000","10,763,000","11,457,000","10,482,000","9,976,000","11,842,000","12,085,000","12,056,000","12,832,000","12,227,000","11,311,000","9,707,000","8,535,000","9,893,000","9,322,000","10,538,000","10,651,000","7,162,000","6,483,000","6,559,000","5,500,000","6,091,000","5,240,000","4,718,000","4,835,000","4,564,000","4,088,000","3,779,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,"0","0","0","0","0","0","0","119,000","118,000","118,000","120,000","119,000","117,000","119,000","118,000","118,000","234,000","462,000","460,000","453,000","447,000","447,000","448,000","449,000","366,000","378,000","379,000","379,000","404,000","381,000","362,000","321,000","320,000","321,000","321,000","354,000","326,000","104,000","272,000","292,000","289,000","286,000","285,000","284,000","284,000","284,000","284,000","284,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,"0","0","0","0","0","0","0","119,000","118,000","118,000","120,000","119,000","117,000","119,000","118,000","118,000","234,000","462,000","460,000","453,000","447,000","447,000","448,000","449,000","366,000","378,000","379,000","379,000","404,000","381,000","362,000","321,000","320,000","321,000","321,000","354,000","326,000","104,000","272,000","292,000","289,000","286,000","285,000","284,000","284,000","284,000","284,000","284,000"
			Amortization,,,,,,,"0","0","0","0","0","0","0","119,000","118,000","118,000","120,000","119,000","117,000","119,000","118,000","118,000","234,000","462,000","460,000","453,000","447,000","447,000","448,000","449,000","366,000","378,000","379,000","379,000","404,000","381,000","362,000","321,000","320,000","321,000","321,000","354,000","326,000","104,000","272,000","292,000","289,000","286,000","285,000","284,000","284,000","284,000","284,000","284,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,"0","0","0","0","0","0","0","119,000","118,000","118,000","120,000","119,000","117,000","119,000","118,000","118,000","234,000","462,000","460,000","453,000","447,000","447,000","448,000","449,000","366,000","378,000","379,000","379,000","404,000","381,000","362,000","321,000","320,000","321,000","321,000","354,000","326,000","104,000","272,000","292,000","289,000","286,000","285,000","284,000","284,000","284,000","284,000","284,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,"83,000","251,000","79,000",,,,,,,,,,,,,,"-1,027,000",,"-3,886,000",,,,,,,,"-1,303,000","1,907,000",,,,,,,,,,,,
