name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-20,898,454","-3,615,000","164,602,546","15,412,000","-5,303,000"
	CashFlowFromContinuingOperatingActivities,"-20,898,454","-3,615,000","164,602,546","15,412,000","-5,303,000"
		NetIncomeFromContinuingOperations,"-505,551,553","-466,204,000","-19,304,553","6,849,000","-2,309,000"
		OperatingGainsLosses,"17,002,641","-10,275,000","19,286,641","42,000","94,000"
			GainLossOnSaleOfPPE,,,"-16,856",,"94,000"
			GainLossOnInvestmentSecurities,,"-10,275,000","104,795,961",,"-3,815,000"
		DepreciationAmortizationDepletion,,"42,192,000","20,476,000","2,916,000","2,790,000"
			DepreciationAndAmortization,,"42,192,000","20,476,000","2,916,000","2,790,000"
				Depreciation,,"42,192,000",,"2,916,000",
		DeferredTax,,"33,974,000","5,924,000","0",
			DeferredIncomeTax,,"33,974,000","5,924,000","0",
		AssetImpairmentCharge,,"53,985,000","24,654,000","0","-5,000"
		ProvisionandWriteOffofAssets,,,"0",,"620,000"
		StockBasedCompensation,,"25,797,000","7,925,000","588,000","591,000"
		OtherNonCashItems,"270,965,464","261,915,000","57,912,464","-9,085,000","-3,373,000"
		ChangeInWorkingCapital,"44,240,994","55,001,000","166,761,994","14,102,000","-3,711,000"
			ChangeInReceivables,,"1,172,000","-819,000","-6,600,000","3,772,000"
				ChangesInAccountReceivables,,"1,172,000","-819,000","-6,600,000","3,772,000"
			ChangeInPrepaidAssets,"137,206,895","38,655,000","414,407,895","-98,915,000","-34,890,000"
			ChangeInPayablesAndAccruedExpense,"8,925,099","2,719,000","20,892,099","-2,501,000","-685,000"
				ChangeInPayable,"-6,767,281","-9,022,000","35,594,719","-1,792,000","-980,000"
					ChangeInAccountPayable,"-6,966,881","-9,022,000","35,395,119","-1,792,000","-980,000"
				ChangeInAccruedExpense,"15,692,380","11,741,000","-14,702,620","-709,000","295,000"
			ChangeInOtherCurrentAssets,,"-3,010,000","-38,351,000","9,587,000","1,787,000"
			ChangeInOtherWorkingCapital,,"15,465,000","-68,694,000","112,531,000","26,305,000"
InvestingCashFlow,"-603,323,000","-269,096,000","-229,476,000","-10,773,000","-5,916,000"
	CashFlowFromContinuingInvestingActivities,"-603,323,000","-269,096,000","-229,476,000","-10,773,000","-5,916,000"
		NetPPEPurchaseAndSale,"-603,339,000","-269,096,000","-228,926,000","-10,757,000","-5,698,000"
			PurchaseOfPPE,"-603,339,000","-269,096,000","-228,926,000","-10,757,000","-5,698,000"
			SaleOfPPE,,,,,"0"
		NetOtherInvestingChanges,,,"-344,846,000","-16,000",
FinancingCashFlow,"578,274,330","251,465,000","-85,441,670","21,033,000","13,242,000"
	CashFlowFromContinuingFinancingActivities,"578,274,330","251,465,000","-85,441,670","21,033,000","13,242,000"
		NetIssuancePaymentsOfDebt,"35,827,965","56,455,000","-432,878,035","20,537,000","13,242,000"
			NetLongTermDebtIssuance,"35,827,965","56,455,000","-432,878,035","20,537,000","13,242,000"
				LongTermDebtIssuance,,"82,152,000","195,449,000","22,220,000","14,520,000"
				LongTermDebtPayments,"-24,104,035","-25,697,000","42,422,965","-1,683,000","-1,278,000"
		NetCommonStockIssuance,"548,914,000","195,010,000",,"496,000",
			CommonStockIssuance,"548,914,000","195,010,000",,"496,000",
		ProceedsFromStockOptionExercised,,,"17,000",,
EndCashPosition,"-11,554,124","110,432,000","970,876","34,393,000","8,721,000"
	ChangesInCash,"-45,947,124","-21,246,000","-150,315,124","25,672,000","2,023,000"
	BeginningCashPosition,"34,393,000","131,678,000","160,007,000","8,721,000","6,698,000"
CapitalExpenditure,"-603,339,000","-269,096,000","-228,926,000","-10,757,000","-7,266,000"
IssuanceOfCapitalStock,"548,914,000","195,010,000",,"496,000",
IssuanceOfDebt,,"82,152,000","195,449,000","22,220,000","14,520,000"
RepaymentOfDebt,"-24,104,035","-25,697,000","42,422,965","-1,683,000","-1,278,000"
FreeCashFlow,"-624,237,454","-272,711,000","-64,323,454","4,655,000","-12,569,000"
