name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"234,229,000","47,670,000","126,269,000","37,689,000","22,601,000","23,260,000","35,100,000","21,333,000","33,514,000","18,138,000","18,096,000","13,149,000","9,493,000","155,000","206,000","239,000","19,891,000","10,000,000","1,534,000","0","3,000","68,000","47,000","48,000","59,000","0","25,000","75,000","150,000","0","15,000","21,000","21,000","171,000","21,000","0","133,000","233,000","33,000","34,000"
	OperatingRevenue,"234,229,000","47,670,000","126,269,000","37,689,000","22,601,000","23,260,000","35,100,000","21,333,000","33,514,000","18,138,000","18,096,000","13,149,000","9,493,000","155,000","206,000","239,000","19,891,000","10,000,000","1,534,000","0","3,000","68,000","47,000","48,000","59,000","0","25,000","75,000","150,000","0","15,000","21,000","21,000","171,000","21,000","0","133,000","233,000","33,000","34,000"
CostOfRevenue,"3,895,000","1,426,000","742,000","589,000","1,138,000","933,000","1,052,000","438,000","396,000","819,000","1,394,000","1,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"230,334,000","46,244,000","125,527,000","37,100,000","21,463,000","22,327,000","34,048,000","20,895,000","33,118,000","17,319,000","16,702,000","12,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"310,818,000","80,830,000","78,565,000","80,912,000","70,511,000","74,700,000","71,114,000","68,004,000","73,437,000","64,675,000","59,968,000","51,537,000","51,179,000","65,077,000","57,661,000","49,393,000","54,223,000","48,942,000","40,986,000","31,055,000","29,755,000","30,347,000","27,212,000","25,790,000","30,535,000","27,349,000","29,328,000","30,685,000","33,163,000","26,150,000","25,958,000","19,765,000","16,469,000","13,883,000","12,169,000","9,321,000","7,003,000","5,844,000","4,271,000","3,669,000"
	SellingGeneralAndAdministration,"144,964,000","38,768,000","34,562,000","35,104,000","36,530,000","37,650,000","33,929,000","30,967,000","30,843,000","30,678,000","28,389,000","25,267,000","24,662,000","27,103,000","18,771,000","12,966,000","9,489,000","7,621,000","6,153,000","5,818,000","6,635,000","6,264,000","6,541,000","5,897,000","5,956,000","5,554,000","5,264,000","4,762,000","6,157,000","5,399,000","5,920,000","3,814,000","3,310,000","2,904,000","2,480,000","1,583,000","943,000","879,000","605,000","672,000"
		GeneralAndAdministrativeExpense,"144,964,000","38,768,000",,,,,,,,,,,"24,662,000","27,103,000","18,771,000","12,966,000","9,489,000","7,621,000","6,153,000","5,818,000","6,635,000","6,264,000","6,541,000","5,897,000","5,956,000","5,554,000","5,264,000","4,762,000","6,157,000","5,399,000","5,920,000","3,814,000","3,310,000","2,904,000","2,480,000","1,583,000","943,000","879,000","605,000","672,000"
			SalariesAndWages,"85,345,000","23,761,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"59,619,000","15,007,000",,,,,,,,,,,"24,662,000","27,103,000","18,771,000","12,966,000","9,489,000","7,621,000","6,153,000","5,818,000","6,635,000","6,264,000","6,541,000","5,897,000","5,956,000","5,554,000","5,264,000","4,762,000","6,157,000","5,399,000","5,920,000","3,814,000","3,310,000","2,904,000","2,480,000","1,583,000","943,000","879,000","605,000","672,000"
	ResearchAndDevelopment,"165,854,000","42,062,000","44,003,000","45,808,000","33,981,000","37,050,000","37,185,000","37,037,000","42,594,000","33,997,000","31,579,000","26,270,000","26,517,000","37,974,000","38,890,000","36,427,000","44,734,000","41,321,000","34,833,000","25,237,000","23,120,000","24,083,000","20,671,000","19,893,000","24,579,000","21,795,000","24,064,000","25,923,000","27,006,000","20,751,000","20,038,000","15,951,000","13,159,000","10,979,000","9,689,000","7,738,000","6,060,000","4,965,000","3,666,000","2,997,000"
