name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
OperatingCashFlow,"29,751,000","50,654,000","-28,145,000","9,999,000","-2,757,000","322,481,000","-12,776,000","122,425,000","-36,826,000","52,563,000","80,382,000","-19,503,000","-77,259,000","165,254,000","-55,436,000","52,046,000","108,976,000","-74,811,000","70,476,000","34,796,000","56,043,000","185,387,000","-91,273,000","29,249,000","-36,060,000","21,396,000","-35,237,000","13,822,000","31,504,000","5,280,000","30,695,000","26,638,000","20,584,000","20,149,000","27,020,000","17,781,000","25,381,000","25,184,000","12,560,000","29,287,000","21,071,000","18,497,000","26,872,000","19,838,000","18,462,000","36,141,000","22,827,000","19,716,000","46,415,000","25,561,000","12,867,000","7,733,000","19,803,000","34,706,000","15,945,000","18,186,000","-10,002,000","-27,021,000","62,812,000","8,395,000","3,714,000","16,052,000","10,743,000","10,964,000","11,527,000","12,316,000","-1,416,000","8,829,000","7,660,000","5,510,000","13,005,000","3,040,000","13,116,000","6,311,000","14,218,000","6,047,000","24,005,000","-10,689,000","7,204,000","-11,075,000","10,445,000","34,833,000","-9,892,000","-874,000","2,820,000","-8,885,000","1,748,000","10,294,000","2,246,000","10,345,000","7,200,000","-300,000","9,000,000","3,600,000","10,800,000","-1,000,000","-400,000","4,900,000","2,000,000","500,000","6,800,000","3,400,000","1,400,000","800,000","5,600,000"
	CashFlowFromContinuingOperatingActivities,"29,751,000","50,654,000","-28,145,000","9,999,000","-2,757,000","322,481,000","-12,776,000","122,425,000","-36,826,000","52,563,000","80,382,000","-19,503,000","-77,259,000","165,254,000","-55,436,000","52,046,000","108,976,000","-74,811,000","70,476,000","34,796,000","56,043,000","185,387,000","-91,273,000","29,249,000","-36,060,000","21,396,000","-35,237,000","13,822,000","31,504,000","5,280,000","30,695,000","26,638,000","20,584,000","20,149,000","27,020,000","17,781,000","25,381,000","25,184,000","12,560,000","29,287,000","21,071,000","18,497,000","26,872,000","19,838,000","18,462,000","36,141,000","22,827,000","19,716,000","46,415,000","25,561,000","12,867,000","7,733,000","19,803,000","34,706,000","15,945,000","18,186,000","-10,002,000","-27,021,000","62,812,000","8,395,000","3,714,000","16,052,000","10,743,000","10,964,000","11,527,000","12,316,000","-1,416,000","8,829,000","7,660,000","5,510,000","13,005,000","3,040,000","13,116,000","6,311,000","14,218,000","6,047,000","24,005,000","-10,689,000","7,204,000","-11,075,000","10,445,000","34,833,000","-9,892,000","-874,000","2,820,000","-8,885,000","1,748,000","10,294,000","2,246,000","10,345,000","7,200,000","-300,000","9,000,000","3,600,000","10,800,000","-1,000,000","-400,000","4,900,000","2,000,000","500,000","6,800,000","3,400,000","1,400,000","800,000","5,600,000"
		NetIncomeFromContinuingOperations,"198,156,000","43,963,000","49,927,000","49,884,000","54,382,000","46,855,000","38,957,000","36,548,000","23,541,000","16,882,000","33,655,000","39,577,000","39,700,000","33,346,000","37,528,000","37,773,000","32,424,000","28,790,000","-13,548,000","25,077,000","25,454,000","23,793,000","22,804,000","23,850,000","20,957,000","17,774,000","6,893,000","12,946,000","13,249,000","12,134,000","11,744,000","14,843,000","17,008,000","10,570,000","11,554,000","11,665,000","11,754,000","11,582,000","14,688,000","15,620,000","25,390,000","9,184,000","5,070,000","6,030,000","2,199,000","-7,842,000","-12,691,000","-42,742,000","-4,946,000","-1,517,000","-3,542,000","-6,448,000","-16,511,000","-9,263,000","-78,531,000","-991,000","-52,305,000","3,834,000","12,012,000","9,987,000","7,111,000","7,813,000","8,007,000","8,009,000","9,359,000","6,788,000","-2,945,000","5,666,000","5,016,000","4,707,000","5,267,000","5,162,000","4,548,000","4,363,000","4,404,000","4,153,000","4,121,000","3,429,000","-1,557,000","3,381,000","3,527,000","3,909,000","3,666,000","-5,474,000","4,609,000","4,649,000","4,774,000","4,606,000","4,543,000","4,425,000","4,200,000","4,100,000","4,000,000","3,900,000","4,000,000","3,500,000","3,400,000","3,200,000","3,300,000","3,200,000","3,000,000","3,100,000","800,000","2,400,000","2,300,000"
		OperatingGainsLosses,"-17,843,000","-1,470,000","-1,950,000","-7,462,000","-6,961,000","-10,270,000","-8,285,000","-14,974,000","-12,554,000","-7,997,000","-4,420,000","-4,549,000","-4,289,000","-1,693,000","-2,533,000","-3,841,000","-5,367,000","-3,321,000","-15,308,000","-1,161,000","-6,612,000","-6,548,000","-4,083,000","-7,280,000","-5,115,000","-3,467,000","-2,627,000","-2,704,000","-2,932,000","-2,304,000","-2,105,000","-2,077,000","-1,841,000","-1,175,000","-1,071,000","-2,195,000","-2,823,000","-4,361,000","-20,670,000","4,224,000","-231,000","2,318,000","-13,817,000","3,514,000","2,144,000","6,398,000","6,588,000","3,011,000","33,602,000","9,509,000","24,736,000","4,984,000","3,445,000","25,247,000","-147,000","-1,259,000","-1,390,000","-1,160,000","267,000","-1,568,000","-1,615,000","-1,313,000","-1,873,000","-919,000","-1,270,000","-823,000","6,453,000","-1,754,000","-1,439,000","-1,175,000","-2,011,000","-1,484,000","-1,512,000","-1,312,000","-7,965,000","-325,000","12,000","295,000","-1,778,000","-1,028,000","-953,000","-997,000","-1,188,000","-1,327,000","-1,547,000","-804,000",,,,,,,,"-800,000",,,,,,,,,,,"0"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"249,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,"-230,000","444,000","-199,000","553,000","350,000","371,000","584,000","441,000","-1,916,000","58,000","-1,857,000","-212,000","-1,187,000","-1,039,000","-641,000","-308,000","-867,000","427,000","-53,000","-113,000","-103,000","-122,000","-259,000","-364,000","-294,000","-159,000","-76,000","-991,000","-638,000","-816,000","-969,000","-2,957,000","-575,000","-113,000",,"733,000","-18,000","539,000","535,000","-1,000","675,000","708,000","135,000","24,000","677,000","-70,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-432,000","-435,000","136,000","-56,000","-77,000","-485,000","-197,000","-644,000","-93,000","-78,000","-62,000","2,000","28,000","-1,000","885,000","0","-44,000","-4,000","2,310,000","-271,000","54,000","-13,000","-312,000","-890,000","380,000","-21,000","3,000","0","27,000","510,000","-1,000","-6,000","0","-35,000","-2,000","-2,000","-12,000","-1,006,000",,,,,,,,,,,,,,,,"30,180,000",,,,,,,,,"0",,,,"7,310,000","0",,,"-1,000","-67,000","-62,000","-11,000","-45,000","-15,000","0","-3,000","0","-10,000","-12,000","-5,000","-327,000","0",,,,,,,,,,,,,,,,,,,,,"0"
		DepreciationAmortizationDepletion,"23,387,000","5,593,000","5,848,000","5,937,000","6,009,000","6,122,000","6,318,000","6,394,000","6,535,000","6,615,000","6,409,000","6,172,000","6,319,000","6,533,000","6,153,000","5,109,000","5,051,000","4,966,000","6,004,000","5,211,000","5,220,000","4,512,000","5,967,000","4,894,000","4,997,000","4,667,000","5,574,000","2,466,000","2,463,000","2,618,000","2,513,000","2,559,000","2,444,000","2,538,000","2,405,000","2,332,000","2,304,000","2,357,000","2,249,000","4,168,000","1,004,000","2,459,000","2,638,000","2,706,000","2,759,000","2,766,000","2,844,000","2,881,000","2,979,000","2,963,000","2,991,000","3,082,000","3,121,000","3,228,000","2,668,000","2,659,000","2,663,000","2,535,000","2,401,000","2,203,000","1,975,000","1,654,000","1,616,000","1,540,000","1,511,000","1,414,000","1,301,000","-791,000","2,439,000","1,997,000","1,256,000","947,000","882,000","1,430,000","2,580,000","2,445,000","693,000","2,166,000","996,000","1,318,000","1,049,000","435,000","2,305,000","1,349,000","1,896,000","1,837,000","1,785,000","1,988,000","1,699,000","1,805,000","2,100,000","1,900,000","2,000,000","1,700,000","1,400,000","1,700,000","900,000","800,000","800,000","800,000","700,000",,,"-300,000","300,000"
			DepreciationAndAmortization,"23,387,000","5,593,000","5,848,000","5,937,000","6,009,000","6,122,000","6,318,000","6,394,000","6,535,000","6,615,000","6,409,000","6,172,000","6,319,000","6,533,000","6,153,000","5,109,000","5,051,000","4,966,000","6,004,000","5,211,000","5,220,000","4,512,000","5,967,000","4,894,000","4,997,000","4,667,000","5,574,000","2,466,000","2,463,000","2,618,000","2,513,000","2,559,000","2,444,000","2,538,000","2,405,000","2,332,000","2,304,000","2,357,000","2,249,000","4,168,000","1,004,000","2,459,000","2,638,000","2,706,000","2,759,000","2,766,000","2,844,000","2,881,000","2,979,000","2,963,000","2,991,000","3,082,000","3,121,000","3,228,000","2,668,000","2,659,000","2,663,000","2,535,000","2,401,000","2,203,000","1,975,000","1,654,000","1,616,000","1,540,000","1,511,000","1,414,000","1,301,000","-791,000","2,439,000","1,997,000","1,256,000","947,000","882,000","1,430,000","2,580,000","2,445,000","693,000","2,166,000","996,000","1,318,000","1,049,000","435,000","2,305,000","1,349,000","1,896,000","1,837,000","1,785,000","1,988,000","1,699,000","1,805,000","2,100,000","1,900,000","2,000,000","1,700,000","1,400,000","1,700,000","900,000","800,000","800,000","800,000","700,000",,,"-300,000","300,000"
				Depreciation,"17,103,000","4,169,000","4,274,000","4,362,000","4,298,000","4,411,000","4,453,000","4,530,000","4,533,000","4,614,000","4,348,000","4,187,000","4,266,000","4,481,000","4,218,000","3,761,000","3,669,000","3,584,000","4,548,000","3,669,000","3,596,000","2,888,000","4,245,000","3,170,000","3,190,000","2,859,000","3,678,000","2,181,000","2,096,000","2,002,000","1,983,000","2,028,000","1,994,000","2,059,000","1,917,000","1,861,000","1,827,000","1,852,000","1,740,000","3,664,000","477,000","1,907,000","2,084,000","2,151,000","2,189,000","2,169,000","2,245,000","2,280,000","2,364,000","2,319,000","2,344,000","2,435,000","2,460,000","2,538,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
