name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,03/31/2014
TotalRevenue,"1,213,359,000","330,947,000","308,552,000","295,567,000","278,293,000","259,965,000","259,678,000","230,373,000","204,995,000","230,879,000","229,886,000","216,238,000","214,104,000","200,741,000","192,115,000","179,253,000","170,144,000","163,077,000","112,682,000","110,643,000","106,216,000","106,611,000","108,243,000","107,799,000","105,954,000","99,586,000","96,041,000","92,131,000","87,854,000","83,033,000","77,929,000"
	OperatingRevenue,"1,213,359,000","330,947,000","308,552,000","295,567,000","278,293,000","259,965,000","259,678,000","230,373,000","204,995,000","230,879,000","229,886,000","216,238,000","214,104,000","200,741,000","192,115,000","179,253,000","170,144,000","163,077,000","99,448,000","98,681,000","94,552,000","93,781,000","95,376,000","94,812,000","92,633,000","87,800,000","85,681,000","81,638,000","76,752,000","76,030,000","70,250,000"
CostOfRevenue,"864,954,000","232,270,000","220,568,000","208,474,000","203,642,000","181,538,000","176,826,000","156,214,000","148,358,000","165,801,000","167,187,000","152,070,000","150,312,000","145,703,000","131,133,000","123,996,000","116,676,000","117,254,000","68,803,000","65,106,000","63,619,000","63,935,000","63,941,000","64,208,000","62,555,000","58,767,000","54,579,000","52,256,000","49,702,000","46,128,000","46,438,000"
GrossProfit,"348,405,000","98,677,000","87,984,000","87,093,000","74,651,000","78,427,000","82,852,000","74,159,000","56,637,000","65,078,000","62,699,000","64,168,000","63,792,000","55,038,000","60,982,000","55,257,000","53,468,000","45,823,000","43,879,000","45,537,000","42,597,000","42,676,000","44,302,000","43,591,000","43,399,000","40,819,000","41,462,000","39,875,000","38,152,000","36,905,000","31,491,000"
OperatingExpense,"133,186,000","34,474,000","33,129,000","33,380,000","32,203,000","30,828,000","27,864,000","27,737,000","26,509,000","29,574,000","26,581,000","34,177,000","28,533,000","29,143,000","30,316,000","28,339,000","30,123,000","25,704,000","28,442,000","28,339,000","26,318,000","26,732,000","31,412,000","30,974,000","29,285,000","27,950,000","33,038,000","32,680,000","30,285,000","30,516,000","17,234,000"
	SellingGeneralAndAdministration,"112,049,000","29,366,000","27,664,000","28,046,000","26,973,000","25,738,000","22,381,000","22,796,000","21,855,000","25,124,000","21,261,000","29,120,000","23,556,000","21,308,000","20,569,000","18,606,000","20,507,000","15,999,000","16,842,000","16,606,000","14,755,000","15,154,000","16,783,000","16,391,000","14,824,000","13,509,000","18,255,000","15,295,000","11,706,000","11,742,000","10,203,000"
	DepreciationAmortizationDepletionIncomeStatement,"21,137,000","5,108,000","5,465,000","5,334,000","5,230,000","5,090,000","5,483,000","4,941,000","4,654,000","4,450,000","5,320,000","5,057,000","4,977,000","7,835,000","9,747,000","9,733,000","9,616,000","9,705,000","11,600,000","11,733,000","11,563,000","11,578,000","14,629,000","14,583,000","14,461,000","14,441,000","14,783,000","17,385,000","18,579,000","18,774,000","7,031,000"
		DepreciationAndAmortizationInIncomeStatement,"21,137,000","5,108,000","5,465,000","5,334,000","5,230,000","5,090,000","5,483,000","4,941,000","4,654,000","4,450,000","5,320,000","5,057,000","4,977,000","7,835,000","9,747,000","9,733,000","9,616,000","9,705,000","11,600,000","11,733,000","11,563,000","11,578,000","14,629,000","14,583,000","14,461,000","14,441,000","14,783,000","17,385,000","18,579,000","18,774,000","7,031,000"
			DepreciationIncomeStatement,"16,463,000","4,270,000","4,186,000","4,056,000","3,951,000","3,812,000","3,534,000","2,991,000","2,674,000","2,453,000","2,325,000","2,062,000","1,982,000","1,991,000","2,357,000","2,343,000","2,226,000","2,314,000","2,106,000","2,237,000","2,101,000","2,130,000","1,961,000","1,915,000","1,793,000","1,773,000","1,658,000","1,611,000","1,537,000","1,573,000","1,832,000"
			Amortization,"4,674,000","838,000","1,279,000","1,278,000","1,279,000","1,278,000","1,949,000","1,950,000","1,980,000","1,997,000","2,995,000","2,995,000","2,995,000","5,844,000","7,390,000","7,390,000","7,390,000","7,391,000","9,494,000","9,496,000","9,462,000","9,448,000","12,668,000","12,668,000","12,668,000","12,668,000","13,125,000","15,774,000","17,042,000","17,201,000","5,199,000"
