name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-61,702,000","-19,647,000","-16,657,000","-12,468,000","-12,930,000","-13,724,000","-11,596,000","90,210,000","-13,606,000","-9,545,000","-8,706,000","-10,550,000","-10,272,000","-9,785,000","-7,477,000","-8,691,000","-5,926,000","-5,526,000"
	CashFlowFromContinuingOperatingActivities,"-61,702,000","-19,647,000","-16,657,000","-12,468,000","-12,930,000","-13,724,000","-11,596,000","90,210,000","-13,606,000","-9,545,000","-8,706,000","-10,550,000","-10,272,000","-9,785,000","-7,477,000","-8,691,000","-5,926,000","-5,526,000"
		NetIncomeFromContinuingOperations,"-54,754,000","-14,013,000","-18,212,000","-11,582,000","-10,947,000","-9,021,000","-5,135,000","-4,926,000","-12,391,000","-12,043,000","-10,781,000","-10,969,000","-10,656,000","-9,569,000","-8,562,000","-13,052,000","-6,995,000","-5,737,000"
		OperatingGainsLosses,,,,,,,"-15,000","0",,,"-1,000","11,000","-6,000","2,000","-13,000","-1,000","-55,000","4,000"
			GainLossOnSaleOfPPE,,,"0","0","0","0","0","0","0","2,000","0","11,000","0","3,000","-13,000","0","-45,000","4,000"
			GainLossOnInvestmentSecurities,,,,,,,"-15,000","0","-1,000","-2,000","-1,000","0","-6,000","-1,000","0","-1,000",,
		DepreciationAmortizationDepletion,"1,807,000","464,000","448,000","451,000","444,000","382,000","361,000","347,000","337,000","336,000","330,000","324,000","298,000","293,000","263,000","223,000","207,000","193,000"
			DepreciationAndAmortization,"1,807,000","464,000","448,000","451,000","444,000","382,000","361,000","347,000","337,000","336,000","330,000","324,000","298,000","293,000","263,000","223,000","207,000","193,000"
		AmortizationOfSecurities,"1,729,000","349,000","469,000","466,000","445,000","454,000","418,000","129,000","26,000","5,000","-22,000","-61,000","-154,000","-236,000","-282,000","-235,000","-229,000","-62,000"
		StockBasedCompensation,"8,924,000","2,605,000","2,064,000","2,197,000","2,058,000","1,918,000","1,046,000","981,000","824,000","758,000","719,000","518,000","548,000","383,000","325,000","287,000","226,000","112,000"
		OtherNonCashItems,,,,,,,,,,,,,,,"238,000","3,941,000","0","-70,000"
		ChangeInWorkingCapital,"-19,408,000","-9,052,000","-1,426,000","-4,000,000","-4,930,000","-7,457,000","-8,271,000","93,679,000","-2,401,000","1,399,000","1,049,000","-373,000","-302,000","-658,000","554,000","146,000","920,000","34,000"
			ChangeInReceivables,"2,225,000","406,000","-85,000","307,000","1,597,000","-1,045,000",,,,,,,,,,,,
				ChangesInAccountReceivables,"2,225,000","406,000","-85,000","307,000","1,597,000","-1,045,000",,,,,,,,,,,,
			ChangeInPrepaidAssets,"12,000","400,000","206,000","1,324,000","-1,918,000","199,000","-429,000","767,000","-1,945,000","1,097,000","108,000","-328,000","-1,592,000","-151,000","-134,000","238,000","-197,000","-150,000"
			ChangeInPayablesAndAccruedExpense,"6,736,000","1,003,000","469,000","2,389,000","2,875,000","-355,000","1,347,000","1,930,000","-408,000","348,000","988,000","91,000","1,241,000","-485,000","725,000","-73,000","1,137,000","205,000"
				ChangeInPayable,"1,769,000","863,000","-7,000","377,000","536,000","260,000","-459,000","493,000","227,000","-36,000","-42,000","36,000","-431,000","242,000","-30,000","-148,000","279,000","221,000"
					ChangeInAccountPayable,"1,769,000","863,000","-7,000","377,000","536,000","260,000","-459,000","493,000","227,000","-36,000","-42,000","36,000","-431,000","242,000","-30,000","-148,000","279,000","221,000"
				ChangeInAccruedExpense,"4,967,000","140,000","476,000","2,012,000","2,339,000","-615,000","1,806,000","1,437,000","-635,000","384,000","1,030,000","55,000","1,672,000","-727,000","755,000","75,000","858,000","-16,000"
			ChangeInOtherCurrentAssets,"1,333,000","344,000","336,000","329,000","324,000","318,000","311,000","-921,000","233,000","229,000","223,000","266,000","348,000","256,000","0","0","0","0"
			ChangeInOtherCurrentLiabilities,"-1,579,000","-409,000","-401,000","-392,000","-377,000","-372,000","-363,000","870,000","-281,000","-275,000","-270,000","-402,000","-299,000","-278,000","0","0","0","0"
			ChangeInOtherWorkingCapital,"-28,135,000","-10,796,000","-1,951,000","-7,957,000","-7,431,000","-6,202,000","-7,260,000","90,112,000","233,000","229,000","223,000","266,000","348,000","256,000","-37,000","-19,000","-20,000","-21,000"
