name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"19,513,000","11,687,000","7,052,000","-6,718,000","7,492,000","27,525,000","-1,463,000","-8,410,000","11,823,000","6,513,000","20,795,000","4,140,000","12,865,000","8,578,000","20,551,000","18,660,000","11,341,000","5,030,000","18,545,000","11,696,000","4,180,000","-22,043,000","-429,000","-5,309,000","-3,440,000","11,298,000","21,158,000","-2,470,000"
	CashFlowFromContinuingOperatingActivities,"19,513,000","11,687,000","7,052,000","-6,718,000","7,492,000","27,525,000","-1,463,000","-8,410,000","11,823,000","6,513,000","20,795,000","4,140,000","12,865,000","8,578,000","20,551,000","18,660,000","11,341,000","5,030,000","18,545,000","11,696,000","4,180,000","-22,043,000","-429,000","-5,309,000","-3,440,000","11,298,000","21,158,000","-2,470,000"
		NetIncomeFromContinuingOperations,"21,770,000","1,556,000","6,214,000","5,724,000","8,276,000","-24,000","4,297,000","447,000","1,512,000","-341,000","8,002,000","6,517,000","3,706,000","-17,914,000","9,672,000","3,915,000","1,248,000","690,000","21,480,000","5,865,000","3,970,000","2,160,000","6,601,000","-2,377,000","-2,715,000","3,804,000","2,427,000","-748,000"
		OperatingGainsLosses,"460,000","0","0","0","460,000",,,,,,,,,,,,,,"295,000","58,000","52,000","131,000","392,000","-3,033,000","674,000","-5,739,000","3,976,000","4,150,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"295,000","58,000","52,000","131,000","25,000","16,000","102,000","117,000","571,000",
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,"-5,856,000",,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"-2,369,000","-3,049,000","572,000","-5,856,000","3,405,000","4,150,000"
		DepreciationAmortizationDepletion,"27,083,000","6,766,000","6,968,000","7,127,000","6,222,000","6,371,000","6,211,000","6,168,000","6,429,000","5,980,000","5,694,000","5,977,000","5,192,000","27,161,000","4,956,000","4,193,000","4,424,000","4,288,000","3,845,000","3,529,000","3,488,000","3,659,000","3,574,000","3,348,000","3,250,000","2,980,000","2,897,000","2,797,000"
			DepreciationAndAmortization,"27,083,000","6,766,000","6,968,000","7,127,000","6,222,000","6,371,000","6,211,000","6,168,000","6,429,000","5,980,000","5,694,000","5,977,000","5,192,000","27,161,000","4,956,000","4,193,000","4,424,000","4,288,000","3,845,000","3,529,000","3,488,000","3,659,000","3,574,000","3,348,000","3,250,000","2,980,000","2,897,000","2,797,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,"1,587,000","1,734,000","1,800,000","1,504,000","1,277,000","1,180,000","912,000","828,000","737,000"
