name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
OperatingCashFlow,"-167,105,000","-79,029,000","-31,708,000","-40,656,000","-15,712,000","-23,104,000","-14,263,000","-17,808,000","-23,789,000","75,363,000","-18,180,000","-17,260,000","-17,559,000","-25,313,000","-18,985,000","-14,175,000","-14,497,000","-18,773,000","-20,200,000","-17,838,000","-12,809,000","-16,671,000","-12,901,000","-15,876,000","-18,885,000","-20,267,000","-714,000","-15,770,000","-7,494,000","-23,911,000","-15,357,000","-6,235,000","-13,620,000","-16,256,000","-14,574,000","18,723,000","-16,407,000","-17,575,000","-18,223,000","-17,649,000","-23,612,000","-17,338,000","-14,772,000","-23,851,000","-30,893,000","-33,458,000","-39,047,000","-33,354,000","-22,756,000","-26,839,000","-24,243,000","-21,221,000"
	CashFlowFromContinuingOperatingActivities,"-167,105,000","-79,029,000","-31,708,000","-40,656,000","-15,712,000","-23,104,000","-14,263,000","-17,808,000","-23,789,000","75,363,000","-18,180,000","-17,260,000","-17,559,000","-25,313,000","-18,985,000","-14,175,000","-14,497,000","-18,773,000","-20,200,000","-17,838,000","-12,809,000","-16,671,000","-12,901,000","-15,876,000","-18,885,000","-20,267,000","-714,000","-15,770,000","-7,494,000","-23,911,000","-15,357,000","-6,235,000","-13,620,000","-16,256,000","-14,574,000","18,723,000","-16,407,000","-17,575,000","-18,223,000","-17,649,000","-23,612,000","-17,338,000","-14,772,000","-23,851,000","-30,893,000","-33,458,000","-39,047,000","-33,354,000","-22,756,000","-26,839,000","-24,243,000","-21,221,000"
		NetIncomeFromContinuingOperations,"-175,287,000","-81,499,000","-69,329,000","16,542,000","-41,001,000","-87,435,000","74,935,000","-23,708,000","-23,086,000","1,262,000","-91,000","-29,123,000","-24,596,000","-30,324,000","-30,799,000","-25,044,000","-22,540,000","-24,179,000","-20,762,000","-22,021,000","-25,539,000","-23,867,000","-19,030,000","-17,494,000","-18,499,000","-19,352,000","-1,409,000","1,821,000","-11,935,000","-20,173,000","-18,975,000","-9,163,000","-19,136,000","-18,886,000","-17,231,000","-20,487,000","-20,471,000","-21,104,000",,,,"-27,580,000",,,,"-34,809,000","-36,419,000","-40,708,000","-32,714,000","-30,325,000","-28,063,000","-24,529,000"
		OperatingGainsLosses,,"100,000",,,,,,,,,"50,000","144,000","0","-16,000","-12,000","-12,000","28,000","-171,000","13,000","155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000",,,,"22,000",
			GainLossOnSaleOfPPE,"154,000","100,000",,,,,"0",,,,"50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"0","0","0","-16,000","-12,000","-12,000","28,000","-171,000","13,000","155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000",,,,"22,000",
		DepreciationAmortizationDepletion,"13,381,000","4,192,000","4,085,000","2,711,000","2,393,000","2,396,000","2,350,000","2,316,000","2,272,000","2,366,000","2,511,000","2,562,000","2,426,000","2,449,000","1,779,000","1,825,000","1,809,000","1,802,000","1,810,000","1,793,000","1,989,000","2,850,000","1,053,000","999,000","975,000","848,000","983,000","848,000","938,000","908,000","910,000","1,000,000","1,090,000","1,221,000","1,410,000","1,341,000","1,404,000","1,493,000","1,608,000","1,688,000","1,724,000","1,629,000","1,507,000","1,441,000","1,387,000","1,468,000","1,457,000","1,443,000","1,209,000","1,051,000","1,849,000","332,000"
			DepreciationAndAmortization,"13,381,000","4,192,000","4,085,000","2,711,000","2,393,000","2,396,000","2,350,000","2,316,000","2,272,000","2,366,000","2,511,000","2,562,000","2,426,000","2,449,000","1,779,000","1,825,000","1,809,000","1,802,000","1,810,000","1,793,000","1,989,000","2,850,000","1,053,000","999,000","975,000","848,000","983,000","848,000","938,000","908,000","910,000","1,000,000","1,090,000","1,221,000","1,410,000","1,341,000","1,404,000","1,493,000","1,608,000","1,688,000","1,724,000","1,629,000","1,507,000","1,441,000","1,387,000","1,468,000","1,457,000","1,443,000","1,209,000","1,051,000","1,849,000","332,000"
				Depreciation,"12,772,000","3,964,000","3,858,000","2,557,000","2,393,000","2,396,000","2,350,000","2,316,000","2,272,000","2,366,000","2,511,000","2,562,000","2,426,000","2,449,000","1,779,000","1,825,000","1,809,000","1,802,000","1,810,000","1,793,000","1,989,000","2,850,000","1,053,000","999,000","975,000","848,000","983,000","848,000","938,000","908,000","910,000","1,000,000","1,090,000","1,221,000","1,410,000","1,341,000","1,404,000","1,493,000","1,608,000","1,688,000","1,724,000","1,629,000",,"1,441,000","1,387,000","1,468,000","1,457,000","1,443,000","1,209,000","1,051,000","1,849,000","332,000"
				AmortizationCashFlow,"609,000","228,000","227,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"609,000","228,000","227,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,"1,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,"1,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"4,204,000","758,000","904,000","1,325,000","1,217,000","565,000","34,000","36,000","-94,000","-83,000","-92,000","-144,000","-261,000","-416,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"85,893,000","22,703,000","18,938,000","28,447,000","15,805,000","10,165,000","5,275,000","4,992,000","3,234,000","4,032,000","3,869,000","4,062,000","4,089,000","4,381,000","7,522,000","5,125,000","5,224,000","5,282,000","5,390,000","4,968,000","5,010,000","4,984,000","4,836,000","5,107,000","5,038,000","4,581,000","4,027,000","3,238,000","3,320,000","3,255,000","2,999,000","2,452,000","2,222,000","2,270,000","2,544,000","2,171,000","2,444,000","2,746,000","2,547,000","2,388,000","2,583,000","2,187,000","3,284,000","2,989,000","3,007,000","3,104,000","3,422,000","2,263,000","1,906,000","2,099,000","1,017,000","977,000"
		OtherNonCashItems,"704,000","-904,000","1,301,000","155,000","152,000","52,074,000","0","0","0","-33,871,000","-17,675,000","313,000","295,000","279,000","673,000","59,000","93,000","199,000","283,000","228,000","565,000","174,000","435,000","210,000","24,000","342,000","7,000","-2,754,000","280,000","151,000","479,000","290,000","349,000","182,000","-168,000","170,000","54,000","121,000","72,813,000","-22,512,000","-50,067,000","53,000","86,749,000","-29,440,000","-57,109,000","26,000","3,254,000","10,000",,,"0","100,000"
		ChangeInWorkingCapital,"-2,505,000","-24,379,000","11,164,000","4,988,000","5,722,000","-869,000","-96,857,000","-1,444,000","-6,115,000","101,657,000","-6,752,000","4,926,000","488,000","-1,666,000","2,610,000","3,872,000","889,000","-1,706,000","-6,934,000","-2,961,000","4,681,000","-812,000","-195,000","-4,698,000","-6,423,000","-6,686,000","-4,322,000","-18,923,000","-97,000","-8,052,000","-770,000","-814,000","1,855,000","-1,043,000","-1,129,000","35,528,000","162,000","-831,000","-726,000","787,000","-5,432,000","6,373,000","3,076,000","1,159,000","-12,987,000","-3,247,000","-7,900,000","3,638,000","6,787,000","336,000","932,000","1,837,000"
