name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997
			TaxesReceivable,,"0","0","0","336,000","229,000","274,000","2,228,000","2,193,000","1,251,000","2,789,000","2,602,000","2,464,000","2,254,000","1,849,000","1,424,000","959,000","522,000","719,000","718,000","618,000","654,000","716,000","736,000","660,000","651,000","653,000","664,000","526,000","411,000","462,000","465,000","608,000","637,000","791,000","128,000","1,209,000","1,190,000","1,167,000","1,281,000","1,284,000","1,304,000",,"0","1,304,000","1,556,000","1,270,000","1,316,000","1,326,000","1,623,000","1,075,000","1,195,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,787,000","885,000","1,346,000","2,020,000","3,072,000","4,195,000","1,867,000","1,340,000","181,000","380,000","998,000","87,000",,,"573,000","874,000","677,000",,,,,,,,,,,,"1,105,000","1,105,000","1,953,000","1,953,000",,,,,,,,,,,,,,,
		Inventory,"11,770,000","9,729,000","9,797,000","7,994,000","7,974,000","7,868,000","8,059,000","7,938,000","7,815,000","7,679,000","6,976,000","7,054,000","6,793,000","6,542,000","6,459,000","6,461,000","6,492,000","6,534,000","5,941,000","5,309,000","5,338,000","4,915,000","4,894,000","4,603,000","4,474,000","4,282,000","4,586,000","4,622,000","4,418,000","4,199,000","4,191,000","3,905,000","4,396,000","4,040,000","3,665,000","3,494,000","3,923,000","4,017,000","3,823,000","3,595,000","3,830,000","3,781,000","3,396,000","3,461,000","3,538,000","4,038,000","4,054,000","3,604,000","3,556,000","3,431,000","3,309,000","3,114,000","3,525,000","4,582,000","4,105,000","3,876,000","3,692,000","3,589,000","3,536,000","3,524,000","3,186,000","3,048,000","2,999,000","2,975,000","2,782,000","2,912,000","2,504,000","2,538,000","2,146,000","2,045,000","1,970,000","1,848,000","1,732,000","1,739,000","1,581,000","1,740,000","1,940,000","1,810,000","3,196,000","2,410,000","2,626,000","2,538,000","2,458,000","3,017,000","7,339,000","8,754,000","8,666,000","10,986,000",,,,,,,,,,"300,000",
		PrepaidAssets,"13,840,000","12,766,000","16,806,000","13,735,000","10,906,000","9,289,000","11,250,000","9,906,000","8,728,000","8,994,000","8,423,000","6,433,000","6,730,000","7,345,000","7,384,000","6,624,000","7,664,000","8,299,000","9,474,000","7,208,000","7,851,000","7,989,000","9,186,000","8,435,000","9,421,000","7,670,000","8,981,000","7,329,000","7,096,000","8,041,000","8,359,000","7,176,000","8,149,000","7,852,000","7,367,000","5,711,000","8,961,000","8,063,000","6,192,000","6,077,000","6,976,000","6,446,000","5,692,000","5,856,000","6,346,000","6,180,000","5,715,000","5,710,000","6,352,000","5,923,000","5,116,000","6,679,000","5,923,000","6,048,000","7,062,000","6,930,000","6,885,000","5,522,000","4,928,000","5,518,000","6,004,000","6,396,000","5,719,000","5,126,000","5,580,000","5,392,000","4,104,000","4,371,000","4,701,000","5,717,000","5,825,000","4,164,000","6,408,000","6,644,000","5,583,000","5,906,000","5,770,000","4,859,000","3,347,000","3,156,000","5,275,000","5,789,000","6,180,000","5,669,000",,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","23,655,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","76,000","508,000","96,000","96,000","95,000","95,000","95,000","94,000","94,000","73,000","73,000","73,000","72,000","72,000","71,000","71,000","71,000","70,000","12,464,000","12,475,000","12,268,000","12,419,000","12,436,000","12,503,000","11,606,000","10,839,000","10,609,000","10,627,000","10,781,000","10,286,000","7,556,000","7,502,000","7,620,000","7,175,000",,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,839,000","2,013,000","2,012,000","2,222,000","2,331,000","2,502,000","3,149,000","3,235,000","3,461,000","238,000","3,253,000","3,583,000","3,784,000","3,712,000","2,860,000","2,924,000","3,004,000","5,600,000","4,627,000","5,096,000","5,010,000","5,461,000","4,964,000","4,618,000","4,394,000","4,392,000","12,157,000","12,368,000","18,452,000","15,433,000","13,618,000","12,049,000","14,124,000","8,215,000","10,602,000","10,580,000","4,988,000","5,034,000","4,815,000","1,220,000",,,"5,172,000","5,501,000","4,524,000","4,328,000","6,435,000","4,177,000","4,110,000","4,275,000","6,637,000","8,154,000","8,756,000","8,767,000","9,076,000","9,017,000","11,810,000","8,015,000",,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,839,000","2,013,000","2,012,000","2,222,000","2,331,000","2,502,000","3,149,000","3,235,000","3,461,000","238,000","3,253,000","3,583,000","3,784,000","3,712,000","2,860,000","2,924,000","3,004,000","5,600,000","4,627,000","5,096,000","5,010,000","5,461,000","4,964,000","4,618,000","4,394,000","4,392,000","12,157,000","12,368,000","18,452,000","15,433,000","13,618,000","12,049,000","14,124,000","8,215,000","10,602,000","10,580,000","4,988,000","5,034,000","4,815,000","1,220,000",,,"5,172,000","5,501,000","4,524,000","4,328,000","6,435,000","4,177,000","4,110,000","4,275,000","6,637,000","8,154,000","8,756,000","8,767,000","9,076,000","9,017,000","11,810,000","8,015,000",,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"371,000","365,000","359,000","353,000","364,000","257,000","61,000",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"2,537,000","3,196,000","3,575,000","1,421,000","1,409,000","1,328,000","1,433,000","1,234,000","1,088,000","1,213,000","693,000","699,000","987,000","2,008,000","2,097,000","1,354,000","1,123,000","1,077,000","1,011,000","967,000","1,075,000","1,290,000","1,372,000","1,350,000","1,495,000","1,586,000","3,843,000","3,541,000","3,407,000","4,287,000","1,314,000","1,255,000","1,844,000","1,009,000","1,018,000","901,000","854,000","642,000","573,000","609,000","606,000","534,000","492,000","681,000","14,042,000","1,491,000","2,310,000","2,001,000","4,756,000","4,913,000","6,170,000","7,577,000","8,816,000","8,189,000","5,135,000","1,952,000","2,058,000","5,029,000","1,611,000","1,636,000","3,335,000","2,089,000","1,952,000","1,982,000","1,569,000","1,650,000","1,179,000","1,138,000","1,254,000","968,000","1,334,000","1,477,000","1,128,000","850,000","1,078,000","1,111,000","4,148,000","3,451,000","3,552,000","3,948,000","4,916,000","6,951,000","22,410,000","25,979,000","73,331,000","57,600,000","58,055,000","51,723,000","48,400,000","5,500,000","5,300,000","6,100,000","4,800,000","3,200,000","3,600,000","3,600,000","2,900,000","3,400,000","3,500,000"
	TotalNonCurrentAssets,"1,172,986,000","1,137,101,000","1,113,238,000","958,578,000","954,740,000","946,644,000","878,508,000","868,892,000","838,086,000","829,369,000","821,989,000","760,574,000","719,160,000","635,317,000","600,973,000","555,699,000","546,458,000","530,569,000","507,889,000","506,224,000","548,514,000","552,924,000","552,171,000","553,032,000","549,674,000","573,215,000","574,909,000","572,692,000","581,375,000","580,150,000","577,697,000","579,092,000","597,825,000","602,072,000","600,913,000","598,574,000","603,340,000","575,446,000","570,722,000","566,387,000","609,574,000","621,470,000","616,847,000","618,176,000","661,951,000","664,572,000","665,994,000","672,750,000","673,062,000","679,514,000","683,821,000","674,227,000","754,939,000","754,822,000","745,427,000","740,602,000","736,053,000","733,419,000","735,967,000","739,293,000","756,375,000","749,594,000","742,121,000","732,137,000","724,379,000","693,060,000","657,923,000","643,071,000","620,752,000","619,426,000","608,359,000","593,467,000","567,841,000","527,120,000","525,510,000","516,364,000","492,577,000","484,496,000","480,143,000","543,941,000","551,986,000","554,779,000","556,200,000","560,708,000","717,471,000","743,567,000","733,020,000","703,360,000","610,100,000","283,300,000","260,900,000","238,400,000","219,400,000","205,100,000","181,300,000","166,400,000","152,000,000","127,000,000","123,200,000"
		NetPPE,"740,652,000","738,403,000","714,060,000","623,531,000","615,853,000","605,822,000","593,455,000","585,147,000","561,933,000","551,850,000","543,685,000","510,405,000","486,304,000","404,577,000","387,246,000","378,782,000","366,817,000","361,547,000","351,502,000","349,345,000","393,744,000","398,466,000","397,491,000","398,747,000","397,107,000","402,252,000","397,378,000","399,022,000","404,453,000","406,304,000","403,306,000","403,424,000","420,769,000","422,407,000","424,772,000","422,502,000","428,452,000","424,839,000","422,096,000","416,717,000","461,904,000","461,359,000","454,789,000","453,361,000","455,265,000","478,715,000","478,771,000","480,053,000","482,567,000","487,003,000","489,814,000","490,360,000","499,875,000","501,263,000","494,255,000","488,028,000","488,845,000","487,034,000","488,289,000","487,621,000","506,797,000","503,452,000","494,951,000","481,284,000","469,730,000","453,628,000","431,515,000","412,753,000","402,948,000","402,437,000","387,877,000","372,038,000","336,856,000","302,498,000","305,084,000","302,328,000","284,567,000","284,197,000","286,689,000","287,115,000","284,599,000","288,799,000","288,971,000","290,537,000","375,901,000","387,294,000","391,156,000","379,086,000","366,800,000","155,800,000","140,600,000","124,400,000","115,800,000","106,500,000","92,700,000","81,700,000","75,500,000","68,500,000","67,600,000"
			GrossPPE,"1,738,111,000","1,711,497,000","1,666,092,000","1,559,560,000","1,532,382,000","1,506,704,000","1,483,841,000","1,464,237,000","1,424,716,000","1,396,724,000","1,375,635,000","1,327,772,000","1,288,831,000","1,283,278,000","1,249,458,000","1,223,938,000","1,195,251,000","1,173,021,000","1,150,114,000","1,132,473,000","1,244,706,000","1,235,588,000","1,220,775,000","1,211,484,000","1,199,922,000","1,192,018,000","1,174,184,000","1,161,464,000","1,152,949,000","1,135,558,000","1,116,917,000","1,099,359,000","1,104,937,000","1,094,290,000","1,081,029,000","1,068,069,000","1,065,320,000","1,047,828,000","1,030,137,000","1,009,923,000","1,129,680,000","1,115,529,000","1,093,992,000","1,077,405,000","1,065,354,000","1,104,355,000","1,089,181,000","1,075,076,000","1,070,747,000","1,067,649,000","1,058,789,000","1,040,312,000","1,033,825,000","985,883,000","997,768,000","972,648,000","961,057,000","943,061,000","930,021,000","909,153,000","922,124,000","892,260,000","900,154,000","870,092,000","841,650,000","811,393,000","772,793,000","737,656,000","716,810,000","701,739,000","671,768,000","640,057,000","591,112,000","541,248,000","530,068,000","504,009,000","475,651,000","464,938,000","457,298,000","450,636,000","437,958,000","433,762,000","424,094,000","415,697,000","501,841,000","504,655,000","499,278,000","476,238,000","455,900,000","234,600,000","213,800,000","190,600,000","175,400,000","161,100,000","133,900,000","118,500,000","109,600,000","98,100,000","93,400,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,"0",,,,"0",,,,"0",,,,"516,862,000",,,,"482,350,000",,,,"440,203,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0",,,,,,,,,,,,,,,
				LandAndImprovements,,"711,141,000",,,,"665,205,000",,,,"607,517,000",,,,"692,030,000",,,,"652,234,000",,,,"728,220,000",,,,"686,729,000",,,,,,"633,827,000",,,,"605,940,000",,,,"21,100,000",,,,"20,691,000",,,,"20,471,000",,,,"21,910,000",,,,"355,885,000",,,,"320,946,000",,,,"381,144,000",,,,"262,497,000",,,,"253,421,000",,,,"158,528,000",,,,"125,795,000",,,"105,713,000","101,986,000",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"187,810,000",,,,"169,325,000",,,,"161,316,000",,,,"150,885,000",,,,"140,155,000",,,,"143,036,000",,,,"140,046,000",,,,,,"134,787,000",,,,"133,330,000",,,,"123,104,000",,,,"119,691,000",,,,"126,277,000",,,,"129,115,000",,,,"113,974,000",,,,"100,393,000",,,,"94,296,000",,,,"72,128,000",,,,"60,177,000",,,,"53,369,000",,,,"51,690,000",,,"51,033,000","50,597,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"459,947,000",,,,"382,437,000",,,,"351,880,000",,,,"316,980,000",,,,"277,131,000",,,,"266,588,000",,,,"270,941,000",,,,,,"245,348,000",,,,"248,352,000",,,,"316,804,000",,,,"420,161,000",,,,"445,978,000",,,,"449,084,000",,,,"291,927,000",,,,"215,287,000",,,,"203,955,000",,,,"352,242,000",,,,"326,459,000",,,,"292,112,000",,,,"273,151,000",,,"267,348,000","263,114,000",,,,,,,,,,,,,,,
				OtherProperties,"1,738,111,000","352,599,000","1,666,092,000","1,559,560,000","1,532,382,000","289,737,000","1,483,841,000","1,464,237,000","1,424,716,000","276,011,000","1,375,635,000","1,327,772,000","1,288,831,000","123,383,000",,,,"103,501,000",,,,"97,744,000",,,,"94,302,000",,,,,,"85,397,000",,,,"80,447,000",,,,"548,915,000",,,,,,,,,,,,,,,,"210,862,000",,,,"272,527,000",,,,"190,697,000",,,,"50,789,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-997,459,000","-973,094,000","-952,032,000","-936,029,000","-916,529,000","-900,882,000","-890,386,000","-879,090,000","-862,783,000","-844,874,000","-831,950,000","-817,367,000","-802,527,000","-878,701,000","-862,212,000","-845,156,000","-828,434,000","-811,474,000","-798,612,000","-783,128,000","-850,962,000","-837,122,000","-823,284,000","-812,737,000","-802,815,000","-789,766,000","-776,806,000","-762,442,000","-748,496,000","-729,254,000","-713,611,000","-695,935,000","-684,168,000","-671,883,000","-656,257,000","-645,567,000","-636,868,000","-622,989,000","-608,041,000","-593,206,000","-667,776,000","-654,170,000","-639,203,000","-624,044,000","-610,089,000","-625,640,000","-610,410,000","-595,023,000","-588,180,000","-580,646,000","-568,975,000","-549,952,000","-533,950,000","-484,620,000","-503,513,000","-484,620,000","-472,212,000","-456,027,000","-441,732,000","-421,532,000","-415,327,000","-388,808,000","-405,203,000","-388,808,000","-371,920,000","-357,765,000","-341,278,000","-324,903,000","-313,862,000","-299,302,000","-283,891,000","-268,019,000","-254,256,000","-238,750,000","-224,984,000","-201,681,000","-191,084,000","-180,741,000","-170,609,000","-163,521,000","-153,359,000","-144,963,000","-135,123,000","-125,160,000","-125,940,000","-117,361,000","-108,122,000","-97,152,000","-89,100,000","-78,800,000","-73,200,000","-66,200,000","-59,600,000","-54,600,000","-41,200,000","-36,800,000","-34,100,000","-29,600,000","-25,800,000"
		GoodwillAndOtherIntangibleAssets,"359,278,000","326,583,000","320,837,000","252,613,000","253,897,000","253,225,000","251,769,000","251,374,000","244,569,000","244,540,000","245,278,000","213,213,000","196,100,000","197,501,000","177,630,000","140,032,000","140,599,000","130,754,000","130,081,000","129,869,000","127,408,000","127,595,000","128,131,000","128,324,000","127,704,000","128,228,000","128,818,000","129,414,000","130,240,000","131,482,000","131,872,000","132,559,000","133,236,000","130,687,000","127,080,000","127,602,000","128,260,000","106,939,000","106,003,000","104,676,000","104,912,000","103,797,000","103,948,000","103,659,000","102,651,000","128,395,000","128,632,000","128,877,000","128,142,000","128,086,000","128,214,000","128,344,000","184,109,000","182,610,000","182,243,000","182,324,000","174,163,000","173,259,000","174,952,000","175,567,000","175,007,000","174,184,000","174,172,000","174,020,000","174,222,000","172,918,000","160,700,000","160,203,000","163,509,000","162,615,000","163,381,000","160,808,000","168,288,000","165,863,000","166,161,000","162,696,000","161,415,000","164,802,000","164,569,000","228,451,000","230,812,000","232,162,000","234,502,000","237,573,000","311,767,000","306,363,000","306,609,000","294,283,000","226,400,000","114,000,000","107,400,000","103,500,000","97,000,000","92,900,000","83,100,000","78,900,000","72,400,000","54,600,000","51,300,000"
