name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"474,300,000","138,800,000","102,500,000","108,700,000","124,300,000","168,200,000","77,200,000","4,000,000","113,900,000","500,000","69,100,000","2,600,000","98,800,000","-233,500,000"
	CashFlowFromContinuingOperatingActivities,"474,300,000","138,800,000","102,500,000","108,700,000","124,300,000","168,200,000","77,200,000","4,000,000","113,900,000","500,000","69,100,000","2,600,000","98,800,000","-233,500,000"
		NetIncomeFromContinuingOperations,"-72,400,000","-29,800,000","-10,000,000","18,200,000","-50,800,000","-23,300,000","8,300,000","-14,900,000","-173,800,000","73,900,000","-228,100,000","-55,300,000","-60,500,000","-209,600,000"
		OperatingGainsLosses,"47,100,000","16,200,000","30,000,000","500,000","400,000","500,000","-5,100,000","7,300,000","103,800,000","-78,600,000",,,"1,000,000","500,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,"1,300,000","-8,700,000",,,"1,000,000","500,000"
			GainLossOnInvestmentSecurities,,,,,,,"0","0","102,600,000","-69,800,000",,,,
			PensionAndEmployeeBenefitExpense,"1,300,000","-100,000","500,000","500,000","400,000","500,000","500,000","-100,000","-100,000","-100,000","0","0","0","0"
		DepreciationAmortizationDepletion,"615,600,000","149,400,000","157,200,000","156,700,000","152,300,000","149,700,000","135,900,000","134,100,000","132,600,000","134,300,000","141,800,000","123,300,000","136,800,000","80,500,000"
			DepreciationAndAmortization,"615,600,000","149,400,000","157,200,000","156,700,000","152,300,000","149,700,000","135,900,000","134,100,000","132,600,000","134,300,000","141,800,000","123,300,000","136,800,000","80,500,000"
		DeferredTax,"-75,000,000","-28,800,000","-30,800,000","-24,600,000","-1,800,000","-15,100,000","-30,200,000","-79,700,000","-33,400,000","-87,900,000","-42,600,000","-30,200,000","-37,000,000","-37,800,000"
			DeferredIncomeTax,"-75,000,000","-28,800,000","-30,800,000","-24,600,000","-1,800,000","-15,100,000","-30,200,000","-79,700,000","-33,400,000","-87,900,000","-42,600,000","-30,200,000","-37,000,000","-37,800,000"
		AssetImpairmentCharge,,,,,,,,"0",,,"1,100,000","0",,
		StockBasedCompensation,"36,400,000","10,700,000","9,600,000","9,000,000","6,800,000","7,900,000","6,500,000","9,700,000","25,100,000","3,800,000","4,900,000","3,600,000","3,700,000","55,800,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,"0","0","0","0","0","0","0","0"
		OtherNonCashItems,"44,700,000","13,000,000","13,800,000","4,400,000","11,700,000","10,700,000","30,900,000","7,200,000","19,100,000","9,200,000","-600,000","6,100,000","6,800,000","-91,100,000"
		ChangeInWorkingCapital,"-122,100,000","8,100,000","-67,300,000","-55,500,000","5,700,000","37,800,000","-69,100,000","-59,700,000","40,500,000","-54,200,000","5,100,000","-43,400,000","45,700,000","-31,800,000"
			ChangeInReceivables,"35,900,000","59,500,000","-102,600,000","33,100,000","45,900,000","9,900,000","-60,700,000","-3,500,000","8,400,000","13,500,000","-43,100,000","-19,900,000","25,100,000","22,700,000"
				ChangesInAccountReceivables,"35,900,000","59,500,000","-102,600,000","33,100,000","45,900,000","9,900,000","-60,700,000","-3,500,000","8,400,000","13,500,000","-43,100,000","-19,900,000","25,100,000","22,700,000"
			ChangeInPrepaidAssets,"-3,700,000","-5,700,000",,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-53,400,000","-99,100,000","65,200,000","-26,700,000","19,300,000","-84,500,000","53,800,000","8,500,000","85,100,000","-132,400,000","75,100,000","1,500,000","33,400,000","-95,900,000"
				ChangeInPayable,"-10,100,000","-12,100,000","12,700,000","-11,100,000","400,000","-2,100,000","700,000","-800,000","9,500,000","-4,400,000","8,900,000","-3,900,000","-9,200,000","-15,400,000"
					ChangeInAccountPayable,"-10,100,000","-12,100,000","12,700,000","-11,100,000","400,000","-2,100,000","700,000","-800,000","9,500,000","-4,400,000","8,900,000","-3,900,000","-9,200,000","-15,400,000"
				ChangeInAccruedExpense,"-43,300,000","-87,000,000","52,500,000","-15,600,000","18,900,000","-82,400,000","53,100,000","9,300,000","75,600,000","-128,000,000","66,200,000","5,400,000","42,600,000","-80,500,000"
			ChangeInOtherCurrentAssets,"-31,000,000","600,000","-86,400,000","-9,200,000","3,800,000","57,600,000","-31,800,000","-24,800,000","-10,000,000","-11,900,000","-8,700,000","-9,600,000","900,000","-15,000,000"
			ChangeInOtherCurrentLiabilities,"-78,600,000","-18,100,000","-20,700,000","-19,200,000","-20,600,000","-23,900,000","-17,700,000","2,800,000","-12,500,000","-13,400,000","-24,400,000","2,800,000","-17,900,000","-17,500,000"
			ChangeInOtherWorkingCapital,"8,700,000","70,900,000","14,000,000","-33,500,000","-42,700,000","78,700,000","-12,700,000","-42,700,000","-30,500,000","90,000,000","6,200,000","-18,200,000","4,200,000","73,900,000"
InvestingCashFlow,"-490,200,000","-49,400,000","-288,000,000","-41,700,000","-111,100,000","-637,900,000","-25,400,000","-43,900,000","-29,400,000","-35,600,000","-26,800,000","-149,800,000","-25,700,000","-5,952,300,000"
	CashFlowFromContinuingInvestingActivities,"-490,200,000","-49,400,000","-288,000,000","-41,700,000","-111,100,000","-637,900,000","-25,400,000","-43,900,000","-29,400,000","-35,600,000","-26,800,000","-149,800,000","-25,700,000","-5,952,300,000"
