name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019
		OtherNonCurrentAssets,"4,669,000","4,157,000","2,795,000","2,543,000","1,401,000","1,670,000","207,000","108,000","128,000","180,000","1,324,000","1,306,044","3,845,131","1,145,319"
TotalLiabilitiesNetMinorityInterest,"77,873,000","77,196,000","71,208,000","64,662,000","57,929,000","63,360,000","68,374,000","62,600,000","61,386,000","56,893,000","53,416,000","60,134,707","86,851,579","270,235,404"
	CurrentLiabilities,"70,779,000","68,432,000","64,957,000","57,652,000","50,696,000","54,990,000","41,777,000","38,075,000","38,104,000","35,353,000","32,090,000","38,627,597","50,826,232","27,929,076"
		PayablesAndAccruedExpenses,"21,206,000","23,154,000","30,487,000","23,584,000","15,429,000","22,713,000","16,877,000","14,941,000","19,023,000","15,260,000","13,967,000","19,229,118","29,638,434","9,257,862"
			Payables,"5,872,000","5,119,000","11,602,000","5,483,000","313,000","4,389,000","4,215,000","5,103,000","7,649,000","6,017,000","5,949,000","10,979,101","22,421,383","4,159,994"
				AccountsPayable,"5,872,000","5,119,000","11,602,000","5,483,000","313,000","4,389,000","4,215,000","5,103,000","7,649,000","6,017,000","5,949,000","10,979,101","7,466,282","4,159,994"
				DividendsPayable,,,,,,,,,,,,,"14,955,101",
			CurrentAccruedExpenses,"15,334,000","18,035,000","18,885,000","18,101,000","15,116,000","18,324,000","12,662,000","9,838,000","11,374,000","9,243,000","8,018,000","8,250,017","7,217,051","5,097,868"
		CurrentDebtAndCapitalLeaseObligation,"7,404,000","7,102,000","5,713,000","5,627,000","5,256,000","5,951,000","6,010,000","6,160,000","3,780,000","2,324,000","2,413,000","2,317,529","1,953,638","1,966,565"
			CurrentDebt,"6,100,000","5,821,000","4,597,000","4,494,000","4,103,000","4,864,000","4,722,000","2,366,000","2,366,000",,,,,"97,222"
				OtherCurrentBorrowings,"6,100,000","5,821,000","4,597,000","4,494,000","4,103,000","4,864,000","4,722,000","2,366,000","2,366,000",,,,,"97,222"
			CurrentCapitalLeaseObligation,"1,304,000","1,281,000","1,116,000","1,133,000","1,153,000","1,087,000","1,288,000","3,794,000","3,780,000","2,324,000","2,413,000","2,317,529","1,953,638","1,869,343"
		CurrentDeferredLiabilities,"20,864,000","18,586,000","12,434,000","12,938,000","13,223,000","10,838,000","6,623,000","6,257,000","6,629,000","5,401,000","5,326,000","5,782,499","6,389,563","6,487,910"
			CurrentDeferredTaxesLiabilities,"3,082,000","2,093,000",,,,,,,,,,,,
			CurrentDeferredRevenue,"17,782,000","16,493,000","12,434,000","12,938,000","13,223,000","10,838,000","6,623,000","6,257,000","6,629,000","5,401,000","5,326,000","5,782,499","6,389,563","6,487,910"
		OtherCurrentLiabilities,"21,305,000","19,590,000","16,323,000","15,503,000","16,788,000","15,488,000","12,267,000","10,717,000","8,672,000","12,368,000","10,384,000","11,298,451","12,844,597","10,216,739"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,094,000","8,764,000","6,251,000","7,010,000","7,233,000","8,370,000","26,597,000","24,525,000","23,282,000","21,540,000","21,326,000","21,507,110","36,025,347","242,306,328"
		LongTermDebtAndCapitalLeaseObligation,"6,946,000","8,699,000","6,251,000","7,010,000","7,233,000","8,370,000","26,597,000","24,525,000","23,282,000","21,540,000","21,326,000","21,507,110","36,025,347","30,318,932"
			LongTermDebt,"5,999,000","7,423,000","5,134,000","5,598,000","5,532,000","6,471,000","24,439,000","19,735,000","19,470,000","19,444,000","19,355,000","19,208,348","34,226,984","27,917,828"
			LongTermCapitalLeaseObligation,"947,000","1,276,000","1,117,000","1,412,000","1,701,000","1,899,000","2,158,000","4,790,000","3,812,000","2,096,000","1,971,000","2,298,762","1,798,363","2,401,104"
		NonCurrentDeferredLiabilities,"148,000","65,000",,,,,,,,,,,,
			NonCurrentDeferredRevenue,"148,000","65,000",,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,"0","0","0","0","5,497,627"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","0","206,489,769"
TotalEquityGrossMinorityInterest,"381,219,000","417,280,000","457,919,000","486,564,000","503,274,000","263,306,000","269,676,000","97,687,000","99,914,000","101,865,000","102,493,000","102,852,801","-18,744,094","-210,973,904"
	StockholdersEquity,"381,219,000","417,280,000","457,919,000","486,564,000","503,274,000","263,306,000","269,676,000","97,687,000","99,914,000","101,865,000","102,493,000","102,852,801","-18,744,094","-210,973,904"
		CapitalStock,"527,000","521,000","513,000","509,000","503,000","449,000","440,000","379,000","376,000","366,000","359,000","357,594","273,747","19,947"
			CommonStock,"527,000","521,000","513,000","509,000","503,000","449,000","440,000","379,000","376,000","366,000","359,000","357,594","273,747","19,947"
		AdditionalPaidInCapital,"880,567,000","860,657,000","849,450,000","840,287,000","831,632,000","579,599,000","573,786,000","395,145,000","390,981,000","386,383,000","382,951,000","380,875,148","205,065,331","0"
		RetainedEarnings,"-481,180,000","-429,938,000","-383,487,000","-347,144,000","-322,751,000","-311,777,000","-303,681,000","-296,968,000","-290,597,000","-284,485,000","-280,817,000","-278,379,941","-224,083,172","-210,993,851"
		TreasuryStock,"18,695,000","13,960,000","8,557,000","7,088,000","6,110,000","4,965,000","869,000","869,000","846,000","399,000",,,,
TotalCapitalization,"387,218,000","424,703,000","463,053,000","492,162,000","508,806,000","269,777,000","294,115,000","117,422,000","119,384,000","121,309,000","121,848,000","122,061,149","15,482,890","-183,056,076"
CommonStockEquity,"381,219,000","417,280,000","457,919,000","486,564,000","503,274,000","263,306,000","269,676,000","97,687,000","99,914,000","101,865,000","102,493,000","102,852,801","-18,744,094","-210,973,904"
CapitalLeaseObligations,"2,251,000","2,557,000","2,233,000","2,545,000","2,854,000","2,986,000","3,446,000","8,584,000","7,592,000","4,420,000","4,384,000","4,616,291","3,752,001","4,270,447"
NetTangibleAssets,"312,362,000","353,244,000","433,286,000","463,584,000","481,241,000","241,798,000","258,420,000","86,856,000","89,327,000","91,681,000","92,483,000","92,970,551","-28,438,688","-220,476,885"
WorkingCapital,"278,443,000","317,917,000","399,376,000","436,039,000","456,537,000","217,278,000","260,735,000","89,875,000","92,266,000","96,185,000","96,609,000","97,160,190","-11,528,357","4,951,706"
InvestedCapital,"393,318,000","430,524,000","467,650,000","496,656,000","512,909,000","274,641,000","298,837,000","119,788,000","119,384,000","121,309,000","121,848,000","122,061,149","15,482,890","-182,958,854"
TangibleBookValue,"312,362,000","353,244,000","433,286,000","463,584,000","481,241,000","241,798,000","258,420,000","86,856,000","89,327,000","91,681,000","92,483,000","92,970,551","-28,438,688","-220,476,885"
TotalDebt,"14,350,000","15,801,000","11,964,000","12,637,000","12,489,000","14,321,000","32,607,000","30,685,000","27,062,000","23,864,000","23,739,000","23,824,639","37,978,985","32,285,497"
NetDebt,,,,,,,,,,,,,"28,314,002","26,472,536"
ShareIssued,"52,655,723","52,095,964","51,289,020","50,892,126","50,270,229","44,880,883","44,039,563","37,882,837","37,599,441","36,610,763","35,872,057","35,759,355","35,185,513","35,185,513"
OrdinarySharesNumber,"52,181,067","51,794,961","51,131,408","50,756,208","50,151,091","44,781,363","44,039,563","37,882,837","37,599,441","36,610,763","35,872,057","35,759,355","35,185,513","35,185,513"
TreasurySharesNumber,"474,656","301,003","157,612","135,918","119,138","99,520",,,,,,,,
