name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"98,700,000","24,500,000","32,100,000","21,300,000","-2,070,512","17,000,000","16,400,000","13,000,000"
	OperatingRevenue,"98,700,000","24,500,000","32,100,000","21,300,000","-2,070,512","17,000,000","16,400,000","13,000,000"
NetNonOperatingInterestIncomeExpense,"-50,800,000","1,000,000","-42,400,000","26,400,000",,"-147,100,000","-21,800,000","-100,000"
PretaxIncome,"-238,700,000","-66,300,000","-59,000,000","-29,800,000","-2,632,093","-194,800,000","-53,900,000","-40,500,000"
TaxProvision,"800,000","200,000","300,000","100,000",,"100,000","100,000","-1,900,000"
NetIncomeCommonStockholders,"-243,800,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
	NetIncome,"-243,800,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
		NetIncomeIncludingNoncontrollingInterests,"-239,500,000","-66,500,000","-59,300,000","-29,900,000","-2,632,093","-194,900,000","-54,000,000","-38,600,000"
			NetIncomeContinuousOperations,"-239,500,000","-66,500,000","-59,300,000","-29,900,000","-2,632,093","-194,900,000","-54,000,000","-38,600,000"
		MinorityInterests,"-4,300,000","-1,100,000","-1,400,000","-1,000,000",,"-300,000","-100,000","0"
DilutedNIAvailtoComStockholders,"-243,800,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
BasicEPS,,"-0.12",,"-0.08","-0.005","-2.03",,"-0.402"
DilutedEPS,,"-0.12",,"-0.08","-0.005","-2.03",,"-0.402"
BasicAverageShares,,"561,620,061",,"386,882,408","559,731,226","95,970,269",,"95,970,269"
DilutedAverageShares,,"561,620,061",,"386,882,408","559,731,226","95,970,269",,"95,970,269"
TotalExpenses,"337,400,000","90,800,000","91,100,000","51,100,000","561,581","211,800,000","70,300,000","53,500,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-243,800,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
NormalizedIncome,"-272,000,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
NetInterestIncome,"-50,800,000","1,000,000","-42,400,000","26,400,000",,"-147,100,000","-21,800,000","-100,000"
ReconciledDepreciation,"12,400,000","3,900,000","3,300,000",,,"2,500,000","1,900,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-243,800,000","-67,600,000","-60,700,000","-30,900,000","-2,632,093","-195,200,000","-54,100,000","-38,600,000"
TotalUnusualItemsExcludingGoodwill,"47,000,000"
TotalUnusualItems,"47,000,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0","0.27","0.27","0.047"
TaxEffectOfUnusualItems,"18,800,000","0","0","0","0","0","0","0"
