name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
		OtherNonCurrentAssets,"71,248,000","8,283,000","42,051,000","40,358,000","38,054,000","15,382,000","44,393,000","35,883,000","34,404,000","6,472,000","104,435,000","105,749,000","63,909,000","1,214,000","58,747,000","55,106,000","55,216,000","1,352,000","57,611,000","58,995,000","62,593,000","1,079,000","62,022,000","72,055,000","64,493,000","44,861,000","48,647,000","41,829,000","32,192,000","4,550,000","32,409,000","24,815,000","25,799,000","2,036,000","23,199,000","23,857,000","24,277,000","4,490,000"
TotalLiabilitiesNetMinorityInterest,"1,383,751,000","1,158,240,000","1,219,628,000","1,152,839,000","1,173,229,000","1,160,169,000","1,089,835,000","1,151,920,000","1,207,689,000","1,149,450,000","1,124,474,000","1,123,585,000","881,568,000","809,492,000","757,722,000","675,401,000","684,888,000","622,840,000","599,565,000","581,817,000","641,789,000","633,490,000","621,877,000","605,730,000","554,731,000","463,827,000","508,444,000","458,693,000","441,133,000","429,000,000","404,580,000","408,915,000","368,874,000","329,761,000","298,900,000","287,756,000","376,054,000","373,154,000"
	CurrentLiabilities,"188,612,000","139,389,000","111,322,000","43,002,000","51,620,000","111,566,000","83,577,000","90,278,000","72,240,000","93,968,000","58,188,000","55,570,000","61,819,000","91,864,000","63,060,000","53,955,000","55,084,000","86,835,000","67,775,000","74,637,000","78,288,000","90,030,000","68,367,000","58,475,000","53,600,000","75,868,000","62,949,000","48,989,000","41,119,000","64,968,000","50,809,000","42,601,000","35,339,000","47,773,000","35,808,000","30,429,000","31,815,000","33,791,000"
		PayablesAndAccruedExpenses,"57,015,000","78,000,000","48,627,000","38,865,000","48,558,000","85,474,000","76,492,000","80,958,000","65,929,000","88,662,000","54,855,000","53,781,000","58,197,000","88,827,000","61,293,000","52,244,000","52,849,000","83,244,000","62,543,000","67,857,000","68,465,000","79,863,000","61,807,000","55,582,000","50,423,000","73,644,000","60,437,000","47,306,000","39,913,000","63,915,000","47,389,000","41,374,000","34,205,000","46,232,000","33,538,000","27,171,000","26,778,000","29,555,000"
			Payables,"57,015,000","78,000,000","48,627,000","38,865,000","48,558,000","85,474,000","76,492,000","80,958,000","65,929,000","88,662,000","54,855,000","53,781,000","58,197,000","88,827,000","61,293,000","52,244,000","52,849,000","83,244,000","62,543,000","67,857,000","68,465,000","79,863,000","61,807,000","55,582,000","50,423,000","73,644,000","60,437,000","47,306,000","39,913,000","63,915,000","47,389,000","41,374,000","34,205,000","46,232,000","33,538,000","27,171,000","26,778,000","29,555,000"
				AccountsPayable,"57,015,000","60,755,000","48,627,000","38,865,000","48,558,000","73,721,000","76,492,000","80,958,000","65,929,000","71,185,000","54,855,000","53,781,000","58,197,000","66,013,000","61,293,000","52,244,000","52,849,000","62,625,000","62,543,000","67,857,000","68,465,000","61,934,000","61,807,000","55,582,000","50,423,000","58,539,000","60,437,000","47,306,000","39,913,000","50,757,000","47,389,000","41,374,000","34,205,000","34,602,000","33,132,000","25,572,000","22,538,000","19,847,000"
				DividendsPayable,,"17,245,000",,,,"11,753,000",,,,"17,477,000",,,,"13,527,000",,,,"11,887,000",,,,"9,727,000",,,,"7,621,000",,,,"6,368,000",,,,"5,155,000",,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"406,000","1,599,000","4,240,000","3,597,000"
				OtherPayable,,,,,,,,,,,,,,"9,287,000",,,,"8,732,000",,,,"8,202,000",,,,"7,484,000",,,,"6,790,000",,,,"6,475,000",,,,"6,111,000"
		CurrentDebtAndCapitalLeaseObligation,"75,179,000","15,144,000",,,,"20,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"75,179,000","15,144,000",,,,"20,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CurrentNotesPayable,"10,179,000","10,144,000",,,,"10,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"65,000,000","5,000,000",,,,"10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"15,054,000","4,881,000","2,674,000","4,137,000","3,062,000","6,088,000","7,085,000","9,320,000","6,311,000","5,306,000","3,333,000","1,789,000","3,622,000","3,037,000","1,767,000","1,711,000","2,235,000","3,591,000","5,232,000","6,780,000","9,823,000","10,167,000","6,560,000","2,893,000","3,177,000","2,224,000","2,512,000","1,683,000","1,206,000","1,053,000","3,420,000","1,227,000","1,134,000","1,541,000","2,270,000","3,258,000","5,037,000","4,236,000"
			CurrentDeferredRevenue,"15,054,000","4,881,000","2,674,000","4,137,000","3,062,000","6,088,000","7,085,000","9,320,000","6,311,000","5,306,000","3,333,000","1,789,000","3,622,000","3,037,000","1,767,000","1,711,000","2,235,000","3,591,000","5,232,000","6,780,000","9,823,000","10,167,000","6,560,000","2,893,000","3,177,000","2,224,000","2,512,000","1,683,000","1,206,000","1,053,000","3,420,000","1,227,000","1,134,000","1,541,000","2,270,000","3,258,000","5,037,000","4,236,000"
		OtherCurrentLiabilities,"41,364,000","41,364,000","60,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,195,139,000","1,018,851,000","1,108,306,000","1,109,837,000","1,121,609,000","1,048,603,000","1,006,258,000","1,061,642,000","1,135,449,000","1,055,482,000","1,066,286,000","1,068,015,000","819,749,000","717,628,000","694,662,000","621,446,000","629,804,000","536,005,000","531,790,000","507,180,000","563,501,000","543,460,000","553,510,000","547,255,000","501,131,000","387,959,000","445,495,000","409,704,000","400,014,000","364,032,000","353,771,000","366,314,000","333,535,000","281,988,000","263,092,000","257,327,000","344,239,000","339,363,000"
		LongTermDebtAndCapitalLeaseObligation,"1,140,187,000","980,220,000","1,046,109,000","1,052,112,000","1,062,758,000","1,003,454,000","946,039,000","1,013,231,000","1,066,045,000","1,009,914,000","1,002,649,000","1,008,507,000","779,318,000","694,239,000","653,750,000","580,446,000","589,634,000","517,272,000","488,609,000","465,291,000","522,394,000","522,180,000","513,993,000","508,320,000","467,311,000","377,593,000","420,145,000","386,871,000","381,072,000","359,229,000","335,792,000","349,840,000","317,271,000","278,024,000","247,356,000","244,336,000","333,628,000","335,577,000"
			LongTermDebt,"1,062,288,000","902,412,000","968,424,000","964,396,000","975,147,000","943,841,000","886,509,000","953,753,000","1,006,617,000","950,537,000","943,371,000","949,345,000","737,621,000","694,239,000","653,750,000","580,446,000","589,634,000","517,272,000","488,609,000","465,291,000","522,394,000","522,180,000","513,993,000","508,320,000","467,311,000","377,593,000","420,145,000","386,871,000","381,072,000","359,229,000","335,792,000","349,840,000","317,271,000","278,024,000","247,356,000","244,336,000","333,628,000","335,577,000"
			LongTermCapitalLeaseObligation,"77,899,000","77,808,000","77,685,000","87,716,000","87,611,000","59,613,000","59,530,000","59,478,000","59,428,000","59,377,000","59,278,000","59,162,000","41,697,000","12,678,000",,,,"13,829,000",,,,"15,545,000",,,,"5,872,000",,,,"1,867,000",,,,"1,638,000",,,,
		NonCurrentDeferredLiabilities,,"11,294,000","2,674,000","4,137,000","3,062,000","9,068,000","7,085,000","9,320,000","6,311,000","8,604,000","3,333,000","1,789,000","3,622,000","6,309,000","1,767,000","1,711,000","2,235,000","3,171,000","5,232,000","6,780,000","9,823,000","3,227,000","6,560,000","2,893,000","3,177,000","2,145,000","2,512,000","1,683,000","1,206,000","1,922,000","3,420,000","1,227,000","1,134,000","1,562,000","2,270,000","3,258,000","5,037,000","3,078,000"
			NonCurrentDeferredRevenue,,"11,294,000","2,674,000","4,137,000","3,062,000","9,068,000","7,085,000","9,320,000","6,311,000","8,604,000","3,333,000","1,789,000","3,622,000","6,309,000","1,767,000","1,711,000","2,235,000","3,171,000","5,232,000","6,780,000","9,823,000","3,227,000","6,560,000","2,893,000","3,177,000","2,145,000","2,512,000","1,683,000","1,206,000","1,922,000","3,420,000","1,227,000","1,134,000","1,562,000","2,270,000","3,258,000","5,037,000","1,829,000"
		DerivativeProductLiabilities,,"3,467,000",,,,"14,853,000",,,,"7,720,000",,,,"2,475,000",,,,"59,000",,,,"829,000",,,,"1,082,000",,,,,,,,"16,000",,,,"239,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,"2,000,000","2,000,000","2,000,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"54,952,000","23,870,000","62,197,000","57,725,000","58,851,000","21,228,000","60,219,000","48,411,000","69,404,000","29,244,000","63,637,000","59,508,000","40,431,000","14,605,000","40,912,000","41,000,000","40,170,000","15,503,000","41,181,000","39,889,000","39,107,000","17,224,000","39,517,000","38,935,000","33,820,000","7,139,000","25,350,000","22,833,000","18,942,000","2,881,000","17,979,000","16,474,000","16,264,000","2,386,000","15,736,000","12,991,000","10,611,000","469,000"
TotalEquityGrossMinorityInterest,"868,204,000","779,823,000","764,756,000","767,619,000","760,752,000","756,802,000","751,437,000","646,946,000","638,401,000","655,447,000","636,585,000","606,442,000","477,686,000","455,890,000","460,136,000","456,970,000","416,901,000","420,283,000","431,433,000","432,521,000","351,115,000","348,978,000","309,968,000","288,742,000","255,252,000","225,720,000","185,649,000","174,363,000","162,868,000","161,906,000","162,755,000","107,200,000","110,038,000","105,521,000","107,951,000","111,551,000","-42,741,000","-41,341,000"
	StockholdersEquity,"620,023,000","555,352,000","536,263,000","537,195,000","528,729,000","523,199,000","519,267,000","406,522,000","396,836,000","408,577,000","388,597,000","358,055,000","299,140,000","273,871,000","274,912,000","268,417,000","224,961,000","226,690,000","232,179,000","232,902,000","149,671,000","148,143,000","107,847,000","89,129,000","72,171,000","49,548,000","10,092,000","8,298,000","-1,939,000","-2,691,000","-2,266,000","-49,464,000","-47,884,000","-46,495,000","-44,993,000","-42,975,000","-42,741,000","-41,341,000"
		CapitalStock,"171,760,000","171,715,000","171,698,000","171,695,000","171,684,000","171,676,000","171,664,000","63,916,000","63,815,000","63,813,000","63,799,000","63,778,000","523,000","500,000","496,000","488,000","452,000","449,000","449,000","449,000","377,000","374,000","342,000","328,000","310,000","300,000","262,000","258,000","251,000","250,000","250,000","193,000","193,000","192,000","192,000","192,000",,
			PreferredStock,"171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","63,346,000","63,250,000","63,250,000","63,250,000","63,250,000","0","0","0",,"0",,"0","0","0","0",,,,,,,,,,,,,,,,
			CommonStock,"675,000","630,000","613,000","610,000","599,000","591,000","579,000","570,000","565,000","563,000","549,000","528,000","523,000","500,000","496,000","488,000","452,000","449,000","449,000","449,000","377,000","374,000","342,000","328,000","310,000","300,000","262,000","258,000","251,000","250,000","250,000","193,000","193,000","192,000","192,000","192,000",,
		AdditionalPaidInCapital,"587,474,000","525,030,000","500,889,000","496,111,000","482,483,000","472,747,000","464,632,000","460,339,000","457,804,000","455,680,000","430,193,000","394,269,000","389,547,000","357,353,000","350,849,000","338,577,000","289,699,000","287,407,000","288,485,000","288,162,000","199,923,000","197,114,000","153,571,000","133,915,000","113,105,000","102,906,000","64,027,000","59,831,000","51,877,000","51,472,000","51,179,000","1,650,000","1,473,000","1,247,000","1,010,000","767,000",,
		RetainedEarnings,"-145,687,000","-141,360,000","-130,904,000","-124,697,000","-119,053,000","-112,356,000","-107,262,000","-107,263,000","-115,390,000","-106,676,000","-100,087,000","-95,490,000","-88,949,000","-82,699,000","-76,386,000","-70,648,000","-65,190,000","-61,166,000","-56,755,000","-55,709,000","-50,629,000","-49,345,000","-46,066,000","-45,114,000","-41,244,000","-53,010,000","-53,225,000","-51,447,000","-53,572,000","-54,413,000","-53,695,000","-51,307,000","-49,550,000","-47,934,000","-46,195,000","-43,934,000",,
		GainsLossesNotAffectingRetainedEarnings,"6,476,000","-33,000","-5,420,000","-5,914,000","-6,385,000","-8,868,000","-9,767,000","-10,470,000","-9,393,000","-4,240,000","-5,308,000","-4,502,000","-1,981,000","-1,283,000","-47,000",,,,,,,"0",,"0",,"-648,000","-972,000","-344,000","-495,000",,,,,,,,,
	MinorityInterest,"248,181,000","224,471,000","228,493,000","230,424,000","232,023,000","233,603,000","232,170,000","240,424,000","241,565,000","246,870,000","247,988,000","248,387,000","178,546,000","182,019,000","185,224,000","188,553,000","191,940,000","193,593,000","199,254,000","199,619,000","201,444,000","200,835,000","202,121,000","199,613,000","183,081,000","176,172,000","175,557,000","166,065,000","164,807,000","164,597,000","165,021,000","156,664,000","157,922,000","152,016,000","152,944,000","154,526,000",,
TotalCapitalization,"1,682,311,000","1,457,764,000","1,504,687,000","1,501,591,000","1,503,876,000","1,467,040,000","1,405,776,000","1,360,275,000","1,403,453,000","1,359,114,000","1,331,968,000","1,307,400,000","1,036,761,000","968,110,000","928,662,000","848,863,000","814,595,000","743,962,000","720,788,000","698,193,000","672,065,000","670,323,000","621,840,000","597,449,000","539,482,000","427,141,000","430,237,000","395,169,000","379,133,000","356,538,000","333,526,000","300,376,000","269,387,000","231,529,000","202,363,000","201,361,000","290,887,000","294,236,000"
PreferredStockEquity,"171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","171,085,000","63,346,000","63,250,000","63,250,000","63,250,000","63,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"448,938,000","384,267,000","365,178,000","366,110,000","357,644,000","352,114,000","348,182,000","343,176,000","333,586,000","345,327,000","325,347,000","294,805,000","299,140,000","273,871,000","274,912,000","268,417,000","224,961,000","226,690,000","232,179,000","232,902,000","149,671,000","148,143,000","107,847,000","89,129,000","72,171,000","49,548,000","10,092,000","8,298,000","-1,939,000","-2,691,000","-2,266,000","-49,464,000","-47,884,000","-46,495,000","-44,993,000","-42,975,000","-42,741,000","-41,341,000"
CapitalLeaseObligations,"77,899,000","77,808,000","77,685,000","87,716,000","87,611,000","59,613,000","59,530,000","59,478,000","59,428,000","59,377,000","59,278,000","59,162,000","41,697,000","12,678,000",,,,"13,829,000",,,,"15,545,000",,,,"5,872,000",,,,"1,867,000",,,,"1,638,000",,,,
NetTangibleAssets,"508,493,000","493,314,000","471,066,000","481,388,000","468,723,000","465,045,000","461,309,000","350,690,000","331,822,000","339,875,000","388,597,000","358,055,000","299,140,000","244,689,000","274,912,000","268,417,000","224,961,000","196,809,000","232,179,000","232,902,000","149,671,000","109,290,000","107,847,000","89,129,000","72,171,000","31,130,000","10,092,000","8,298,000","-1,939,000","-7,938,000","-2,266,000","-49,464,000","-47,884,000","-50,864,000","-44,993,000","-42,975,000","-42,741,000","-41,341,000"
WorkingCapital,"115,127,000","174,263,000","153,756,000","166,821,000","175,143,000","154,135,000","234,367,000","238,659,000","217,540,000","182,714,000","181,241,000","150,004,000","146,639,000","116,542,000","98,984,000","92,540,000","90,971,000","68,345,000","82,522,000","81,371,000","61,444,000","59,435,000","64,429,000","57,206,000","27,327,000","66,611,000","26,877,000","42,525,000","71,311,000","19,320,000","6,349,000","10,428,000","13,663,000","10,647,000","8,850,000","23,346,000","14,539,000","17,479,000"
InvestedCapital,"1,586,405,000","1,301,823,000","1,333,602,000","1,330,506,000","1,332,791,000","1,315,959,000","1,234,691,000","1,296,929,000","1,340,203,000","1,295,864,000","1,268,718,000","1,244,150,000","1,036,761,000","968,110,000","928,662,000","848,863,000","814,595,000","743,962,000","720,788,000","698,193,000","672,065,000","670,323,000","621,840,000","597,449,000","539,482,000","427,141,000","430,237,000","395,169,000","379,133,000","356,538,000","333,526,000","300,376,000","269,387,000","231,529,000","202,363,000","201,361,000","333,628,000","335,577,000"
TangibleBookValue,"337,408,000","322,229,000","299,981,000","310,303,000","297,638,000","293,960,000","290,224,000","287,344,000","268,572,000","276,625,000","325,347,000","294,805,000","299,140,000","244,689,000","274,912,000","268,417,000","224,961,000","196,809,000","232,179,000","232,902,000","149,671,000","109,290,000","107,847,000","89,129,000","72,171,000","31,130,000","10,092,000","8,298,000","-1,939,000","-7,938,000","-2,266,000","-49,464,000","-47,884,000","-50,864,000","-44,993,000","-42,975,000","-42,741,000","-41,341,000"
TotalDebt,"1,215,366,000","995,364,000","1,046,109,000","1,052,112,000","1,062,758,000","1,023,458,000","946,039,000","1,013,231,000","1,066,045,000","1,009,914,000","1,002,649,000","1,008,507,000","779,318,000","694,239,000","653,750,000","580,446,000","589,634,000","517,272,000","488,609,000","465,291,000","522,394,000","522,180,000","513,993,000","508,320,000","467,311,000","377,593,000","420,145,000","386,871,000","381,072,000","359,229,000","335,792,000","349,840,000","317,271,000","278,024,000","247,356,000","244,336,000","333,628,000","335,577,000"
NetDebt,"1,104,557,000","882,309,000","940,386,000","920,903,000","950,385,000","922,847,000","812,930,000","882,774,000","958,521,000","911,305,000","899,176,000","926,236,000","722,044,000","672,985,000","636,018,000","568,167,000","573,830,000","497,313,000","468,888,000","446,704,000","512,355,000","500,238,000","490,103,000","488,336,000","448,501,000","350,604,000","404,954,000","359,515,000","349,593,000","333,346,000","318,691,000","333,569,000","303,827,000","259,142,000","237,581,000","229,599,000","329,527,000","326,177,000"
ShareIssued,"67,695,361","63,011,700","61,324,232","60,991,603","59,894,495","59,073,220","57,934,042","57,010,259","56,492,134","56,277,971","54,874,431","52,794,357","52,326,803","50,013,731","49,576,222","48,768,363","45,205,575","44,937,763","44,936,652","44,932,241","37,813,127","37,490,361","34,255,874","32,825,063","31,094,560","30,076,359","26,260,685","25,855,220","25,084,139","25,022,701","25,018,733","19,265,919","19,254,365","19,163,413","19,163,500","19,163,705","16,698,913","16,698,913"
