name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
TotalRevenue,"602,060,000","168,310,000","157,386,000","144,628,000","131,736,000","117,082,000","109,871,000","98,933,000","91,222,000","85,487,000","78,519,000","71,525,000","64,644,000","56,194,000","52,151,000","46,868,000","42,384,000","36,319,000","32,963,000","29,388,000","26,667,000","22,236,000"
	OperatingRevenue,"602,060,000","168,310,000","157,386,000","144,628,000","131,736,000","117,082,000","109,871,000","98,933,000","91,222,000","85,487,000","78,519,000","71,525,000","64,644,000","56,194,000","52,151,000","46,868,000","42,384,000","36,319,000","32,963,000","29,388,000","26,667,000","22,236,000"
CostOfRevenue,"127,059,000","37,158,000","33,020,000","29,415,000","27,466,000","26,572,000","24,350,000","23,730,000","19,018,000","18,441,000","15,652,000","14,098,000","12,665,000","10,485,000","9,667,000","8,704,000","8,155,000","7,323,000","6,145,000","5,663,000","5,377,000","4,497,000"
GrossProfit,"475,001,000","131,152,000","124,366,000","115,213,000","104,270,000","90,510,000","85,521,000","75,203,000","72,204,000","67,046,000","62,867,000","57,427,000","51,979,000","45,709,000","42,484,000","38,164,000","34,229,000","28,996,000","26,818,000","23,725,000","21,290,000","17,739,000"
OperatingExpense,"676,478,000","200,954,000","176,511,000","151,193,000","147,820,000","128,871,000","114,566,000","111,096,000","98,914,000","95,870,000","92,963,000","89,275,000","72,927,000","66,590,000","55,168,000","54,571,000","47,191,000","42,026,000","35,433,000","34,180,000","44,001,000","24,936,000"
	SellingGeneralAndAdministration,"494,993,000","148,435,000","127,775,000","110,042,000","108,741,000","92,397,000","82,293,000","78,727,000","70,825,000","69,879,000","64,990,000","64,226,000","50,717,000","46,352,000","39,182,000","38,972,000","32,779,000","29,182,000","25,840,000","25,279,000","31,413,000","18,428,000"
		GeneralAndAdministrativeExpense,"121,230,000","33,044,000","29,637,000","26,928,000","31,621,000","21,018,000","19,771,000","19,530,000","17,046,000","15,096,000","14,499,000","13,330,000","11,457,000","10,939,000","9,838,000","8,888,000","8,524,000","6,798,000","5,756,000","4,553,000","14,046,000","3,679,000"
			OtherGandA,"121,230,000","33,044,000","29,637,000","26,928,000","31,621,000","21,018,000","19,771,000","19,530,000","17,046,000","15,096,000","14,499,000","13,330,000","11,457,000","10,939,000","9,838,000","8,888,000","8,524,000","6,798,000","5,756,000","4,553,000","14,046,000","3,679,000"
		SellingAndMarketingExpense,"373,763,000","115,391,000","98,138,000","83,114,000","77,120,000","71,379,000","62,522,000","59,197,000","53,779,000","54,783,000","50,491,000","50,896,000","39,260,000","35,413,000","29,344,000","30,084,000","24,255,000","22,384,000","20,084,000","20,726,000","17,367,000","14,749,000"
	ResearchAndDevelopment,"181,485,000","52,519,000","48,736,000","41,151,000","39,079,000","36,474,000","32,273,000","32,369,000","28,089,000","25,991,000","27,973,000","25,049,000","22,210,000","20,238,000","15,986,000","15,599,000","14,412,000","12,844,000","9,593,000","8,901,000","12,588,000","6,508,000"
OperatingIncome,"-201,477,000","-69,802,000","-52,145,000","-35,980,000","-43,550,000","-38,361,000","-29,045,000","-35,893,000","-26,710,000","-28,824,000","-30,096,000","-31,848,000","-20,948,000","-20,881,000","-12,684,000","-16,407,000","-12,962,000","-13,030,000","-8,615,000","-10,455,000","-22,711,000","-7,197,000"
NetNonOperatingInterestIncomeExpense,"425,000","388,000","13,000","12,000","12,000","11,000","11,000","14,000","92,000","1,327,000","2,337,000","2,810,000","2,114,000","1,037,000","1,182,000","860,000","749,000","-1,300,000","-406,000","97,000","-139,000","13,000"
	InterestIncomeNonOperating,"425,000","388,000","13,000","12,000","12,000","11,000","11,000","14,000","92,000","1,327,000","2,337,000","2,810,000","2,114,000",,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,"749,000",,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,"-1,037,000","-1,182,000","-860,000","-749,000","1,300,000","406,000","-97,000","139,000","-13,000"
OtherIncomeExpense,"-2,968,000","-828,000","-925,000","-651,000","-564,000","1,327,000","401,000","-25,000","134,000","-214,000","-219,000","187,000","-319,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-2,968,000","-828,000","-925,000","-651,000","-564,000","1,327,000","401,000","-25,000","134,000","-214,000","-219,000","187,000","-319,000",,,,,,,,,
PretaxIncome,"-204,020,000","-70,242,000","-53,057,000","-36,619,000","-44,102,000","-37,023,000","-28,633,000","-35,904,000","-26,484,000","-27,711,000","-27,978,000","-28,851,000","-19,153,000","-19,844,000","-11,502,000","-15,547,000","-12,213,000","-14,330,000","-9,021,000","-10,358,000","-22,850,000","-7,184,000"
TaxProvision,"462,000","215,000","82,000","99,000","66,000","49,000","32,000","-3,933,000","75,000","73,000","182,000","5,000","-39,000","-35,000","183,000","22,000","88,000",,"-307,000","0","0",
