name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"-98,363,000","-13,994,000","22,117,000","4,216,000","-110,692,000","-8,023,000","-28,998,000","25,092,000","37,843,000","1,162,000","-824,000","-445,000","-11,563,000","-9,231,000","-1,151,000","-26,024,000","8,070,000","-20,371,000","4,802,000","-27,281,000","-12,883,000","16,550,000","21,401,000","-20,624,000","9,469,000","-17,301,000","-26,085,000","-9,775,000","-1,322,000","-10,389,000","8,419,000","-973,000","-2,061,000","-2,757,000","3,095,000","7,085,000","2,221,000","819,000","-1,264,000","1,679,000","708,000","330,000","9,454,000","6,024,000","4,547,000","3,542,000","1,079,000","1,306,000","-1,391,000","11,873,000","1,313,000","125,000","-4,067,000","-6,752,000","-16,521,000","-37,393,000","-34,968,000","-2,181,000","-1,404,888","-1,583,628","-1,029,455","-1,589,029"
	CashFlowFromContinuingOperatingActivities,"-98,363,000","-13,994,000","22,117,000","4,216,000","-110,692,000","-8,023,000","-28,998,000","25,092,000","37,843,000","1,162,000","-824,000","-445,000","-11,563,000","-9,231,000","-1,151,000","-26,024,000","8,070,000","-20,371,000","4,802,000","-27,281,000","-12,883,000","16,550,000","21,401,000","-20,624,000","9,469,000","-17,301,000","-26,085,000","-9,775,000","-1,322,000","-10,389,000","8,419,000","-973,000","-2,061,000","-2,757,000","3,095,000","7,085,000","2,221,000","819,000","-1,264,000","1,679,000","708,000","330,000","9,454,000","6,024,000","4,547,000","3,542,000","1,079,000","1,306,000","-1,391,000","11,873,000","1,313,000","125,000","-4,067,000","-6,752,000","-16,521,000","-37,393,000","-34,968,000","-2,181,000","-1,404,888","-1,583,628","-1,029,455","-1,589,029"
		NetIncomeFromContinuingOperations,"240,816,000","64,196,000","67,077,000","51,260,000","58,283,000","27,761,000","30,290,000","35,954,000","34,837,000","16,716,000","17,548,000","19,139,000","16,124,000","11,491,000","16,928,000","15,373,000","18,995,000","13,239,000","-4,379,000","11,928,000","9,431,000","8,226,000","13,100,000","8,165,000","9,418,000","4,490,000","7,067,000","5,286,000","7,004,000","6,188,000","65,361,000","-681,000","-2,813,000","-805,000","-30,455,000","-5,130,000","-4,737,000","-5,328,000","-11,487,000","-11,327,000","-12,415,000","-11,093,000","4,456,000","2,548,000","-8,316,000","-9,049,000","-1,063,000","-1,758,000","-11,976,000","-10,426,000","8,837,000","-8,373,000","-8,988,000","-11,178,000","-6,886,000","-33,149,000","948,000","-1,778,000","-1,011,964","-967,869","-287,429","-153,738"
		OperatingGainsLosses,"-21,091,000","-5,589,000","-5,706,000","-5,150,000","-4,593,000","-3,891,000","-3,616,000","-5,299,000","-5,174,000","-2,565,000","-2,244,000","-3,022,000","-2,697,000","-1,846,000","-725,000","-2,719,000","-2,279,000","-1,536,000","-1,778,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0",,,"0","0",,,"37,861,000","-26,318,000","-8,645,000","-1,798,000","-889,733","-821,536","-1,537,276","-1,733,455"
			GainLossOnSaleOfPPE,"179,000","39,000","-45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"239,000","59,000","13,000","3,162,000","2,707,000","1,886,000","3,492,000","4,051,000","1,736,000","1,657,000","1,694,000","1,717,000","1,401,000","272,000","1,262,000","1,403,000","1,197,000","761,000","715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-21,509,000","-5,687,000","-5,674,000","-5,555,000","-4,593,000","-3,891,000","-3,616,000","-5,299,000","-5,174,000","-2,565,000","-2,244,000","-3,022,000","-2,697,000","-1,846,000","-725,000","-2,719,000","-2,279,000","-1,536,000","-1,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,528,000","625,000","669,000","681,000","553,000","841,000","1,205,000","922,000","912,000","627,000","636,000","765,000","790,000","888,000","1,139,000","766,000","636,000","402,000","87,000","66,000","84,000","88,000","87,000","78,000","65,000","56,000","-344,000","621,000","361,000","227,000","715,000","6,000","7,000","7,000","4,088,000","7,073,000","7,086,000","7,090,000","7,126,000","7,054,000","7,062,000","7,058,000","7,026,000","7,002,000","7,008,000","8,676,000","7,385,000","7,291,000","6,970,000","7,074,000","7,149,000","7,028,000","7,029,000","6,931,000","7,229,000","2,435,000","74,000","53,000","34,755","20,901","15,900","7,444"
			DepreciationAndAmortization,"2,528,000","625,000","669,000","681,000","553,000","841,000","1,205,000","922,000","912,000","627,000","636,000","765,000","790,000","888,000","1,139,000","766,000","636,000","402,000","87,000","66,000","84,000","88,000","87,000","78,000","65,000","56,000","-344,000","621,000","361,000","227,000","715,000","6,000","7,000","7,000","4,088,000","7,073,000","7,086,000","7,090,000","7,126,000","7,054,000","7,062,000","7,058,000","7,026,000","7,002,000","7,008,000","8,676,000","7,385,000","7,291,000","6,970,000","7,074,000","7,149,000","7,028,000","7,029,000","6,931,000","7,229,000","2,435,000","74,000","53,000","34,755","20,901","15,900","7,444"
				Depreciation,,,,,,,,,,,,,,,,,,"402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
