name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"855,636,000","694,818,000","752,790,000","778,924,000","613,615,000","535,822,000","602,085,000","533,068,000","536,553,000","557,632,000","560,875,000","587,043,000","609,474,000","624,087,000","587,964,000","452,521,000","436,879,000","431,613,000","484,784,000","384,768,000","345,228,000","401,586,000","279,058,000","351,404,000","273,779,000","343,519,000","325,295,000","132,816,000","131,257,000","141,541,000","104,129,000","110,320,000","90,615,000","92,582,003","37,982,615","7,788,765","12,198,325","6,781,604","7,891,563","8,917,410","3,724,522","4,568,828","3,310,605","3,895,991","5,592,102","5,687,781","2,169,133","2,371,698","2,838,205","3,553,801","4,055,262","292,184","371,826","394,524","437,497","0","17,138","21,879","30,012","53,152","85,856","0","0","0","0","0","0","0","0","0","0","0","0"
	CurrentAssets,"331,115,000","172,989,000","200,720,000","155,262,000","265,701,000","86,234,000","105,988,000","55,001,000","49,632,000","67,588,000","67,568,000","93,506,000","118,579,000","179,564,000","145,245,000","54,746,000","36,569,000","29,700,000","44,708,000","60,595,000","42,093,000","89,654,000","71,836,000","146,263,000","71,732,000","141,018,000","124,806,000","53,807,000","62,164,000","73,915,000","45,841,000","51,436,000","31,232,000","32,631,934","6,873,836","5,922,372","10,461,522","5,251,990","6,598,333","7,727,514","2,538,775","3,557,656","2,344,365","3,008,234","4,736,572","5,553,434","2,044,013","2,240,112","2,706,687","3,457,769","3,997,991","292,184","371,826","394,524","437,497","0","17,138","21,879","30,012","53,152","85,856","0","0","0","0","0","0","0","0","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"270,657,000","126,882,000","162,669,000","111,701,000","236,109,000","56,464,000","75,176,000","24,388,000","21,897,000","22,521,000","34,743,000","61,701,000","91,362,000","159,035,000","135,738,000","47,107,000","24,696,000","20,870,000","39,211,000","54,337,000","35,184,000","83,504,000","67,721,000","133,125,000","66,996,000","136,404,000","123,453,000","51,699,000","60,501,000","71,902,000","44,269,000","50,155,000","29,949,000","31,666,732","6,429,712","5,754,579","9,638,768","5,091,312","6,445,441","7,625,277","2,443,477","3,466,549","2,270,416","2,922,339","4,714,000","5,277,578","1,965,691","2,178,134","2,681,937","3,429,906","3,954,778","291,674","364,539","380,460","416,657",,"17,138","21,879","30,012","42,754","75,458",,,,,,,,,,,,
			CashAndCashEquivalents,"111,906,000","36,665,000","39,735,000","77,291,000","41,678,000","56,464,000","75,176,000","24,388,000","21,897,000","22,521,000","34,649,000","61,385,000","90,971,000","158,738,000","135,441,000","46,784,000","24,252,000","20,429,000","38,323,000","53,681,000","33,919,000","82,398,000","66,480,000","98,179,000","20,813,000","39,038,000","59,067,000","51,699,000","60,501,000","71,902,000","44,269,000","50,155,000","29,949,000","31,666,732","6,429,712","5,754,579","9,638,768","5,091,312","6,445,441","7,625,277","2,443,477","3,466,549","2,270,416","2,922,339","4,714,000","5,277,578","1,965,691","2,178,134","2,681,937","3,429,906","3,954,778","291,674","364,539","380,460","416,657",,"17,138","21,879","30,012","42,754","75,458",,,,,,,,,,,,
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291,674","364,539","380,460",,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"158,751,000","90,217,000","122,934,000","34,410,000","194,431,000",,,,,,"94,000","316,000","391,000","297,000","297,000","323,000","444,000","441,000","888,000","656,000","1,265,000","1,106,000","1,241,000","34,946,000","46,183,000","97,366,000","64,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"24,674,000","18,715,000","16,454,000","22,437,000","16,309,000","15,506,000","14,768,000","13,801,000","10,023,000","14,513,000","11,776,000","10,089,000","7,602,000","4,359,000","2,702,000","2,637,000","5,683,000","3,926,000","3,218,000","3,844,000","3,637,000","2,985,000","3,053,000","12,582,000","2,861,000","2,618,000","622,000","898,000","784,000","732,000","986,000","576,000","657,000","394,246","36,564","92,748","134,063","79,760","86,076","88,589","72,687","61,238","32,607","81,134","6,978","246,045","35,003","56,465",,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"24,674,000","18,715,000","16,454,000","22,437,000","16,309,000","15,506,000","14,768,000","13,801,000","10,023,000","14,454,000","11,560,000","9,786,000","7,409,000","3,833,000","2,278,000","2,204,000","3,912,000","2,211,000","1,693,000","2,376,000","2,338,000","1,696,000","526,000","867,000","1,146,000","903,000","622,000","898,000","784,000","732,000","986,000","576,000","657,000","394,246","36,564","92,748","134,063","79,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,"7,429,000","3,853,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,"-20,000","-20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
