name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalAssets,"7,338,200,000","7,929,400,000","8,014,100,000","8,382,400,000","7,966,000,000","8,150,400,000","8,133,400,000","7,924,200,000","7,743,000,000","8,700,100,000","8,450,100,000","6,877,300,000","6,969,900,000","7,119,300,000","6,703,300,000","6,678,300,000","6,588,000,000","7,481,200,000","7,454,400,000","5,831,600,000","4,661,000,000","4,678,700,000","4,584,600,000","4,892,700,000","4,676,500,000","4,603,700,000","4,554,400,000","4,666,900,000","4,512,700,000","3,617,200,000","3,671,000,000","3,663,131,000","3,580,622,000","3,543,817,000","3,487,390,000","3,531,897,000","3,272,120,000","3,279,429,000","3,151,378,000","3,104,321,000","2,984,870,000","3,100,885,000","2,878,078,000","2,635,116,000","2,721,865,000","2,794,671,000","2,609,830,000","2,467,115,000","2,641,987,000","2,869,130,000","2,794,616,000","2,564,336,000","2,316,001,000","2,337,961,000","2,110,912,000","2,273,844,000","2,156,240,000","2,310,722,000","2,679,031,000","2,449,512,000","2,143,195,000","2,000,899,000","1,676,500,000","1,626,520,000","1,874,430,000","1,759,163,000","1,501,771,000","1,347,132,000","1,276,772,000","1,407,136,000","1,102,690,000","1,028,658,000","911,659,000","861,282,000","704,490,000","617,652,000","579,376,000","567,290,000","426,349,000","440,571,000","398,620,000","368,786,000","320,424,000","258,711,000","251,709,000","284,032,000","261,495,000"
	CurrentAssets,"2,558,600,000","3,058,500,000","3,086,200,000","3,375,300,000","2,896,600,000","2,877,200,000","2,845,500,000","2,553,100,000","2,131,900,000","2,511,400,000","2,203,900,000","2,556,800,000","2,662,400,000","2,828,500,000","2,467,500,000","2,432,600,000","2,288,300,000","3,282,300,000","3,022,300,000","3,953,300,000","2,769,600,000","2,765,700,000","2,505,200,000","2,172,900,000","2,265,100,000","2,301,600,000","2,351,600,000","2,506,500,000","2,898,000,000","1,947,400,000","1,938,800,000","1,855,217,000","1,790,089,000","1,787,676,000","1,872,065,000","2,070,947,000","1,894,191,000","1,848,367,000","1,768,587,000","1,804,528,000","1,759,548,000","1,896,006,000","1,689,148,000","1,452,388,000","1,562,402,000","1,622,624,000","1,425,250,000","1,302,641,000","1,510,084,000","1,716,392,000","1,610,473,000","1,396,409,000","1,231,315,000","1,220,837,000","1,211,098,000","1,385,709,000","1,270,953,000","1,480,548,000","1,885,897,000","1,740,196,000","1,466,264,000","1,338,707,000","1,023,407,000","974,482,000","1,277,889,000","1,180,982,000","863,548,000","709,360,000","838,450,000","910,878,000","795,864,000","705,616,000","724,812,000","676,001,000","529,441,000","448,538,000","404,632,000","400,188,000","267,920,000","287,588,000","260,868,000","242,448,000","195,988,000","151,567,000","152,767,000","186,091,000","161,463,000"
		CashCashEquivalentsAndShortTermInvestments,"1,073,000,000","1,647,700,000","1,655,200,000","2,007,700,000","1,659,200,000","1,651,800,000","1,522,400,000","1,434,400,000","898,200,000","1,166,700,000","788,400,000","1,233,800,000","1,337,300,000","1,495,200,000","1,063,200,000","1,250,000,000","1,038,300,000","2,091,800,000","1,670,900,000","3,083,600,000","1,891,900,000","1,835,900,000","1,533,200,000","1,319,400,000","1,282,400,000","1,337,100,000","1,276,200,000","1,525,800,000","2,021,200,000","1,064,900,000","907,500,000","868,626,000","774,904,000","798,835,000","854,745,000","1,134,891,000","928,495,000","858,657,000","760,755,000","917,215,000","929,670,000","1,085,595,000","847,975,000","702,038,000","886,159,000","939,832,000","711,963,000","696,398,000","907,656,000","1,103,177,000","994,680,000","800,362,000","551,267,000","424,153,000","409,510,000","698,905,000","616,202,000","891,261,000","1,235,356,000","1,185,816,000","936,174,000","819,923,000","456,333,000","537,565,000","838,357,000","746,012,000","447,630,000","383,051,000","495,691,000","526,629,000","441,888,000","434,443,000","445,343,000","372,775,000","255,357,000","229,176,000","192,263,000","171,141,000","44,033,000","93,962,000","76,278,000","66,523,000","4,733,000","3,691,000","7,241,000","37,226,000","164,000"
			CashAndCashEquivalents,"806,000,000","1,257,400,000","1,252,600,000","2,007,700,000","1,651,700,000","1,642,600,000","1,513,900,000","1,426,300,000","742,600,000","896,900,000","522,100,000","969,200,000","1,075,300,000","1,237,000,000","904,700,000","1,243,400,000","1,031,700,000","2,065,000,000","1,373,300,000","2,672,900,000","1,394,500,000","1,309,700,000","1,000,000,000","859,000,000","821,600,000","843,800,000","966,000,000","1,291,800,000","1,782,000,000","836,300,000","660,900,000","591,923,000","463,463,000","568,228,000","714,617,000","1,062,785,000","876,359,000","858,657,000","760,755,000","917,215,000","929,670,000","1,085,595,000","845,719,000","699,782,000","812,740,000","784,232,000","621,371,000","596,470,000","702,778,000","1,103,177,000","994,680,000","800,362,000","551,267,000","424,153,000","409,510,000","698,905,000","608,200,000","870,250,000","786,556,000","556,956,000","222,316,000","265,335,000","95,552,000","143,388,000","184,412,000","185,125,000","108,290,000","154,566,000","216,905,000","296,728,000","224,814,000","262,720,000","445,343,000","372,775,000","255,357,000","229,176,000","192,263,000","171,141,000","44,033,000","93,962,000","76,278,000","66,523,000","4,733,000","3,691,000","7,241,000","5,331,000","164,000"
			OtherShortTermInvestments,"267,000,000","390,300,000","402,600,000",,"7,500,000","9,200,000","8,500,000","8,100,000","155,600,000","269,800,000","266,300,000","264,600,000","262,000,000","258,200,000","158,500,000","6,600,000","6,600,000","26,800,000","297,600,000","410,700,000","497,400,000","526,200,000","533,200,000","460,400,000","460,800,000","493,300,000","310,200,000","234,000,000","239,200,000","228,600,000","246,600,000","276,703,000","311,441,000","230,607,000","140,128,000","72,106,000","52,136,000",,"0","0","0","0","2,256,000","2,256,000","73,419,000","155,600,000","90,592,000","99,928,000","204,878,000",,,,,,,,"8,002,000","21,011,000","448,800,000","628,860,000","713,858,000","554,588,000","360,781,000","394,177,000","653,945,000","560,887,000","339,340,000","228,485,000","278,786,000","229,901,000","217,074,000","171,723,000",,,,,,,,,,,,,,"31,895,000",
		Receivables,"416,900,000","474,200,000","430,500,000","454,800,000","393,500,000","436,300,000","366,400,000","239,300,000","225,500,000","406,800,000","365,700,000","353,900,000","326,600,000","418,600,000","375,900,000","339,900,000","391,900,000","393,400,000","367,700,000","309,500,000","261,400,000","315,100,000","245,100,000","245,200,000","263,200,000","303,600,000","246,900,000","219,500,000","196,900,000","228,500,000","209,000,000","198,577,000","197,744,000","228,631,000","177,975,000","175,477,000","177,139,000","223,041,000","178,307,000","174,462,000","169,467,000","212,041,000","153,061,000","142,898,000","131,731,000","180,583,000","133,173,000","109,068,000","118,147,000","178,849,000","105,120,000","108,707,000","127,148,000","192,024,000","156,478,000","106,738,000","148,074,000","142,095,000","148,942,000","107,814,000","124,858,000","125,099,000","118,082,000","84,361,000","110,415,000","123,045,000","104,906,000","65,399,000","83,630,000","121,749,000","85,607,000","55,724,000","78,657,000","94,452,000","59,859,000","35,470,000","46,703,000","67,284,000","45,009,000","30,925,000","25,563,000","29,139,000","33,693,000","20,608,000","20,642,000","28,698,000","24,855,000"
			AccountsReceivable,"242,900,000","292,700,000","236,800,000","200,200,000","240,600,000","331,700,000","251,100,000","193,300,000","190,400,000","363,500,000","313,100,000","298,100,000","285,700,000","360,500,000","283,100,000","314,100,000","292,300,000","347,800,000","302,700,000","268,000,000","203,400,000","269,600,000","245,100,000","245,200,000","263,200,000","303,600,000","246,900,000","219,500,000","196,900,000","228,500,000","209,000,000","198,577,000","197,744,000","228,631,000","177,975,000","175,477,000","177,139,000","223,041,000","178,307,000","174,462,000","169,467,000","212,041,000","153,061,000","142,898,000","131,731,000","180,583,000","133,173,000","109,068,000","118,147,000",,"105,120,000","108,707,000","127,148,000","192,024,000","156,478,000","106,738,000","148,074,000","142,095,000","148,942,000","107,814,000","124,858,000","125,099,000","118,082,000","84,361,000","110,415,000","123,045,000","104,906,000","65,399,000","83,630,000","121,749,000","85,607,000","55,724,000","78,657,000","94,452,000","59,859,000","35,470,000","46,703,000","67,284,000","45,009,000","30,925,000","25,563,000","29,139,000","33,693,000","20,608,000","20,642,000","28,698,000","24,855,000"
				GrossAccountsReceivable,"247,200,000","296,400,000","241,300,000","204,400,000","244,200,000","335,800,000","259,500,000","209,200,000","206,400,000","367,300,000","315,000,000","302,500,000","290,300,000","364,700,000","287,300,000","315,600,000","294,100,000","349,600,000","304,600,000","269,900,000","205,500,000","271,400,000","247,300,000","247,400,000","265,800,000","306,200,000","249,600,000","222,600,000",,"230,100,000","210,400,000","199,996,000","199,088,000","229,792,000","178,978,000","176,615,000","185,487,000","236,308,000","183,728,000","184,275,000","182,564,000","224,075,000","162,998,000","152,442,000","141,428,000","192,083,000","141,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,300,000","-3,700,000","-4,500,000","-4,200,000","-3,600,000","-4,100,000","-8,400,000","-15,900,000","-16,000,000","-3,800,000","-1,900,000","-4,400,000","-4,600,000","-4,200,000","-4,200,000","-1,500,000","-1,800,000","-1,800,000","-1,900,000","-1,900,000","-2,100,000","-2,200,000","-2,200,000","-2,200,000","-2,600,000","-2,600,000","-2,700,000","-3,100,000",,"-1,600,000","-1,400,000","-1,419,000","-1,344,000","-1,161,000","-1,003,000","-1,138,000","-8,348,000","-13,267,000","-5,421,000","-9,813,000","-13,097,000","-12,034,000","-9,937,000","-9,544,000","-9,697,000","-11,500,000","-8,287,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"174,000,000","181,500,000","193,700,000","254,600,000","152,900,000","104,600,000","115,300,000","46,000,000","35,100,000","43,300,000","52,600,000","55,800,000","40,900,000","58,100,000","92,800,000","25,800,000","99,600,000","45,600,000","65,000,000","41,500,000","58,000,000","45,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
