name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
MarketCap,"3,082,398,123","3,055,640,000","3,111,920,000","2,642,920,000","3,386,320,000","3,414,600,000","3,514,560,000","1,938,160,000","1,918,000,000","1,343,440,000","2,424,520,000","2,311,120,000","1,656,243,411","1,902,239,192","1,687,840,000","2,727,967,531","3,818,417,124","3,408,539,994","3,891,707,586","3,858,136,161","3,163,860,000","3,134,400,000","2,732,590,842","2,436,440,000","2,237,540,000","2,706,060,000","4,580,000,000","4,150,840,000","4,199,200,000","4,241,600,000","4,701,840,000","4,279,000,000","4,268,440,000","4,245,120,000","3,930,720,000","3,706,360,000","3,141,168,693","2,996,112,313","2,798,640,000","2,342,363,140","1,967,714,812","2,726,813,324","2,572,303,327","2,236,000,000","3,488,910,000","3,186,990,000","3,786,750,000","7,150,000,000"
EnterpriseValue,"3,168,398,123","3,101,640,000","3,222,920,000","2,694,920,000","3,421,320,000","3,445,600,000","3,607,560,000","2,117,160,000","2,050,000,000","1,431,440,000","2,536,520,000","2,446,120,000","1,798,243,411","1,844,239,192","1,628,840,000","2,580,967,531","3,677,417,124","3,095,539,994","3,550,707,586","3,517,136,161","2,871,860,000","2,638,400,000","2,253,590,842","1,962,440,000","1,818,540,000","315,060,000","2,050,000,000","1,671,840,000","4,249,200,000","4,400,600,000","4,746,840,000","3,922,000,000","3,263,440,000","3,298,120,000","3,900,720,000","3,522,360,000","2,938,168,693","2,740,112,313","2,542,640,000","2,258,363,140","1,867,714,812","2,626,813,324","2,402,303,327","2,066,000,000","3,245,910,000","2,921,990,000","3,442,750,000","6,372,000,000"
PeRatio,"66.455","75.592","112.263","90.76",,,,,"87.821","19.04","31.147","27.791","14.906","12.268","13.516","18.109","24.293","22.316","23.882","27.566","24.954","30.138","97.976","117.475","71.533","156.059","25.788","29.345","58.978","137.714","9.94","8.501","7.73","6.551","19.638","20.333","16.268","29.896","27.886","37.361","150","34.416","4.254","3.663","6.931","7.981","8.371","5.895"
ForwardPeRatio,"30.96","23.697","22.222","20","44.643","46.083","25.381","17.513","769.231","19.57","17.575","16.103","16.026","12.771","10.267","13.072","19.418","16.155","17.513","18.762","18.382","17.889","16.584","15.504","18.762","18.484","34.722","32.051","35.211","24.45","21.739","19.157","21.692","18.622","13.699","13.495","9.399","9.794","14.327","10.753","7.513","10.811","10.438","7.782",,,,
PegRatio,,,,,,,,,,,,,,,,,,"0.893",,,,,,,,,,,,"1.318","1.171","1.033","1.169","1.003","0.738","0.727","0.507","0.528","0.773","0.58","0.405","0.554","0.858",,,,,
PsRatio,"1.095","1.118","1.13","0.918","1.279","1.335","1.402","0.78","0.675","0.459","0.835","0.819","0.586","0.67","0.604","0.922","1.299","1.128","1.29","1.302","1.096","1.097","0.955","0.882","0.848","1.064","0.639","0.574","0.62","0.606","0.625","0.624","0.648","0.608","0.581","0.561","0.481","0.449","0.418","0.31","0.246","0.342","0.325","0.28","0.63","0.755","1.1","0.948"
PbRatio,"5.698","5.922","7.799","6.708","8.819","8.823","9.129","5.414","4.868","2.799","5.115","4.845","3.368","4.055","3.546","5.221","7.662","5.192","6.308","6.743","5.773","5.349","4.091","3.955","3.818","2.56","1.706","1.544","4.756","4.904","3.895","3.264","2.21","2.211","2.994","2.741","2.417","2.083","2.021","1.644","1.422","2.149","1.891","1.629","2.418","2.335","3.005",
EnterprisesValueRevenueRatio,"1.114","3.792","4.1","4.271","5.609","4.619","4.584","2.834","5.526","2.226","3.409","3.346","2.453","2.502","2.228","3.79","4.851","3.803","4.455","4.598","3.71","3.257","2.762","2.549","2.353","0.393","2.534","2.069","5.233","2.169","2.328","1.991","1.831","1.664","1.992","2.033","1.553","1.476","1.395","1.391","1.103","1.53","1.292","1.014","1.49","1.481","1.824","3.683"
EnterprisesValueEBITDARatio,"15.922","50.847","43.553","67.373","142.555","56.485","60.126","39.946","-205","-477.147","32.942","40.769","41.82","47.288","22.011","44.499","49.032","27.154","53.799","43.964","33.787","26.384","37.56","34.429","25.258","4.258","-35.345","30.96","27.414","25.886","35.424","28.838","23.821","20.743","5.703","22.015","14.618","18.768","16.728","14.761","9.155","29.187","21.073","11.414","18.443","16.602","16.163","-3,186"
