name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"-123,022,000","-36,846,000","-18,884,000","-28,509,000","-38,783,000","-40,122,000","-41,191,000","-34,321,000","-29,224,000","-31,796,000","-24,170,000","-29,267,000","-41,676,000","-63,256,000","-27,638,000","-20,485,000","-17,917,000","-14,972,000","-23,379,000","-10,943,000","-10,218,000","-5,679,000"
	CashFlowFromContinuingOperatingActivities,"-123,022,000","-36,846,000","-18,884,000","-28,509,000","-38,783,000","-40,122,000","-41,191,000","-34,321,000","-29,224,000","-31,796,000","-24,170,000","-29,267,000","-41,676,000","-63,256,000","-27,638,000","-20,485,000","-17,917,000","-14,972,000","-23,379,000","-10,943,000","-10,217,000","-5,680,000"
		NetIncomeFromContinuingOperations,"-133,650,000","-25,210,000","-36,333,000","-30,544,000","-41,563,000","-49,484,000","-53,657,000","-43,836,000","-37,469,000","-26,419,000","-31,797,000","-27,058,000","-37,191,000","-65,821,000","-42,580,000","-24,406,000","-20,259,000","-15,982,000","-32,701,000","-16,029,000","-11,202,000","-4,941,000"
		OperatingGainsLosses,,,,,,,,,,,"-2,000",,,,"0","0","0","66,000",,,,
			GainLossOnSaleOfPPE,,,,,,,"0",,,,"-2,000","23,000","0","0","0","0","0","66,000","0","0","0","0"
		DepreciationAmortizationDepletion,"2,699,000","656,000","668,000","658,000","717,000","312,000","567,000","649,000","595,000","594,000","566,000","523,000","508,000","471,000","254,000","12,000","12,000","8,000","8,000","8,000","6,000","6,000"
			DepreciationAndAmortization,"2,699,000","656,000","668,000","658,000","717,000","312,000","567,000","649,000","595,000","594,000","566,000","523,000","508,000","471,000","254,000","12,000","12,000","8,000","8,000","8,000","6,000","6,000"
				Depreciation,,,,,,,"567,000","649,000","595,000","594,000","566,000","523,000","508,000","471,000","254,000","12,000","12,000","8,000","8,000","8,000","6,000","6,000"
		DeferredTax,"1,000","0","11,000","0","-10,000","10,000","40,000","-51,000","5,410,000","-1,038,000","255,000","-2,021,000","-1,150,000","-240,000","-43,000","-472,000","-323,000","-140,000","-29,000","-99,000","-35,000","-34,000"
			DeferredIncomeTax,"1,000","0","11,000","0","-10,000","10,000","40,000","-51,000","5,410,000","-1,038,000","255,000","-2,021,000","-1,150,000","-240,000","-43,000","-472,000","-323,000","-140,000","-29,000","-99,000","-35,000","-34,000"
		AmortizationOfSecurities,"418,000","164,000","47,000","14,000","193,000","410,000","362,000","74,000","-85,000","-228,000","-457,000","-989,000","-1,209,000","-846,000","-753,000",,,,,,,
		StockBasedCompensation,"24,078,000","6,031,000","6,131,000","6,199,000","5,717,000","7,126,000","6,257,000","5,558,000","4,851,000","4,209,000","4,965,000","3,758,000","3,464,000","2,893,000","2,582,000","1,502,000","1,059,000","558,000","347,000","322,000","114,000","114,000"
		OtherNonCashItems,"2,773,000","735,000","736,000","702,000","600,000","593,000","639,000","158,000","303,000","300,000","1,211,000","0","1,800,000","7,000,000","-23,000","50,000","178,000","30,000",,,,"1,000"
		ChangeInWorkingCapital,"-19,444,000","-19,222,000","9,753,000","-5,538,000","-4,437,000","911,000","4,601,000","3,127,000","-2,829,000","-9,214,000","1,089,000","-3,503,000","-7,898,000","-6,713,000","12,925,000","3,499,000","1,416,000","488,000","8,996,000","4,855,000","900,000","-825,000"
			ChangeInReceivables,"-29,365,000","-25,455,000","-686,000","-673,000",,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-29,365,000","-25,455,000","-686,000","-673,000",,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-13,223,000","-9,548,000","1,931,000","775,000",,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,399,000","-3,932,000","1,907,000","1,230,000","-604,000","408,000","4,434,000","-1,925,000","-3,245,000","-598,000","452,000","-463,000","201,000","-1,210,000","-764,000","-1,062,000","-3,169,000","204,000","221,000","-464,000","-820,000","-122,000"
			ChangeInPayablesAndAccruedExpense,"16,154,000","5,600,000","10,294,000","-4,996,000","5,256,000","1,151,000","6,501,000","4,701,000","884,000","-8,258,000","1,602,000","-2,726,000","-8,224,000","-5,719,000","13,689,000","4,561,000","4,585,000","284,000","8,775,000","5,319,000","1,720,000","-703,000"
				ChangeInPayable,"2,809,000","1,515,000","250,000","-2,538,000","3,582,000","72,000","-3,265,000","1,524,000","-2,031,000","-1,197,000","-201,000","-2,841,000","1,680,000","-3,343,000","5,842,000","3,728,000","-1,838,000","1,091,000","-5,007,000","5,115,000","523,000","375,000"
					ChangeInAccountPayable,"2,809,000","1,515,000","250,000","-2,538,000","3,582,000","72,000","-3,265,000","1,524,000","-2,031,000","-1,197,000","-201,000","-2,841,000","1,680,000","-3,343,000","5,842,000","3,728,000","-1,838,000","1,091,000","-5,007,000","5,115,000","523,000","375,000"
				ChangeInAccruedExpense,"13,345,000","4,085,000","10,044,000","-2,458,000","1,674,000","1,079,000","9,766,000","3,177,000","2,915,000","-7,061,000","1,803,000","115,000","-9,904,000","-2,376,000","7,847,000","833,000","6,423,000","-807,000","13,782,000","204,000","1,197,000","-1,078,000"
