name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,12/31/2005,12/31/2004
TotalAssets,"1,274,549,000","1,282,904,000","1,168,070,000","1,169,346,000","1,226,366,000","1,247,857,000","1,219,481,000","1,193,613,000","1,267,259,000","1,183,088,000","1,145,978,000","1,137,467,000","1,182,582,000","1,061,936,000","1,045,137,000","790,263,000","798,270,000","824,775,000","769,004,000","747,431,000","726,693,000","706,528,000","669,022,000","646,897,000","642,280,000","650,783,000","619,938,000","613,718,000","611,018,000","573,556,000","498,558,000","494,273,000","478,011,000","463,432,000","446,768,000","436,324,000","437,852,000","435,854,000","415,667,000","388,251,000","383,437,000","377,411,000","373,582,000","385,404,000","311,491,000","305,683,000","285,531,000","266,159,000","257,031,000","249,620,000","224,338,000","212,584,000","202,543,000","211,968,692","207,118,866","211,676,222","207,736,847","210,813,707","196,142,230","181,937,473","166,268,589","165,608,942","92,394,415","67,968,305","62,576,311","50,385,579"
	CurrentAssets,"572,618,000","578,144,000","545,175,000","541,162,000","596,550,000","609,278,000","565,063,000","536,540,000","604,892,000","541,258,000","506,226,000","489,075,000","536,058,000","499,935,000","453,827,000","426,734,000","435,973,000","452,817,000","423,254,000","398,600,000","383,498,000","378,824,000","357,981,000","343,772,000","337,754,000","339,199,000","312,284,000","301,608,000","295,088,000","302,391,000","273,084,000","272,862,000","257,947,000","252,627,000","237,647,000","217,070,000","210,677,000","207,935,000","213,551,000","184,013,000","170,563,000","166,841,000","159,849,000","157,762,000","177,021,000","174,329,000","161,499,000","145,557,000","149,764,000","181,546,000","159,352,000","156,178,000","148,838,000","157,876,949","153,059,076","150,920,817","145,140,746","155,593,355","145,122,421","131,637,577","117,778,324","122,720,533","59,518,304","50,955,822","43,020,998","32,625,313"
		CashCashEquivalentsAndShortTermInvestments,"269,234,000","313,875,000","284,320,000","294,744,000","375,842,000","402,816,000","362,598,000","335,581,000","367,413,000","321,403,000","280,772,000","253,046,000","302,744,000","280,370,000","242,514,000","233,136,000","239,416,000","265,274,000","249,367,000","237,329,000","218,172,000","226,646,000","214,011,000","200,707,000","192,853,000","218,999,000","183,840,000","172,531,000","165,649,000","188,076,000","167,989,000","168,493,000","150,861,000","154,052,000","138,547,000","120,197,000","108,570,000","109,174,000","125,393,000","101,022,000","89,530,000","90,262,000","82,523,000","83,914,000","115,711,000","114,266,000","104,993,000","91,356,000","101,484,000","136,224,000","118,326,000","114,291,000","106,748,000","112,327,296","101,906,384","97,924,901","85,931,875","102,462,295","91,015,943","82,604,086","73,927,180","85,366,103","25,628,874","24,340,259","24,240,632","18,760,120"
			CashAndCashEquivalents,"106,540,000","135,337,000","114,581,000","150,211,000","177,121,000","218,530,000","206,423,000","163,619,000","224,874,000","119,165,000","101,432,000","84,842,000","86,688,000","95,881,000","97,636,000","84,091,000","69,955,000","86,795,000","87,665,000","89,414,000","91,700,000","213,155,000","98,374,000","93,113,000","95,774,000","205,323,000","90,656,000","94,651,000","151,319,000","176,499,000","161,428,000","160,937,000","143,692,000","148,065,000","132,393,000","114,569,000","102,307,000","103,037,000","118,579,000","94,520,000","82,272,000","82,393,000","72,876,000","79,355,000","112,543,000","111,182,000","102,608,000","88,838,000","99,240,000","132,215,000","117,510,000","114,291,000","106,595,000","112,174,054","101,753,142","97,666,533","85,674,840","102,209,734","91,015,943","82,604,086","73,927,180","85,366,103","25,628,874","24,340,259","24,240,632","18,760,120"
			OtherShortTermInvestments,"162,694,000","178,538,000","169,739,000","144,533,000","198,721,000","184,286,000","156,175,000","171,962,000","142,539,000","202,238,000","179,340,000","168,204,000","216,056,000","184,489,000","144,878,000","149,045,000","169,461,000","178,479,000","161,702,000","147,915,000","126,472,000","13,491,000","115,637,000","107,594,000","97,079,000","13,676,000","93,184,000","77,880,000","14,330,000","11,577,000","6,561,000","7,556,000","7,169,000","5,987,000","6,154,000","5,628,000","6,263,000","6,137,000","6,814,000","6,502,000","7,258,000","7,869,000","9,647,000","4,559,000","3,168,000","3,084,000","2,385,000","2,518,000","2,244,000","4,009,000","816,000","0","153,000","153,242","153,242","258,368","257,035","252,561",,,,,,,,
		Receivables,"255,593,000","214,466,000","210,563,000","200,346,000","176,799,000","165,276,000","171,155,000","173,420,000","201,121,000","185,886,000","197,382,000","197,679,000","191,995,000","180,098,000","178,829,000","156,769,000","146,257,000","143,303,000","139,646,000","128,585,000","133,738,000","113,067,000","120,159,000","121,550,000","116,973,000","92,650,000","98,272,000","94,216,000","89,323,000","80,244,000","75,685,000","73,721,000","77,737,000","76,121,000","74,054,000","76,214,000","76,612,000","73,729,000","65,649,000","61,673,000","58,837,000","55,672,000","58,235,000","55,382,000","45,288,000","44,186,000","42,006,000","41,392,000","35,094,000","35,035,000","31,578,000","31,892,000","34,058,000","33,916,398","42,364,924","44,468,622","47,145,001","39,078,027","40,682,110","35,452,672","36,139,640","27,694,450","28,319,164","21,985,499","15,143,935","10,749,249"
			AccountsReceivable,"239,279,000","194,232,000","192,170,000","182,111,000","159,296,000","147,635,000","154,983,000","157,505,000","188,483,000","99,107,000","99,131,000","100,790,000","101,057,000","101,756,000","164,307,000","147,099,000","137,150,000","89,503,000","133,862,000","123,798,000","119,811,000","78,523,000","109,086,000","111,383,000","107,601,000","63,215,000","98,272,000","94,216,000","89,323,000","63,629,000","75,685,000","73,721,000","77,737,000","59,812,000","74,054,000","76,214,000","76,612,000","58,335,000","65,649,000","61,673,000","58,837,000","55,672,000","58,235,000","55,382,000","45,288,000","44,186,000","42,006,000","41,392,000","35,094,000","34,856,000","31,578,000","31,892,000","31,888,000","33,713,754","41,881,832","43,985,148","46,962,036","38,852,403","39,605,588","34,617,220","35,308,112","27,055,861","27,632,396","21,602,475","14,762,331","10,520,227"
				GrossAccountsReceivable,"239,867,000","194,805,000","192,841,000","182,841,000","160,479,000","148,824,000","156,383,000","158,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,366,000","55,500,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-588,000","-573,000","-671,000","-730,000","-1,183,000","-1,189,000","-1,400,000","-1,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-131,000","-118,000",,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,"665,000","892,000","621,000","453,000","210,000","169,000","149,000","344,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
