name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"315,938,000","238,865,000","253,771,000","264,450,000","278,908,000","297,925,000","199,935,000","210,214,000","220,841,000","228,750,000","238,827,000","246,372,000","102,934,000","107,539,000"
	CurrentAssets,"305,771,000","229,218,000","244,933,000","260,233,000","275,295,000","293,930,000","195,456,000","205,544,000","215,774,000","226,033,000","236,680,000","244,445,000","101,276,000","106,143,000"
		CashCashEquivalentsAndShortTermInvestments,"293,216,000","219,810,000","236,156,000","251,226,000","267,514,000","287,308,000","191,461,000","201,930,000","211,288,000","222,471,000","233,049,000","242,680,000","98,651,000","105,399,000"
			CashAndCashEquivalents,"84,111,000","144,895,000","149,038,000","169,070,000","267,514,000","287,308,000","191,461,000","201,930,000","211,288,000","222,471,000","233,049,000","242,680,000","98,651,000","105,399,000"
				CashEquivalents,"84,111,000","144,895,000","149,038,000","169,070,000","267,514,000","287,308,000","191,461,000","201,930,000",,,,,,
			OtherShortTermInvestments,"209,105,000","74,915,000","87,118,000","82,156,000",,,,,,,,,,
		Receivables,"265,000","132,000","45,000","131,000","6,000","6,000","2,000","9,000","144,000","281,000","376,000","260,000","196,000","196,000"
			AccruedInterestReceivable,"265,000","132,000","45,000","131,000","6,000","6,000","2,000","9,000","144,000","281,000","376,000","260,000","196,000","196,000"
		PrepaidAssets,"12,290,000","9,159,000","8,468,000","8,612,000","7,511,000","6,435,000","3,615,000","3,528,000","4,342,000","3,281,000","3,255,000","1,505,000","1,344,000","548,000"
		RestrictedCash,,,"147,000","147,000","147,000",,,,,,,,,
		CurrentDeferredAssets,"0","117,000","117,000","117,000","117,000","181,000","378,000","77,000",,,,,"1,085,000",
	TotalNonCurrentAssets,"10,167,000","9,647,000","8,838,000","4,217,000","3,613,000","3,995,000","4,479,000","4,670,000","5,067,000","2,717,000","2,147,000","1,927,000","1,658,000","1,396,000"
		NetPPE,"9,598,000","9,078,000","8,269,000","4,142,000","3,555,000","3,790,000","4,274,000","4,465,000","4,862,000","2,512,000","1,942,000","1,722,000","1,396,000","1,192,000"
			GrossPPE,"9,598,000","11,739,000","8,269,000","4,142,000","3,555,000","5,482,000","4,274,000","4,465,000","4,862,000","3,327,000","1,942,000","1,722,000","1,396,000","1,571,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"261,000",,,,"216,000",,,,"187,000",,,,"70,000"
				OtherProperties,"9,598,000","9,609,000","8,269,000","4,142,000","3,555,000","5,051,000","4,274,000","4,465,000","4,862,000","2,489,000","1,942,000","1,722,000","1,396,000","1,485,000"
				ConstructionInProgress,,"1,606,000",,,,"5,000",,,,"611,000",,,,"16,000"
				Leases,,"263,000",,,,"210,000",,,,"40,000",,,,"0"
			AccumulatedDepreciation,,"-2,661,000",,,,"-1,692,000",,,,"-815,000",,,,"-379,000"
		OtherNonCurrentAssets,"569,000","569,000","569,000","75,000","58,000","205,000","205,000","205,000","205,000","205,000","205,000","205,000","262,000","204,000"
TotalLiabilitiesNetMinorityInterest,"75,961,000","21,088,000","16,258,000","9,381,000","6,443,000","11,847,000","7,400,000","6,814,000","6,499,000","4,322,000","5,144,000","4,836,000","3,353,000","2,471,000"
	CurrentLiabilities,"22,905,000","17,139,000","11,884,000","8,197,000","6,110,000","11,425,000","6,735,000","5,805,000","5,455,000","4,101,000","4,916,000","4,818,000","3,343,000","2,467,000"
		PayablesAndAccruedExpenses,"11,033,000","9,709,000","6,635,000","4,671,000","3,865,000","5,859,000","2,952,000","2,633,000","3,574,000","1,994,000","3,557,000","3,936,000","2,949,000","1,566,000"
			Payables,"3,328,000","2,385,000","655,000","963,000","1,496,000","1,495,000","1,095,000","904,000","1,779,000","751,000","1,789,000","1,238,000","1,126,000","1,071,000"
				AccountsPayable,"3,328,000","2,385,000","655,000","963,000","1,496,000","1,495,000","1,095,000","904,000","1,779,000","751,000","1,789,000","1,238,000","1,126,000","1,071,000"
			CurrentAccruedExpenses,"7,705,000","7,324,000","5,980,000","3,708,000","2,369,000","4,364,000","1,857,000","1,729,000","1,795,000","1,243,000","1,768,000","2,698,000","1,823,000","495,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,345,000","5,383,000","3,496,000","2,348,000","1,079,000","4,123,000","2,409,000","1,585,000","762,000","2,053,000","1,359,000","882,000","394,000","901,000"
		CurrentDebtAndCapitalLeaseObligation,"1,535,000","1,507,000","1,425,000","592,000",,,"1,119,000","1,092,000","1,065,000",,,,,
			CurrentCapitalLeaseObligation,"1,535,000","1,507,000","1,425,000","592,000",,,"1,119,000","1,092,000","1,065,000",,,,,
		CurrentDeferredLiabilities,"8,469,000",,,,,,,,,,,,,
			CurrentDeferredRevenue,"8,469,000",,,,,,,,,,,,,
		OtherCurrentLiabilities,"523,000","540,000","328,000","586,000","1,166,000","1,443,000","255,000","495,000","54,000","54,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"53,056,000","3,949,000","4,374,000","1,184,000","333,000","422,000","665,000","1,009,000","1,044,000","221,000","228,000","18,000","10,000","4,000"
		NonCurrentDeferredLiabilities,"49,545,000",,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"49,545,000",,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"3,511,000","3,949,000","4,374,000","1,184,000","333,000","422,000","665,000","1,009,000","1,044,000","221,000","228,000","18,000","10,000","4,000"
TotalEquityGrossMinorityInterest,"239,977,000","217,777,000","237,513,000","255,069,000","272,465,000","286,078,000","192,535,000","203,400,000","214,342,000","224,428,000","233,683,000","241,536,000","99,581,000","105,068,000"
