name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
			AccumulatedDepreciation,,,,"-1,732,000,000",,,,"-1,813,000,000",,,,"-1,767,000,000",,,,"-1,658,000,000"
		GoodwillAndOtherIntangibleAssets,"6,736,000,000","6,763,000,000","6,687,000,000","6,589,000,000","6,559,000,000","6,578,000,000","6,592,000,000","6,607,000,000","6,173,000,000","5,902,000,000","5,555,000,000","5,542,000,000","5,546,000,000","5,606,000,000","5,609,000,000","5,613,000,000"
			Goodwill,"3,560,000,000","3,565,000,000","3,532,000,000","3,435,000,000","3,403,000,000","3,408,000,000","3,409,000,000","3,409,000,000","3,089,000,000","2,991,000,000","2,707,000,000","2,691,000,000","2,691,000,000","2,747,000,000","2,747,000,000","2,747,000,000"
			OtherIntangibleAssets,"3,176,000,000","3,198,000,000","3,155,000,000","3,154,000,000","3,156,000,000","3,170,000,000","3,183,000,000","3,198,000,000","3,084,000,000","2,911,000,000","2,848,000,000","2,851,000,000","2,855,000,000","2,859,000,000","2,862,000,000","2,866,000,000"
		InvestmentsAndAdvances,"648,000,000","831,000,000","998,000,000","899,000,000","1,037,000,000","1,006,000,000","755,000,000","865,000,000","347,000,000","1,228,000,000","905,000,000","865,000,000","714,000,000","289,000,000","558,000,000","275,000,000"
			InvestmentinFinancialAssets,,,,,,,,,,"1,228,000,000","905,000,000","865,000,000",,,"558,000,000","275,000,000"
			OtherInvestments,,,,,,,,"865,000,000",,,,,"714,000,000","289,000,000",,
		NonCurrentDeferredAssets,"3,619,000,000","3,675,000,000","3,653,000,000","3,822,000,000","3,853,000,000","3,963,000,000","3,963,000,000","4,358,000,000","4,386,000,000","4,398,000,000","4,485,000,000","4,651,000,000","3,685,000,000",,,
			NonCurrentDeferredTaxesAssets,"3,619,000,000","3,675,000,000","3,653,000,000","3,822,000,000","3,853,000,000","3,963,000,000","3,963,000,000","4,358,000,000","4,386,000,000","4,398,000,000","4,485,000,000","4,651,000,000","3,685,000,000",,,
		OtherNonCurrentAssets,"997,000,000","969,000,000","808,000,000","690,000,000","664,000,000","687,000,000","680,000,000","397,000,000","670,000,000","661,000,000","666,000,000","660,000,000","462,000,000","544,000,000","592,000,000","484,000,000"
TotalLiabilitiesNetMinorityInterest,"10,798,000,000","11,588,000,000","11,731,000,000","11,801,000,000","11,823,000,000","11,833,000,000","11,691,000,000","11,639,000,000","10,104,000,000","10,097,000,000","10,204,000,000","9,551,000,000","9,046,000,000","3,060,000,000","3,024,000,000","3,527,000,000"
	CurrentLiabilities,"2,121,000,000","2,870,000,000","2,869,000,000","3,002,000,000","2,985,000,000","2,213,000,000","2,012,000,000","1,906,000,000","1,780,000,000","1,816,000,000","1,890,000,000","1,712,000,000","1,297,000,000","1,241,000,000","1,328,000,000","1,759,000,000"
		PayablesAndAccruedExpenses,"1,628,000,000","1,621,000,000","1,528,000,000","1,736,000,000","1,695,000,000","1,660,000,000","1,395,000,000","1,392,000,000","1,297,000,000","1,367,000,000","1,387,000,000","1,355,000,000","1,002,000,000","998,000,000","1,066,000,000","1,463,000,000"
			Payables,"766,000,000","771,000,000","686,000,000","659,000,000","625,000,000","650,000,000","524,000,000","485,000,000","533,000,000","535,000,000","476,000,000","520,000,000","404,000,000","570,000,000","537,000,000","933,000,000"
				TotalTaxPayable,,,,,,,,,,,,"6,000,000","0","127,000,000","122,000,000","553,000,000"
					IncomeTaxPayable,,,,,,,,,,,,"6,000,000","0","127,000,000","122,000,000","553,000,000"
				OtherPayable,"766,000,000","771,000,000","686,000,000","659,000,000","625,000,000","650,000,000","524,000,000","485,000,000","533,000,000","535,000,000","476,000,000","514,000,000","404,000,000","443,000,000","415,000,000","380,000,000"
			CurrentAccruedExpenses,"862,000,000","850,000,000","842,000,000","1,077,000,000","1,070,000,000","1,010,000,000","871,000,000","907,000,000","764,000,000","832,000,000","911,000,000","835,000,000","598,000,000","428,000,000","529,000,000","530,000,000"
		CurrentDebtAndCapitalLeaseObligation,"107,000,000","855,000,000","845,000,000","841,000,000","839,000,000","92,000,000","104,000,000","122,000,000","134,000,000","142,000,000","145,000,000",,,,,
			CurrentDebt,,"750,000,000","750,000,000","749,000,000","749,000,000",,,,,,,,,,,
				OtherCurrentBorrowings,,"750,000,000","750,000,000","749,000,000","749,000,000",,,,,,,,,,,
			CurrentCapitalLeaseObligation,"107,000,000","105,000,000","95,000,000","92,000,000","90,000,000","92,000,000","104,000,000","122,000,000","134,000,000","142,000,000","145,000,000",,,,,
		CurrentDeferredLiabilities,"165,000,000","163,000,000","212,000,000","196,000,000","214,000,000","276,000,000","242,000,000","152,000,000","149,000,000","158,000,000","217,000,000","169,000,000","103,000,000","129,000,000","134,000,000","147,000,000"
			CurrentDeferredRevenue,"165,000,000","163,000,000","212,000,000","196,000,000","214,000,000","276,000,000","242,000,000","152,000,000","149,000,000","158,000,000","217,000,000","169,000,000","103,000,000","129,000,000","134,000,000","147,000,000"
		OtherCurrentLiabilities,"221,000,000","231,000,000","284,000,000","229,000,000","237,000,000","185,000,000","271,000,000","240,000,000","200,000,000","149,000,000","141,000,000","188,000,000","192,000,000","114,000,000","128,000,000","149,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,677,000,000","8,718,000,000","8,862,000,000","8,799,000,000","8,838,000,000","9,620,000,000","9,679,000,000","9,733,000,000","8,324,000,000","8,281,000,000","8,314,000,000","7,839,000,000","7,749,000,000","1,819,000,000","1,696,000,000","1,768,000,000"
		LongTermDebtAndCapitalLeaseObligation,"7,587,000,000","7,610,000,000","7,626,000,000","7,611,000,000","7,614,000,000","8,362,000,000","8,379,000,000","8,398,000,000","7,185,000,000","7,182,000,000","7,212,000,000","6,751,000,000","6,750,000,000",,,
			LongTermDebt,"7,205,000,000","7,204,000,000","7,203,000,000","7,202,000,000","7,201,000,000","7,949,000,000","7,947,000,000","7,946,000,000","6,754,000,000","6,753,000,000","6,752,000,000","6,751,000,000","6,750,000,000",,,
			LongTermCapitalLeaseObligation,"382,000,000","406,000,000","423,000,000","409,000,000","413,000,000","413,000,000","432,000,000","452,000,000","431,000,000","429,000,000","460,000,000",,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,"0","0","1,106,000,000","1,146,000,000","1,071,000,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,"0","0","1,106,000,000","1,146,000,000","1,071,000,000"
		EmployeeBenefits,"544,000,000","560,000,000","574,000,000","586,000,000","678,000,000","704,000,000","710,000,000","709,000,000","550,000,000","547,000,000","548,000,000","543,000,000",,"377,000,000","242,000,000","244,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"544,000,000","560,000,000","574,000,000","586,000,000","678,000,000","704,000,000","710,000,000","709,000,000","550,000,000","547,000,000","548,000,000","543,000,000",,"377,000,000","242,000,000","244,000,000"
		PreferredSecuritiesOutsideStockEquity,"175,000,000","172,000,000","302,000,000","261,000,000","225,000,000","202,000,000","310,000,000","305,000,000","258,000,000","216,000,000","207,000,000","189,000,000","136,000,000","106,000,000","83,000,000","275,000,000"
		OtherNonCurrentLiabilities,"371,000,000","376,000,000","360,000,000","341,000,000","321,000,000","352,000,000","280,000,000","321,000,000","331,000,000","336,000,000","347,000,000","356,000,000","863,000,000","230,000,000","225,000,000","178,000,000"
TotalEquityGrossMinorityInterest,"11,218,000,000","11,290,000,000","11,430,000,000","11,125,000,000","11,084,000,000","10,921,000,000","10,806,000,000","10,111,000,000","10,133,000,000","10,353,000,000","10,330,000,000","9,958,000,000","8,611,000,000","10,406,000,000","11,054,000,000","9,594,000,000"
	StockholdersEquity,"11,200,000,000","11,275,000,000","11,430,000,000","11,123,000,000","11,081,000,000","10,917,000,000","10,791,000,000","10,094,000,000","10,114,000,000","10,334,000,000","10,320,000,000","9,947,000,000","8,600,000,000","10,394,000,000","11,045,000,000","9,594,000,000"
		CapitalStock,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","7,000,000","7,000,000","7,000,000",,,
			CommonStock,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","7,000,000","7,000,000","7,000,000",,,
		AdditionalPaidInCapital,"9,195,000,000","9,265,000,000","9,327,000,000","9,453,000,000","9,555,000,000","9,655,000,000","9,668,000,000","9,831,000,000","9,810,000,000","9,849,000,000","9,921,000,000","9,891,000,000","8,706,000,000",,,
		RetainedEarnings,"2,300,000,000","2,308,000,000","2,409,000,000","1,982,000,000","1,912,000,000","1,657,000,000","1,525,000,000","674,000,000","589,000,000","775,000,000","696,000,000","357,000,000","101,000,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-301,000,000","-304,000,000","-312,000,000","-318,000,000","-392,000,000","-401,000,000","-408,000,000","-417,000,000","-291,000,000","-296,000,000","-304,000,000","-308,000,000","-214,000,000","-202,000,000","-61,000,000","81,000,000"
			OtherEquityAdjustments,,,,,,,,"-417,000,000",,,,"-308,000,000","-214,000,000","-202,000,000","-61,000,000","81,000,000"
		OtherEquityInterest,,,,,,,,,,,,,,"10,596,000,000","11,106,000,000","9,513,000,000"
	MinorityInterest,"18,000,000","15,000,000","0","2,000,000","3,000,000","4,000,000","15,000,000","17,000,000","19,000,000","19,000,000","10,000,000","11,000,000","11,000,000","12,000,000","9,000,000",
TotalCapitalization,"18,405,000,000","18,479,000,000","18,633,000,000","18,325,000,000","18,282,000,000","18,866,000,000","18,738,000,000","18,040,000,000","16,868,000,000","17,087,000,000","17,072,000,000","16,698,000,000","15,350,000,000","10,394,000,000","11,045,000,000","9,594,000,000"
CommonStockEquity,"11,200,000,000","11,275,000,000","11,430,000,000","11,123,000,000","11,081,000,000","10,917,000,000","10,791,000,000","10,094,000,000","10,114,000,000","10,334,000,000","10,320,000,000","9,947,000,000","8,600,000,000","10,394,000,000","11,045,000,000","9,594,000,000"
CapitalLeaseObligations,"489,000,000","511,000,000","518,000,000","501,000,000","503,000,000","505,000,000","536,000,000","574,000,000","565,000,000","571,000,000","605,000,000",,,,,
NetTangibleAssets,"4,464,000,000","4,512,000,000","4,743,000,000","4,534,000,000","4,522,000,000","4,339,000,000","4,199,000,000","3,487,000,000","3,941,000,000","4,432,000,000","4,765,000,000","4,405,000,000","3,054,000,000","4,788,000,000","5,436,000,000","3,981,000,000"
WorkingCapital,"5,795,000,000","5,644,000,000","6,006,000,000","5,747,000,000","5,709,000,000","6,227,000,000","6,451,000,000","5,580,000,000","4,964,000,000","4,582,000,000","5,159,000,000","4,766,000,000","4,667,000,000","4,636,000,000","4,827,000,000","3,821,000,000"
InvestedCapital,"18,405,000,000","19,229,000,000","19,383,000,000","19,074,000,000","19,031,000,000","18,866,000,000","18,738,000,000","18,040,000,000","16,868,000,000","17,087,000,000","17,072,000,000","16,698,000,000","15,350,000,000","10,394,000,000","11,045,000,000","9,594,000,000"
TangibleBookValue,"4,464,000,000","4,512,000,000","4,743,000,000","4,534,000,000","4,522,000,000","4,339,000,000","4,199,000,000","3,487,000,000","3,941,000,000","4,432,000,000","4,765,000,000","4,405,000,000","3,054,000,000","4,788,000,000","5,436,000,000","3,981,000,000"
TotalDebt,"7,694,000,000","8,465,000,000","8,471,000,000","8,452,000,000","8,453,000,000","8,454,000,000","8,483,000,000","8,520,000,000","7,319,000,000","7,324,000,000","7,357,000,000","6,751,000,000","6,750,000,000",,,
NetDebt,"2,571,000,000","3,699,000,000","2,542,000,000","2,065,000,000","2,185,000,000","3,447,000,000","2,886,000,000","3,301,000,000","3,558,000,000","4,762,000,000","3,412,000,000","3,517,000,000","3,932,000,000",,,
ShareIssued,"558,130,980","564,265,232","570,520,250","576,183,420","582,891,764","591,529,732","596,648,553","604,687,028","603,719,037","610,522,715","620,648,906","620,596,070","620,501,921","620,595,275","620,595,275","620,595,275"
OrdinarySharesNumber,"558,130,980","564,265,232","570,520,250","576,183,420","582,891,764","591,529,732","596,648,553","604,687,028","603,719,037","610,522,715","620,648,906","620,596,070","620,501,921","620,595,275","620,595,275","620,595,275"
