name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
		AssetImpairmentCharge,,,"128,000","0","374,000","0","8,241,000","5,379,000","12,001,000","158,723,000",,,,,,,,,,,,,"0","0",,,"0","45,514,000",,,"30,100,000",,,,"0",,,,,,,,,,,"1,402,000","1,046,000","0","0","822,000","2,000,000","0","4,968,000","8,058,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"13,082,000","3,863,000","3,198,000","3,147,000","2,874,000","2,815,000","1,500,000","1,807,000","2,089,000","1,704,000","1,792,000","1,867,000","1,992,000","1,494,000","4,260,000","5,285,000","5,183,000","5,055,000","5,938,000","4,507,000","4,438,000","5,794,000","5,766,000","5,860,000","4,077,000","5,546,000","9,350,000","7,055,000","6,026,000","7,631,000","6,446,000","7,357,000","6,210,000","6,474,000","7,603,000","5,238,000","6,812,000","7,492,000","7,522,000","7,926,000","5,687,000","5,318,000","4,147,000","2,686,000","4,729,000","3,636,000","1,674,000","2,924,000","3,119,000","2,831,000","859,000","2,366,000","2,048,000","2,129,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"-282,000","-102,000","-124,000","-96,000","-92,000","-822,000","-158,000","-2,012,000","-327,000","-458,000","-271,000","-925,000","-1,202,000","156,000","-409,000","-1,028,000","-1,195,000","-3,390,000","-231,000","-3,136,000","-885,000","-116,000","-880,000","-762,000","-1,432,000","-212,000","-304,000","-707,000","-1,721,000","-1,358,000","-115,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"180,821,000","44,131,000","45,311,000","43,799,000","47,580,000","47,737,000","70,032,000","62,362,000","49,692,000","51,018,000","52,232,000","53,402,000","54,729,000","52,232,000","-4,659,000","-4,767,000","-4,507,000","-5,594,000","-5,008,000","-5,339,000","-4,987,000","-4,358,000","-4,547,000","-4,741,000","-4,516,000","-5,007,000","-6,723,000","-5,799,000","-4,936,000","-4,283,000","-6,263,000","-4,533,000","-4,550,000","-4,671,000","-5,564,000","-4,697,000","-4,339,000","-4,263,000","-4,682,000","-4,048,000","-4,055,000","-4,027,000","-120,743,000","21,528,000","84,472,000","-4,330,000","-10,379,000","-1,884,000","-4,660,000","299,000","375,000","830,000","501,000","632,000","17,484,000","4,365,000","4,938,000","5,454,000","5,818,000","7,397,000","6,406,000","6,758,000","13,100,000","4,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,"100,000",,,,"100,000",,"0","-100,000",,"0",,,,,,"-100,000","-1,300,000","1,300,000",,
		ChangeInWorkingCapital,"-270,184,000","-96,237,000","-96,655,000","-23,247,000","-54,045,000","-59,496,000","-71,738,000","472,000","-40,168,000","-146,135,000","-43,645,000","-83,896,000","-60,271,000","-73,258,000","27,565,000","-16,865,000","-2,147,000","10,791,000","19,550,000","-13,183,000","6,166,000","-48,927,000","41,468,000","-31,356,000","43,940,000","-27,752,000","37,611,000","-33,219,000","-6,451,000","-28,717,000","62,576,000","-26,805,000","26,937,000","-2,211,000","26,396,000","-45,677,000","4,993,000","-23,448,000","12,453,000","-2,128,000","9,366,000","59,649,000","15,865,000","2,385,000","-27,545,000","8,252,000","24,421,000","-19,821,000","-21,664,000","20,328,000","-24,139,000","-5,000","29,796,000","15,109,000","33,810,000","-21,938,000","247,000","-3,603,000","13,374,000","9,775,000","-23,037,000","15,678,000","29,017,000","16,646,000","-28,792,000","25,086,000","-22,430,000","24,813,000","-12,122,000","16,221,000","14,872,000","1,262,000","-1,137,000","259,000","513,000","1,246,691","-8,229,173","6,437,482","3,429,333","4,304,542","-13,408,994","7,886,034","11,366,885","-779,938","-5,749,116","-679,869","1,091,490","-712,165","-7,893,367","9,442,282","-1,869,000","-100,000","-4,800,000","4,100,000","-3,500,000","1,900,000","-2,600,000","5,000,000","-2,600,000","-1,500,000","700,000","1,700,000","-2,900,000","100,000","2,100,000","400,000","-2,300,000","-500,000","800,000","-600,000","900,000","-100,000","700,000","-400,000","-1,300,000","300,000","200,000"
			ChangeInReceivables,"44,776,000","961,000","-573,000","28,573,000","15,815,000","627,000","-1,366,000","29,166,000",,,,,,,,,,,"-1,361,000","718,000","-359,000","691,000","994,000","-332,000",,,,,,,,,,,,,,,,,,,,"11,598,000","-10,619,000","4,107,000","7,305,000","-9,557,000","-3,670,000","-254,000","2,339,000","694,000","-659,000","13,257,000","-7,412,000","7,000","2,569,000","20,869,000","-16,275,000","-6,847,000","2,491,000","1,861,000","5,066,000","-13,939,000","720,000","6,128,000","-2,619,000","-2,890,000","1,541,000","-3,179,000","2,324,000","-2,447,000","-110,000","1,302,000","-1,066,000","559,855","-252,308","-1,194,547","3,968,856","-3,420,399","-43,124","-647,931","1,374,816","390,131","-1,616,415","766,908","79,496","-1,134,260","67,533","-305,018","442,417","-300,000","-300,000","-400,000","-400,000","200,000","-700,000","600,000","0",,,,"-200,000","0","100,000",,,,"100,000","-300,000","-100,000",,,,,,"-100,000"
			ChangeInInventory,"-116,399,000","-2,176,000","-45,779,000","-75,610,000","7,166,000","-5,685,000","47,042,000","-26,078,000","24,564,000","-69,490,000","30,736,000","-49,737,000","14,666,000","-7,184,000","30,882,000","-41,867,000","29,544,000","-20,875,000","31,297,000","-29,856,000","38,712,000","-41,516,000","28,978,000","-25,704,000","32,352,000","-34,154,000","38,092,000","-29,646,000","19,989,000","-35,154,000","59,075,000","-56,162,000","30,845,000","-30,772,000","29,285,000","-56,282,000","32,324,000","-36,623,000","27,351,000","-42,505,000","21,981,000","-19,206,000","52,673,000","-42,554,000","7,799,000","-38,730,000","19,295,000","-32,211,000","13,550,000","-21,932,000","21,514,000","-29,792,000","15,539,000","-13,364,000","54,857,000","-44,403,000","18,392,000","-16,999,000","23,897,000","-45,193,000","18,508,000","-29,600,000","26,810,000","-28,769,000","6,676,000","-19,413,000","6,110,000","-22,378,000","13,205,000","-19,135,000","6,256,000","-17,467,000","-1,279,000","-5,790,000","4,867,000","-5,028,449","-4,738,598","242,047","-5,243,858","395,649","-3,812,596","-7,341,633","1,883,298","-1,489,007","-1,455,763","-3,449,432","2,336,835","-5,281,035","-7,265,546","650,384","270,353","-2,700,000","-2,400,000","100,000","-1,200,000","-1,100,000","-700,000","2,400,000","-1,000,000","-2,400,000","600,000","1,100,000","-2,100,000","-900,000","700,000","1,500,000","-2,000,000","-1,700,000","2,100,000","-900,000","-200,000","1,100,000","500,000","-1,200,000","-1,400,000","-600,000","-300,000"
			ChangeInPrepaidAssets,"-16,042,000","-6,449,000","4,200,000","-5,665,000","-8,128,000","-37,000","1,221,000","-5,447,000","58,698,000","-55,955,000","-441,000","-6,429,000","-3,294,000","-1,138,000","10,636,000","-6,054,000","-6,406,000","12,270,000","-9,090,000","-184,000","-574,000","5,264,000","-1,328,000","-2,858,000","-17,996,000","14,617,000","28,011,000","-8,441,000","-15,744,000","-3,468,000","5,085,000","-3,387,000","439,000","-2,084,000","-992,000","373,000","-3,693,000","1,545,000","-6,375,000","-3,100,000","2,235,000","3,284,000","1,231,000","1,182,000","-5,256,000","-648,000","-3,507,000","3,403,000","-1,293,000","-1,373,000","182,000","1,745,000","-2,212,000","-2,204,000","7,259,000","890,000","-2,680,000","-1,245,000","1,550,000","-226,000","-3,820,000","-1,462,000","1,727,000","-1,937,000","-1,083,000","-2,383,000","-820,000","350,000","-3,506,000","-1,979,000","-2,212,000","947,000","-318,000","-1,151,000","-479,000","694,286","-862,965","-633,321","-330,505","-510,401","-1,236,686","-348,136","2,053,179","-2,381,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"43,441,000","-20,665,000","-1,330,000","63,896,000","1,540,000","7,710,000","-37,806,000","58,658,000","-25,067,000","-1,571,000","-15,789,000","28,054,000","-14,333,000","-8,060,000","-4,757,000","31,056,000","-25,285,000","19,396,000","-1,296,000","16,139,000","-31,613,000","-13,366,000","12,824,000","-2,462,000","3,497,000","-8,215,000","70,000","4,868,000","-10,696,000","9,905,000","-1,584,000","32,744,000","-4,347,000","30,645,000","-1,897,000","10,232,000","-23,638,000","11,630,000","-8,523,000","43,477,000","-14,850,000","75,571,000","-34,676,000","33,882,000","-19,469,000","43,523,000","1,328,000","18,544,000","-30,251,000","43,887,000","-48,174,000","27,348,000","17,128,000","17,420,000","-16,302,000","16,137,000","-3,094,000","-19,229,000","-8,632,000","35,582,000","-12,378,000","17,865,000","-21,841,000","24,454,000","-11,697,000","17,346,000","-20,085,000","29,289,000","-14,968,000","16,473,000","-9,253,000","14,015,000","-3,613,000","7,780,000","-6,989,000","1,173,427","5,196,689","-2,556,116","-2,028,228","6,735,451","157,008","5,570,103","1,890,349","3,366,765","-3,276,947","2,322,208","-1,564,377","2,752,102","3,664,109","2,917,244","-1,812,439","1,000,000","800,000","2,000,000","-200,000","900,000","500,000","-700,000","-300,000","100,000","700,000","-300,000","1,000,000","-900,000","1,300,000","-800,000","200,000","300,000","-900,000","500,000","700,000","-800,000","300,000","700,000","200,000","200,000","400,000"
				ChangeInPayable,"33,031,000","-19,483,000","7,911,000","53,512,000","-8,909,000","11,900,000","-30,820,000","39,223,000","-32,266,000","5,966,000","-17,786,000","24,770,000","1,236,000","-17,745,000","-6,850,000","21,507,000","1,187,000","9,253,000","-16,808,000","19,661,000","-7,261,000","6,358,000","-9,226,000","-659,000","-7,944,000","4,814,000","-19,478,000","10,422,000","5,934,000","-8,979,000","-18,107,000","18,041,000","7,235,000","6,111,000","-21,444,000","21,828,000","-12,340,000","13,823,000","-8,213,000","6,516,000","-8,037,000","38,726,000","-43,702,000","11,714,000","5,134,000","12,283,000","6,015,000","6,221,000","7,000","15,203,000","-18,019,000","14,411,000","13,713,000","12,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"33,031,000","-19,483,000","7,911,000","53,512,000","-8,909,000","11,900,000","-30,820,000","39,223,000","-32,266,000","5,966,000","-17,786,000","24,770,000","1,236,000","-17,745,000","-6,850,000","21,507,000","1,187,000","9,253,000","-16,808,000","19,661,000","-7,261,000","6,358,000","-9,226,000","-659,000","-7,944,000","4,814,000","-19,478,000","10,422,000","5,934,000","-8,979,000","-18,107,000","18,041,000","7,235,000","6,111,000","-21,444,000","21,828,000","-12,340,000","13,823,000","-8,213,000","6,516,000","-8,037,000","38,726,000","-43,702,000","11,714,000","5,134,000","12,283,000","6,015,000","6,221,000","7,000","15,203,000","-18,019,000","14,411,000","13,713,000","12,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"10,410,000","-1,182,000","-9,241,000","10,384,000","10,449,000","-4,190,000","-6,986,000","19,435,000","7,199,000","-7,537,000","1,997,000","3,284,000","-15,569,000","9,685,000","2,093,000","9,549,000","-26,472,000","10,143,000","15,512,000","-3,522,000","-24,352,000","-19,724,000","22,050,000","-1,803,000","11,441,000","-13,029,000","19,548,000","-5,554,000","-16,630,000","18,884,000","16,523,000","14,703,000","-11,582,000","24,534,000","19,547,000","-11,596,000","-11,298,000","-2,193,000","-310,000","36,961,000","-6,813,000","36,845,000","9,026,000","22,168,000","-24,603,000","31,240,000","-4,687,000","12,323,000","-30,258,000","28,684,000","-30,155,000","12,937,000","3,415,000","4,848,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-458,290","-1,297,825","630,475","-823,318","-204,807","16,920","0","-100,000","-200,000","-800,000","800,000","0","100,000","-700,000",,,,,"900,000","100,000",,,,,,"400,000","-500,000","-100,000","0","200,000",,
