name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012
MarketCap,"833,999,815","994,288,068","571,506,746","606,768,961","777,055,107","745,024,818","544,316,144","351,253,770","485,019,356","349,292,791","1,110,410,848","996,929,049","1,423,376,813","1,477,205,276","1,046,959,594","1,695,216,754","1,943,427,229","1,516,540,416","1,599,507,039","1,652,680,751","1,561,021,997","1,730,173,942","1,930,743,071","1,565,736,725","1,369,759,962","1,296,269,238","1,318,418,700","1,139,552,300","1,577,643,760","1,210,394,550","1,546,739,250","2,380,132,480","2,886,145,800","2,748,410,240","3,287,713,380","2,726,766,000","2,808,617,588","3,346,908,023","2,821,426,723","2,495,614,510","2,159,643,360"
EnterpriseValue,"1,679,999,815","1,808,288,068","1,410,506,746","1,406,768,961","1,598,055,107","1,588,024,818","1,462,316,144","1,351,253,770","1,527,019,356","1,424,292,791","2,269,410,848","2,255,929,049","2,702,376,813","2,473,205,276","2,091,959,594","2,727,216,754","2,892,427,229","2,349,540,416","2,361,507,039","2,380,680,751","2,235,021,997","2,390,173,942","2,587,743,071","2,269,736,725","2,121,759,962","2,106,394,238","2,304,734,700","2,310,113,300","2,901,649,760","2,638,974,550","2,932,542,250","3,741,484,480","4,170,232,800","3,710,056,240","4,298,038,380","3,772,783,000","3,854,266,588","4,566,407,023","4,040,925,723","3,810,741,510","3,712,770,360"
PeRatio,"74",,,,,,,,"73.875","23.667","23.93","20.559","31.127","32.37","15.288","32.93","54.175","60.889",,,,,,,,,"15.542","9.139","10.648","8.464","11.477","19.273","22.452","18.216","27.573","19.852","22.183","26.992","22.77","23.419","26.937"
ForwardPeRatio,"10.627",,,,,,,,,"8.873","17.483","14.104","21.93","18.315","13.004","16.393","24.331","26.11","46.948","35.714","416.667",,,,,,"71.429","20.45","18.382","10.582","8.889","10.549","11.601","12.225","13.643","11.099","10.101","11.508","12.21",,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.499","0.419","0.498","0.547","0.577",,,,,,,
PsRatio,"0.296","0.369","0.222","0.246","0.325","0.289","0.198","0.114","0.141","0.098","0.299","0.264","0.373","0.385","0.283","0.446","0.543","0.431","0.463","0.508","0.507","0.586","0.61","0.463","0.36","0.296","0.26","0.204","0.268","0.205","0.27","0.439","0.555","0.528","0.636","0.514","0.511","0.573","0.483","0.395","0.345"
PbRatio,"2.46","3.078","1.727","1.749","2.259","2.129","1.569","1.03","0.786","0.544","1.655","1.484","2.099","2.133","1.354","2.261","2.634","1.961","1.992","2.161","2.076","2.268","2.387","1.81","1.486","1.356","0.96","0.811","1.147","0.866","1.085","1.681","2.113","2.054","2.497","2.162","2.282","2.824","2.379","2.232","2.823"
EnterprisesValueRevenueRatio,"0.6","2.437","2.056","2.054","2.33","2.608","2.526","2.31","2.537","1.794","2.963","2.395","2.746","2.55","2.073","2.546","2.673","2.326","2.615","2.482","2.424","2.773","3.599","2.862","2.844","2.69","2.383","2.157","2.422","2.042","1.939","2.312","2.785","2.841","3.197","2.872","3.04","3.499","3.092","2.626","2.596"
EnterprisesValueEBITDARatio,"21.818","46.366","108.501","468.923","72.639","113.43","146.232","50.046","-5.454","41.891","567.353","41.017","45.803","48.494","48.65","53.475","50.744","46.991","236.151","76.796","65.736","79.672","258.774","-151.316","353.627","175.533","-5.478","35.272","45.893","33.927","32.868","31.993","42.119","50.978","56.685","40.056","39.791","43.435","149.123","29.077","38.959"
