name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,278",,
		Inventory,"27,771,000","17,651,381","17,091,901","15,899,222","14,720,800","11,624,833","11,693,931","10,104,762","15,360,834","15,824,278","14,283,915","12,994,459","13,137,786","16,137,785","13,276,431","11,911,398","13,622,341","14,113,079","12,602,371","12,570,540","8,727,971","10,876,713","6,995,819","6,846,985","5,596,345","5,574,406","6,547,466","6,297,658","6,422,227","10,583,049","8,675,172","6,735,101","9,610,272","12,111,008","11,815,111","12,719,310","12,083,125","10,813,659","12,581,899","11,617,193","11,083,331","8,277,696","8,529,107","5,342,449","3,190,052","884,234",,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"5,278,000","3,361,730","4,638,401","4,294,715","3,491,076","3,182,815","2,724,668","3,416,652","4,019,234","4,631,416","3,463,919","3,978,119","3,941,090","4,635,879","2,268,409","2,797,648","3,663,037","3,010,766","2,121,327","3,065,114","2,591,908","3,093,962","2,637,907","2,811,833","2,633,930","3,232,763","1,555,719","2,883,640","2,497,485","3,916,392","4,118,408","7,818,159","5,501,081","3,328,383","4,120,630","4,255,287","3,544,810","3,261,234","5,048,180","3,404,559","3,969,905","3,658,581","2,528,144","5,025,093","3,459,721","4,903,663","3,552,789","3,240,664","4,989,446","5,348,972","3,509,698","3,377,755","3,297,801","3,567,676","2,119,223","1,299,813","1,158,113","1,618,699","996,243","1,018,155","1,020,821","1,599,176","1,679,846","1,782,835","513,145","783,946","186,373",
		RestrictedCash,,"15,080,567","25,557,674","4,446,177","4,446,177","18,846,177","1,872,244","0","2,917,885","5,471,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,042,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,"4,885,998",,,"5,168,600",,,"0","0","0","0","8,458,444","0","10,354,855","19,670,950","9,316,095","16,915,287","15,210,204","2,990,215","8,688,601",,"3,212,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"26,823,000","19,749,440","31,369,664","33,499,170",,,"6,811,942","9,378,476","14,753,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","388,670","246,110",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"797,000","667,677","1,689,972","1,478,163","7,959,698","839,881",,,,"1,039,430","2,943,058","2,435,994","3,242,311","2,246,740","2,693,532","2,540,427","1,577,556","785,027","1,376,331","1,217,330","738,201","22","151,925","687,738","112,486","245,569","474,390","3,004,678","3,673,482","4,020,441","4,607,794","4,495,176","2,122,574","3,864,251","0","0","549,965","553,894","557,881","561,825","567,315","573,428","579,631","883,201","594,611","588,304","597,008","550,213","427,359","0","1,901,716","3,549,732","0","0","0","0","0","500,000","1,580,000","2,660,000","3,740,000","4,844,000","5,983,000","7,166,000","8,508,000","824,000","1,284,000","19,124"
	TotalNonCurrentAssets,"977,398,000","970,625,608","958,054,140","925,391,448","893,364,936","848,862,276","870,350,073","891,697,114","902,031,486","901,553,773","858,246,523","788,014,213","782,993,522","727,734,977","711,375,511","699,004,524","704,536,526","703,127,384","710,751,864","694,778,981","602,002,512","582,116,501","701,652,670","714,268,995","731,806,530","746,013,513","805,406,936","815,754,803","830,502,865","1,593,488,789","1,611,486,874","1,641,208,906","1,661,483,110","1,681,705,740","1,702,182,472","1,723,313,313","1,745,344,815","1,766,848,279","1,789,337,777","1,790,412,055","1,811,365,891","1,810,729,386","1,816,068,680","1,774,235,932","1,745,840,399","1,726,055,599","1,695,929,145","1,623,505,041","1,523,997,786","1,453,373,428","1,377,321,885","1,370,770,130","1,345,311,044","1,273,742,743","1,138,976,235","995,194,666","978,554,107","915,943,147","699,791,004","571,840,429","541,138,450","521,830,007","466,437,686","427,145,738","428,515,214","375,987,067","304,997,426","36,699,027"
		NetPPE,"919,942,000","925,350,570","923,760,390","894,233,685","862,496,116","821,994,009","844,789,996","868,319,117","876,683,405","857,109,775","758,841,237","701,651,272","721,432,754","685,677,739","683,011,961","687,004,085","694,467,896","693,055,535","698,377,920","683,803,800","591,306,237","570,152,641","688,993,457","701,630,681","719,619,841","734,181,240","795,087,921","805,235,944","824,753,728","1,584,586,172","1,603,148,079","1,621,523,242","1,639,916,674","1,658,759,972","1,677,625,518","1,696,290,273","1,714,755,369","1,733,705,422","1,752,598,251","1,771,313,620","1,789,986,565","1,785,217,087","1,770,193,696","1,728,758,503","1,701,695,678","1,681,281,485","1,649,928,668","1,577,265,559","1,475,042,190","919,565,338","1,326,605,966","938,418,488","874,674,636","785,983,783","1,106,059,749","960,558,548","950,099,823","902,270,201","683,357,576","52,676,276","529,270,191","507,471,279","444,134,474","412,884,139","417,581,610","367,674,668","300,221,321","36,669,027"
			GrossPPE,"1,151,712,000","1,145,423,039","1,131,922,186","1,090,982,337","1,051,912,528","1,000,903,326","1,023,622,952","1,043,485,092","1,041,112,024","1,010,971,860","903,230,476","837,698,955","855,059,054","811,133,189","805,052,134","800,975,881","800,463,710","793,309,750","790,888,209","770,511,344","674,588,297","646,924,264","759,230,346","764,809,034","777,830,677","783,489,147","834,134,760","834,022,584","843,856,797","2,030,376,558","2,030,222,473","2,030,056,804","2,029,945,909","2,030,105,676","2,030,067,833","2,030,054,812","2,029,971,946","2,029,520,967","2,029,528,016","2,029,935,985","2,029,880,023","2,006,237,757","1,980,227,207","1,921,972,789","1,878,673,491","1,842,907,019","1,803,233,926","1,715,803,417","1,600,540,710","1,034,081,612","1,430,729,792","1,032,226,445","958,787,683","785,983,783","1,106,059,749","1,020,000,567","1,002,833,427","933,685,805","714,773,180","84,091,880","560,685,795","533,078,466","463,965,857","427,965,857","427,965,857","373,554,183","592,784,542","36,669,027"
				BuildingsAndImprovements,,,"2,133,410","1,007,340","1,168,510","1,333,618","1,497,614","1,659,026","1,814,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,"644,056,693",,,,"783,108,811",,,"843,558,455",,,,,,,,"2,029,008,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"18,197,000","16,698,872","22,368,155","13,074,268","5,920,137","7,833,994","10,788,672","13,739,590","16,981,810","21,983,232","20,674,401","23,885,237","26,700,511","1,240,255","1,111,980","1,012,245","960,346","961,142","1,122,224","1,143,547","987,395","940,685","836,462","801,364","776,640","380,336","306,468","300,103","298,342","1,126,368","972,283","956,370","845,475","1,005,242","967,399","996,484","963,612","512,633","519,683","931,513","930,210","916,511","772,311","631,489","573,579","506,859","393,789","0","317,866",,"1,033,378,988","0",,,,,,,,,,,,,,,,
				ConstructionInProgress,,"0","2,200,000","5,340,000","4,720,000","3,250,000",,,,"0","6,040,000","0","0","2,040,000","4,235,000",,,"2,201,773","0","20,863,466","10,320,000","1,926,886",,,,,,,,,,,,,,,,,,,"0","22,292,800","153,070,603","139,300,009","191,477,225","157,540,121","240,592,076","302,583,979","464,173,887",,"397,350,804",,,,,,,,,,,,,,,,,
				Leases,"2,277,000","1,978,369","2,133,410","1,007,340","1,168,510","1,333,618","1,497,614","1,659,026","1,814,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-231,770,000","-220,072,469","-208,161,796","-196,748,652","-189,416,412","-178,909,317","-178,832,956","-175,165,975","-164,428,619","-153,862,085","-144,389,239","-136,047,683","-133,626,300","-125,455,450","-122,040,173","-113,971,796","-105,995,814","-100,254,215","-92,510,289","-86,707,544","-83,282,060","-76,771,623","-70,236,889","-63,178,353","-58,210,836","-49,307,907","-39,046,839","-28,786,640","-19,103,069","-445,790,386","-427,074,394","-408,533,562","-390,029,235","-371,345,704","-352,442,315","-333,764,539","-315,216,577","-295,815,545","-276,929,765","-258,622,365","-239,893,458","-221,020,670","-210,033,511","-193,214,286","-176,977,813","-161,625,534","-153,305,258","-138,537,858","-125,498,520","-114,516,274","-104,123,826","-93,807,957","-84,113,047",,,"-59,442,019","-52,733,604","-31,415,604","-31,415,604","-31,415,604","-31,415,604","-25,607,187","-19,831,383","-15,081,718","-10,384,247","-5,879,515","-292,563,221",
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,491,530",,,,,,,,"0","0","0",,,"483,414,622","5,973,180","381,815,260","411,063,011",,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,491,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"8,476,000","3,112,091",,"36,384","26,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,001","60,582","0",,,,,"6,173,340","15,258,780",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"44,985,000","37,093,531","28,343,436","26,603,098","27,494,559","24,153,776","22,699,341","20,406,118","20,772,193","17,661,381","13,683,411","13,786,697","13,504,987","12,471,698","12,144,834","11,869,707","9,939,444","9,939,751","11,221,641","9,873,520","10,551,043","11,507,309","12,529,591","11,794,150","11,928,415","11,581,825","10,149,816","10,027,914","5,258,192","5,463,714","4,741,585","18,295,906","20,105,229","22,017,537","23,646,445","25,428,651","27,227,848","29,730,989","31,388,791","13,757,666","15,070,142","16,248,349","17,835,339","18,837,847","20,675,567","21,667,093","23,856,143","25,194,422","26,310,668","26,817,716","27,163,767","27,055,871","28,007,446","13,811,706","14,138,345",,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"3,920,000","4,994,416","5,875,314","4,443,281","3,273,076","2,639,491","2,860,736","2,896,962","4,500,971","26,707,700","6,040,000","0","0","2,040,000","4,235,000",,,"2,201,773","0","20,863,466","10,320,000","1,926,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"75,000","75,000","75,000","75,000","75,000","75,000",,"74,917","74,917","74,917","85,721,875","72,576,244","48,055,781","29,585,540","16,218,716","130,732","129,186","132,098","1,152,303","1,101,661","145,232","456,551","129,622","844,164","258,274","250,448","169,199","490,945","490,945","3,438,903","3,597,210","1,389,758","1,461,207","928,231","910,509","1,594,389","3,361,598","3,411,868","5,350,735","5,340,769","6,309,184","9,263,950","28,039,645","26,639,582","23,399,153","23,046,439","22,144,334","21,045,060","22,644,928","23,575,752","17,578,972","17,307,171","16,307,171","473,947,254","18,778,141","34,636,118","28,454,284","13,672,946","16,433,428","519,164,153","11,868,259","14,358,728","22,303,212","14,261,599","10,933,604","8,312,399","4,776,105","30,000"
TotalLiabilitiesNetMinorityInterest,"468,818,000","455,392,205","555,006,515","566,910,009","539,743,924","496,708,973","548,702,304","575,136,262","549,089,818","520,584,199","478,645,586","388,320,022","402,801,752","366,603,311","354,020,059","347,010,964","351,256,719","347,184,902","341,949,392","322,583,050","283,970,138","285,898,978","274,862,275","287,029,127","284,121,666","268,694,478","254,392,402","252,150,691","242,677,235","1,251,690,833","1,218,049,220","1,198,739,261","1,192,219,437","1,192,030,741","1,183,918,194","1,177,468,517","1,194,949,573","1,191,842,924","1,187,869,529","1,188,142,264","1,193,081,025","1,202,809,899","1,225,528,773","1,232,465,501","1,227,486,440","1,213,836,743","1,168,663,254","1,094,026,169","988,473,742","937,059,649","910,362,510","917,349,164","890,748,768","805,794,975","701,482,815","647,433,863","621,037,378","544,581,201","315,913,822","274,222,527","247,215,026","222,558,655","191,069,405","147,346,204","146,550,967","164,119,792","94,816,151","889,170"
	CurrentLiabilities,"135,129,000","123,600,683","165,914,895","149,901,345","92,187,577","82,440,923","89,205,200","87,833,815","92,471,542","102,215,182","80,497,172","73,789,730","76,937,998","62,993,199","53,293,773","42,636,113","39,171,456","30,823,368","25,291,467","22,385,581","23,031,017","25,575,820","23,016,033","23,396,691","25,501,966","37,914,108","37,497,144","39,085,479","37,442,209","44,685,598","1,218,049,220","1,198,739,261","1,192,219,437","25,439,783","24,586,422","24,007,669","33,988,759","35,150,147","36,073,257","120,709,769","69,121,710","40,972,102","37,444,007","40,963,037","30,515,717","39,586,476","33,714,224","33,055,266","26,505,017","33,917,517","34,101,392","37,340,239","21,404,109","15,843,529","14,770,857","12,551,981","10,262,605","13,590,133","8,844,256","8,552,555","6,881,026","7,758,655","8,669,405","7,346,204","6,550,967","7,119,792","6,316,151","889,170"
		PayablesAndAccruedExpenses,"43,723,000","41,731,835","36,905,651","34,081,706","36,056,360","27,027,169","29,033,167","28,018,698","35,384,068","47,801,322","34,356,485","29,457,872","29,794,686","25,960,817","22,983,125","17,459,954","20,912,545","21,071,525","17,436,345","15,969,594","14,756,779","18,709,475","17,352,687","18,685,105","22,537,631","19,444,780","18,246,614","20,554,399","18,651,112","17,242,607","26,945,724","12,501,667","12,787,415","21,055,853","20,024,206","20,058,726","26,995,899","26,996,956","27,348,644","25,465,107","25,281,078","28,599,459","23,582,620","25,359,144","18,591,301","25,359,690","21,579,961","19,848,305","13,927,982","19,593,340","17,650,157","14,919,405","12,582,092","7,549,860","8,829,604","7,523,430","5,940,581","8,918,959","5,394,020","5,379,658","4,167,966","4,382,012","5,586,968","4,178,702","2,800,445","2,892,367","3,612,069","237,717"
			Payables,"23,396,000","21,007,402","15,169,624","18,921,097","17,041,784","10,589,970","13,312,496","15,310,881","10,239,878","13,483,397","9,158,519","6,196,328","13,694,404","14,161,169","8,909,052","8,123,778","9,015,305","7,470,844","7,233,012","7,841,063","6,885,921","7,135,156","6,459,022","7,896,872","11,411,500","8,216,473","8,364,800","9,457,029","7,803,418","5,644,632","5,455,872","4,618,061","6,422,306","10,937,962","8,236,022","8,142,372","10,235,007","9,473,153","6,629,148","10,504,362","10,642,831","9,398,653","8,463,260","9,019,248","6,089,273","2,902,194","2,385,864","5,582,920","2,289,333","1,402,289","2,787,392","3,423,635","2,037,060","332,710","1,774,373","2,145,264","3,621,559","4,129,487","3,132,066","2,585,423","1,650,159","2,758,788","4,368,281","3,273,454","1,861,145","1,906,956","2,945,310","237,717"
				AccountsPayable,"23,396,000","20,781,295","15,169,624","18,921,097","17,041,784","10,589,970","13,312,496","15,310,881","10,239,878","13,483,397","9,158,519","6,196,328","13,694,404","14,161,169","8,909,052","8,123,778","9,015,305","7,470,844","7,233,012","7,841,063","6,885,921","7,135,156","6,459,022","7,896,872","11,411,500","8,216,473","8,364,800","9,457,029","7,803,418","5,644,632","5,455,872","4,618,061","6,422,306","10,937,962","8,236,022","8,142,372","10,235,007","9,473,153","6,629,148","10,504,362","10,642,831","9,398,653","8,463,260","9,019,248","6,089,273","2,902,194","2,385,864","5,582,920","2,289,333","1,402,289","2,787,392","3,423,635","2,037,060","332,710","1,774,373","2,145,264","3,621,559","4,129,487","3,132,066","2,585,423","1,650,159","2,758,788","4,368,281","3,273,454","1,861,145","1,906,956","2,945,310","237,717"
				DividendsPayable,,"226,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0",
			CurrentAccruedExpenses,"20,327,000","20,724,433","21,736,027","15,160,609","19,014,576","16,437,199","15,720,671","12,707,817","25,144,190","34,317,925","25,197,966","23,261,544","16,100,282","11,799,648","14,074,073","9,336,176","11,897,240","13,600,681","10,203,333","8,128,531","7,870,858","11,574,319","10,893,665","10,788,233","11,126,131","11,228,307","9,881,814","11,097,370","10,847,694","11,597,975","21,489,852","7,883,606","6,365,109","10,117,891","11,788,184","11,916,354","16,760,892","17,523,803","20,719,496","14,960,745","14,638,247","19,200,806","15,119,360","16,339,896","12,502,028","22,457,496","19,194,097","14,265,385","11,638,649","18,191,051","14,862,765","11,495,770","10,545,032","7,217,150","7,055,231","5,378,166","2,319,022","4,789,472","2,261,954","2,794,235","2,517,807","1,623,224","1,218,687","905,248","939,300","985,411","666,759",
				InterestPayable,"1,512,000","2,957,241","7,075,532","4,558,933","6,839,690","4,690,135","7,171,472","5,014,786","7,797,292","5,321,089","7,662,674","2,759,451","6,990,987","1,735,631","5,951,817","1,733,278","5,912,503","1,790,315","40,450","13,655","0","28,872",,"0","327,283","401,232","342,416","385,795","566,800","89,930","10,776,833","152,139","153,885","268,430","996,242","1,047,546","2,430,751","1,953,730","3,067,461","2,235,525","2,815,665","4,640,699","4,572,451","5,684,315","6,651,554","6,999,574","8,363,052","7,824,844","7,810,931","7,717,705","6,708,273","6,651,391","7,523,057","4,297,289","4,208,254",,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"65,549,000","65,528,107","87,582,507","75,808,909","44,659,675","46,859,668","50,092,610","51,756,087","50,540,558","48,965,372","42,218,278","41,835,354","41,969,730","29,176,230","23,750,285","19,812,713","11,875,142","4,000,000",,,,"0",,"0","0","15,625,000","15,625,000","15,625,000","15,625,000","25,000,000","1,188,847,632","1,181,381,953","1,174,044,178",,,,"0","0","0","86,063,747","32,094,006",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"49,800,000","49,800,000","66,488,198","65,169,279","39,244,297","39,244,297","39,244,297","39,244,297","37,194,297","35,709,394","31,164,490","29,679,587","28,194,684","29,176,230","23,750,285","19,812,713","11,875,142","4,000,000",,,,"0",,"0","0","15,625,000","15,625,000","15,625,000","15,625,000","25,000,000","1,188,847,632","1,181,381,953","1,174,044,178",,,,"0","0","0","86,063,747","32,094,006",,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,"23,724,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"49,800,000","49,800,000","66,488,198","65,169,279","39,244,297","39,244,297","39,244,297","39,244,297","37,194,297","35,709,394","31,164,490","29,679,587","28,194,684","29,176,230","23,750,285","19,812,713","11,875,142","4,000,000",,,,,,,,"15,625,000","15,625,000","15,625,000","15,625,000","25,000,000","1,188,847,632","1,181,381,953","1,174,044,178",,,,,,,,"32,094,006",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"15,749,000","15,728,107","21,094,309","10,639,630","5,415,378","7,615,371","10,848,313","12,511,790","13,346,261","13,255,978","11,053,788","12,155,767","13,775,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
