name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"51,764,000","176,000","22,126,000","17,074,000","12,388,000","28,505,000","14,812,000","21,789,000","9,617,000","8,517,000","8,224,000","9,854,000","8,620,000","3,026,000","4,823,000","4,814,000","4,681,000","1,822,000","2,750,000","3,507,000","1,872,000","-1,705,000","-5,857,000","4,139,000","1,561,000","-4,651,000","1,156,000","1,232,000"
	CashFlowFromContinuingOperatingActivities,"51,764,000","176,000","22,126,000","17,074,000","12,388,000","28,505,000","14,812,000","21,789,000","9,617,000","8,517,000","8,224,000","9,854,000","8,620,000","3,026,000","4,823,000","4,814,000","4,681,000","1,822,000","2,750,000","3,507,000","1,872,000","-1,705,000","-5,857,000","4,139,000","1,561,000","-4,651,000","1,156,000","1,232,000"
		NetIncomeFromContinuingOperations,"-86,208,000","-10,011,000","-37,010,000","-13,741,000","-25,446,000","-38,964,000","-16,985,000","-8,751,000","-8,332,000","-12,843,000","-9,485,000","-9,242,000","-5,225,000","-8,583,000","-7,732,000","-4,460,000","-8,457,000","-7,155,000","-5,845,000","-13,092,000","-10,114,000","-9,010,000","-15,664,000","-6,619,000","-7,541,000","-9,335,000","-7,207,000","-6,735,000"
		OperatingGainsLosses,"-403,000","-182,000","-366,000","35,000","110,000","7,345,000","52,000","-237,000","-864,000","826,000","-73,000","137,000","-127,000","128,000","86,000","-69,000","462,000","-59,000","0","0","2,490,000","1,000,000","6,180,000","0",,,"250,000","-80,000"
			NetForeignCurrencyExchangeGainLoss,"-403,000","-182,000","-366,000","35,000","110,000","333,000","52,000","-237,000","-864,000","826,000","-73,000","137,000","-127,000","128,000","86,000","-69,000","462,000","-59,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0","2,490,000","1,000,000","6,180,000","0",,,"250,000","-80,000"
		DepreciationAmortizationDepletion,"29,733,000","9,147,000","6,953,000","6,743,000","6,890,000","6,542,000","6,277,000","5,178,000","4,867,000","4,570,000","4,471,000","5,327,000","5,787,000","5,689,000","5,569,000","5,836,000","5,537,000","5,394,000","5,185,000","5,087,000","4,908,000","4,791,000","4,734,000","4,356,000","4,223,000","4,111,000","4,109,000","3,701,000"
			DepreciationAndAmortization,"29,733,000","9,147,000","6,953,000","6,743,000","6,890,000","6,542,000","6,277,000","5,178,000","4,867,000","4,570,000","4,471,000","5,327,000","5,787,000","5,689,000","5,569,000","5,836,000","5,537,000","5,394,000","5,185,000","5,087,000","4,908,000","4,791,000","4,734,000","4,356,000","4,223,000","4,111,000","4,109,000","3,701,000"
		DeferredTax,"-14,980,000","-14,156,000","-857,000","-14,000","47,000","7,000","-560,000","17,000","149,000","13,000","1,279,000","53,000","-18,000","0","-480,000","-136,000","-65,000","-242,000","335,000","-151,000","44,000","-162,000","-2,612,000","-1,920,000","-1,498,000","-1,402,000","-3,923,000","-3,848,000"
			DeferredIncomeTax,"-14,980,000","-14,156,000","-857,000","-14,000","47,000","7,000","-560,000","17,000","149,000","13,000","1,279,000","53,000","-18,000","0","-480,000","-136,000","-65,000","-242,000","335,000","-151,000","44,000","-162,000","-2,612,000","-1,920,000","-1,498,000","-1,402,000","-3,923,000","-3,848,000"
