name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
OperatingCashFlow,"539,200,000","46,000,000","235,200,000","116,000,000","142,000,000","122,300,000","411,800,000","186,700,000","247,400,000","68,400,000","99,000,000","114,200,000","61,300,000","68,800,000","146,200,000","103,800,000","134,300,000","60,200,000","116,600,000","63,900,000","22,586,000","-2,586,000","58,844,000","37,800,000","38,258,000","30,742,000"
	CashFlowFromContinuingOperatingActivities,"590,400,000","50,100,000","246,900,000","146,100,000","112,200,000","122,600,000","411,800,000","186,700,000","247,400,000","68,400,000","99,000,000","114,200,000","61,300,000","68,800,000","146,200,000","103,800,000","134,300,000","60,200,000","116,600,000","63,900,000","22,586,000","-2,586,000","58,844,000","37,800,000","38,258,000","30,742,000"
		NetIncomeFromContinuingOperations,"580,800,000","105,900,000","293,700,000","42,900,000","116,800,000","111,600,000","151,100,000","29,900,000","-176,600,000","-36,800,000","25,700,000","41,300,000","45,000,000","47,100,000","94,500,000","72,200,000","60,300,000","42,400,000","143,600,000","28,100,000","-146,233,000","-6,967,000","-4,290,000","-13,000,000","-4,105,000","-9,895,000"
		OperatingGainsLosses,"27,000,000","500,000","22,000,000","1,100,000","3,400,000","-18,100,000","6,900,000","6,200,000","3,200,000","4,600,000","5,900,000","-400,000","400,000","3,200,000","-1,200,000","100,000","-2,200,000","1,400,000","1,800,000","35,200,000","53,927,000","3,673,000","-4,743,000","2,100,000","-5,935,000","2,835,000"
			NetForeignCurrencyExchangeGainLoss,"2,300,000","-3,800,000","1,600,000","1,100,000","3,400,000","-18,100,000","6,900,000","6,200,000","5,200,000","2,600,000","5,000,000","-600,000","600,000","3,100,000","-1,300,000","-800,000","-2,400,000","2,600,000","3,000,000","1,600,000","4,076,000","624,000","-3,267,000","400,000","-5,917,000","2,917,000"
			EarningsLossesFromEquityInvestments,"15,700,000","4,300,000",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"425,100,000","108,500,000","111,800,000","102,500,000","88,800,000","119,000,000","141,300,000","142,800,000","144,500,000","72,300,000","45,200,000","43,000,000","44,400,000","45,500,000","45,800,000","44,400,000","45,200,000","45,000,000","46,900,000","43,400,000","43,837,000","39,663,000","45,825,000","42,900,000","42,757,000","41,243,000"
			DepreciationAndAmortization,"425,100,000","108,500,000","111,800,000","102,500,000","88,800,000","119,000,000","141,300,000","142,800,000","144,500,000","72,300,000","45,200,000","43,000,000","44,400,000","45,500,000","45,800,000","44,400,000","45,200,000","45,000,000","46,900,000","43,400,000","43,837,000","39,663,000","45,825,000","42,900,000","42,757,000","41,243,000"
				Depreciation,"90,200,000","22,300,000","23,700,000","22,200,000","18,000,000","25,300,000","29,500,000","28,600,000","29,900,000","17,100,000","13,500,000","12,700,000","13,500,000","14,100,000","13,400,000","13,400,000","13,700,000","14,100,000","15,600,000","13,900,000","13,313,000","12,087,000","12,447,000","12,200,000","12,267,000","11,633,000"
				AmortizationCashFlow,"334,900,000","86,200,000","88,100,000","80,300,000","70,800,000","93,700,000","111,800,000","114,200,000","114,600,000","55,200,000","31,700,000","30,300,000","30,900,000","31,400,000","32,400,000","31,000,000","31,500,000","30,900,000","31,300,000","29,500,000","30,524,000","27,576,000","33,378,000","30,700,000","30,490,000","29,610,000"
