name,ttm
OperatingCashFlow,"24,969,106"
FinancingCashFlow,"-24,969,106"
EndCashPosition,"0"
	ChangesInCash,"0"
	BeginningCashPosition,"0"
FreeCashFlow,"24,969,106"
