name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"220,859,000","21,314,000","67,721,000","62,842,000","68,982,000","77,888,000","68,186,000","51,177,000","-5,493,000","40,425,000","34,430,000","60,993,000","40,290,000","37,606,000","53,136,000","29,027,000","35,090,000","41,488,000","12,555,000","39,061,000","4,258,000","26,921,000","19,458,000","26,195,000","10,627,000","23,997,000","9,156,000","18,065,000","14,760,000","4,311,000","16,645,000","15,656,000","1,275,000","7,036,000","2,392,000","10,810,000","8,126,000","9,433,000","1,767,000","8,143,000","3,234,000","4,665,000"
	CashFlowFromContinuingOperatingActivities,"220,859,000","21,314,000","67,721,000","62,842,000","68,982,000","77,888,000","68,186,000","51,177,000","-5,493,000","40,425,000","34,430,000","60,993,000","40,290,000","37,606,000","53,136,000","29,027,000","35,090,000","41,488,000","12,555,000","39,061,000","4,258,000","26,921,000","19,458,000","26,195,000","10,627,000","23,997,000","9,156,000","18,065,000","14,760,000","4,311,000","16,645,000","15,656,000","1,275,000","7,036,000","2,392,000","10,810,000","8,126,000","9,433,000","1,767,000","8,143,000","3,234,000","4,665,000"
		NetIncomeFromContinuingOperations,"215,510,000","50,740,000","54,187,000","52,340,000","58,243,000","59,980,000","58,274,000","60,075,000","38,693,000","44,167,000","50,236,000","55,633,000","49,736,000","37,131,000","33,964,000","35,696,000","29,635,000","28,964,000","19,193,000","23,514,000","18,134,000","15,671,000","14,775,000","14,504,000","11,809,000","12,452,000","10,561,000","8,202,000","10,571,000","9,452,000","10,098,000","8,960,000","5,119,000","4,801,000","4,279,000","3,959,000","5,874,000","5,688,000","6,089,000","4,493,000","3,671,000","3,124,000"
		OperatingGainsLosses,"-16,158,000","209,000","-4,252,000","-6,234,000","-5,881,000","-5,325,000","-11,327,000","-14,261,000","-9,927,000","-4,335,000","-5,701,000","-12,848,000","-3,531,000","-3,244,000","-13,815,000","-325,000","-79,000","92,000","-3,250,000","-322,000","-154,000","-93,000","-85,000","-21,000","-74,000","-74,000","-71,000","248,000","-100,000","-12,000","-376,000","-1,072,000","-8,000","-9,000","15,000","-13,000","-5,000","-6,000","6,000","-56,000","339,000","2,000"
			GainLossOnSaleOfBusiness,,,,,,,"0",,,,"-1,319,000",,,,"0",,,,"-3,044,000",,,,"0",,,,,,,,,,,,"0",,,,"13,000",,,
			GainLossOnSaleOfPPE,"460,000","163,000","243,000","41,000","13,000","7,000","-59,000","-34,000","-340,000","63,000","0","315,000","279,000","-9,000","0","-220,000","89,000","8,000","6,000","21,000","-1,000","-5,000","0","9,000","-3,000","-38,000","-16,000",,,,"0","22,000","0","0","22,000","-5,000","2,000","-1,000","-3,000","1,000","346,000","-1,000"
			GainLossOnInvestmentSecurities,,,"-13,000","0","0","0","0","0","-26,000","-356,000","-10,000","0","-20,000","-245,000","232,000","115,000","10,000","224,000","-72,000","0",,,"0","0",,,"-44,000","0",,,,,,,"0","0","0","0","0","0","0","3,000"
		DepreciationAmortizationDepletion,"25,097,000","6,437,000","6,257,000","6,173,000","6,230,000","6,305,000","6,369,000","6,349,000","6,351,000","6,330,000","6,279,000","6,272,000","6,183,000","5,929,000","3,563,000","3,714,000","3,472,000","3,381,000","3,321,000","3,576,000","3,683,000","2,255,000","2,228,000","2,213,000","2,159,000","2,127,000","2,077,000","1,935,000","1,920,000","1,893,000","1,920,000","1,713,000","1,589,000","1,344,000","1,327,000","1,363,000","1,210,000","1,125,000","1,129,000","1,085,000","1,003,000","963,000"
			DepreciationAndAmortization,"25,097,000","6,437,000","6,257,000","6,173,000","6,230,000","6,305,000","6,369,000","6,349,000","6,351,000","6,330,000","6,279,000","6,272,000","6,183,000","5,929,000","3,563,000","3,714,000","3,472,000","3,381,000","3,321,000","3,576,000","3,683,000","2,255,000","2,228,000","2,213,000","2,159,000","2,127,000","2,077,000","1,935,000","1,920,000","1,893,000","1,920,000","1,713,000","1,589,000","1,344,000","1,327,000","1,363,000","1,210,000","1,125,000","1,129,000","1,085,000","1,003,000","963,000"
				Depreciation,"12,517,000","3,292,000","3,112,000","3,028,000","3,085,000","3,160,000","3,224,000","3,174,000","3,176,000","3,154,000","3,104,000","3,037,000","2,948,000","2,694,000","2,067,000","2,195,000","2,079,000","2,050,000","1,993,000","2,167,000","2,273,000","1,763,000","1,736,000","1,721,000","1,667,000","1,639,000","1,624,000","1,572,000","1,553,000","1,521,000","1,498,000","1,352,000","1,290,000","1,145,000","1,151,000","1,188,000","1,034,000","949,000","953,000","916,000","834,000","821,000"
				AmortizationCashFlow,"12,580,000","3,145,000","3,145,000","3,145,000","3,145,000","3,145,000","3,145,000","3,175,000","3,175,000","3,176,000","3,175,000","3,235,000","3,235,000","3,235,000","1,496,000","1,519,000","1,393,000","1,331,000","1,328,000","1,409,000","1,410,000","492,000","492,000","492,000","492,000","488,000","453,000","363,000","367,000","372,000","422,000","361,000","299,000","199,000","176,000","175,000","176,000","176,000","176,000","169,000","169,000","142,000"
					AmortizationOfIntangibles,"12,580,000","3,145,000","3,145,000","3,145,000","3,145,000","3,145,000","3,145,000","3,175,000","3,175,000","3,176,000","3,175,000","3,235,000","3,235,000","3,235,000","1,496,000","1,519,000","1,393,000","1,331,000","1,328,000","1,409,000","1,410,000","492,000","492,000","492,000","492,000","488,000","453,000","363,000","367,000","372,000","422,000","361,000","299,000","199,000","176,000","175,000","176,000","176,000","176,000","169,000","169,000","142,000"
		DeferredTax,"4,785,000","4,203,000","960,000","-766,000","388,000","4,771,000","1,003,000","-1,456,000","-3,651,000","2,471,000","2,487,000","3,100,000","1,897,000","6,618,000","-193,000","1,360,000","41,000","729,000","13,725,000","1,293,000","1,055,000","981,000","-1,698,000","237,000","-982,000","594,000","-943,000","-3,186,000","793,000","-599,000","-57,000","135,000","-180,000","173,000","-356,000","154,000",,,,"0",,
			DeferredIncomeTax,"4,785,000","4,203,000","960,000","-766,000","388,000","4,771,000","1,003,000","-1,456,000","-3,651,000","2,471,000","2,487,000","3,100,000","1,897,000","6,618,000","-193,000","1,360,000","41,000","729,000","13,725,000","1,293,000","1,055,000","981,000","-1,698,000","237,000","-982,000","594,000","-943,000","-3,186,000","793,000","-599,000","-57,000","135,000","-180,000","173,000","-356,000","154,000",,,,"0",,
		AmortizationOfSecurities,,,,,,,,,,,,"556,000","697,000","800,000","548,000","731,000","862,000","1,175,000","996,000","998,000","914,000","721,000","6,133,000","716,000","435,000","377,000","4,712,000","388,000","346,000","426,000","3,410,000","564,000","548,000","394,000","420,000","455,000","412,000","182,000","197,000","156,000","149,000","141,000"
		AssetImpairmentCharge,"115,000","0","0","115,000","0","9,000","0","508,000","738,000","0","377,000","1,173,000","988,000","436,000","0","0","0","85,000","375,000","917,000","120,000","0","0","51,000","0","55,000","0","10,000",,,"0","22,000","0","0","74,000","12,000","15,000","448,000","38,000","0","56,000","0"
		StockBasedCompensation,"9,897,000","2,412,000","2,714,000","2,423,000","2,348,000","3,206,000","2,117,000","1,970,000","2,481,000","1,882,000","1,974,000","1,910,000","1,752,000","2,172,000","1,566,000","1,541,000","1,543,000","1,412,000","1,246,000","1,276,000","1,196,000","970,000",,"892,000","2,421,000","1,220,000",,"1,115,000","1,002,000","1,097,000",,"841,000","780,000","390,000",,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,"-851,000","-354,000","-44,000","-421,000","-32,000","-194,000","-3,000","44,000","122,000","80,000","0","11,000","30,000","-20,000","-14,000","-19,000","-264,000","-349,000","-51,000","-28,000","-520,000","-724,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"33,106,000","5,923,000","-1,908,000","14,386,000","14,705,000","23,902,000","9,527,000","-7,783,000","-31,880,000","-9,033,000","-9,420,000","-15,789,000","-13,364,000","3,842,000","4,604,000","-978,000","-4,771,000","7,622,000","-17,774,000","-2,863,000","-8,905,000","4,234,000","-2,962,000","5,985,000","-7,466,000","2,408,000","-5,580,000","978,000","-252,000","-2,711,000","-2,654,000","3,669,000","-3,309,000","1,153,000","-463,000","4,204,000","-2,516,000","3,047,000","-5,680,000","1,043,000","-3,258,000","589,000"
		ChangeInWorkingCapital,"-49,481,000","-48,681,000","7,864,000","-6,687,000","-1,977,000","-13,472,000","-2,732,000","-2,800,000","-32,377,000","-10,296,000","-14,187,000","15,584,000","-8,995,000","-19,441,000","19,845,000","-14,378,000","1,764,000","-4,476,000","-7,262,000","8,689,000","-13,876,000","794,000","3,313,000","-592,000","138,000","1,841,000","-356,000","4,443,000","-1,204,000","-6,905,000","4,564,000","-152,000","-4,643,000","-2,463,000","-3,881,000","-170,000","3,902,000","-2,080,000","-952,000","404,000","595,000","-700,000"
