name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"980,919,000","1,033,226,000","1,009,792,000","1,018,068,000","979,437,000","980,577,000","908,198,000","903,001,000","1,135,145,000","1,136,155,000","1,131,045,000","1,094,887,000","1,100,016,000","1,114,844,000","1,141,613,000","1,124,220,000","1,053,951,000","1,109,031,000","1,132,350,000","1,078,873,000","1,050,767,000","1,130,445,000","1,124,108,000","1,097,757,000","1,172,643,000","1,266,835,000","1,061,912,000","1,007,977,000","987,471,000","1,066,671,000","1,000,727,000","746,755,000","721,695,000","719,461,000","698,513,000","675,688,000","654,048,000","601,743,000","598,643,000","580,795,000","566,012,000","560,769,000","568,641,000","560,379,000","549,969,000","546,466,000","544,903,000","529,459,000","513,662,000","518,129,000","519,749,000","509,978,000","509,623,000","519,675,000","581,444,000","567,353,000","551,331,000","545,249,000","526,506,000","547,328,000","530,361,000","592,306,000","593,208,000","564,963,000","599,934,000","572,076,000","550,440,000","509,159,000","462,259,000","444,107,000","441,489,000","402,446,000","368,247,000","363,028,000","350,453,000","329,861,000","313,519,000","317,200,000","327,437,000","298,213,000","215,996,000","214,030,000","221,808,000","199,977,000","192,407,000","205,423,000","205,329,000","188,244,000","177,562,000","174,500,000","185,000,000","160,700,000","137,400,000","130,700,000","140,700,000","105,800,000","84,400,000","80,400,000","81,900,000","68,900,000","63,100,000","64,300,000","60,500,000","61,500,000","25,100,000"
	CurrentAssets,"398,349,000","445,073,000","417,509,000","432,525,000","384,011,000","378,885,000","350,749,000","359,901,000","593,404,000","421,733,000","425,990,000","392,342,000","385,986,000","429,827,000","453,123,000","432,966,000","378,830,000","428,279,000","440,396,000","394,705,000","357,476,000","427,803,000","435,836,000","412,216,000","385,693,000","550,358,000","413,794,000","373,685,000","342,466,000","415,807,000","377,545,000","394,579,000","364,022,000","356,458,000","370,275,000","356,203,000","326,188,000","317,166,000","317,503,000","304,902,000","284,827,000","280,615,000","286,366,000","306,479,000","295,372,000","293,500,000","286,622,000","273,943,000","248,286,000","248,063,000","243,337,000","233,122,000","227,970,000","242,804,000","240,869,000","238,194,000","234,387,000","229,508,000","249,711,000","267,507,000","276,079,000","339,758,000","335,770,000","305,963,000","333,658,000","318,663,000","304,630,000","271,667,000","261,454,000","261,058,000","253,022,000","234,684,000","199,250,000","204,804,000","206,409,000","213,350,000","190,081,000","177,290,000","226,445,000","201,948,000","116,087,000","133,528,000","165,550,000","142,766,000","133,824,000","150,406,000","152,698,000","141,840,000","134,233,000","134,900,000","148,100,000","127,000,000","106,900,000","105,900,000","116,700,000","81,400,000","63,000,000","65,600,000","58,900,000","48,000,000","43,700,000","48,700,000","49,600,000","52,700,000","18,200,000"
		CashCashEquivalentsAndShortTermInvestments,"36,720,000","49,896,000","49,173,000","105,234,000","88,006,000","62,507,000","28,233,000","92,051,000","265,260,000","37,608,000","23,557,000","23,124,000","26,328,000","46,988,000","34,736,000","33,408,000","26,636,000","28,780,000","35,055,000","29,123,000","26,083,000","34,970,000","24,781,000","21,772,000","21,888,000","29,781,000","23,232,000","21,288,000","17,779,000","21,166,000","30,990,000","167,846,000","160,595,000","136,748,000","138,886,000","136,004,000","110,800,000","129,513,000","119,341,000","129,446,000","125,005,000","109,311,000","99,050,000","142,019,000","152,790,000","163,153,000","138,981,000","140,927,000","128,515,000","124,377,000","95,522,000","103,942,000","103,525,000","108,102,000","57,480,000","66,778,000","76,050,000","67,962,000","66,581,000","109,082,000","143,618,000","199,454,000","160,221,000","155,201,000","201,817,000","175,665,000","129,563,000","118,970,000","148,461,000","140,764,000","111,412,000","111,678,000","101,934,000","108,369,000","89,547,000","110,731,000","103,389,000","90,577,000","109,634,000","104,119,000","33,432,000","48,865,000","43,201,000","34,780,000","31,048,000","36,048,000","22,204,000","22,632,000","27,637,000","16,800,000","14,400,000","17,100,000","24,200,000","25,900,000","25,600,000","15,300,000","17,900,000","22,100,000","1,000,000","4,100,000","8,400,000","17,600,000","21,500,000","30,400,000","3,000,000"
			CashAndCashEquivalents,"36,720,000","49,896,000","49,173,000","105,234,000","88,006,000","62,507,000","28,233,000","92,051,000","265,260,000","37,608,000","23,557,000","23,124,000","26,328,000","46,988,000","34,736,000","33,408,000","26,636,000","28,780,000","35,055,000","29,123,000","26,083,000","34,970,000","24,781,000","21,772,000","21,888,000","29,781,000","23,232,000","21,288,000","17,779,000","19,666,000","29,244,000","162,849,000","128,818,000","122,003,000","109,544,000","136,004,000","110,800,000","129,513,000","119,341,000","129,446,000","125,005,000","109,311,000","99,050,000","142,019,000","152,790,000","163,153,000","138,981,000","140,927,000","128,515,000","124,377,000","95,522,000","103,942,000","103,525,000","108,102,000","57,480,000","65,749,000","75,025,000","57,008,000","55,884,000","58,685,000","59,796,000","107,944,000","65,031,000","60,337,000","109,057,000","82,155,000","111,893,000","104,048,000","128,811,000","128,817,000","95,464,000","90,116,000","77,676,000","83,112,000","60,205,000","81,700,000","76,625,000","69,255,000","97,318,000","102,507,000","33,432,000","48,865,000","43,201,000","34,780,000","31,048,000","36,048,000","22,204,000","22,632,000","27,637,000","16,800,000","14,400,000","17,100,000","24,200,000","25,900,000","25,600,000","15,300,000","17,900,000","22,100,000","1,000,000","4,100,000","8,400,000","17,600,000","21,500,000","30,400,000","3,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,500,000","1,746,000","4,997,000","31,777,000","14,745,000","29,342,000",,,,,,,,,,,,,,,,,,,"0",,"1,029,000","1,025,000","10,954,000","10,697,000","50,397,000","83,822,000","91,510,000","95,190,000","94,864,000","92,760,000","93,510,000","17,670,000","14,922,000","19,650,000","11,947,000","15,948,000","21,562,000","24,258,000","25,257,000","29,342,000","29,031,000","26,764,000","21,322,000","12,316,000","1,612,000",,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"335,962,000","363,563,000","341,178,000","302,852,000","266,569,000","290,241,000","295,508,000","242,074,000","303,157,000","353,408,000","375,597,000","346,554,000","335,367,000","360,698,000","394,630,000","378,552,000","329,770,000","378,894,000","386,418,000","347,152,000","311,388,000","371,460,000","388,775,000","370,310,000","338,881,000","489,631,000","363,993,000","330,463,000","301,184,000","370,419,000","318,860,000","209,095,000","186,550,000","202,579,000","213,706,000","206,310,000","200,884,000","173,665,000","183,533,000","163,794,000","145,862,000","155,752,000","174,384,000","147,409,000","127,113,000","113,590,000","133,910,000","119,775,000","105,486,000","106,645,000","132,351,000","115,284,000","107,716,000","120,800,000","155,652,000","148,977,000","138,342,000","140,027,000","153,509,000","136,521,000","114,749,000","122,402,000","145,345,000","135,998,000","111,369,000","130,696,000","144,564,000","131,602,000","98,693,000","109,952,000","115,588,000","99,287,000","81,741,000","80,560,000","100,937,000","85,810,000","70,520,000","66,987,000","98,510,000","76,832,000","66,058,000","68,561,000","99,300,000","93,629,000","81,715,000","93,017,000","111,724,000","97,403,000","81,632,000","95,700,000","115,900,000","89,000,000","64,600,000","65,500,000","80,400,000","58,100,000","37,200,000","36,600,000","43,900,000","33,300,000","23,500,000","21,000,000","21,500,000","16,700,000","11,600,000"
			AccountsReceivable,"325,197,000","353,882,000","330,705,000","292,731,000","260,108,000","278,343,000","279,812,000","224,078,000","292,988,000","342,303,000","367,038,000","335,488,000","327,038,000","355,373,000","384,867,000","370,588,000","322,388,000","374,273,000","380,473,000","337,058,000","302,082,000","352,606,000","364,618,000","353,367,000","325,297,000","461,476,000","362,016,000","324,021,000","290,746,000","359,903,000","310,926,000","208,413,000","186,084,000","199,519,000","213,193,000","199,315,000","191,896,000","167,292,000","183,101,000","163,794,000","144,388,000","153,878,000","174,384,000","143,016,000","120,410,000","108,692,000","133,775,000","115,822,000","100,785,000","105,246,000","130,515,000","108,026,000","92,887,000","104,979,000","155,652,000","148,977,000","138,342,000","140,027,000","153,509,000","136,521,000","114,749,000","120,173,000","143,880,000","133,031,000","111,369,000","127,354,000","144,564,000","121,802,000","91,631,000","98,510,000","115,588,000","99,287,000","81,649,000","79,620,000","100,937,000","85,810,000","70,520,000","66,987,000","98,510,000","76,832,000","66,058,000","68,561,000","99,300,000","93,377,000","2,736,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"330,082,000","360,569,000","334,669,000","296,574,000","262,570,000","281,264,000","285,259,000","231,734,000","299,367,000","346,591,000","371,655,000","339,880,000","331,870,000","360,399,000","392,923,000","376,741,000","326,835,000","378,617,000","386,214,000","342,226,000","306,626,000","357,766,000","369,828,000","359,231,000","330,236,000","467,378,000","368,062,000","331,247,000","297,375,000","367,506,000","318,638,000","215,278,000","192,478,000","205,229,000","219,206,000",,"198,296,000",,"183,105,800","168,994,000","149,988,000",,"180,671,000","148,116,000","125,210,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,885,000","-6,687,000","-3,964,000","-3,843,000","-2,462,000","-2,921,000","-5,447,000","-7,656,000","-6,379,000","-4,288,000","-4,617,000","-4,392,000","-4,832,000","-5,026,000","-8,056,000","-6,153,000","-4,447,000","-4,344,000","-5,741,000","-5,168,000","-4,544,000","-5,160,000","-5,210,000","-5,864,000","-4,939,000","-5,902,000","-6,046,000","-7,226,000","-6,629,000","-7,603,000","-7,712,000","-6,865,000","-6,394,000","-5,710,000","-6,013,000",,"-6,400,000",,"-4,800","-5,200,000","-5,600,000",,"-6,287,000","-5,100,000","-4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"10,765,000","9,681,000","10,473,000","10,121,000","6,461,000","11,898,000","15,696,000","17,996,000","10,169,000","11,105,000","8,559,000","11,066,000","8,329,000","5,325,000","9,763,000","7,964,000","7,382,000","4,621,000","5,945,000","10,094,000","9,306,000","18,854,000","24,157,000","16,943,000","13,584,000","28,155,000","1,977,000","6,442,000","10,438,000","10,516,000","7,934,000","682,000","466,000","3,060,000","513,000","6,995,000","8,988,000","6,373,000","432,000","0","1,474,000","1,874,000","0","4,393,000","6,703,000","4,898,000","135,000","3,953,000","4,701,000","1,399,000","1,836,000","7,258,000","14,829,000","15,821,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
