name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalRevenue,"9,222,000,000","2,034,000,000","2,365,952,000","2,555,928,000","2,266,375,000","2,025,745,000","2,145,556,000","1,913,721,000","1,608,729,000","1,412,943,000","1,725,828,000","1,671,196,000","1,498,620,000","1,303,581,000","1,417,113,000","1,542,186,000","1,491,157,000","1,297,388,000","1,481,323,000","1,519,568,000","1,454,429,000","1,317,043,000","1,504,257,000","1,508,344,000","1,361,533,000","1,201,712,000","1,356,668,000","1,383,915,000","1,323,789,000","1,111,084,000","1,255,451,000","1,259,730,000","1,149,969,000","1,012,799,000","1,219,872,000","1,300,978,000","1,288,464,000","1,146,763,000","1,276,823,000","1,208,402,000","1,089,833,000","966,763,000","996,566,000","964,965,000","927,343,000","931,700,000","1,024,740,000","1,003,523,000","969,924,000","908,426,000","1,032,793,000","1,100,581,000","1,025,085,000","888,375,000","914,293,000"
	OperatingRevenue,"9,222,000,000","2,034,000,000","2,365,952,000","2,555,928,000","2,266,375,000","2,025,745,000","2,145,556,000","1,913,721,000","1,608,729,000","1,412,943,000","1,725,828,000","1,671,196,000","1,498,620,000","1,303,581,000","1,417,113,000","1,542,186,000","1,491,157,000","1,297,388,000","1,481,323,000","1,519,568,000","1,454,429,000","1,317,043,000","1,504,257,000","1,508,344,000","1,361,533,000","1,201,712,000","1,356,668,000","1,383,915,000","1,323,789,000","1,111,084,000","1,255,451,000","1,259,730,000","1,149,969,000","1,012,799,000","1,219,872,000","1,300,978,000","1,288,464,000","1,146,763,000","1,276,823,000","1,208,402,000","1,089,833,000","966,763,000","996,566,000","964,965,000","927,343,000","931,700,000","1,024,740,000","1,003,523,000","969,924,000","908,426,000","1,032,793,000","1,100,581,000","1,025,085,000","888,375,000","914,293,000"
NetNonOperatingInterestIncomeExpense,"-75,000,000","-20,000,000","-20,054,000","-19,226,000","-16,214,000","-16,506,000","-15,946,000","-15,981,000","-13,443,000","-12,097,000","-11,744,000","-12,213,000","-11,908,000","-11,936,000","-10,981,000","-10,770,000","-10,004,000","-9,223,000","-9,175,000","-9,107,000","-8,990,000","-8,715,000","-8,787,000","-7,838,000","-7,790,000","-7,799,000","-7,310,000","-7,288,000","-7,268,000","-7,242,000","-6,240,000","-4,670,000","-4,486,000","-3,851,000","-4,092,000","-4,034,000","-3,931,000","-3,244,000","-1,629,000","-1,970,000","-2,432,000","-3,035,000","-2,964,000","-3,225,000","-2,073,000","-3,820,000","-4,679,000","-4,057,000","-3,841,000","-2,322,000","-2,761,000","-4,979,000","-5,974,000","-6,105,000","-6,544,000"
	InterestExpenseNonOperating,"75,000,000","20,000,000","20,054,000","19,226,000","16,214,000","16,506,000","15,946,000","15,981,000","13,443,000","12,097,000","11,744,000","12,213,000","11,908,000","11,936,000","10,981,000","10,770,000","10,004,000","9,223,000","9,175,000","9,107,000","8,990,000","8,715,000","8,787,000","7,838,000","7,790,000","7,799,000","7,310,000","7,288,000","7,268,000","7,242,000","6,240,000","4,670,000","4,486,000","3,851,000","4,092,000","4,034,000","3,931,000","3,244,000","1,629,000","1,970,000","2,432,000","3,035,000","2,964,000","3,225,000","2,073,000","3,820,000","4,679,000","4,057,000","3,841,000","2,322,000","2,761,000","4,979,000","5,974,000","6,105,000","6,544,000"
OtherIncomeExpense,"1,245,000,000","309,000,000","324,524,000","310,145,000","301,439,000","278,892,000","284,797,000","285,882,000","231,169,000","211,512,000","205,973,000","208,297,000","200,669,000","172,892,000","185,377,000","198,680,000","208,752,000","188,658,000","190,035,000","201,819,000","201,851,000","182,509,000","197,415,000","188,727,000","182,771,000","155,077,000","193,289,000","162,671,000","170,530,000","146,648,000","155,377,000","161,227,000","165,703,000","137,642,000","144,215,000","159,775,000","171,522,000","152,133,000","162,333,000","159,103,000","167,827,000","155,760,000","155,028,000","160,236,000","157,377,000","148,842,000","146,470,000","153,220,000",,,,"172,166,000",,,
	SpecialIncomeCharges,,,"0","0",,,"18,329,000","-73,264,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,470,000","-12,228,000",,,"-15,403,000","-9,913,000",,,,,,,,,,
		WriteOff,,,"0","0",,,"-18,329,000","73,264,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,470,000","12,228,000",,,"15,403,000","9,913,000",,,,,,,,,,
PretaxIncome,"1,466,000,000","130,000,000","333,388,000","603,174,000","399,416,000","306,022,000","382,280,000","243,371,000","225,295,000","72,324,000","288,513,000","245,338,000","229,497,000","141,670,000","118,918,000","195,587,000","201,968,000","93,065,000","159,335,000","17,962,000","184,154,000","83,880,000","81,451,000","166,931,000","153,607,000","75,592,000","116,799,000","115,396,000","141,622,000","58,948,000","122,897,000","115,952,000","76,458,000","35,253,000","84,847,000","107,045,000","59,224,000","59,592,000","147,684,000","155,882,000","112,290,000","51,550,000","66,116,000","38,411,000","49,215,000","-23,449,000","74,583,000","55,988,000","56,995,000","24,540,000","61,144,000","68,521,000","64,535,000","10,144,000","-100,998,000"
TaxProvision,"353,000,000","32,000,000","72,719,000","152,709,000","96,008,000","71,564,000","100,915,000","59,780,000","53,601,000","8,478,000","63,907,000","57,171,000","42,226,000","31,866,000","25,744,000","44,126,000","46,877,000","16,893,000","-61,378,000","-3,224,000","62,259,000","25,811,000","490,000","59,539,000","51,156,000","22,920,000","35,064,000","39,637,000","48,043,000","21,152,000","42,159,000","35,015,000","25,770,000","13,401,000","33,058,000","42,950,000","24,276,000","23,360,000","54,482,000","51,982,000","38,773,000","20,441,000","25,738,000","17,116,000","17,068,000","-8,208,000","26,839,000","22,645,000","22,855,000","10,811,000","8,541,000","27,608,000","31,143,000","2,775,000","-35,945,000"
