name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"1,361,798,000","1,445,836,000","1,484,358,000","1,292,319,000","1,322,161,000","1,376,646,000","1,414,027,000","596,400,000","499,881,000"
	CurrentAssets,"753,151,000","827,296,000","854,594,000","1,036,396,000","1,061,306,000","1,113,287,000","1,143,641,000","321,716,000","223,527,000"
		CashCashEquivalentsAndShortTermInvestments,"674,906,000","746,416,000","790,402,000","975,187,000","996,379,000","1,041,579,000","1,086,331,000","262,690,000","177,626,000"
			CashAndCashEquivalents,"176,934,000","746,416,000","790,402,000","975,187,000","896,382,000","941,616,000","956,417,000","232,695,000","137,673,000"
			OtherShortTermInvestments,"497,972,000","0","0","0","99,997,000","99,963,000","129,914,000","29,995,000","39,953,000"
		Receivables,"47,146,000","51,375,000","39,851,000","35,544,000","37,679,000","45,296,000","39,962,000","40,798,000","32,730,000"
			AccountsReceivable,"47,146,000","51,375,000","39,851,000","35,544,000","37,679,000","45,296,000","39,962,000","40,798,000","32,730,000"
				GrossAccountsReceivable,"49,358,000","53,184,000","41,348,000","36,583,000","39,193,000","46,852,000","41,295,000","41,834,000","33,416,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,212,000","-1,809,000","-1,497,000","-1,039,000","-1,514,000","-1,556,000","-1,333,000","-1,036,000","-686,000"
		Inventory,"8,025,000","7,530,000","9,100,000","8,929,000","9,366,000","9,128,000","7,775,000","5,211,000","3,104,000"
		PrepaidAssets,"21,824,000","20,278,000","13,902,000","13,491,000","14,882,000","14,055,000","8,408,000","11,702,000","8,937,000"
		RestrictedCash,,"0","0","795,000","795,000","1,095,000","300,000","300,000","0"
		CurrentDeferredAssets,"1,250,000","1,697,000","1,339,000","2,450,000","2,205,000","2,134,000","865,000","1,015,000","1,130,000"
	TotalNonCurrentAssets,"608,647,000","618,540,000","629,764,000","255,923,000","260,855,000","263,359,000","270,386,000","274,684,000","276,354,000"
		NetPPE,"17,340,000","18,657,000","20,494,000","6,471,000","8,382,000","10,445,000","12,553,000","13,514,000","14,608,000"
			GrossPPE,"17,340,000","30,396,000","20,494,000","6,471,000","8,382,000","22,186,000","12,553,000","24,027,000","24,203,000"
				Properties,,"0",,,,"0",,"0","0"
				MachineryFurnitureEquipment,,"13,282,000",,,,"13,415,000",,"12,973,000","10,105,000"
				OtherProperties,"17,340,000","16,422,000","20,494,000","6,471,000","8,382,000","6,609,000","12,553,000","8,892,000","11,944,000"
				Leases,,"692,000",,,,"2,162,000",,"2,162,000","2,154,000"
			AccumulatedDepreciation,,"-11,739,000",,,,"-11,741,000",,"-10,513,000","-9,595,000"
		GoodwillAndOtherIntangibleAssets,"586,044,000","595,170,000","603,829,000","245,549,000","247,477,000","249,405,000","251,595,000","253,535,000","257,412,000"
			Goodwill,"440,697,000","442,761,000","443,903,000","193,877,000","193,877,000","193,877,000","193,877,000","193,877,000","193,877,000"
			OtherIntangibleAssets,"145,347,000","152,409,000","159,926,000","51,672,000","53,600,000","55,528,000","57,718,000","59,658,000","63,535,000"
		InvestmentsAndAdvances,"0","168,000","1,205,000","1,759,000","2,481,000","752,000","1,690,000","2,176,000","0"
			LongTermEquityInvestment,"0","168,000","1,205,000","1,759,000","2,481,000","752,000","1,690,000","2,176,000","0"
				InvestmentsinJointVenturesatCost,"0","168,000","1,205,000","1,759,000","2,481,000","752,000","1,690,000","2,176,000","0"
		NonCurrentDeferredAssets,"2,577,000","2,028,000","1,921,000","898,000","1,124,000","1,327,000","2,627,000","2,530,000","1,639,000"
		OtherNonCurrentAssets,"2,686,000","2,517,000","2,315,000","1,246,000","1,391,000","1,430,000","1,921,000","2,929,000","2,695,000"
TotalLiabilitiesNetMinorityInterest,"153,010,000","184,961,000","186,696,000","99,676,000","106,786,000","130,449,000","117,267,000","114,732,000","780,745,000"
	CurrentLiabilities,"128,789,000","141,626,000","127,108,000","91,344,000","98,316,000","120,982,000","106,616,000","100,663,000","106,577,000"
		PayablesAndAccruedExpenses,"23,525,000","41,395,000","19,752,000","12,873,000","15,758,000","17,261,000","18,036,000","13,699,000","12,564,000"
			Payables,"7,496,000","12,156,000","5,278,000","5,173,000","6,797,000","5,797,000","7,670,000","4,464,000","6,504,000"
				AccountsPayable,"7,496,000","12,156,000","5,278,000","5,173,000","6,797,000","5,797,000","7,670,000","4,464,000","6,504,000"
