name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalRevenue,"13,242,498,000","3,213,658,000","3,266,716,000","3,353,767,000","3,408,357,000","3,265,573,000","3,313,155,000","3,568,950,000","3,189,679,000","3,245,737,000","3,235,610,000","5,115,608,000","4,980,204,000","5,040,022,000","5,037,495,000","5,305,850,000","5,147,920,000","4,790,910,000","4,910,832,000","4,856,388,000","4,561,467,000","4,427,198,000","4,358,349,000","4,323,096,000","4,408,782,000","4,381,296,000","4,297,651,000","4,723,637,000","4,549,578,000","4,506,197,000","4,186,035,000","2,562,529,000","1,968,155,000","1,872,224,000","1,953,875,000","2,079,087,000","2,067,490,000","1,989,646,000","2,017,272,000","2,082,911,000","2,095,138,000","2,010,951,000","2,029,180,000","2,118,045,000","2,046,725,000","1,936,421,000","1,936,183,000","1,828,658,000","1,635,183,000","1,601,166,000","1,480,784,000","1,655,890,000","1,531,989,000","1,498,758,000","1,454,128,000","1,628,908,000","1,321,203,000","1,164,121,000","1,080,250,000","1,114,356,000","1,100,656,000","1,083,709,000","938,549,000","907,882,000","907,883,000","858,930,000","746,797,000","598,835,000","598,835,000","598,835,000","598,835,000"
	OperatingRevenue,"13,242,498,000","3,213,658,000","3,266,716,000","3,353,767,000","3,408,357,000","3,265,573,000","3,313,155,000","3,568,950,000","3,189,679,000","3,245,737,000","3,235,610,000","5,115,608,000","4,980,204,000","5,040,022,000","5,037,495,000","5,305,850,000","5,147,920,000","4,790,910,000","4,910,832,000","4,856,388,000","4,561,467,000","4,427,198,000","4,358,349,000","4,323,096,000","4,408,782,000","4,381,296,000","4,297,651,000","4,723,637,000","4,549,578,000","4,506,197,000","4,186,035,000","2,562,529,000","1,968,155,000","1,872,224,000","1,953,875,000","2,079,087,000","2,067,490,000","1,989,646,000","2,017,272,000","2,082,911,000","2,095,138,000","2,010,951,000","2,029,180,000","2,118,045,000","2,046,725,000","1,936,421,000","1,936,183,000","1,828,658,000","1,635,183,000","1,601,166,000","1,480,784,000","1,655,890,000","1,531,989,000","1,498,758,000","1,454,128,000","1,628,908,000","1,321,203,000","1,164,121,000","1,080,250,000","1,114,356,000","1,100,656,000","1,083,709,000","938,549,000","907,882,000","907,883,000","858,930,000","746,797,000","598,835,000","598,835,000","598,835,000","598,835,000"
CostOfRevenue,"12,413,550,000","3,003,706,000","3,066,512,000","3,136,509,000","3,206,823,000","3,070,314,000","3,128,785,000","3,379,082,000","3,004,600,000","3,076,924,000","3,069,810,000","4,877,382,000","4,770,960,000","4,844,660,000","4,866,882,000","5,117,804,000","4,962,741,000","4,649,638,000","4,774,680,000","4,686,261,000","4,386,291,000","4,258,754,000","4,188,376,000","4,175,917,000","4,237,439,000","4,197,852,000","4,156,793,000","4,553,009,000","4,423,060,000","4,402,885,000","4,021,812,000","2,433,498,000","1,859,615,000","1,784,817,000","1,875,677,000","1,938,874,000","1,935,676,000","1,889,803,000","1,939,154,000","1,938,753,000","1,983,900,000","1,934,834,000","1,938,834,000","1,977,652,000","1,925,486,000","1,836,686,000","1,830,848,000","1,704,324,000","1,520,118,000","1,493,271,000","1,397,807,000","1,560,644,000","1,444,872,000","1,409,124,000","1,372,921,000","2,453,720,000","905,182,000","794,726,000","753,658,000","797,561,000","788,565,000","799,838,000","690,130,000",,,,,,,,
GrossProfit,"828,948,000","209,952,000","200,204,000","217,258,000","201,534,000","195,259,000","184,370,000","189,868,000","185,079,000","168,813,000","165,800,000","238,226,000","209,244,000","195,362,000","170,613,000","188,046,000","185,179,000","141,272,000","136,152,000","170,127,000","175,176,000","168,444,000","169,973,000","147,179,000","171,343,000","183,444,000","140,858,000","170,628,000","126,518,000","103,312,000","164,223,000","129,031,000","108,540,000","87,407,000","78,198,000","140,213,000","131,814,000","99,843,000","78,118,000","144,158,000","111,238,000","76,117,000","90,346,000","140,393,000","121,239,000","99,735,000","105,335,000","124,334,000","115,065,000","107,895,000","82,977,000","95,246,000","87,117,000","89,634,000","81,207,000","-824,812,000","416,021,000","369,395,000","326,592,000","316,795,000","312,091,000","283,871,000","248,419,000",,,,,,,,
OperatingExpense,"154,304,000","37,098,000","36,501,000","44,365,000","36,340,000","36,007,000","38,360,000","49,402,000","54,482,000","41,037,000","43,614,000","37,256,000","37,534,000","37,426,000","35,907,000","35,741,000","35,159,000","30,217,000","34,670,000","36,882,000","33,944,000","29,844,000","32,639,000","28,131,000","28,863,000","29,455,000","28,639,000","25,422,000","24,418,000","29,797,000","34,338,000","7,710,000","22,904,000","26,449,000","23,845,000","23,953,000","24,010,000","27,253,000","22,102,000","7,244,000","8,401,000","2,959,000","13,649,000","-24,951,000","23,560,000","12,278,000","23,262,000","25,156,000","22,386,000","24,447,000","17,487,000","64,996,000","13,918,000","23,930,000","11,510,000","-895,946,000","351,839,000","310,436,000","282,060,000","274,491,000","266,409,000","245,927,000","218,411,000",,,,,,,,
	SellingGeneralAndAdministration,"154,304,000","37,098,000","36,501,000","44,365,000","36,340,000","36,007,000","38,360,000","49,402,000","54,482,000","41,037,000","43,614,000","37,256,000","37,534,000","37,426,000","35,907,000","35,741,000","35,159,000","30,217,000","34,670,000","36,882,000","33,944,000","29,844,000","32,639,000","28,131,000","28,863,000","29,455,000","28,639,000","25,422,000","24,418,000","29,797,000","34,338,000","7,710,000","22,904,000","26,449,000","23,845,000","23,953,000","24,010,000","27,253,000","22,102,000","17,753,000","20,682,000","19,857,000","22,611,000","19,868,000","23,560,000","23,608,000","23,262,000","32,373,000","28,327,000","27,898,000","21,865,000","25,646,000","20,071,000","23,930,000","17,246,000","-885,917,000","357,152,000","314,444,000","284,902,000","278,691,000","270,401,000","248,146,000","219,828,000",,,,,,,,
		GeneralAndAdministrativeExpense,"154,304,000","37,098,000","36,501,000","44,365,000","36,340,000","36,007,000","38,360,000","49,402,000","54,482,000","41,037,000","43,614,000","37,256,000","37,534,000","37,426,000","35,907,000","35,741,000","35,159,000","30,217,000","34,670,000","36,882,000","33,944,000","29,844,000","32,639,000","28,131,000","28,863,000","29,455,000","28,639,000","25,422,000","24,418,000","29,797,000","34,338,000","7,710,000","22,904,000","26,449,000","23,845,000","23,953,000","24,010,000","27,253,000","22,102,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"154,304,000","37,098,000","36,501,000","44,365,000","36,340,000","36,007,000","38,360,000","49,402,000","54,482,000","41,037,000","43,614,000","37,256,000","37,534,000","37,426,000","35,907,000","35,741,000","35,159,000","30,217,000","34,670,000","36,882,000","33,944,000","29,844,000","32,639,000","28,131,000","28,863,000","29,455,000","28,639,000","25,422,000","24,418,000","29,797,000","34,338,000","7,710,000","22,904,000","26,449,000","23,845,000","23,953,000","24,010,000","27,253,000","22,102,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,509,000","-12,281,000","-16,898,000","-8,962,000",,"-12,248,000","-11,330,000",,"-7,217,000","-5,941,000","-3,451,000","-4,378,000","39,350,000","-6,153,000",,"-5,736,000","-10,029,000","-5,313,000","-4,008,000","-2,842,000","-4,200,000","-3,992,000","-2,219,000","-1,417,000",,,,,,,,
OperatingIncome,"674,644,000","172,854,000","163,703,000","172,893,000","165,194,000","159,252,000","146,010,000","140,466,000","130,597,000","127,776,000","122,186,000","200,970,000","171,710,000","157,936,000","134,706,000","152,305,000","150,020,000","111,055,000","101,482,000","133,245,000","141,232,000","138,600,000","137,334,000","119,048,000","142,480,000","153,989,000","112,219,000","145,206,000","102,100,000","73,515,000","129,885,000","121,321,000","85,636,000","60,958,000","54,353,000","116,260,000","107,804,000","72,590,000","56,016,000","136,914,000","102,837,000","73,158,000","76,697,000","165,344,000","97,679,000","87,457,000","82,073,000","99,178,000","92,679,000","83,448,000","65,490,000","30,250,000","73,199,000","65,704,000","69,697,000","71,134,000","64,182,000","58,959,000","44,532,000","42,304,000","45,682,000","37,944,000","30,008,000","-2,410,201,000","907,883,000","858,930,000","746,797,000","-1,698,205,000","598,835,000","598,835,000","598,835,000"
