name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"22,372,300,000","21,721,800,000","21,390,000,000","20,445,200,000","21,050,700,000","20,696,000,000","20,652,200,000","20,671,000,000","20,471,800,000","19,574,600,000","19,742,100,000","19,493,800,000","19,354,300,000","13,501,200,000","16,649,300,000","16,103,600,000","15,827,100,000","16,332,800,000","15,730,200,000","15,532,300,000","15,994,700,000","15,701,600,000","16,195,000,000","16,329,400,000","16,060,900,000","15,901,200,000","16,699,000,000","16,565,100,000","10,869,200,000","3,567,000,000","3,367,700,000","3,146,700,000","2,958,000,000","2,771,900,000","2,882,800,000","2,908,300,000","2,811,800,000","2,752,000,000","2,639,300,000","2,499,700,000","2,451,100,000","2,328,600,000","2,431,200,000","2,478,900,000","2,381,300,000","2,380,500,000","2,362,100,000","2,257,300,000","2,142,700,000","2,289,700,000","2,180,500,000","2,135,100,000","2,073,700,000","2,035,700,000","1,921,700,000","1,864,700,000","1,771,100,000","1,787,700,000","1,867,900,000","1,837,000,000","1,762,900,000","1,873,300,000","1,851,000,000","1,775,300,000","1,837,800,000","1,798,400,000","1,769,171,000","1,679,812,000","1,694,583,000","1,792,672,000","1,712,604,000","1,649,270,000","1,620,632,000","1,480,306,000","1,493,325,000","1,330,998,000","1,278,543,000","1,116,377,000","1,039,564,000","966,494,000","940,693,000","902,048,000","844,910,000","772,274,000","741,061,000","746,859,000","666,186,000","602,779,000","562,435,000","571,100,000","482,400,000","423,100,000","382,300,000","399,600,000","358,500,000","311,500,000","278,300,000","272,600,000","264,400,000","219,600,000","192,300,000","171,100,000","209,000,000","182,600,000","173,600,000","91,600,000","97,400,000","80,600,000","75,700,000"
	CurrentAssets,"6,282,300,000","5,609,200,000","5,374,500,000","4,648,100,000","5,304,900,000","5,050,800,000","5,171,000,000","5,232,500,000","5,165,400,000","4,269,400,000","4,572,300,000","4,340,800,000","4,246,100,000","4,293,300,000","4,749,500,000","4,272,800,000","4,042,000,000","4,576,300,000","3,972,600,000","3,815,200,000","4,278,100,000","3,938,000,000","4,342,400,000","4,449,400,000","4,172,100,000","3,935,900,000","4,628,000,000","4,524,700,000","9,335,600,000","1,994,600,000","1,796,100,000","1,663,200,000","1,537,000,000","1,378,500,000","1,487,800,000","1,533,200,000","1,489,800,000","1,473,500,000","1,408,500,000","1,321,600,000","1,304,400,000","1,209,400,000","1,332,500,000","1,408,300,000","1,325,500,000","1,333,300,000","1,366,400,000","1,261,700,000","1,144,800,000","1,305,600,000","1,220,700,000","1,167,000,000","1,109,200,000","1,073,200,000","960,700,000","895,800,000","797,100,000","788,800,000","894,100,000","892,800,000","838,200,000","959,000,000","937,300,000","874,900,000","946,200,000","943,676,000","916,345,000","829,202,000","853,966,000","969,887,000","918,412,000","862,634,000","838,503,000","722,569,000","757,084,000","649,133,000","701,222,000","716,140,000","644,092,000","590,732,000","583,461,000","560,779,000","515,752,000","464,399,000","456,724,000","477,901,000","407,691,000","361,141,000","352,694,000","369,500,000","283,900,000","239,000,000","205,400,000","226,100,000","203,600,000","171,800,000","143,600,000","143,000,000","145,600,000","115,200,000","100,900,000","86,000,000","123,900,000","99,300,000","91,500,000","66,000,000","72,500,000","57,400,000","54,500,000"
		CashCashEquivalentsAndShortTermInvestments,"1,218,500,000","984,900,000","701,400,000","720,800,000","1,473,900,000","1,416,700,000","1,118,300,000","1,750,300,000","1,755,100,000","539,200,000","433,700,000","623,400,000","725,800,000","422,100,000","708,300,000","647,300,000","475,200,000","1,097,800,000","400,100,000","697,300,000","1,158,900,000","870,400,000","737,800,000","1,097,200,000","933,700,000","740,100,000","1,110,900,000","1,306,500,000","870,400,000","864,100,000","407,600,000","467,700,000","387,100,000","267,700,000","147,100,000","413,700,000","383,300,000","399,900,000","222,400,000","379,800,000","382,300,000","288,300,000","280,200,000","545,400,000","510,300,000","486,000,000","392,000,000","480,300,000","390,100,000","599,400,000","342,100,000","358,200,000","355,200,000","364,400,000","78,600,000","114,600,000","84,200,000","81,100,000","30,000,000","43,500,000","188,500,000","85,000,000","118,900,000","180,400,000","287,400,000","339,784,000","129,767,000","165,548,000","170,230,000","317,807,000","97,844,000","181,818,000","244,190,000","168,685,000","67,138,000","100,348,000","177,058,000","335,972,000","81,433,000","175,575,000","181,040,000","236,653,000","44,844,000","90,672,000","65,984,000","181,553,000","23,954,000","55,417,000","81,166,000","176,500,000","19,200,000","36,500,000","17,800,000","71,100,000","5,300,000","5,500,000","4,200,000","43,700,000","4,600,000","5,300,000","4,400,000","3,000,000","4,100,000","6,400,000","13,100,000","22,400,000","3,200,000","1,600,000","1,700,000"
			CashAndCashEquivalents,"1,218,500,000","984,900,000","701,400,000","720,800,000","1,473,900,000","1,416,700,000","1,118,300,000","1,750,300,000","1,755,100,000","539,200,000","433,700,000","623,400,000","725,800,000","422,100,000","708,300,000","647,300,000","475,200,000","1,097,800,000","400,100,000","693,300,000","1,154,900,000","866,400,000","733,800,000","1,093,200,000","929,700,000","736,100,000","1,106,900,000","1,302,500,000","870,400,000","864,100,000","407,600,000","467,700,000","387,100,000","267,700,000","147,100,000","413,700,000","383,300,000","399,900,000","222,400,000","379,800,000","382,300,000","288,300,000","280,200,000","421,600,000","371,300,000","311,200,000","309,500,000","429,300,000","338,600,000","571,600,000","342,100,000","358,200,000","355,200,000","364,400,000","78,600,000","114,600,000","84,200,000","40,600,000","30,000,000","43,500,000","59,800,000","85,000,000","58,100,000","49,000,000","64,200,000","65,834,000","95,197,000","14,533,000","65,535,000","106,532,000","87,844,000","84,513,000","146,690,000","168,685,000","67,138,000","100,348,000","89,873,000","292,192,000","81,433,000","159,075,000","181,040,000","236,653,000","44,844,000","90,672,000","65,984,000","181,553,000","23,954,000","55,417,000","81,166,000","176,500,000","19,200,000","36,500,000","17,800,000","71,100,000","5,300,000","5,500,000","4,200,000","43,700,000","4,600,000","5,300,000","4,400,000","3,000,000","4,100,000","6,400,000","13,100,000","22,400,000","3,200,000","1,600,000","1,700,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"0",,"0","0","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",,,,,,,,,,,,"0","0","0","0","123,800,000","139,000,000","174,800,000","82,500,000","51,000,000","51,500,000","27,800,000",,,,,,,,"40,500,000",,,"128,700,000",,"60,800,000","131,400,000","223,200,000","273,950,000","34,570,000","151,015,000","104,695,000","211,275,000","10,000,000","97,305,000","97,500,000",,,,"87,185,000","43,780,000",,"16,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,,,,,,,,,"113,300,000",,,,"100,900,000",,,,"90,400,000",,,,"137,900,000",,,,"154,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"350,055,000",,,"174,600,000",,,,,"1,000,000","700,000","400,000","1,400,000","1,200,000","1,100,000","900,000","1,900,000","2,400,000","1,900,000","2,100,000","400,000","400,000","400,000","200,000"
			AccountsReceivable,,,,,,,,,,"113,300,000",,,,"100,900,000",,,,"0",,,,"55,900,000",,,,"76,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,"100,900,000",,,,"90,400,000",,,,"82,000,000",,,,"77,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"4,801,100,000","4,367,300,000","4,316,000,000","3,667,700,000","3,604,600,000","3,427,000,000","3,792,300,000","3,275,700,000","3,198,500,000","3,522,000,000","3,882,900,000","3,470,900,000","3,325,500,000","3,536,000,000","3,715,600,000","3,288,200,000","3,248,200,000","3,169,300,000","3,397,800,000","2,928,500,000","2,878,400,000","2,865,800,000","3,273,900,000","2,975,100,000","2,929,500,000","2,885,500,000","3,185,300,000","2,825,100,000","1,093,500,000","1,035,700,000","1,304,900,000","1,084,000,000","1,042,900,000","1,035,300,000","1,237,400,000","1,018,300,000","1,009,500,000","971,700,000","1,133,200,000","891,700,000","875,000,000","867,400,000","1,005,400,000","813,900,000","771,200,000","803,100,000","934,900,000","751,600,000","707,700,000","679,800,000","846,200,000","741,200,000","688,200,000","675,800,000","836,500,000","717,100,000","652,700,000","641,200,000","801,000,000","651,700,000","599,700,000","605,000,000","793,800,000","671,000,000","633,800,000","576,545,000","750,346,000","629,833,000","644,322,000","615,483,000","775,292,000","648,680,000","565,219,000","525,643,000","663,687,000","513,277,000","496,904,000","357,665,000","533,871,000","381,337,000","371,841,000","296,473,000","438,383,000","334,614,000","354,911,000","258,687,000",,"284,517,000","255,239,000",,"252,500,000","187,200,000","174,100,000","140,900,000","184,500,000","156,100,000","128,800,000","89,100,000","133,200,000","103,400,000","90,000,000","75,100,000","112,400,000","86,600,000","72,700,000","40,100,000","65,800,000","53,000,000","50,200,000"
			FinishedGoods,"4,801,100,000","4,367,300,000","4,316,000,000","3,667,700,000","3,604,600,000","3,427,000,000","3,792,300,000","3,275,700,000","3,198,500,000","3,522,000,000","3,882,900,000","3,470,900,000","3,325,500,000","3,536,000,000","3,715,600,000","3,288,200,000","3,248,200,000","3,169,300,000","3,397,800,000","2,928,500,000","2,878,400,000","2,865,800,000","3,273,900,000","2,975,100,000","2,929,500,000","2,885,500,000","3,185,300,000","2,825,100,000","1,093,500,000","1,035,700,000","1,304,900,000","1,084,000,000","1,042,900,000","1,035,300,000","1,237,400,000","1,018,300,000","1,009,500,000","971,700,000","1,133,200,000","891,700,000","875,000,000","867,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
