name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
MarketCap,"8,301,863,598","12,068,249,122","15,892,328,178","22,486,221,753","30,436,973,159","32,178,534,211","31,633,601,540","23,601,993,598","13,013,687,162","7,534,459,314","9,591,539,829","6,167,736,655","9,477,138,103","7,079,946,735","6,429,656,353","8,945,473,887","11,463,070,197","10,298,065,278","7,717,577,657","7,520,705,207","9,155,117,592","6,198,090,827","6,608,994,777","6,266,791,251","6,551,584,812","4,357,279,078","4,342,953,438","4,899,901,333","5,113,838,062","5,864,177,713","4,319,871,497","4,712,470,021","5,754,811,314","3,500,232,381","3,220,404,411","3,309,798,645","1,982,776,552","1,884,853,325","940,085,085","1,409,269,315","1,128,013,538","1,022,452,795","631,881,440","753,711,600"
EnterpriseValue,"7,388,863,598","13,953,831,122","17,321,322,178","20,708,458,753","28,229,767,159","30,777,061,211","30,164,232,540","22,309,903,598","12,731,364,162","7,625,234,314","9,716,983,829","6,115,071,655","9,063,513,103","6,373,759,735","5,501,635,353","8,440,307,887","11,029,708,197","9,920,942,278","7,417,392,657","7,298,036,207","8,967,830,592","6,059,032,827","6,394,389,777","6,076,648,251","6,267,923,812","4,066,990,078","4,036,194,438","4,504,934,333","4,715,405,062","5,491,583,713","3,953,551,497","4,354,404,021","5,445,397,314","3,204,941,381","2,855,362,411","3,140,108,645","1,803,726,552","1,690,759,325","745,991,085","1,339,667,315","1,044,933,538","945,601,795","536,068,440","657,898,600"
PeRatio,,,,"132.209","471.269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,630.563","303.722","154.167","421.804","321.917",,"112.399","136.749"
ForwardPeRatio,"16.639","35.714","48.544","58.824","128.205","149.254",,,,,,,,,"46.948","58.14","100","64.103","50","48.781","133.333","89.286","86.957","59.88","217.391","56.497",,"384.615","64.516","48.077","104.167","123.457","196.078","158.73","185.185","166.667","97.087","72.464","45.249","76.923","68.966","52.632","78.125","111.111"
PegRatio,,,,,,,,,,,,,,,"9.382","11.632","19.917",,,,,,,"0.908",,,,,"0.515","0.385","1.38","1.009","3.56","5.32","6.211","5.541","3.247","2.416","0.787","1.342","1.73","1.126","1.66",
PsRatio,"0.759","1.48","3.02","5.496","8.425","8.806","8.443","5.989","3.5","2.556","4.351","3.422","6.189","5.076","4.87","7.087","9.961","9.35","7.356","7.606","9.767","7.195","8.286","8.298","9.253","6.728","7.142","8.417","9.519","12.314","14.375","17.678","23.788","16.068","16.648","18.956","14.142","15.303","7.768","12.867","13.295","12.018","11.166","13.585"
PbRatio,"1.734","2.224","2.702","3.999","5.534","6.852","7.598","5.865","3.804","2.105","2.77","1.87","2.878","2.147","1.931","3.147","4.218","3.916","2.88","2.881","3.555","2.453","2.566","2.455","2.478","1.707","1.738","1.912","1.917","9.96","7.382","8.074","9.999","6.165","5.779","11.35","6.919","6.724","3.354","12.495","10.479","10.102","6.47","7.717"
EnterprisesValueRevenueRatio,"0.661","3.278","4.462","11.924","21.55","25.259","38.233","33.973","16.57","6.773","10.294","8.206","15.116","14.036","15.059","24.601","33.912","33.083","26.272","25.894","33.606","24.653","28.093","27.056","30.076","21.868","23.831","25.485","27.532","43.148","42.82","49.121","69.214","48.382","48.937","58.902","38.443","43.391","21.726","41.976","37.635","41.414","26.95","34.523"
EnterprisesValueEBITDARatio,"-35.674","139.538","-119.938","-79.803","291.281","246.457","248.798","199.416","-926.591","-76.699","-306.24","-548.486","-352.049","-222.905","-80.121","404.792","565.22","551.531","-56.521","167.494","742.739","207.132","997.72","179.268","-48.578","-172.41","-883.58","-582.937","-281.988","-125.879","580.551","726.097","-2,515.195","2,008.109","280.846","8,895.492","-347.405","1,730.562","162.809","226.601","258.2","234.699","201.605","460.391"
