name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007
		NetPPE,"25,800,000","27,600,000","29,300,000","30,700,000","31,900,000","33,500,000","36,000,000","37,200,000","34,300,000","40,600,000","45,600,000","43,800,000","46,600,000","38,000,000","74,700,000","70,700,000","75,000,000","99,600,000","70,000,000","57,600,000","23,600,000","25,400,000","25,900,000","26,200,000","24,300,000","27,900,000","20,500,000","20,600,000","20,800,000","22,000,000","21,400,000","9,700,000","9,600,000","10,400,000","4,654,000","4,414,000","2,975,000","2,841,000","111,517,000","112,770,000","112,790,000","115,880,000","113,619,000","115,443,000","88,313,000","82,701,000","130,077,000","130,248,000","40,591,000","40,581,000",,,,,,,,,
			GrossPPE,"53,200,000","55,000,000","59,000,000","59,400,000","60,000,000","60,700,000","61,300,000","60,400,000","55,600,000","62,500,000","81,200,000","78,200,000","81,100,000","75,900,000","113,200,000","106,400,000","118,600,000","135,400,000","105,100,000","88,500,000","50,800,000","49,800,000","48,400,000","47,100,000","43,300,000","41,900,000","29,600,000","27,900,000","26,600,000","27,700,000","25,800,000","12,500,000","12,100,000","12,600,000","6,520,000","5,978,000","4,323,000","4,081,000",,,,"121,315,000",,,,"86,707,000",,,,"43,651,000",,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,,"0","0",,,,"0",,,,"0",,,,"0",,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,"1,509,400,000","1,487,200,000","1,429,300,000","1,386,700,000","1,383,200,000","1,548,800,000","1,469,200,000","1,472,000,000","1,471,500,000","1,394,100,000","1,257,500,000","1,269,600,000","1,046,900,000",,"935,500,000","424,500,000","187,800,000",,,"128,434,000","99,595,000",,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,"5,069,200,000","4,931,800,000","4,689,800,000","4,474,100,000","4,422,200,000","4,520,700,000","4,320,200,000","4,225,900,000","4,152,700,000","3,879,200,000","3,542,600,000","3,334,600,000","3,020,200,000",,"2,291,000,000","1,283,100,000","496,800,000",,,,"197,266,000",,,,"118,233,000",,,,"84,610,000",,,,"43,651,000",,,,,,,,,
				MachineryFurnitureEquipment,"43,800,000","45,000,000","48,800,000","48,700,000","49,000,000","49,500,000","48,900,000","48,200,000","43,100,000","45,600,000","65,300,000","61,700,000","61,600,000","69,300,000","72,100,000","71,500,000","91,100,000","80,100,000","58,700,000","54,400,000","50,800,000","49,800,000","48,400,000","47,100,000","43,300,000","41,900,000","29,600,000","27,900,000","26,600,000","27,700,000","25,800,000","12,500,000","12,100,000","12,600,000","6,520,000","5,978,000","4,323,000","4,081,000",,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"9,400,000","10,000,000","10,200,000","10,700,000","11,000,000","11,200,000","12,400,000","12,200,000","12,500,000","13,600,000","12,600,000","13,100,000","13,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,082,000",,,,"2,097,000",,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,"3,300,000","3,300,000","3,400,000","5,900,000","6,600,000","41,100,000","34,900,000","27,500,000","55,300,000","46,400,000","34,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-27,400,000","-27,400,000","-29,700,000","-28,700,000","-28,100,000","-27,200,000","-25,300,000","-23,200,000","-21,300,000","-21,900,000","-35,600,000","-34,400,000","-34,500,000","-37,900,000","-38,500,000","-35,700,000","-43,600,000","-35,800,000","-35,100,000","-30,900,000","-27,200,000","-24,400,000","-22,500,000","-20,900,000","-19,000,000","-14,000,000","-9,100,000","-7,300,000","-5,800,000","-5,700,000","-4,400,000","-2,800,000","-2,500,000","-2,200,000","-1,866,000","-1,564,000","-1,348,000","-1,240,000",,,,"-5,435,000",,,,"-4,006,000",,,,"-3,070,000",,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"31,000,000","32,300,000","33,400,000","35,500,000","37,000,000","38,900,000","40,500,000","42,300,000","44,100,000","50,000,000","51,200,000","52,600,000","58,000,000","61,100,000","70,100,000","77,900,000","83,700,000","87,000,000","91,200,000","92,600,000","93,300,000","96,300,000","110,800,000","116,400,000","123,700,000","127,200,000","124,800,000","117,800,000","111,500,000","95,500,000","102,800,000","103,400,000","43,300,000","43,200,000","32,537,000","31,550,000","32,952,000","33,276,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","35,132,000","32,396,000","30,700,000","23,965,000",,,,,,,,,
			Goodwill,"23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","24,000,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,900,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000","23,965,000",,,,"23,965,000",,,,,,,,,
			OtherIntangibleAssets,"7,100,000","8,400,000","9,500,000","11,600,000","13,100,000","15,000,000","16,600,000","18,400,000","20,200,000","26,100,000","27,300,000","28,700,000","34,100,000","37,200,000","46,200,000","54,000,000","59,800,000","63,100,000","67,300,000","68,700,000","69,400,000","72,400,000","86,900,000","92,400,000","99,800,000","103,300,000","100,900,000","93,900,000","87,600,000","71,600,000","78,900,000","79,500,000","19,400,000","19,300,000","8,572,000","7,585,000","8,987,000","9,311,000",,,,,,,,,"35,132,000",,,,,,,,,,,,
		InvestmentProperties,"5,067,400,000","5,059,800,000","4,836,900,000","4,556,700,000","4,562,700,000","4,720,500,000","4,786,700,000","4,729,900,000","4,715,800,000","5,080,200,000","5,075,400,000","5,163,000,000","5,561,900,000","5,702,500,000","5,820,300,000","6,097,700,000","6,665,600,000","6,443,700,000","6,320,800,000","6,062,100,000","5,832,000,000","5,814,200,000","6,129,100,000","5,894,500,000","5,826,100,000","5,797,500,000","5,463,500,000","4,986,700,000","4,776,400,000","4,228,100,000","3,839,600,000","3,553,400,000","1,878,900,000","668,800,000","518,047,000","488,435,000","403,612,000","289,449,000",,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"2,166,900,000","1,947,600,000","1,737,900,000","1,577,500,000","1,311,000,000","1,396,400,000","1,383,100,000","1,302,400,000","1,272,400,000","1,364,000,000","1,137,900,000","1,103,200,000","935,000,000","859,900,000","789,700,000","613,700,000","544,100,000","493,900,000","515,600,000","506,900,000","575,500,000","567,600,000","438,300,000","458,400,000","462,100,000","449,200,000","499,900,000","551,700,000","487,200,000","498,700,000","518,500,000","543,200,000","628,200,000","790,100,000","800,995,000","763,383,000","659,492,000","638,794,000","483,417,000","360,781,000","336,699,000","433,318,000","345,038,000","334,091,000","287,408,000","292,104,000","258,245,000","203,283,000","198,417,000",,,,,,,,,,
			LongTermEquityInvestment,"2,166,900,000","1,947,600,000","1,737,900,000","1,577,500,000","1,311,000,000","1,289,300,000","1,277,000,000","1,276,100,000","1,256,400,000","1,334,600,000","1,110,200,000","1,073,800,000","907,300,000","859,900,000","789,700,000","613,700,000","544,100,000","486,400,000","507,800,000","499,000,000","567,600,000","560,100,000","432,900,000","453,200,000","456,700,000","444,900,000","499,600,000","551,400,000","486,800,000","492,200,000","504,900,000","532,200,000","619,700,000","751,400,000","742,221,000","694,664,000","575,256,000","543,193,000","380,563,000",,,"343,367,000","345,038,000",,,"266,886,000",,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"2,166,900,000","1,947,600,000","1,737,900,000","1,577,500,000","1,311,000,000","1,289,300,000","1,277,000,000","1,276,100,000","1,256,400,000","1,334,600,000","1,110,200,000","1,073,800,000","907,300,000","859,900,000","789,700,000","613,700,000","544,100,000","486,400,000","507,800,000","499,000,000","567,600,000","560,100,000","432,900,000","453,200,000","456,700,000","444,900,000","499,600,000","551,400,000","486,800,000","492,200,000","504,900,000","532,200,000","619,700,000","751,400,000","742,221,000","694,664,000","575,256,000","543,193,000","380,563,000",,,"343,367,000","345,038,000",,,"266,886,000",,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,"107,100,000","106,100,000","26,300,000","16,000,000","29,400,000","27,700,000","29,400,000","27,700,000","0","0","28,900,000","0","7,500,000","7,800,000","7,900,000","7,900,000","7,500,000","5,400,000","5,200,000","5,400,000","4,300,000","300,000","300,000","400,000","6,500,000","13,600,000","11,000,000","8,500,000","38,700,000","58,774,000","68,719,000","84,236,000","95,601,000",,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,"8,800,000","9,800,000",,,,,,,,,"29,700,000",,,,,,,,,,,,,,,,"8,500,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,,,,"107,100,000","97,300,000","16,500,000","16,000,000","29,400,000","27,700,000","29,400,000","27,700,000","27,800,000","29,400,000","28,900,000","29,700,000","84,700,000","85,400,000","87,200,000","82,600,000","87,700,000","109,200,000","151,300,000","165,100,000","299,700,000","421,300,000","453,100,000","336,000,000","313,400,000",,"402,300,000","202,200,000","34,700,000","58,774,000","68,719,000","84,236,000","95,601,000",,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,"507,800,000","499,000,000","567,600,000","560,100,000","432,900,000","453,200,000",,"431,700,000","-499,300,000","300,000","486,800,000","492,200,000",,"532,200,000","619,700,000","34,700,000","58,774,000","68,719,000","84,236,000","95,601,000","102,854,000",,,"89,951,000",,,,"25,218,000",,,,,,,,,,,,,
		FinancialAssets,"44,000,000","24,500,000","23,300,000","14,900,000","13,100,000","12,000,000","24,000,000","48,600,000","53,000,000","32,600,000","64,600,000","55,100,000","38,800,000","43,700,000","21,200,000","28,900,000","1,400,000","2,400,000","3,600,000","7,200,000","15,400,000","20,200,000","8,500,000","20,400,000","6,400,000","30,900,000","32,700,000","32,200,000","35,200,000","30,600,000","25,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,"4,400,000","2,800,000","2,700,000","5,000,000","30,500,000","27,000,000","24,200,000","23,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,"29,400,000","28,900,000","29,700,000","84,700,000","85,400,000","87,200,000","82,600,000","87,700,000","109,200,000","151,300,000","165,100,000","299,700,000","421,300,000","453,100,000","336,000,000","313,400,000",,"402,300,000","202,200,000","56,800,000","28,229,000","21,392,000","22,122,000","136,607,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"10,300,000","12,600,000","22,500,000","25,900,000","22,200,000","22,100,000","26,100,000","22,600,000","24,200,000","24,400,000","25,600,000","26,100,000","26,100,000",,,,,"0","31,300,000","28,400,000","40,100,000","28,400,000","32,800,000","32,600,000","21,100,000","70,600,000","80,200,000","80,400,000","140,000,000","63,600,000","33,900,000","23,700,000","22,900,000","14,100,000","14,142,000","13,633,000","13,508,000","14,508,000",,,,,,,,,,,,,"688,046","315,649","267,778","173,158","130,946","100,200",,,
			NonCurrentDeferredTaxesAssets,"10,300,000","12,600,000","22,500,000","25,900,000","22,200,000","22,100,000","26,100,000","22,600,000","24,200,000","24,400,000","25,600,000","26,100,000","26,100,000",,,,,"0","31,300,000","28,400,000","40,100,000","28,400,000","32,800,000","32,600,000","21,100,000","22,200,000","36,100,000","35,400,000","98,500,000","27,600,000",,,,,,,,,,,,,,,,,,,,,"688,046","315,649","267,778","173,158","130,946","100,200",,,
		NonCurrentPrepaidAssets,,,,,,,,,,"1,700,000","1,300,000","1,300,000","6,500,000","6,500,000","3,000,000","3,000,000","13,900,000","3,500,000","3,300,000","1,800,000","1,800,000","1,800,000","2,200,000","2,000,000","4,900,000","4,200,000","3,500,000","1,700,000","8,900,000","49,900,000","22,600,000","29,300,000","11,800,000","13,000,000","13,086,000","10,333,000","9,205,000","6,089,000",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"15,600,000","15,300,000","15,900,000","20,200,000","21,700,000","19,000,000","17,900,000","17,000,000","17,600,000","9,000,000","9,700,000","10,300,000","11,500,000","10,900,000","11,300,000","11,600,000","11,100,000","10,700,000","12,300,000","23,800,000","37,200,000","27,100,000","56,500,000","47,200,000","46,700,000","36,500,000","33,500,000","30,700,000","27,300,000","25,800,000","78,900,000","79,500,000","19,400,000","19,300,000","8,572,000","7,585,000","8,987,000","9,311,000","19,955,000","141,370,000","110,999,000","20,749,000","52,530,000","47,083,000","35,375,000","8,850,000","0","0","0","194,729,000","0","0","0","0","0","0",,,
TotalLiabilitiesNetMinorityInterest,"6,004,600,000","6,072,600,000","5,941,700,000","5,360,100,000","6,002,200,000","5,656,300,000","5,660,000,000","5,480,400,000","5,293,000,000","5,585,300,000","5,660,100,000","5,705,900,000","5,937,400,000","5,925,900,000","5,939,600,000","6,055,700,000","6,396,100,000","6,147,300,000","6,142,300,000","5,932,600,000","5,288,800,000","5,316,000,000","5,438,800,000","5,132,200,000","4,892,500,000","4,775,000,000","4,367,900,000","4,300,400,000","3,617,400,000","3,288,200,000","3,009,500,000","2,560,400,000","1,783,000,000","979,900,000","865,535,000","862,069,000","745,766,000","765,009,000","375,818,000","402,463,000","373,576,000","379,208,000","386,424,000","377,697,000","188,181,000","174,942,000","203,630,000","210,086,000","156,948,000","156,921,000","85,109,080","84,277,128","84,401,931","84,353,235","84,175,710","84,147,932","84,853,042","84,576,111","386,643"
	CurrentLiabilities,"591,000,000","637,700,000","562,600,000","604,100,000","494,900,000","561,800,000","523,900,000","468,300,000","496,100,000","538,400,000","527,100,000","523,100,000","483,300,000","513,100,000","534,300,000","516,900,000","504,800,000","485,400,000","513,400,000","452,200,000","392,500,000","423,300,000","454,700,000","436,500,000","423,900,000","414,200,000","368,800,000","320,000,000","242,300,000","264,900,000","253,800,000","285,700,000","154,700,000","99,100,000","59,036,000","51,188,000","31,203,000","56,160,000","95,645,000","122,304,000","93,430,000","59,075,000","98,835,000","90,123,000","108,727,000","74,910,000","41,645,000","26,914,000","29,865,000","65,481,000","11,009,090","10,177,138","10,301,941","10,253,245","10,075,720","10,047,942","10,753,052","10,476,121","386,643"
		PayablesAndAccruedExpenses,"591,000,000","637,700,000","562,600,000","604,100,000","494,900,000","561,800,000","523,900,000","468,300,000","496,100,000","538,400,000","527,100,000","523,100,000","483,300,000","513,100,000","534,300,000","516,900,000","504,800,000","485,400,000","513,400,000","452,200,000","392,500,000","423,300,000","454,700,000","436,500,000","423,900,000","414,200,000","368,800,000","320,000,000","242,300,000","264,900,000","253,800,000","285,700,000","154,700,000","99,100,000","59,036,000","51,188,000","31,203,000","56,160,000","30,435,000","43,398,000","51,129,000","26,060,000","53,821,000","46,164,000","38,594,000","10,568,000","41,645,000","26,914,000","29,865,000","13,909,000","928,897","100,957","230,521","186,097","75,720","47,942","135,662","83,623","186,643"
			Payables,"15,900,000","18,600,000","13,100,000","18,300,000","15,600,000","30,100,000","13,300,000","11,300,000","10,900,000","20,400,000","15,700,000","17,500,000","18,400,000","24,100,000","28,100,000","25,800,000","23,600,000","19,500,000","20,400,000","20,800,000","14,700,000","11,200,000","14,600,000","17,500,000","15,900,000","22,200,000","19,900,000","14,900,000","242,300,000","264,900,000","253,800,000","285,700,000","154,700,000","2,600,000","1,735,000","2,051,000","1,114,000","1,762,000","1,306,000","672,000","997,000","1,798,000","353,000","871,000","577,000","1,504,000","41,645,000","26,914,000","29,865,000","860,000",,,,,,"47,942",,,
				AccountsPayable,"15,900,000","18,600,000","13,100,000","18,300,000","15,600,000","30,100,000","13,300,000","11,300,000","10,900,000","20,400,000","15,700,000","17,500,000","18,400,000","24,100,000","28,100,000","25,800,000","23,600,000","19,500,000","20,400,000","20,800,000","14,700,000","11,200,000","14,600,000","17,500,000","15,900,000","22,200,000","19,900,000","14,900,000","242,300,000","264,900,000","253,800,000","285,700,000","154,700,000","2,600,000","1,735,000","2,051,000","1,114,000","1,762,000","1,306,000","672,000","997,000","1,798,000","353,000","871,000","577,000","1,504,000","41,645,000","26,914,000","29,865,000","860,000",,,,,,"47,942",,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,,"0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0",,,,,,"0",,,
