name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012
MarketCap,"6,240,129,193","7,263,639,993","8,424,778,640","10,473,894,398","9,579,424,320","8,786,973,562","9,609,954,498","8,053,224,323","9,820,130,095","7,554,894,095","9,323,142,975","9,309,438,532","8,384,941,336","8,711,005,513","7,054,928,973","7,207,415,837","6,948,728,367","6,791,574,798","6,139,829,262","6,027,461,477","5,412,550,220","4,547,086,132","3,869,718,934","4,223,205,054","4,457,976,946","4,104,924,982","3,934,902,782","4,161,703,340","4,192,888,828","3,523,890,981","3,486,402,537","3,475,268,317","2,797,831,570","2,588,715,491","3,207,781,174","3,397,159,866","2,534,109,961","2,300,812,600","1,869,632,114","1,697,616,798","1,384,526,561","1,432,055,469","924,501,321"
EnterpriseValue,"5,903,833,193","6,914,609,993","8,053,957,640","9,825,290,398","8,961,814,320","8,110,676,562","8,930,401,498","7,380,280,323","9,221,881,095","6,935,075,095","8,738,027,975","8,502,523,532","7,693,949,336","7,955,774,513","6,278,455,973","6,445,395,837","6,256,660,367","6,286,396,798","5,578,745,262","5,454,258,477","4,935,077,220","3,964,281,132","3,339,376,934","3,594,968,054","3,879,290,946","3,513,980,982","3,398,371,782","3,590,068,340","3,642,895,828","2,978,505,981","2,986,167,537","3,030,936,317","2,367,462,570","2,144,523,491","2,679,075,174","3,240,460,866","2,379,988,961","2,134,963,600","1,684,160,114","1,512,144,798","1,178,808,561","1,230,205,469","754,868,321"
PeRatio,,,,,,,,,,,,"450.96","126.025","193.636",,,,,"294.259","285.643","515.429","384.313","475.727","287.25","409.8","474.75","344","415.929","227.115","185","178.929","237.81",,,"786.833","202.88","397.818","200.4","202.229","187.086","102.64","143.263","21.723"
ForwardPeRatio,,"2,500",,,"434.783","294.118","344.828","140.845","95.238","25.51","86.207","92.593","68.493","68.027","69.444","71.429","68.493","62.112","90.09","80","70.922","65.36","75.188","75.188","68.493","65.79","63.694","91.743","95.238","75.758","78.125","125","73.529","80","102.041","144.928","100","181.818","84.746","74.627","58.48",,
PegRatio,,"77.844",,,"47.355","25.397","28.407","11.947","6.694","1.694","4.86","9.566","2.986","2.088","3.476","3.516","3.801","3.188","3.408","3.073","9.483","10.111","11.342","10.776","2.659","2.611","2.534","3.775",,"6.293","6.488","10.456","6.12","6.677","8.521","12.135","8.364","15.272","7.077","6.228","4.86",,
PsRatio,"7.785","9.494","11.385","14.138","12.714","11.56","12.638","10.728","13.951","10.728","13.365","12.955","10.739","11.665","9.402","10.459","11.432","11.241","11.399","11.715","11.445","10.222","8.909","9.984","11.08","10.381","10.459","11.066","11.555","9.947","9.894","9.854","7.902","7.514","9.525","10.45","9.937","9.33","7.552","6.987","4.59","7.158","4.15"
PbRatio,"4.305","4.922","5.623","6.78","6.157","5.343","5.791","4.861","6.192","4.744","5.88","5.914","5.495","5.752","4.742","5.062","5.265","6.245","6.212","6.748","6.491","5.593","4.872","5.387","6.057","5.723","5.636","6.039","6.34","5.347","5.397","5.341","4.406","4.116","5.196","14.872","12.097","11.113","9.656","8.768","7.526","7.656","5.823"
EnterprisesValueRevenueRatio,"7.403","35.02","39.358","59.212","39.06","49.465","49.596","43.464","37.845","41.24","50.375","54.153","37.015","48.848","37.092","35.871","25.164","44.753","34.061","50.423","27.251","32.116","28.882","38.193","27.478","35.545","33.275","43.632","28.931","34.861","33.385","38.013","20.028","26.142","32.094","48.707","24.559","31.282","23.33","23.888","17.441","21.584","13.701"
EnterprisesValueEBITDARatio,"-40.423","-116.075","-210.517","-178.363","1,306.006","-253.847","-1,142.58","-469.782","143.308","-326.004","-17,616.992","-1,344.06","197.2","7,491.313","485.16","400.858","89.083","-393.416","618.761","-209.128","103.754","2,667.753","290.028","-236.076","146.488","-1,008.605","359.502","-500.567","143.274","-624.294","576.147","-1,625.167","53.78","-1,317.275","-3,992.66","-195.81","133.505","-662.004","279.482","1,456.787","195.232","218.703","124.937"
