name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-62,694,000","-15,578,000","-20,681,000","-12,519,000","-13,916,000","-13,910,000","-15,366,000","-9,953,000","-6,427,000","-8,745,000","-5,688,000","-12,139,000","-9,013,000","-8,634,000","-9,211,000","-8,863,000","-7,262,000","-7,617,000"
	CashFlowFromContinuingOperatingActivities,"-62,694,000","-15,578,000","-20,681,000","-12,519,000","-13,916,000","-13,910,000","-15,366,000","-9,953,000","-6,427,000","-8,745,000","-5,688,000","-12,139,000","-9,013,000","-8,634,000","-9,211,000","-8,863,000","-7,262,000","-7,617,000"
		NetIncomeFromContinuingOperations,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,735,000","-14,631,000","-12,387,000","-13,139,000","-13,216,000","-9,967,000","-10,626,000","-9,188,000","-9,430,000","-10,282,000","-8,204,000","-8,231,000"
		OperatingGainsLosses,"19,000","-201,000","-23,000","173,000","70,000","38,000","-184,000","-70,000","-199,000","204,000","-37,000","24,000",,,"-33,000",,,
			GainLossOnSaleOfPPE,,,,,,,"0",,,,"-44,000",,,,"-37,000",,,
			NetForeignCurrencyExchangeGainLoss,"19,000","-201,000","-23,000","173,000","70,000","38,000","-184,000","-70,000","-199,000","204,000","7,000","15,000",,,,"-4,000",,
		DepreciationAmortizationDepletion,"977,000","261,000","231,000","229,000","256,000","280,000","265,000","263,000","396,000","199,000","319,000","342,000","338,000","331,000","294,000","309,000","322,000","312,000"
			DepreciationAndAmortization,"977,000","261,000","231,000","229,000","256,000","280,000","265,000","263,000","396,000","199,000","319,000","342,000","338,000","331,000","294,000","309,000","322,000","312,000"
		AmortizationOfSecurities,"1,393,000","341,000","430,000","410,000","212,000","218,000","229,000","217,000","55,000","-4,000",,,,,,,,
		StockBasedCompensation,"9,967,000","2,702,000","2,086,000","2,291,000","2,888,000","2,687,000","2,558,000","2,005,000","2,035,000","2,088,000","896,000","431,000","347,000","377,000","296,000","294,000","286,000","294,000"
		OtherNonCashItems,,"428,000",,,,,,,,,"0","22,000","0","-2,000","-6,000","-3,000","-2,000","-3,000"
		ChangeInWorkingCapital,"-2,320,000","1,359,000","-5,476,000","3,029,000","-1,232,000","-619,000","-5,499,000","2,263,000","3,673,000","1,907,000","6,350,000","-2,991,000","926,000","-152,000","-332,000","769,000","336,000","11,000"
			ChangeInReceivables,,,,,,"0",,,,"-5,010,000",,,,,,,,
				ChangesInAccountReceivables,,,,,,"0",,,,"-5,010,000",,,,,,,,
			ChangeInPrepaidAssets,"-1,000,000","652,000","-2,143,000","942,000","-451,000","-112,000","-1,366,000","405,000","558,000","-562,000","2,545,000","-2,087,000","-2,116,000","-201,000","-291,000","-943,000","409,000","134,000"
			ChangeInPayablesAndAccruedExpense,"2,462,000","1,891,000","-2,618,000","3,080,000","109,000","362,000","-2,817,000","3,396,000","-610,000","2,421,000","-1,451,000","-904,000","3,042,000","49,000","-41,000","1,712,000","-73,000","-123,000"
				ChangeInPayable,"2,462,000","1,891,000","-2,618,000","3,080,000","109,000","362,000","-2,817,000","3,396,000","-610,000","2,421,000","-1,451,000","-904,000","3,042,000","49,000","-41,000","1,712,000","-73,000","-123,000"
					ChangeInAccountPayable,"2,462,000","1,891,000","-2,618,000","3,080,000","109,000","362,000","-2,817,000","3,396,000","-610,000","2,421,000","-1,451,000","-904,000","3,042,000","49,000","-41,000","1,712,000","-73,000","-123,000"
			ChangeInOtherCurrentLiabilities,,"-543,000",,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-3,239,000","-641,000","-715,000","-993,000","-890,000","-869,000","-1,316,000","-1,538,000","-1,285,000","5,058,000",,,,,,,,
InvestingCashFlow,"-69,921,000","23,837,000","-15,892,000","-14,174,000","-63,692,000","12,411,000","15,495,000","1,060,000","-57,009,000","-46,981,000","20,000","-76,000","-368,000","-419,000","-1,654,000","-796,000","-613,000","-437,000"
	CashFlowFromContinuingInvestingActivities,"-69,921,000","23,837,000","-15,892,000","-14,174,000","-63,692,000","12,411,000","15,495,000","1,060,000","-57,009,000","-46,981,000","20,000","-76,000","-368,000","-419,000","-1,654,000","-796,000","-613,000","-437,000"
		NetPPEPurchaseAndSale,"-677,000","-149,000","-394,000","-70,000","-64,000","-227,000","-174,000","-126,000","0","-98,000","20,000","-76,000","-368,000","-419,000","-1,654,000","-796,000","-613,000","-437,000"
			PurchaseOfPPE,"-677,000","-149,000","-394,000","-70,000","-64,000","-227,000","-174,000","-126,000","0","-98,000","-25,000","-76,000","-368,000","-419,000","-1,654,000","-796,000","-613,000","-437,000"
		NetInvestmentPurchaseAndSale,"-69,244,000","23,986,000","-15,498,000","-14,104,000","-63,628,000","12,638,000","15,669,000","1,186,000","-57,009,000","-46,883,000",,,,,,,,
			PurchaseOfInvestment,"-155,298,000","-6,055,000","-16,927,000","-29,345,000","-102,971,000","-15,734,000","-16,628,000","-10,814,000","-65,009,000","-46,883,000",,,,,,,,
			SaleOfInvestment,"86,054,000","30,041,000","1,429,000","15,241,000","39,343,000","28,372,000","32,297,000","12,000,000",,,,,,,,,,
FinancingCashFlow,"140,313,000","132,000","601,000","472,000","139,108,000","1,301,000","4,560,000","165,000","864,000","69,872,000","34,741,000","663,000","7,485,000","7,013,000","22,622,000","62,000","29,963,000","87,000"
	CashFlowFromContinuingFinancingActivities,"140,313,000","132,000","601,000","472,000","139,108,000","1,301,000","4,560,000","165,000","864,000","69,872,000","34,741,000","663,000","7,485,000","7,013,000","22,622,000","62,000","29,963,000","87,000"
		NetCommonStockIssuance,"138,280,000","0","188,000","0","138,092,000","1,180,000","4,075,000","165,000","453,000","69,872,000","34,741,000","682,000","34,000","66,000","68,000","62,000","46,000","90,000"
			CommonStockIssuance,"138,280,000","0","188,000","0","138,092,000","1,180,000","4,075,000","165,000","453,000","69,872,000","34,741,000","682,000","34,000","66,000","68,000","62,000","46,000","90,000"
		NetPreferredStockIssuance,,,,,,,"0","0","0","0","0","-19,000","7,451,000","6,947,000","22,554,000","0","29,917,000","-3,000"
			PreferredStockIssuance,,,,,,,"0","0","0","0","0","-19,000","7,451,000","6,947,000","22,554,000","0",,
			PreferredStockPayments,,,,,,,,,,,,,,,,,,"-3,000"
		ProceedsFromStockOptionExercised,"2,033,000","132,000","413,000","472,000","1,016,000","121,000","485,000","0",,,,,,,,,,
EndCashPosition,"32,418,000","32,418,000","24,027,000","59,999,000","86,220,000","24,720,000","24,918,000","20,229,000","28,957,000","91,529,000","77,383,000","48,310,000","59,862,000","61,758,000","63,798,000","52,041,000","61,638,000","39,550,000"
	ChangesInCash,"7,698,000","8,391,000","-35,972,000","-26,221,000","61,500,000","-198,000","4,689,000","-8,728,000","-62,572,000","14,146,000","29,073,000","-11,552,000","-1,896,000","-2,040,000","11,757,000","-9,597,000","22,088,000","-7,967,000"
	BeginningCashPosition,"24,720,000","24,027,000","59,999,000","86,220,000","24,720,000","24,918,000","20,229,000","28,957,000","91,529,000","77,383,000","48,310,000","59,862,000","61,758,000","63,798,000","52,041,000","61,638,000","39,550,000","47,517,000"
CapitalExpenditure,"-677,000","-149,000","-394,000","-70,000","-64,000","-227,000","-174,000","-126,000",,"-98,000","-25,000","-76,000","-368,000","-419,000","-1,654,000","-796,000","-613,000","-437,000"
IssuanceOfCapitalStock,"138,280,000","0","188,000","0","138,092,000","1,180,000","4,075,000","165,000","453,000","69,872,000","34,741,000","663,000","7,485,000","7,013,000","22,622,000","62,000","29,960,000","90,000"
RepurchaseOfCapitalStock,,,,,,,,,,,,,,,,,,"-3,000"
FreeCashFlow,"-63,371,000","-15,727,000","-21,075,000","-12,589,000","-13,980,000","-14,137,000","-15,540,000","-10,079,000","-6,427,000","-8,843,000","-5,713,000","-12,215,000","-9,381,000","-9,053,000","-10,865,000","-9,659,000","-7,875,000","-8,054,000"
