name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
TotalAssets,"1,108,577,000","1,159,840,000","1,082,714,000","1,055,204,000","1,032,870,000","1,075,600,000","1,036,587,000","1,002,573,000","968,534,000","990,078,000","935,287,000","558,656,000","554,448,000","534,434,000","474,042,000","450,246,000","500,928,000","506,433,000","389,417,000","387,410,000"
	CurrentAssets,"615,493,000","665,238,000","611,797,000","580,828,000","557,756,000","670,518,000","630,525,000","600,081,000","568,416,000","584,418,000","572,717,000","193,254,000","186,359,000","200,555,000","166,495,000","146,909,000","196,076,000","199,047,000","81,120,000","74,757,000"
		CashCashEquivalentsAndShortTermInvestments,"414,640,000","435,445,000","421,847,000","407,634,000","416,185,000","510,289,000","483,721,000","470,602,000","461,191,000","443,795,000","464,332,000","93,049,000","86,223,000","70,964,000","83,315,000","81,809,000","130,859,000","116,049,000","19,789,000","18,214,000"
			CashAndCashEquivalents,"414,640,000","435,445,000","421,847,000","407,634,000","416,185,000","510,289,000","483,721,000","470,602,000","461,191,000","443,795,000","464,332,000","93,049,000","86,223,000","70,964,000","83,315,000","81,809,000","130,859,000","116,049,000","19,789,000","18,214,000"
		Receivables,"144,090,000","179,302,000","120,704,000","113,487,000","85,299,000","122,934,000","104,163,000","94,899,000","74,658,000","109,383,000","76,136,000","70,613,000","71,156,000","103,933,000","71,316,000","55,196,000","55,997,000","72,907,000","52,160,000","48,791,000"
			AccountsReceivable,"108,470,000","147,156,000","117,828,000","110,765,000","85,299,000","112,255,000","101,213,000","94,899,000","74,658,000","106,428,000","73,671,000","70,613,000","71,156,000","101,469,000","71,316,000","55,196,000","55,997,000","72,907,000","52,160,000","48,791,000"
				GrossAccountsReceivable,"108,818,000","147,720,000","118,239,000","111,098,000","85,589,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-348,000","-564,000","-411,000","-333,000","-290,000",,,,,,,,,,,,,,,
			TaxesReceivable,"505,000","506,000","2,876,000","2,722,000",,,"2,950,000",,,,"2,465,000",,,,,,,,,
			OtherReceivables,"35,115,000","31,640,000",,,,"10,679,000",,,,"2,955,000",,,,"2,464,000",,,,,,
		PrepaidAssets,"22,496,000","13,746,000","41,843,000","35,265,000","33,390,000","12,411,000","36,308,000","28,247,000","26,246,000","11,874,000","25,932,000","23,289,000","22,691,000","7,159,000","11,743,000","9,784,000","9,094,000","7,967,000","9,094,000","6,983,000"
		RestrictedCash,"6,712,000","6,719,000","6,707,000","6,404,000","6,396,000","6,355,000","6,333,000","6,333,000","6,321,000","6,325,000","6,317,000","6,303,000","6,289,000","6,272,000","121,000","120,000","126,000","78,000","77,000","58,000"
		CurrentDeferredAssets,"27,555,000","25,966,000","20,696,000","18,038,000","16,486,000","15,592,000",,,,"10,905,000",,,,"8,392,000",,,,,,
		OtherCurrentAssets,,"4,060,000",,,,"2,937,000",,,,"2,136,000",,,,"3,835,000",,,,"2,046,000",,"711,000"
	TotalNonCurrentAssets,"493,084,000","494,602,000","470,917,000","474,376,000","475,114,000","405,082,000","406,062,000","402,492,000","400,118,000","405,660,000","362,570,000","365,402,000","368,089,000","333,879,000","307,547,000","303,337,000","304,852,000","307,386,000","308,297,000","312,653,000"
		NetPPE,"41,201,000","40,957,000","42,196,000","43,884,000","45,184,000","46,491,000","47,419,000","48,292,000","50,222,000","52,404,000","51,937,000","52,854,000","53,695,000","19,268,000","10,103,000","3,595,000","3,126,000","3,018,000","2,846,000","1,855,000"
			GrossPPE,"41,201,000","60,394,000","42,196,000","43,884,000","45,184,000","60,426,000","47,419,000","48,292,000","50,222,000","60,919,000","51,937,000","52,854,000","53,695,000","23,481,000",,,,"5,392,000",,"3,146,000"
				Properties,,"0",,,,"0",,,,"0",,,,,,,,,,
				MachineryFurnitureEquipment,,"20,057,000",,,,"17,083,000",,,,"14,671,000",,,,"6,968,000",,,,"4,559,000",,"2,618,000"
				OtherProperties,"41,201,000","25,389,000","42,196,000","43,884,000","45,184,000","28,582,000","47,419,000","48,292,000","50,222,000","32,441,000","51,937,000","52,854,000","53,695,000","1,218,000",,,,"833,000",,"528,000"
				ConstructionInProgress,,,,,,,,,,"0",,,,"15,295,000",,,,,,
				Leases,,"14,948,000",,,,"14,761,000",,,,"13,807,000",,,,,,,,,,
			AccumulatedDepreciation,,"-19,437,000",,,,"-13,935,000",,,,"-8,515,000",,,,"-4,213,000",,,,"-2,374,000",,"-1,291,000"
		GoodwillAndOtherIntangibleAssets,"358,722,000","362,899,000","367,093,000","372,025,000","375,358,000","305,065,000","313,188,000","316,347,000","319,525,000","322,702,000","287,244,000","289,575,000","291,906,000","294,237,000","293,944,000","296,150,000","298,356,000","300,562,000","302,768,000","309,390,000"
			Goodwill,"289,430,000","289,430,000","289,437,000","289,437,000","288,410,000","241,103,000","241,121,000","241,121,000","241,121,000","241,051,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000","219,377,000"
			OtherIntangibleAssets,"69,292,000","73,469,000","77,656,000","82,588,000","86,948,000","63,962,000","72,067,000","75,226,000","78,404,000","81,651,000","67,867,000","70,198,000","72,529,000","74,860,000","74,567,000","76,773,000","78,979,000","81,185,000","83,391,000","90,013,000"
		NonCurrentAccountsReceivable,"18,877,000","16,991,000",,,,"14,225,000",,,,"4,996,000",,,,"84,000",,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,"0",,"319,000"
		NonCurrentDeferredAssets,"72,915,000","72,772,000","51,375,000","43,660,000","41,107,000","38,510,000",,,,"24,247,000",,,,"19,651,000","264,000","264,000","264,000","264,000","428,000","428,000"
			NonCurrentDeferredTaxesAssets,"4,047,000","4,047,000",,,"1,232,000",,,,,,,,,"0","264,000","264,000","264,000","264,000","428,000","428,000"
		NonCurrentPrepaidAssets,,"597,000",,,,"132,000",,,,"350,000",,,,"276,000",,,,"3,432,000",,"661,000"
		OtherNonCurrentAssets,"1,369,000","386,000","10,253,000","14,807,000","13,465,000","659,000","45,455,000","37,853,000","30,371,000","961,000","23,389,000","22,973,000","22,488,000","363,000","3,236,000","3,328,000","3,106,000","110,000","2,255,000",
TotalLiabilitiesNetMinorityInterest,"721,137,000","755,601,000","688,556,000","657,294,000","635,914,000","610,990,000","579,747,000","554,802,000","535,830,000","555,951,000","514,146,000","184,182,000","179,297,000","156,741,000","138,486,000","123,253,000","173,246,000","178,036,000","415,986,000","401,294,000"
	CurrentLiabilities,"664,430,000","701,591,000","635,464,000","606,941,000","586,500,000","557,858,000","509,778,000","167,061,000","150,039,000","172,564,000","134,886,000","121,299,000","117,943,000","124,429,000","120,106,000","99,745,000","91,685,000","100,226,000","79,136,000","64,560,000"
		PayablesAndAccruedExpenses,"64,145,000","70,346,000","68,280,000","52,826,000","43,708,000","47,588,000","54,456,000","38,750,000","29,257,000","32,061,000","31,569,000","25,803,000","25,313,000","25,884,000","23,758,000","18,423,000","15,802,000","23,530,000","15,413,000","12,856,000"
			Payables,"9,568,000","7,510,000","1,376,000","6,687,000","4,384,000","5,731,000","4,257,000","3,275,000","3,628,000","6,756,000","2,632,000","4,035,000","6,658,000","9,577,000","5,135,000","4,317,000","3,790,000","5,292,000","6,078,000","2,220,000"
				AccountsPayable,"8,263,000","6,097,000","1,376,000","6,687,000","4,384,000","4,753,000","4,257,000","3,176,000","2,508,000","3,224,000","2,632,000","3,444,000","3,395,000","4,636,000","3,036,000","2,894,000","1,872,000","2,231,000","2,082,000","787,000"
				TotalTaxPayable,"1,305,000","1,413,000","0","0","0","978,000","0","99,000","1,120,000","3,532,000","0","591,000","3,263,000","4,941,000","2,099,000","1,423,000","1,918,000","3,061,000","3,996,000","1,433,000"
					IncomeTaxPayable,"1,305,000","1,413,000","0","0","0","978,000","0","99,000","1,120,000","1,994,000","0","591,000","3,263,000","2,143,000","2,099,000","1,423,000","1,918,000","1,688,000","3,240,000","818,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,"0"
			CurrentAccruedExpenses,"54,577,000","62,836,000","66,904,000","46,139,000","39,324,000","41,857,000","50,199,000","35,475,000","25,629,000","25,305,000","28,937,000","21,768,000","18,655,000","16,307,000","18,623,000","14,106,000","12,012,000","18,238,000","9,335,000","10,636,000"
				InterestPayable,,,,,,,,,,,,,,,,,,"34,000",,"794,000"
		CurrentProvisions,,,,,,"2,500,000",,,,"2,500,000",,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"385,599,000","389,967,000","384,744,000","384,317,000","383,891,000","331,107,000","322,187,000",,,"3,951,000",,,,,"9,669,000",,,,,
			CurrentDebt,"385,599,000","385,172,000","384,744,000","384,317,000","383,891,000","326,672,000","322,187,000",,,,,,,,"9,669,000",,,,,
				OtherCurrentBorrowings,"385,599,000","385,172,000","384,744,000","384,317,000","383,891,000","326,672,000","322,187,000",,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"4,795,000",,,,"4,435,000",,,,"3,951,000",,,,,,,,,,
		CurrentDeferredLiabilities,"214,686,000","218,937,000","182,440,000","169,798,000","158,901,000","165,995,000","133,135,000","128,311,000","120,782,000","127,132,000","103,317,000","95,496,000","92,630,000","95,919,000","86,679,000","81,322,000","75,883,000","73,671,000","61,128,000","49,850,000"
			CurrentDeferredRevenue,"214,686,000","218,937,000","182,440,000","169,798,000","158,901,000","165,995,000","133,135,000","128,311,000","120,782,000","127,132,000","103,317,000","95,496,000","92,630,000","95,919,000","86,679,000","81,322,000","75,883,000","73,671,000","61,128,000","49,850,000"
		OtherCurrentLiabilities,,"22,341,000",,,,"10,668,000",,,,"6,920,000",,,,"2,626,000",,,,"3,025,000","2,595,000","1,854,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"56,707,000","54,010,000","53,092,000","50,353,000","49,414,000","53,132,000","69,969,000","387,741,000","385,791,000","383,387,000","379,260,000","62,883,000","61,354,000","32,312,000","18,380,000","23,508,000","81,561,000","77,810,000","336,850,000","336,734,000"
		LongTermDebtAndCapitalLeaseObligation,"29,585,000","28,817,000","29,765,000","31,000,000","32,038,000","33,080,000","34,227,000","352,929,000","350,306,000","347,086,000","342,666,000","38,813,000","39,696,000",,,"9,640,000","68,321,000","68,329,000","156,439,000","107,344,000"
			LongTermDebt,,,,,,,,"317,755,000","313,377,000","309,051,000","304,777,000",,,,,"9,640,000","68,321,000","68,329,000","156,439,000","107,344,000"
