name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
			LongTermCapitalLeaseObligation,"29,585,000","28,817,000","29,765,000","31,000,000","32,038,000","33,080,000","34,227,000","35,174,000","36,929,000","38,035,000","37,889,000","38,813,000","39,696,000",,,,,,,
		NonCurrentDeferredLiabilities,"27,122,000","25,193,000","23,327,000","19,353,000","17,376,000","20,052,000","34,742,000","33,812,000","32,985,000","33,801,000","36,594,000","24,070,000","21,658,000","22,524,000","13,976,000","13,817,000","13,175,000","9,454,000","6,982,000","5,349,000"
			NonCurrentDeferredTaxesLiabilities,,"0","22,000","22,000","0","1,329,000","8,787,000","8,787,000","8,787,000","8,900,000","16,073,000","4,142,000","4,142,000","4,142,000",,,,"0","95,000","95,000"
			NonCurrentDeferredRevenue,"27,122,000","25,193,000","23,305,000","19,331,000","17,376,000","18,723,000","25,955,000","25,025,000","24,198,000","24,901,000","20,521,000","19,928,000","17,516,000","18,382,000","13,976,000","13,817,000","13,175,000","9,454,000","6,887,000","5,254,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,"0","173,429,000","223,987,000"
		OtherNonCurrentLiabilities,,,,,,,"1,000,000","1,000,000","2,500,000","2,500,000",,,,"9,788,000","4,404,000","51,000","65,000","27,000",,"54,000"
TotalEquityGrossMinorityInterest,"387,440,000","404,239,000","394,158,000","397,910,000","396,956,000","464,610,000","456,840,000","447,771,000","432,704,000","434,127,000","421,141,000","374,474,000","375,151,000","377,693,000","335,556,000","326,993,000","327,682,000","328,397,000","-26,569,000","-13,884,000"
	StockholdersEquity,"387,440,000","404,239,000","394,158,000","397,910,000","396,956,000","464,610,000","456,840,000","447,771,000","432,704,000","434,127,000","421,141,000","374,474,000","375,151,000","377,693,000","335,556,000","326,993,000","327,682,000","328,397,000","-26,569,000","-13,884,000"
		CapitalStock,"9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","8,000","5,000","5,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,
			CommonStock,"9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","8,000","5,000","5,000"
		AdditionalPaidInCapital,"498,195,000","481,910,000","462,723,000","446,579,000","428,883,000","484,012,000","471,530,000","461,785,000","449,760,000","442,407,000","434,840,000","391,841,000","383,321,000","377,473,000","369,079,000","363,818,000","358,858,000","353,609,000","4,517,000","3,739,000"
		RetainedEarnings,"-110,764,000","-77,680,000","-68,574,000","-48,678,000","-31,936,000","-19,411,000","-14,699,000","-14,023,000","-17,065,000","-8,289,000","-13,708,000","-17,376,000","-8,179,000","211,000","-33,532,000","-36,834,000","-31,185,000","-25,220,000","-30,601,000","-17,628,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,"0","490,000",
TotalCapitalization,"387,440,000","404,239,000","394,158,000","397,910,000","396,956,000","464,610,000","456,840,000","765,526,000","746,081,000","743,178,000","725,918,000","374,474,000","375,151,000","377,693,000","335,556,000","336,633,000","396,003,000","396,726,000","129,870,000","93,460,000"
CommonStockEquity,"387,440,000","404,239,000","394,158,000","397,910,000","396,956,000","464,610,000","456,840,000","447,771,000","432,704,000","434,127,000","421,141,000","374,474,000","375,151,000","377,693,000","335,556,000","326,993,000","327,682,000","328,397,000","-26,569,000","-13,884,000"
CapitalLeaseObligations,"29,585,000","33,612,000","29,765,000","31,000,000","32,038,000","37,515,000","34,227,000","35,174,000","36,929,000","41,986,000","37,889,000","38,813,000","39,696,000",,,,,,,
NetTangibleAssets,"28,718,000","41,340,000","27,065,000","25,885,000","21,598,000","159,545,000","143,652,000","131,424,000","113,179,000","111,425,000","133,897,000","84,899,000","83,245,000","83,456,000","41,612,000","30,843,000","29,326,000","27,835,000","-329,337,000","-323,274,000"
WorkingCapital,"-48,937,000","-36,353,000","-23,667,000","-26,113,000","-28,744,000","112,660,000","120,747,000","433,020,000","418,377,000","411,854,000","437,831,000","71,955,000","68,416,000","76,126,000","46,389,000","47,164,000","104,391,000","98,821,000","1,984,000","10,197,000"
InvestedCapital,"773,039,000","789,411,000","778,902,000","782,227,000","780,847,000","791,282,000","779,027,000","765,526,000","746,081,000","743,178,000","725,918,000","374,474,000","375,151,000","377,693,000","345,225,000","336,633,000","396,003,000","396,726,000","129,870,000","93,460,000"
TangibleBookValue,"28,718,000","41,340,000","27,065,000","25,885,000","21,598,000","159,545,000","143,652,000","131,424,000","113,179,000","111,425,000","133,897,000","84,899,000","83,245,000","83,456,000","41,612,000","30,843,000","29,326,000","27,835,000","-329,337,000","-323,274,000"
TotalDebt,"415,184,000","418,784,000","414,509,000","415,317,000","415,929,000","364,187,000","356,414,000","352,929,000","350,306,000","351,037,000","342,666,000","38,813,000","39,696,000",,"9,669,000","9,640,000","68,321,000","68,329,000","156,439,000","107,344,000"
NetDebt,,,,,,,,,,,,,,,,,,,"136,650,000","89,130,000"
ShareIssued,"94,253,000","93,764,000","93,234,000","92,804,000","92,228,000","91,386,000","90,884,000","90,607,000","90,169,000","89,676,000","89,196,000","89,050,000","88,598,000","87,512,175","87,004,975","86,596,023","85,953,041","84,948,126","89,632,922","89,632,922"
OrdinarySharesNumber,"94,253,000","93,764,000","93,234,000","92,804,000","92,228,000","91,386,000","90,884,000","90,607,000","90,169,000","89,676,000","89,196,000","89,050,000","88,598,000","87,512,175","87,004,975","86,596,023","85,953,041","84,948,126","89,632,922","89,632,922"
