name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"7,149,763,000","6,703,239,000","5,753,498,000","5,523,339,000","5,272,880,000","4,965,612,000","5,231,865,000","5,235,607,000","5,455,681,000","5,057,018,000","5,211,434,000","6,184,905,000","5,094,035,000","5,231,845,000","4,611,924,000","4,031,733,000","7,604,875,000","7,394,893,000","7,164,003,000","6,630,373,000","6,583,564,000","6,265,403,000"
TotalLiabilitiesNetMinorityInterest,"5,500,043,000","5,341,658,000","4,516,321,000","4,296,528,000","4,219,502,000","3,920,206,000","4,190,807,000","4,203,104,000","4,423,375,000","3,933,306,000","4,087,363,000","5,060,870,000","3,963,154,000","4,096,657,000","3,465,221,000","2,979,337,000","6,553,631,000","6,334,799,000","6,101,104,000","5,556,731,000","5,928,892,000","5,760,366,000"
TotalEquityGrossMinorityInterest,"1,649,720,000","1,361,581,000","1,237,177,000","1,226,811,000","1,053,378,000","1,045,406,000","1,041,058,000","1,032,503,000","1,032,306,000","1,123,712,000","1,124,071,000","1,124,035,000","1,130,881,000","1,135,188,000","1,146,703,000","1,052,396,000","1,051,244,000","1,060,094,000","1,062,899,000","1,073,642,000","654,672,000","505,037,000"
	StockholdersEquity,"1,649,535,000","1,361,434,000","1,237,177,000","1,226,811,000","1,053,378,000","1,045,406,000","1,041,058,000","1,032,503,000","1,032,306,000","1,123,712,000","1,124,071,000","1,124,035,000","1,130,881,000","1,135,188,000","1,146,703,000","1,052,396,000","1,051,244,000","1,060,094,000","1,062,899,000","1,066,175,000","647,269,000","497,698,000"
		CapitalStock,"810,000","682,000","3,214,000","2,941,000","3,118,000","2,408,000","2,506,000","2,830,000","2,683,000","2,269,000","2,676,000","2,605,000","2,802,000","3,422,000","982,000","1,816,000","1,480,000","1,486,000","1,486,000","1,486,000","799,000","367,000"
			PreferredStock,"131,000","69,000","2,658,000","2,385,000","2,562,000","1,852,000","1,951,000","2,275,000","2,108,000","1,694,000","2,102,000","2,031,000","2,228,000","2,846,000","402,000","1,286,000","949,000","949,000","949,000","949,000","484,000","125,000"
			CommonStock,"679,000","613,000","556,000","556,000","556,000","556,000","555,000","555,000","575,000","575,000","574,000","574,000","574,000","576,000","580,000","530,000","531,000","537,000","537,000","537,000","315,000","242,000"
		AdditionalPaidInCapital,"1,747,340,000","1,459,959,000","1,341,986,000","1,339,959,000","1,171,689,000","1,169,695,000","1,170,110,000","1,168,720,000","1,167,602,000","1,165,995,000","1,166,016,000","1,164,976,000","1,164,318,000","1,163,845,000","1,154,113,000","1,055,542,000","1,053,869,000","1,052,851,000","1,052,826,000","1,053,045,000","626,647,000","479,417,000"
		RetainedEarnings,"-37,616,000","-38,208,000","-47,024,000","-55,090,000","-60,430,000","-65,698,000","-70,559,000","-78,048,000","-82,777,000","-8,594,000","-8,663,000","-7,588,000","-281,000","-225,000","5,763,000","9,009,000","8,330,000","6,280,000","9,110,000","11,644,000","19,823,000","17,914,000"
		TreasuryStock,"60,999,000","60,999,000","60,999,000","60,999,000","60,999,000","60,999,000","60,999,000","60,999,000","55,202,000","35,958,000","35,958,000","35,958,000","35,958,000","31,854,000","14,155,000","13,971,000","12,435,000","523,000","523,000",,,
	MinorityInterest,"185,000","147,000",,,,,,,,,,,,,,,,,"0","7,467,000","7,403,000","7,339,000"
TotalCapitalization,"7,094,545,000","6,656,403,000","5,713,463,000","5,485,187,000","5,231,884,000","4,924,878,000","5,189,938,000","5,196,544,000","5,410,035,000","5,016,016,000","5,169,079,000","5,021,470,000","3,932,850,000","4,109,736,000","3,483,438,000","2,900,797,000","2,415,327,000","2,106,366,000","1,818,886,000","1,243,373,000","1,234,204,000","936,842,000"
PreferredStockEquity,"131,000","69,000","2,658,000","2,385,000","2,562,000","1,852,000","1,951,000","2,275,000","2,108,000","1,694,000","2,102,000","2,031,000","2,228,000","2,846,000","402,000","1,286,000","949,000","949,000","949,000","949,000","484,000","125,000"
