name,ttm
OperatingCashFlow,"99,066,580"
FinancingCashFlow,"-99,066,580"
EndCashPosition,"0"
	ChangesInCash,"0"
	BeginningCashPosition,"0"
IssuanceOfDebt,"47,887,760"
RepaymentOfDebt,"-48,101,147"
FreeCashFlow,"99,066,580"
