name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,09/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"1,552,988,000","138,107,000","316,810,000","638,284,000","459,787,000","82,024,000","108,602,000","126,327,000","19,143,000","102,503,000","261,000,000","621,180,000","477,210,000","128,193,000","269,503,000","619,820,000","445,420,000","128,964,000","256,756,000","580,418,000","422,372,000","99,528,000","239,314,000","557,599,000","407,066,000","115,419,000","217,457,000","575,261,000","386,065,000","85,155,000","183,681,000","541,843,000","376,551,000","73,718,000","154,188,000","504,520,000","363,701,000","87,521,000","143,919,000","485,143,000","374,912,000","66,358,000","137,561,000","475,605,000","338,673,000","61,335,000","475,587,000","57,263,000","101,848,000","457,035,000","302,078,000","51,900,000","118,051,000","489,340,000","345,683,000","68,224,000","112,134,000","465,185,000","344,801,000","50,660,000","6,170,000","540,717,000","356,080,000","42,698,000","111,823,000","558,969,000","386,492,000","54,380,000","109,059,000","527,409,000","356,411,000","44,813,000","289,619,000","565,483,000","347,215,000","34,352,000","82,771,000","558,099,000","347,812,000","49,251,000","82,553,000","571,784,000","356,458,000","35,169,000","87,570,000","547,439,000","341,079,000","30,893,000","68,100,000","471,700,000","333,500,000","53,600,000","60,700,000","446,400,000","299,700,000","6,800,000","7,200,000","120,000,000","62,500,000","4,300,000","3,600,000","60,400,000","27,000,000","2,400,000"
	OperatingRevenue,"1,552,988,000","138,107,000","316,810,000","638,284,000","459,787,000","82,024,000","108,602,000","126,327,000","19,143,000","102,503,000","261,000,000","621,180,000","477,210,000","128,193,000","269,503,000","619,820,000","445,420,000","128,964,000","256,756,000","580,418,000","422,372,000","99,528,000","239,314,000","557,599,000","407,066,000","115,419,000","217,457,000","575,261,000","386,065,000","85,155,000","183,681,000","541,843,000","376,551,000","73,718,000","154,188,000","504,520,000","363,701,000","87,521,000","143,919,000","485,143,000","374,912,000","66,358,000","137,561,000","475,605,000","338,673,000","61,335,000","475,587,000","57,263,000","101,848,000","457,035,000","302,078,000","51,900,000","118,051,000","489,340,000","345,683,000","68,224,000","112,134,000","465,185,000","344,801,000","50,660,000","6,170,000","540,717,000","356,080,000","42,698,000","111,823,000","558,969,000","386,492,000","54,380,000","109,059,000","527,409,000","356,411,000","44,813,000","289,619,000","565,483,000","347,215,000","34,352,000","82,771,000","558,099,000","347,812,000","49,251,000","82,553,000","571,784,000","356,458,000","35,169,000","87,570,000","547,439,000","341,079,000","30,893,000","68,100,000","471,700,000","333,500,000","53,600,000","60,700,000","446,400,000","299,700,000","6,800,000","7,200,000","120,000,000","62,500,000","4,300,000","3,600,000","60,400,000","27,000,000","2,400,000"
CostOfRevenue,"128,628,000","10,115,000","25,219,000","54,100,000","39,194,000","7,215,000","11,165,000","12,980,000","2,214,000","7,760,000","23,008,000","53,508,000","43,513,000","10,275,000","21,739,000","50,081,000","39,520,000","10,463,000","19,353,000","45,951,000","37,489,000","7,581,000","19,144,000","44,277,000","36,020,000","10,138,000","15,853,000","43,489,000","34,182,000","7,185,000","13,194,000","39,730,000","31,348,000","6,243,000","11,122,000","36,616,000","31,000,000","7,925,000","10,025,000","34,483,000","29,934,000","5,727,000","9,805,000","34,594,000","27,317,000","82,825,000","36,253,000","85,241,000","86,632,000","181,857,000","153,070,000","80,715,000","429,216,000","40,153,000","157,703,000","86,122,000","440,287,000","38,951,000","29,499,000","82,554,000","23,142,000","195,392,000","31,256,000","96,544,000","86,386,000","202,962,000","180,294,000","95,730,000","87,827,000","188,701,000","169,272,000","87,261,000","538,810,000","46,705,000","165,951,000","78,003,000","75,211,000","189,156,000","161,539,000","75,083,000","74,426,000","195,437,000","161,960,000","67,505,000","68,732,000","186,908,000","148,235,000","59,264,000","70,200,000","179,100,000","134,000,000","54,300,000","67,100,000","171,600,000","34,600,000","11,100,000","12,400,000","51,800,000","30,500,000","7,900,000","9,600,000","22,600,000","15,700,000","4,800,000"
GrossProfit,"1,424,360,000","127,992,000","291,591,000","584,184,000","420,593,000","74,809,000","97,437,000","113,347,000","16,929,000","94,743,000","237,992,000","567,672,000","433,697,000","117,918,000","247,764,000","569,739,000","405,900,000","118,501,000","237,403,000","534,467,000","384,883,000","91,947,000","220,170,000","513,322,000","371,046,000","105,281,000","201,604,000","531,772,000","351,883,000","77,970,000","170,487,000","502,113,000","345,203,000","67,475,000","143,066,000","467,904,000","332,701,000","79,596,000","133,894,000","450,660,000","344,978,000","60,631,000","127,756,000","441,011,000","311,356,000","-21,490,000","439,334,000","-27,978,000","15,216,000","275,178,000","149,008,000","-28,815,000","-311,165,000","449,187,000","187,980,000","-17,898,000","-328,153,000","426,234,000","315,302,000","-31,894,000","-16,972,000","345,325,000","324,824,000","-53,846,000","25,437,000","356,007,000","206,198,000","-41,350,000","21,232,000","338,708,000","187,139,000","-42,448,000","-249,191,000","518,778,000","181,264,000","-43,651,000","7,560,000","368,943,000","186,273,000","-25,832,000","8,127,000","376,347,000","194,498,000","-32,336,000","18,838,000","360,531,000","192,844,000","-28,371,000","-2,100,000","292,600,000","199,500,000","-700,000","-6,400,000","274,800,000","265,100,000","-4,300,000","-5,200,000","68,200,000","32,000,000","-3,600,000","-6,000,000","37,800,000","11,300,000","-2,400,000"
OperatingExpense,"988,086,000","176,874,000","230,425,000","320,452,000","260,335,000","155,959,000","169,150,000","183,191,000","127,941,000","171,722,000","197,477,000","274,611,000","266,291,000","182,650,000","104,415,000","282,817,000","259,394,000","170,790,000","195,500,000","206,766,000","210,708,000","166,318,000","192,267,000","312,694,000","226,731,000","156,402,000","187,970,000","240,971,000","213,755,000","164,744,000","202,295,000","297,675,000","212,867,000","143,656,000","144,055,000","217,941,000","213,716,000","159,063,000","157,383,000","222,164,000","239,756,000","166,296,000","160,261,000","220,680,000","237,263,000","87,727,000","232,907,000","70,818,000","64,767,000","87,640,000","116,857,000","73,501,000","-273,272,000","240,350,000","118,718,000","79,212,000","-253,292,000","245,569,000","269,201,000","86,697,000","56,895,000","101,153,000","275,847,000","96,370,000","84,550,000","90,042,000","114,051,000","75,732,000","71,589,000","95,324,000","113,359,000","74,786,000","-228,159,000","250,608,000","126,846,000","71,626,000","64,820,000","91,162,000","116,428,000","76,877,000","79,336,000","104,945,000","128,097,000","84,542,000","75,428,000","98,261,000","111,753,000","81,684,000","79,200,000","81,700,000","99,000,000","77,500,000","65,500,000","81,100,000","198,700,000","14,000,000","13,100,000","18,200,000","18,000,000","8,800,000","4,700,000","8,700,000","8,800,000","3,900,000"
	SellingGeneralAndAdministration,"208,885,000","37,881,000","58,209,000","64,280,000","48,515,000","34,483,000","30,512,000","40,573,000","35,826,000","35,194,000","43,179,000","54,106,000","58,668,000","39,055,000","-44,664,000","64,493,000","67,509,000","39,661,000","61,894,000","11,571,000","38,118,000","46,915,000","62,688,000","134,132,000","58,711,000","36,263,000","62,926,000","61,895,000","55,402,000","54,587,000","89,799,000","126,662,000","60,160,000","34,334,000","36,631,000","52,648,000","60,241,000","39,698,000","-289,619,000","186,852,000","203,841,000","124,801,000","-279,251,000","178,848,000","194,515,000","43,692,000","188,976,000","34,070,000","32,589,000","51,185,000","78,043,000","35,057,000","-311,607,000","194,530,000","84,589,000","40,131,000","-320,453,000","203,996,000","234,304,000","48,479,000","28,688,000","62,130,000","239,019,000","60,077,000","47,882,000","52,557,000","76,154,000","38,264,000","31,456,000","57,840,000","76,536,000","37,804,000","-294,639,000","209,816,000","86,983,000","32,230,000","25,924,000","52,404,000","79,145,000","39,965,000","27,179,000","55,244,000","78,418,000","36,279,000","26,412,000","49,866,000","65,131,000","37,155,000","37,100,000","40,200,000","58,900,000","40,100,000","25,500,000","45,600,000","164,800,000","7,800,000","6,800,000","11,900,000","13,300,000","4,400,000","1,500,000","6,200,000","7,100,000","2,000,000"
		GeneralAndAdministrativeExpense,"208,885,000","37,881,000","58,209,000","64,280,000","48,515,000","34,483,000","30,512,000","40,573,000","35,826,000","35,194,000","43,179,000","54,106,000","58,668,000","39,055,000","-44,664,000","64,493,000","67,509,000","39,661,000","61,894,000","11,571,000","38,118,000","46,915,000","62,688,000","134,132,000","58,711,000","36,263,000","62,926,000","61,895,000","55,402,000","54,587,000","89,799,000","126,662,000","60,160,000","34,334,000","36,631,000","52,648,000","60,241,000","39,698,000","-289,619,000","186,852,000","203,841,000","124,801,000",,"178,848,000","194,515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"-5,702,000","-1,451,000","-2,485,000","-76,000","-1,690,000","-1,643,000","-2,205,000","-995,000","-994,000","-996,000","-12,385,000","2,865,000","-1,055,000","-1,055,000","-1,325,000","-1,290,000","-1,277,000","-1,277,000","16,358,000","-35,740,000","-15,305,000","11,990,000","20,095,000","89,994,000","4,244,000","2,006,000","19,715,000","9,803,000","4,408,000","22,307,000","50,771,000","78,168,000","5,740,000","5,359,000","5,538,000","7,077,000","7,322,000","7,097,000","17,991,000","12,751,000","15,124,000","17,009,000",,"6,652,000","13,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"214,587,000","39,332,000","60,694,000","64,356,000","50,205,000","36,126,000","32,717,000","41,568,000","36,820,000","36,190,000","55,564,000","51,241,000","59,723,000","40,110,000","-43,339,000","65,783,000","68,786,000","40,938,000","22,839,000","47,311,000","53,423,000","34,925,000","42,593,000","44,138,000","54,467,000","34,257,000","43,211,000","52,092,000","50,994,000","32,280,000","39,028,000","48,494,000","54,420,000","28,975,000","31,093,000","45,571,000","52,919,000","32,601,000","-307,610,000","174,101,000","188,717,000","107,792,000",,"172,196,000","181,154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"114,650,000","29,049,000","29,496,000","28,053,000","28,052,000","28,833,000","31,290,000","28,785,000","29,434,000","30,664,000","29,197,000","30,685,000","29,275,000","29,073,000","29,523,000","29,620,000","27,921,000","28,629,000","29,025,000","28,533,000","26,822,000","27,291,000","27,548,000","27,393,000","25,924,000","26,028,000","28,686,000","26,348,000","25,582,000","26,795,000","27,105,000","27,132,000","26,176,000","27,694,000","30,868,000","30,898,000","31,163,000","35,146,000","35,323,000","35,312,000","35,915,000","41,495,000","41,638,000","41,832,000","41,494,000","44,035,000","43,931,000","36,748,000","37,995,000","37,178,000","35,587,000","35,131,000","35,024,000","36,030,000","34,192,000","34,427,000","35,443,000","35,394,000","34,067,000","33,883,000","22,060,000","37,836,000","36,106,000","36,293,000","36,668,000","37,485,000","37,897,000","37,468,000","40,133,000","37,484,000","36,823,000","36,982,000","66,480,000","40,792,000","39,863,000","39,396,000","38,896,000","38,758,000","37,283,000","36,912,000","52,157,000","49,701,000","49,679,000","48,263,000","49,016,000","48,395,000","46,622,000","44,529,000","42,100,000","41,500,000","40,100,000","37,400,000","40,000,000","35,500,000","33,900,000","6,200,000","6,300,000","6,300,000","4,700,000","4,400,000","3,200,000","2,500,000","1,700,000","1,900,000"
