name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,07/31/2010
TotalAssets,"2,157,335,000","2,183,625,000","2,178,347,000","2,321,845,000","2,249,981,000","2,335,731,000","2,338,957,000","2,364,852,000","2,208,868,000","2,221,590,000","2,199,024,000","2,166,963,000","2,058,699,000","2,018,313,000","1,968,793,000","1,978,592,000","1,832,533,000","1,283,694,000","1,150,148,000","1,078,901,000","1,003,214,000","951,914,000","903,394,000","916,178,000","858,421,000","824,277,000","786,932,000","799,947,000","770,900,000","749,020,000","731,782,000","757,227,000","733,708,000","716,291,000","693,048,000","312,270,000","299,165,000","288,688,000","267,741,000","284,247,000","276,071,000","244,852,000","102,795,000","126,540,000","106,884,000","60,055,000"
	CurrentAssets,"1,056,269,000","1,077,577,000","1,080,663,000","1,355,285,000","1,307,946,000","1,368,964,000","1,349,095,000","1,343,218,000","1,224,299,000","1,247,984,000","1,189,725,000","1,334,974,000","1,209,235,000","1,263,798,000","1,251,962,000","1,222,507,000","1,126,627,000","638,938,000","667,634,000","679,240,000","603,171,000","671,299,000","605,493,000","707,672,000","654,365,000","663,822,000","619,082,000","661,644,000","634,332,000","628,517,000","563,328,000","516,430,000","503,194,000","512,279,000","587,131,000","210,093,000","227,566,000","229,862,000","246,359,000","262,465,000","247,825,000","215,232,000","73,279,000","94,842,000","80,512,000","57,263,000"
		CashCashEquivalentsAndShortTermInvestments,"807,947,000","820,131,000","841,782,000","1,119,427,000","1,088,333,000","1,146,232,000","1,150,212,000","1,133,496,000","1,034,201,000","1,055,402,000","1,011,216,000","1,124,237,000","1,005,202,000","1,066,372,000","1,084,587,000","1,067,148,000","994,252,000","505,178,000","561,084,000","573,203,000","477,473,000","582,805,000","530,342,000","628,237,000","578,686,000","590,944,000","536,531,000","571,635,000","549,993,000","545,385,000","500,235,000","444,332,000","430,369,000","444,192,000","528,706,000","156,699,000","154,121,000","165,849,000","185,472,000","205,718,000","201,850,000","169,633,000","31,171,000","59,625,000","40,121,000","37,411,000"
			CashAndCashEquivalents,"326,861,000","257,378,000","239,620,000","384,910,000","284,448,000","331,387,000","293,836,000","366,969,000","293,815,000","218,463,000","179,089,000","254,101,000","368,869,000","360,169,000","391,322,000","437,140,000","476,101,000","205,287,000","255,399,000","263,176,000","180,166,000","225,363,000","131,063,000","223,582,000","204,605,000","216,922,000","192,731,000","212,362,000","156,942,000","125,224,000","121,510,000","148,101,000","159,336,000","217,629,000","437,145,000","79,767,000","90,530,000","101,465,000","185,472,000","205,718,000","201,850,000","169,633,000","31,171,000","59,625,000","40,121,000","37,411,000"
			OtherShortTermInvestments,"481,086,000","562,753,000","602,162,000","734,517,000","803,885,000","814,845,000","856,376,000","766,527,000","740,386,000","836,939,000","832,127,000","870,136,000","636,333,000","706,203,000","693,265,000","630,008,000","518,151,000","299,891,000","305,685,000","310,027,000","297,307,000","357,442,000","399,279,000","404,655,000","374,081,000","374,022,000","343,800,000","359,273,000","393,051,000","420,161,000","378,725,000","296,231,000","271,033,000","226,563,000","91,561,000","76,932,000","63,591,000","64,384,000",,,,,,,,
		Receivables,"190,062,000","196,023,000","167,437,000","183,129,000","170,585,000","174,172,000","153,132,000","163,733,000","148,500,000","151,468,000","139,258,000","175,171,000","168,554,000","167,192,000","139,351,000","124,849,000","101,146,000","100,046,000","78,408,000","79,433,000","94,955,000","64,626,000","55,132,000","62,792,000","61,222,000","59,392,000","54,303,000","62,062,000","59,554,000","61,797,000","40,118,000","49,839,000","58,319,000","56,471,000","47,093,000","40,885,000","48,137,000","41,779,000","38,132,000","32,313,000","35,468,000","34,602,000","30,881,000","23,278,000","30,486,000","16,422,000"
			AccountsReceivable,"85,703,000","111,705,000","80,407,000","104,068,000","71,785,000","92,581,000","78,295,000","114,242,000","79,587,000","101,171,000","79,480,000","138,443,000","108,844,000","119,699,000","84,928,000","124,849,000","101,146,000","100,046,000","78,408,000","79,433,000","94,955,000","64,626,000","55,132,000","62,792,000","61,222,000","59,392,000","54,303,000","62,062,000","59,554,000","61,797,000","40,118,000","49,839,000","58,319,000","56,471,000","47,093,000","40,885,000","48,137,000","41,779,000","38,132,000","32,313,000","35,468,000","34,602,000","30,881,000","23,278,000","30,486,000","16,422,000"
				GrossAccountsReceivable,"86,165,000","112,281,000","81,112,000","105,125,000","72,997,000","93,973,000","79,528,000","115,518,000","80,733,000","103,012,000","80,799,000","139,884,000","110,111,000","120,874,000","86,228,000","125,911,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-462,000","-576,000","-705,000","-1,057,000","-1,212,000","-1,392,000","-1,233,000","-1,276,000","-1,146,000","-1,841,000","-1,319,000","-1,441,000","-1,267,000","-1,175,000","-1,300,000","-1,062,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"104,359,000","84,318,000","87,030,000","79,061,000","98,800,000","81,591,000","74,837,000","49,491,000","68,913,000","50,297,000","59,778,000","36,728,000","59,710,000","47,493,000","54,423,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
