name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"2,327,000,000","863,000,000","844,000,000","320,000,000","300,000,000","727,000,000","685,525,000","241,452,000","368,054,000","491,568,000","421,211,000","210,178,000","243,735,000","360,848,000","289,612,000","145,501,000","125,896,000","250,080,000","184,786,000","141,890,000","128,725,000","187,424,000","132,687,000","96,718,000","-148,171,000","78,687,000","105,072,000","63,065,000","79,588,000","67,366,000","47,624,000","25,000,000","42,059,000","24,217,000","36,267,000","20,720,000","9,736,000","15,023,000","16,671,000","9,077,000","6,939,000","16,079,000"
	CashFlowFromContinuingOperatingActivities,"2,327,000,000","863,000,000","844,000,000","320,000,000","300,000,000","727,000,000","685,525,000","241,452,000","368,054,000","491,568,000","421,211,000","210,178,000","243,735,000","360,848,000","289,612,000","145,501,000","125,896,000","250,080,000","184,786,000","141,890,000","128,725,000","187,424,000","132,687,000","96,718,000","-148,171,000","78,687,000","105,072,000","63,065,000","79,588,000","67,366,000","47,624,000","25,000,000","42,059,000","24,217,000","36,267,000","20,720,000","9,736,000","15,023,000","16,671,000","9,077,000","6,939,000","16,079,000"
		NetIncomeFromContinuingOperations,"223,000,000","75,000,000","26,000,000","63,000,000","59,000,000","82,000,000","16,648,000","12,858,000","40,766,000","48,231,000","598,724,000","40,598,000","-11,079,000","-1,545,000","7,015,000","8,405,000","-52,746,000","10,622,000","-27,807,000","-24,188,000","-56,473,000","-40,662,000","-32,589,000","-36,258,000","-49,625,000","-333,332,000","-37,378,000","-41,030,000","-61,925,000","-58,093,000","-44,663,000","-41,050,000","-50,363,000","-43,311,000","-24,232,000","-14,713,000","-21,405,000","-13,358,000","-9,931,000",,,"-5,640,000"
		OperatingGainsLosses,,,"0",,,,"4,954,000","40,750,000",,,,,,,"0","0","-802,000",,,,,,,,,,,,,,,,,,,"28,000","28,000","298,000","-455,000","2,922,000","0","-1,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,000","28,000","298,000","2,467,000","0","0","-1,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","0","-802,000",,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"467,000,000","101,000,000","126,000,000","125,000,000","115,000,000","106,000,000","93,033,000","84,720,000","82,390,000","76,238,000","72,331,000","64,006,000","60,328,000","55,449,000","43,112,000","37,874,000","35,207,000","33,411,000","32,067,000","29,401,000","27,181,000","25,226,000","23,366,000","22,264,000","20,000,000","17,452,000","16,399,000","15,100,000","15,033,000","13,824,000","13,325,000","12,104,000","8,692,000","7,938,000","7,836,000","6,613,000","5,339,000","4,364,000","4,664,000","3,969,000","2,826,000","2,047,000"
			DepreciationAndAmortization,"467,000,000","101,000,000","126,000,000","125,000,000","115,000,000","106,000,000","93,033,000","84,720,000","82,390,000","76,238,000","72,331,000","64,006,000","60,328,000","55,449,000","43,112,000","37,874,000","35,207,000","33,411,000","32,067,000","29,401,000","27,181,000","25,226,000","23,366,000","22,264,000","20,000,000","17,452,000","16,399,000","15,100,000","15,033,000","13,824,000","13,325,000","12,104,000","8,692,000","7,938,000","7,836,000","6,613,000","5,339,000","4,364,000","4,664,000","3,969,000","2,826,000","2,047,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,969,000","2,826,000","2,047,000"
		DeferredTax,"-37,000,000","-2,000,000","-13,000,000","-5,000,000","-17,000,000","1,000,000","-18,041,000","-3,263,000","-1,650,000","-1,527,000","-572,923,000","231,000","-1,593,000","-1,480,000","-1,883,000","-1,371,000","-6,578,000","-24,348,000","-3,023,000","-1,304,000","-1,460,000","-3,291,000","1,671,000","1,331,000","-6,426,000",,"-2,764,000","-584,000","-597,000","0","-2,045,000","-573,000","323,000","-940,000","-72,000","754,000","-720,000","-1,851,000","-1,907,000","-102,000","529,000","-960,000"
			DeferredIncomeTax,"-37,000,000","-2,000,000","-13,000,000","-5,000,000","-17,000,000","1,000,000","-18,041,000","-3,263,000","-1,650,000","-1,527,000","-572,923,000","231,000","-1,593,000","-1,480,000","-1,883,000","-1,371,000","-6,578,000","-24,348,000","-3,023,000","-1,304,000","-1,460,000","-3,291,000","1,671,000","1,331,000","-6,426,000",,"-2,764,000","-584,000","-597,000","0","-2,045,000","-573,000","323,000","-940,000","-72,000","754,000","-720,000","-1,851,000","-1,907,000","-102,000","529,000","-960,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"584,000","802,000","761,000","945,000","980,000","946,000","1,309,000","1,490,000","1,684,000","1,768,000","1,782,000","1,830,000","2,040,000","2,185,000","2,045,000","1,814,000","1,317,000","1,208,000","1,138,000","1,095,000","-8,521,000","4,416,000","3,099,000","2,343,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"295,000","304,000","283,000","236,000",,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,"-2,007,000",,"0",,,,,,,"-18,455,000",,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"1,200,000,000","325,000,000","303,000,000","291,000,000","281,000,000","256,000,000","245,399,000","219,929,000","216,840,000","188,285,000","170,051,000","162,934,000","171,760,000","157,450,000","142,644,000","144,408,000","135,560,000","121,341,000","105,627,000","100,442,000","98,066,000","89,943,000","83,120,000","81,087,000","78,065,000","75,308,000","68,182,000","65,111,000","66,346,000","58,074,000","45,996,000","41,490,000","37,604,000","29,229,000","20,856,000","17,851,000","14,828,000","12,046,000","9,349,000","8,213,000","6,457,000","3,918,000"
		OtherNonCashItems,"353,000,000","98,000,000","101,000,000","85,000,000","69,000,000","76,000,000","46,349,000","-6,291,000","57,560,000","60,040,000","49,963,000","49,768,000","44,196,000","48,449,000","2,888,000","46,429,000","-25,416,000","33,018,000","51,889,000","45,888,000","34,242,000","32,640,000","31,902,000","27,785,000","28,034,000","25,812,000","24,629,000","23,460,000","21,094,000","21,232,000","19,827,000","19,705,000","17,591,000","18,737,000","13,595,000","7,828,000","6,631,000","5,366,000","4,446,000",,,
		ChangeInWorkingCapital,"118,000,000","266,000,000","301,000,000","-242,000,000","-207,000,000","206,000,000","297,183,000","-110,102,000","-25,908,000","120,301,000","103,065,000","-107,359,000","-19,877,000","102,525,000","95,836,000","-90,244,000","40,671,000","94,491,000","25,449,000","-9,151,000","26,408,000","82,623,000","24,237,000","-437,000","-219,528,000","291,957,000","34,320,000","-760,000","37,855,000","30,499,000","13,144,000","-8,861,000","26,167,000","10,750,000","18,203,000","856,000","3,593,000","6,780,000","9,526,000","2,564,000","2,752,000","14,372,000"
			ChangeInReceivables,"-193,000,000","562,000,000","-620,000,000","-5,000,000","-130,000,000","354,000,000","-361,706,000","10,260,000","-8,774,000","208,789,000","-288,166,000","-43,023,000","-79,751,000","151,105,000","-153,602,000","-58,486,000","-3,562,000","69,502,000","-140,773,000","-8,698,000","4,018,000","47,021,000","-109,345,000","-22,728,000","-8,844,000","15,811,000","-45,552,000","-16,642,000","903,000","10,436,000","-49,850,000","-4,837,000","-2,071,000","-27,000","-22,518,000","8,903,000","-12,953,000","-2,938,000","-22,276,000","-8,342,000","-4,781,000","2,058,000"
