name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,04/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,04/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,04/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,04/30/2018,03/31/2018,12/31/2017,09/30/2017,07/31/2017,06/30/2017,04/30/2017,03/31/2017,12/31/2016,09/30/2016,07/31/2016,06/30/2016,04/30/2016,03/31/2016,12/31/2015,09/30/2015,07/31/2015,06/30/2015,04/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,04/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,08/31/1999
TotalRevenue,"9,036,898,000","2,763,658,000","2,093,427,000","2,073,253,000","2,106,560,000","2,657,799,000","2,657,799,000","2,247,112,000","2,060,816,000","2,184,101,000","2,856,456,000","2,856,456,000","1,997,953,000","1,999,808,000","1,995,929,000","2,542,375,000","2,542,375,000","1,896,796,000","1,886,730,000","1,895,953,000","2,385,073,000",,"1,924,225,000","1,906,644,000","1,894,709,000","1,856,199,000","2,402,504,000",,"1,828,184,000","1,800,085,000","1,827,562,000",,"2,278,770,000",,"1,768,025,000","1,775,401,000","1,795,864,000",,"2,312,683,000",,"1,962,589,000","1,809,571,000","1,810,175,000","2,333,727,000",,"1,335,354,000","649,471,000","612,405,000","592,809,000","789,880,000","621,559,000","603,912,000","614,773,000","797,242,000","619,647,000","602,564,000","571,471,000","782,300,000","602,056,000","577,237,000","558,777,000","786,930,000","610,222,000","596,027,000","581,254,000","781,949,000","626,830,000","586,705,000","473,553,000","826,096,000","627,060,000","556,671,000","559,481,000","723,547,000","559,384,000","528,016,000","452,791,000","642,274,000","485,541,000","459,320,000","457,644,000","624,517,000","486,701,000","474,325,000","456,918,000","644,119,000","491,371,000","502,039,000","-407,394,000","995,353,000","796,736,000","765,621,000","764,763,000","1,062,758,000","841,124,000","832,508,000","855,383,000","1,140,070,000","784,910,000","725,560,000","691,970,630","954,885,472","719,056,000"
	OperatingRevenue,"9,036,898,000","2,763,658,000","2,093,427,000","2,073,253,000","2,106,560,000","2,657,799,000","2,657,799,000","2,247,112,000","2,060,816,000","2,184,101,000","2,856,456,000","2,856,456,000","1,997,953,000","1,999,808,000","1,995,929,000","2,542,375,000","2,542,375,000","1,896,796,000","1,886,730,000","1,895,953,000","2,385,073,000",,"1,924,225,000","1,906,644,000","1,894,709,000","1,856,199,000","2,402,504,000",,"1,828,184,000","1,800,085,000","1,827,562,000",,"2,278,770,000",,"1,768,025,000","1,775,401,000","1,795,864,000",,"2,312,683,000",,"1,962,589,000","1,809,571,000","1,810,175,000","2,333,727,000",,"1,335,354,000","649,471,000","612,405,000","592,809,000","789,880,000","621,559,000","603,912,000","614,773,000","797,242,000","619,647,000","602,564,000","571,471,000","782,300,000","602,056,000","577,237,000","558,777,000","786,930,000","610,222,000","596,027,000","581,254,000","781,949,000","626,830,000","586,705,000","473,553,000","826,096,000","627,060,000","556,671,000","559,481,000","723,547,000","559,384,000","528,016,000","452,791,000","642,274,000","485,541,000","459,320,000","457,644,000","624,517,000","486,701,000","474,325,000","456,918,000","644,119,000","491,371,000","502,039,000","-407,394,000","995,353,000","796,736,000","765,621,000","764,763,000","1,062,758,000","841,124,000","832,508,000","855,383,000","1,140,070,000","784,910,000","725,560,000","691,970,630","954,885,472","719,056,000"
CostOfRevenue,"7,600,466,000","2,313,075,000","1,770,689,000","1,743,769,000","1,772,933,000","2,239,769,000","2,239,769,000","1,908,910,000","1,735,994,000","1,845,727,000","2,432,889,000","2,432,889,000","1,711,220,000","1,709,447,000","1,706,922,000","2,164,646,000","2,164,646,000","1,651,406,000","1,630,588,000","1,630,293,000","2,041,859,000",,"1,669,410,000","1,644,952,000","1,623,683,000","1,585,173,000","2,045,128,000",,"1,568,926,000","1,544,790,000","1,564,863,000",,"1,944,528,000",,"1,509,680,000","1,516,352,000","1,533,822,000",,"1,976,437,000",,"1,680,376,000","1,548,162,000","1,544,784,000","1,987,177,000",,"1,110,046,000","513,175,000","487,129,000","460,166,000","628,925,000","491,333,000","482,192,000","479,687,000","634,292,000","486,910,000","477,227,000","441,650,000","617,493,000","466,858,000","450,548,000","432,645,000","621,439,000","474,209,000","465,013,000","445,629,000","624,509,000","499,312,000","471,175,000","376,509,000","663,663,000","497,888,000","448,964,000","445,013,000","586,320,000","447,409,000","424,516,000","365,704,000","526,530,000","391,995,000","373,513,000","369,316,000","507,165,000","391,610,000","388,425,000","373,456,000","527,916,000","397,991,000","414,712,000","-371,929,000","842,032,000","667,035,000","637,212,000","639,844,000","885,892,000","690,562,000","688,568,000","711,771,000","947,304,000","651,409,000","623,459,000","562,169,133","828,684,494","619,849,000"
GrossProfit,"1,436,432,000","450,583,000","322,738,000","329,484,000","333,627,000","418,030,000","418,030,000","338,202,000","324,822,000","338,374,000","423,567,000","423,567,000","286,733,000","290,361,000","289,007,000","377,729,000","377,729,000","245,390,000","256,142,000","265,660,000","343,214,000",,"254,815,000","261,692,000","271,026,000","271,026,000","357,376,000",,"259,258,000","255,295,000","262,699,000",,"334,242,000",,"258,345,000","259,049,000","262,042,000",,"336,246,000",,"282,213,000","261,409,000","265,391,000","346,550,000",,"225,308,000","136,296,000","125,276,000","132,643,000","160,955,000","130,226,000","121,720,000","135,086,000","162,950,000","132,737,000","125,337,000","129,821,000","164,807,000","135,198,000","126,689,000","126,132,000","165,491,000","136,013,000","131,014,000","135,625,000","157,440,000","127,518,000","115,530,000","97,044,000","162,433,000","129,172,000","107,707,000","114,468,000","137,227,000","111,975,000","103,500,000","87,087,000","115,744,000","93,546,000","85,807,000","88,328,000","117,352,000","95,091,000","85,900,000","83,462,000","116,203,000","93,380,000","87,327,000","-35,465,000","153,321,000","129,701,000","128,409,000","124,919,000","176,866,000","150,562,000","143,940,000","143,612,000","192,766,000","133,501,000","102,101,000","129,801,497","126,200,978","99,207,000"
OperatingExpense,"1,322,330,000","422,182,000","289,053,000","306,847,000","304,248,000","387,937,000","387,937,000","316,674,000","289,039,000","300,727,000","391,300,000","391,300,000","272,241,000","273,286,000","266,474,000","360,400,000","360,400,000","223,567,000","228,583,000","236,202,000","309,058,000",,"232,006,000","228,489,000","231,476,000","231,532,000","322,694,000",,"223,514,000","220,339,000","223,418,000",,"296,381,000",,"223,120,000","224,648,000","225,433,000",,"302,371,000",,"250,426,000","227,690,000","229,083,000","314,677,000",,"206,339,000","118,232,000","114,353,000","112,985,000","149,109,000","111,278,000","110,007,000","115,458,000","149,960,000","112,891,000","111,341,000","113,688,000","150,643,000","113,109,000","110,760,000","111,122,000","151,813,000","114,974,000","115,923,000","118,326,000","139,552,000","104,971,000","100,520,000","84,085,000","146,804,000","109,089,000","94,862,000","100,481,000","124,074,000","94,252,000","92,180,000","76,661,000","107,379,000","81,303,000","79,809,000","80,394,000","105,912,000","81,845,000","81,023,000","83,379,000","110,104,000","86,108,000","87,675,000","-103,225,000","249,090,000","127,569,000","135,822,000","125,791,000","169,924,000","133,038,000","128,827,000","131,780,000","171,609,000","115,038,000","91,090,000","128,697,612","102,503,773","86,268,000"
	SellingGeneralAndAdministration,"1,322,330,000","422,182,000","289,053,000","306,847,000","304,248,000","387,937,000","387,937,000","316,674,000","289,039,000","300,727,000","391,300,000","391,300,000","272,241,000","273,286,000","266,474,000","360,400,000","360,400,000","223,567,000","228,583,000","236,202,000","309,058,000",,"232,006,000","228,489,000","231,476,000","231,532,000","322,694,000",,"223,514,000","220,339,000","223,418,000",,"296,381,000",,"223,120,000","224,648,000","225,433,000",,"302,371,000",,"250,426,000","227,690,000","229,083,000","314,677,000",,"188,321,000","118,232,000","114,353,000","112,985,000","149,109,000","110,922,000","110,007,000","115,458,000","149,960,000","112,891,000","111,341,000","113,688,000","150,643,000","104,921,000","110,760,000",,"140,554,000","106,850,000","115,322,000","118,326,000","139,552,000","104,971,000","100,520,000","84,085,000","146,804,000","109,089,000","94,862,000","100,481,000","124,074,000","94,252,000","92,180,000","76,661,000","106,592,000","81,303,000","79,809,000","80,394,000","105,912,000","81,845,000","81,023,000","83,379,000","110,104,000","86,108,000","87,675,000","-5,030,000","163,895,000","127,569,000","122,822,000","125,791,000","169,924,000","133,038,000","128,827,000","121,034,000","171,609,000","106,482,000","83,752,000","87,138,218","113,583,375","86,268,000"
		GeneralAndAdministrativeExpense,,,"289,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"-21,371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,"310,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,073,000","19,951,000",,"27,553,000",,"18,018,000",,"9,491,000","9,582,000","12,024,000","8,805,000",,,,,,,"11,044,000","8,071,000",,,"10,528,000","8,138,000","8,012,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,746,000",,"8,556,000","7,338,000",,,
