name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"504,000,000","151,000,000","95,000,000","33,000,000","225,000,000","110,000,000","56,000,000","71,000,000","130,000,000","10,000,000","54,000,000","-10,000,000","55,000,000","49,000,000","107,000,000","-33,000,000","106,000,000","184,000,000","23,000,000","-8,000,000","61,000,000","248,000,000","51,000,000","45,000,000","99,000,000","251,000,000","31,000,000","68,000,000","80,000,000","222,000,000","97,000,000","102,000,000","138,000,000","343,000,000","63,000,000","64,000,000","140,000,000","243,000,000","124,000,000","107,000,000","152,000,000","192,000,000","126,000,000","102,000,000","179,000,000","106,000,000","148,000,000","65,000,000","62,000,000","138,000,000","91,000,000","96,000,000","103,000,000","165,000,000","118,000,000","94,000,000","85,000,000","143,000,000","98,000,000","94,000,000","93,000,000","102,000,000","53,000,000"
	CashFlowFromContinuingOperatingActivities,"504,000,000","151,000,000","95,000,000","33,000,000","225,000,000","110,000,000","56,000,000","71,000,000","130,000,000","10,000,000","54,000,000","-10,000,000","55,000,000","49,000,000","107,000,000","-33,000,000","106,000,000","184,000,000","23,000,000","-8,000,000","61,000,000","248,000,000","51,000,000","45,000,000","99,000,000","251,000,000","31,000,000","68,000,000","80,000,000","222,000,000","97,000,000","102,000,000","138,000,000","343,000,000","63,000,000","64,000,000","140,000,000","243,000,000","124,000,000","107,000,000","152,000,000","192,000,000","126,000,000","102,000,000","179,000,000","106,000,000","148,000,000","65,000,000","62,000,000","138,000,000","91,000,000","96,000,000","103,000,000","165,000,000","118,000,000","94,000,000","85,000,000","143,000,000","98,000,000","94,000,000","93,000,000","102,000,000","53,000,000"
		NetIncomeFromContinuingOperations,"130,000,000","36,000,000","33,000,000","17,000,000","44,000,000","53,000,000","5,000,000","-1,000,000","-43,000,000","168,000,000","-19,000,000","10,000,000","-1,000,000","-10,000,000","15,000,000","18,000,000","4,000,000","-7,000,000","-74,000,000","13,000,000","-4,000,000","-2,000,000","58,000,000","49,000,000","64,000,000","-46,000,000","-49,000,000","78,000,000","-265,000,000","22,000,000","118,000,000","94,000,000","96,000,000","59,000,000","112,000,000","98,000,000","108,000,000","59,000,000","112,000,000",,,,"98,000,000",,,"65,000,000",,,,,,,,,"79,000,000","60,000,000","69,000,000","42,000,000","85,000,000","23,000,000","49,000,000","43,000,000","62,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000",,,,"-7,000,000","-35,000,000","-15,000,000",,"0","0","1,000,000","8,000,000","25,000,000",,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000",,,,"-7,000,000","-35,000,000","-15,000,000",,"0","0","1,000,000","8,000,000","25,000,000",,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"150,000,000","40,000,000","36,000,000","37,000,000","37,000,000","39,000,000","46,000,000","41,000,000","43,000,000","42,000,000","37,000,000","36,000,000","40,000,000","37,000,000","35,000,000","31,000,000","30,000,000","34,000,000","35,000,000","33,000,000","34,000,000","36,000,000","31,000,000","32,000,000","31,000,000","34,000,000","41,000,000","45,000,000","42,000,000","42,000,000","41,000,000","44,000,000","43,000,000","41,000,000","38,000,000","39,000,000","36,000,000","34,000,000","33,000,000","32,000,000","31,000,000","30,000,000","28,000,000","37,000,000","19,000,000","18,000,000","17,000,000","15,000,000","14,000,000","14,000,000","17,000,000","19,000,000","13,000,000","14,000,000","13,000,000","14,000,000","16,000,000","17,000,000","17,000,000","18,000,000","17,000,000","16,000,000","14,000,000"
			DepreciationAndAmortization,"150,000,000","40,000,000","36,000,000","37,000,000","37,000,000","39,000,000","46,000,000","41,000,000","43,000,000","42,000,000","37,000,000","36,000,000","40,000,000","37,000,000","35,000,000","31,000,000","30,000,000","34,000,000","35,000,000","33,000,000","34,000,000","36,000,000","31,000,000","32,000,000","31,000,000","34,000,000","41,000,000","45,000,000","42,000,000","42,000,000","41,000,000","44,000,000","43,000,000","41,000,000","38,000,000","39,000,000","36,000,000","34,000,000","33,000,000","32,000,000","31,000,000","30,000,000","28,000,000","37,000,000","19,000,000","18,000,000","17,000,000","15,000,000","14,000,000","14,000,000","17,000,000","19,000,000","13,000,000","14,000,000","13,000,000","14,000,000","16,000,000","17,000,000","17,000,000","18,000,000","17,000,000","16,000,000","14,000,000"
		DeferredTax,"12,000,000","8,000,000","4,000,000","1,000,000","-1,000,000","10,000,000","34,000,000","-3,000,000","0","-149,000,000","-4,000,000","1,000,000","-2,000,000","2,000,000","-7,000,000","-5,000,000","-1,000,000","-5,000,000","-12,000,000","-2,000,000","-12,000,000","-8,000,000","6,000,000","6,000,000","-5,000,000","-10,000,000","-29,000,000","8,000,000","-12,000,000","-6,000,000","15,000,000","-5,000,000","-7,000,000","-5,000,000","11,000,000","1,000,000","0","6,000,000","49,000,000","6,000,000","9,000,000","13,000,000","40,000,000","20,000,000","5,000,000","6,000,000","25,000,000","5,000,000","2,000,000","9,000,000","18,000,000","7,000,000","8,000,000","8,000,000","9,000,000","13,000,000","10,000,000","6,000,000","13,000,000","38,000,000","19,000,000","10,000,000","-7,000,000"
			DeferredIncomeTax,"12,000,000","8,000,000","4,000,000","1,000,000","-1,000,000","10,000,000","34,000,000","-3,000,000","0","-149,000,000","-4,000,000","1,000,000","-2,000,000","2,000,000","-7,000,000","-5,000,000","-1,000,000","-5,000,000","-12,000,000","-2,000,000","-12,000,000","-8,000,000","6,000,000","6,000,000","-5,000,000","-10,000,000","-29,000,000","8,000,000","-12,000,000","-6,000,000","15,000,000","-5,000,000","-7,000,000","-5,000,000","11,000,000","1,000,000","0","6,000,000","49,000,000","6,000,000","9,000,000","13,000,000","40,000,000","20,000,000","5,000,000","6,000,000","25,000,000","5,000,000","2,000,000","9,000,000","18,000,000","7,000,000","8,000,000","8,000,000","9,000,000","13,000,000","10,000,000","6,000,000","13,000,000","38,000,000","19,000,000","10,000,000","-7,000,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","80,000,000","138,000,000","0","340,000,000",,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,
