name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"1,018,558,000","275,517,000","271,630,000","248,480,000","222,931,000","222,005,000","219,567,000","202,997,000","184,290,000","194,690,000","202,922,000","186,588,000"
	OperatingRevenue,"1,018,558,000","275,517,000","271,630,000","248,480,000","222,931,000","222,005,000","219,567,000","202,997,000","184,290,000","194,690,000","202,922,000","186,588,000"
CostOfRevenue,"223,035,000","55,785,000","59,567,000","54,232,000","53,451,000","49,289,000","50,563,000","42,628,000","36,705,000","37,259,000","39,901,000","35,051,000"
GrossProfit,"795,523,000","219,732,000","212,063,000","194,248,000","169,480,000","172,716,000","169,004,000","160,369,000","147,585,000","157,431,000","163,021,000","151,537,000"
OperatingExpense,"699,989,000","163,140,000","164,896,000","234,696,000","137,257,000","117,069,000","114,729,000","128,916,000","102,994,000","111,470,000","120,316,000","110,135,000"
	SellingGeneralAndAdministration,"433,535,000","91,961,000","92,996,000","168,686,000","79,892,000","65,828,000","64,416,000","74,830,000","55,097,000","62,899,000","69,570,000","61,829,000"
		GeneralAndAdministrativeExpense,"257,790,000","46,016,000","45,602,000","124,294,000","41,878,000","33,388,000","28,176,000","33,006,000","25,465,000","26,804,000","26,165,000","25,108,000"
			SalariesAndWages,"89,741,000","-5,138,000","5,719,000","88,965,000",,,,,,,,
			OtherGandA,"168,049,000","51,154,000","39,883,000","35,329,000","41,878,000","33,388,000","28,176,000","33,006,000","25,465,000","26,804,000","26,165,000","25,108,000"
		SellingAndMarketingExpense,"175,745,000","45,945,000","47,394,000","44,392,000","38,014,000","32,440,000","36,240,000","41,824,000","29,632,000","36,095,000","43,405,000","36,721,000"
	ResearchAndDevelopment,"234,385,000","61,273,000","63,002,000","57,334,000","52,776,000","47,803,000","45,945,000","50,217,000","44,218,000","45,135,000","46,935,000","44,756,000"
	DepreciationAmortizationDepletionIncomeStatement,"32,069,000","9,906,000","8,898,000","8,676,000","4,589,000","3,438,000","4,368,000","3,869,000","3,679,000","3,436,000","3,811,000","3,550,000"
		DepreciationAndAmortizationInIncomeStatement,"32,069,000","9,906,000","8,898,000","8,676,000","4,589,000","3,438,000","4,368,000","3,869,000","3,679,000","3,436,000","3,811,000","3,550,000"
			Amortization,"32,069,000","9,906,000","8,898,000","8,676,000","4,589,000","3,438,000","4,368,000","3,869,000","3,679,000","3,436,000","3,811,000","3,550,000"
				AmortizationOfIntangiblesIncomeStatement,"32,069,000","9,906,000","8,898,000","8,676,000","4,589,000","3,438,000","4,368,000","3,869,000","3,679,000","3,436,000","3,811,000","3,550,000"
OperatingIncome,"95,534,000","56,592,000","47,167,000","-40,448,000","32,223,000","55,647,000","54,275,000","31,453,000","44,591,000","45,961,000","42,705,000","41,402,000"
NetNonOperatingInterestIncomeExpense,"-17,214,000","-7,042,000","-3,883,000","-3,836,000","-2,453,000","-2,319,000","-3,026,000","-28,064,000","-1,128,000","-1,388,000","-1,696,000","-2,029,000"
	InterestIncomeNonOperating,"306,000","82,000","70,000","25,000",,"82,000","66,000","41,000","28,000","302,000","558,000","427,000"
	InterestExpenseNonOperating,"17,520,000","7,124,000","3,953,000","3,861,000","2,453,000","2,401,000","3,092,000","1,975,000","1,128,000","1,690,000","2,254,000","2,456,000"
	TotalOtherFinanceCost,,,,,,,"0","26,130,000",,,,
OtherIncomeExpense,"7,390,000","10,641,000","1,483,000","-957,000","-3,777,000","14,482,000","18,190,000","13,741,000","405,000","-7,390,000","8,496,000","-12,306,000"
	GainOnSaleOfSecurity,"-3,036,000","-3,071,000","1,075,000","-2,446,000",,"792,000","14,352,000","12,830,000","4,518,000","-8,781,000","8,462,000","-12,465,000"
	SpecialIncomeCharges,,,,,,,"0","-26,130,000",,,,"0"
		OtherSpecialCharges,,,,,,,"0","26,130,000",,,,
	OtherNonOperatingIncomeExpenses,"10,426,000","13,712,000","408,000","1,489,000","-3,777,000","13,690,000","3,838,000","911,000","405,000","1,391,000",,"159,000"
PretaxIncome,"85,710,000","60,191,000","44,767,000","-45,241,000","25,993,000","67,810,000","69,439,000","17,130,000","43,868,000","37,183,000","49,505,000","27,067,000"
TaxProvision,"-10,575,000","3,231,000","2,717,000","4,223,000","-20,746,000","10,358,000","16,480,000","10,705,000","4,264,000","7,176,000","11,979,000","6,640,000"
EarningsFromEquityInterestNetOfTax,"-3,711,000","-572,000","-646,000","-664,000","-1,829,000","-446,000","-1,027,000","-581,000","-528,000","-338,000","-1,275,000","0"
NetIncomeCommonStockholders,"92,556,000","56,379,000","41,401,000","-50,131,000","44,907,000","57,006,000","51,702,000","5,840,000","39,076,000","29,669,000","36,253,000","20,417,000"
	NetIncome,"92,574,000","56,388,000","41,404,000","-50,128,000","44,910,000","57,006,000","51,932,000","5,844,000","39,076,000","29,669,000","36,251,000","20,427,000"
		NetIncomeIncludingNoncontrollingInterests,"92,574,000","56,388,000","41,404,000","-50,128,000","44,910,000","57,006,000","51,932,000","5,844,000","39,076,000","29,669,000","36,251,000","20,427,000"
			NetIncomeContinuousOperations,"92,574,000","56,388,000","41,404,000","-50,128,000","44,910,000","57,006,000","51,932,000","5,844,000","39,076,000","29,669,000","36,251,000","20,427,000"
	OtherunderPreferredStockDividend,"18,000","9,000","3,000","3,000","3,000","0","230,000","4,000","0","0","-2,000","10,000"
DilutedNIAvailtoComStockholders,"92,556,000","56,379,000","41,401,000","-50,131,000","44,907,000","57,006,000","51,702,000","5,840,000","39,076,000","29,669,000","36,253,000","20,417,000"
BasicEPS,,"0.18","0.13","-0.16","0.15","0.19","0.17","0.02","0.15","0.114",,"0.078"
DilutedEPS,,"0.18","0.12","-0.16","0.14","0.18","0.17","0.02","0.15","0.114",,"0.078"
BasicAverageShares,,"307,969,672","307,447,788","308,195,379","304,066,038","302,583,452","297,192,775","289,318,391","261,234,727","261,234,727",,"261,234,727"
DilutedAverageShares,,"331,330,256","314,782,892","308,195,379","324,478,086","321,736,649","309,096,405","299,634,961","261,234,727","261,234,727",,"261,234,727"
TotalOperatingIncomeAsReported,"95,534,000","56,592,000","47,167,000","-40,448,000","32,223,000","55,647,000","54,275,000","5,323,000","44,591,000","45,961,000","42,705,000","41,402,000"
