name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"883,251,000","890,733,000","1,293,090,000","2,115,232,000","2,082,309,000","2,031,707,000","2,001,299,000","1,880,580,000","1,850,777,000","1,860,691,000","1,850,866,000","1,822,040,000","1,799,712,000","1,484,766,000","1,469,827,000","1,452,856,000","1,458,966,000","1,411,860,000","1,447,072,000","1,442,999,000","1,452,989,000","1,484,407,000","1,433,625,000","1,455,841,000","629,372,000","628,740,000","620,244,000","622,257,000","615,506,000","619,242,000","614,612,000","604,003,000","596,595,000","597,006,000","597,499,000","596,082,000","566,728,000","570,740,000","552,791,000","471,989,000","471,605,000","479,979,000","473,141,000","467,299,000","463,165,000","466,437,000","467,073,000","283,930,000","275,137,000","271,725,000","262,997,000","258,565,000","254,785,000","265,981,000","236,914,000","229,552,000","223,727,000","221,524,000","219,768,000","216,662,000","211,663,000","207,720,000","210,696,000","211,693,000","214,488,000","204,921,000","207,380,000","201,288,000","212,315,000","211,247,000","201,512,000","194,088,000","186,758,000","185,364,000","187,655,000","187,248,000","193,751,000","164,004,000","164,126,000","165,500,000","167,716,000","166,797,000","162,392,000","156,570,000","150,962,000","150,353,000","144,292,000","141,890,007","135,744,825"
	CurrentAssets,"126,110,000","166,367,000","574,033,000","1,429,144,000","1,426,271,000","1,408,715,000","1,410,991,000","299,533,000","257,909,000","239,031,000","221,640,000","222,148,000","187,785,000","210,202,000","206,065,000","195,142,000","181,264,000","172,895,000","173,217,000","158,069,000","150,480,000","161,465,000","141,529,000","158,111,000","128,957,000","127,947,000","131,628,000","134,402,000","128,208,000","128,324,000","121,982,000","111,801,000","102,336,000","97,974,000","111,970,000","117,797,000","107,818,000","116,435,000","131,751,000","56,787,000","56,972,000","64,464,000","66,076,000","68,340,000","65,063,000","70,800,000","84,986,000","62,636,000","55,062,000","52,635,000","50,804,000","50,107,000","59,023,000","72,421,000","66,108,000","45,189,000","43,302,000","41,136,000","44,199,000","43,127,000","38,589,000","30,863,000","31,815,000","31,213,000","32,253,000","20,801,000","26,760,000","23,646,000","36,980,000","34,517,000","47,317,000","54,403,000","50,122,000","40,963,000","42,454,000","42,714,000","47,364,000","20,494,000","16,881,000","16,208,000","18,488,000","16,034,000","15,985,000","15,406,000","16,269,000","14,275,000","12,017,000","13,627,441","15,543,882"
		CashCashEquivalentsAndShortTermInvestments,"54,782,000","85,145,000","533,406,000","249,633,000","230,022,000","195,397,000","184,050,000","143,712,000","120,232,000","101,651,000","97,415,000","98,091,000","69,859,000","85,086,000","75,207,000","65,569,000","49,448,000","78,585,000","75,467,000","59,774,000","39,927,000","36,193,000","27,531,000","40,571,000","89,160,000","76,812,000","87,288,000","92,137,000","77,152,000","68,917,000","78,643,000","72,085,000","53,681,000","38,316,000","61,955,000","73,402,000","67,095,000","71,086,000","94,647,000","21,312,000","19,643,000","15,874,000","21,862,000","25,431,000","26,558,000","27,453,000","43,144,000","26,504,000","18,198,000","12,054,000","14,918,000","13,266,000","18,653,000","5,240,000","7,318,000","23,007,000","22,995,000","17,245,000","23,202,000","23,256,000","20,867,000","13,440,000","15,073,000","16,367,000","5,399,000","2,572,000","12,165,000","9,050,000","23,551,000","14,172,000","31,523,000","34,931,000","33,138,000","28,696,000","31,690,000","31,735,000","36,288,000","2,209,000","2,450,000","934,000","1,331,000","2,173,000","3,106,000","2,591,000","4,547,000","3,133,000","3,648,000","4,996,482","6,837,583"
			CashAndCashEquivalents,"53,981,000","84,344,000","532,544,000","248,789,000","229,182,000","195,397,000","184,050,000","143,712,000","120,232,000","101,651,000","97,415,000","98,091,000","69,859,000","85,086,000","75,207,000","65,569,000","49,448,000","78,585,000","75,467,000","59,774,000","39,927,000","36,193,000","27,531,000","40,571,000","89,160,000","76,812,000","87,288,000","92,137,000","77,152,000","68,917,000","78,643,000","72,085,000","53,681,000","38,316,000","61,955,000","73,402,000","67,095,000","71,086,000","94,647,000","21,312,000","19,643,000","15,874,000","21,862,000","25,431,000","26,558,000","27,453,000","43,144,000","26,504,000","18,198,000","12,054,000","14,918,000","13,266,000","18,653,000","5,240,000","7,318,000","23,007,000","22,995,000","17,245,000","23,202,000","23,256,000","20,867,000","13,440,000","15,073,000","16,367,000","5,399,000","2,572,000","12,165,000","9,050,000","23,551,000","14,172,000","31,523,000","34,931,000","33,138,000","28,696,000","31,690,000","31,735,000","36,288,000","2,209,000","2,450,000","934,000","1,331,000","2,173,000","3,106,000","2,591,000","4,547,000","3,133,000","3,648,000","4,996,482","6,837,583"
			OtherShortTermInvestments,"801,000","801,000","862,000","844,000","840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"45,486,000","52,193,000","25,026,000","65,977,000","66,618,000","70,393,000","67,761,000","140,727,000","116,235,000","118,691,000","104,945,000","107,584,000","99,348,000","59,689,000","62,513,000","59,203,000","59,455,000","71,495,000","72,085,000","67,536,000","68,709,000","69,789,000","79,944,000","77,392,000","27,724,000","37,472,000","32,025,000","29,806,000","33,710,000","45,123,000","29,888,000","26,844,000","33,283,000","42,400,000","34,584,000","29,808,000","26,805,000","29,979,000","23,735,000","22,794,000","23,589,000","33,978,000","27,385,000","24,033,000","19,498,000","23,210,000","22,149,000","17,183,000","17,468,000","20,677,000","15,799,000","17,099,000","19,974,000","28,729,000","16,266,000","14,289,000","11,650,000","16,100,000","13,053,000","11,655,000","10,935,000","11,611,000","11,522,000","9,694,000","21,122,000","12,659,000","9,378,000","9,887,000","8,752,000","16,360,000","6,692,000","9,716,000","7,550,000","8,014,000","6,135,000","5,341,000","6,083,000","7,548,000","10,925,000","11,182,000","10,431,000","9,703,000","9,030,000","8,498,000","7,220,000","7,432,000","4,563,000","4,474,612","4,176,291"
			AccountsReceivable,"15,757,000","22,005,000","25,026,000","63,182,000","66,618,000","70,393,000","67,667,000","91,682,000","61,526,000","63,541,000","60,084,000","59,561,000","58,153,000","54,407,000","59,968,000","58,614,000","51,095,000","54,184,000","64,396,000","65,797,000","68,709,000","69,789,000","79,944,000","77,392,000","27,012,000","29,778,000","32,025,000","29,806,000","28,277,000","30,371,000","27,747,000","26,844,000","25,538,000","25,824,000","24,255,000","25,019,000","24,566,000","25,274,000","23,735,000","22,794,000","22,242,000","21,483,000","20,915,000","20,614,000","19,498,000","20,634,000","22,149,000","17,183,000","16,734,000","15,058,000","15,621,000","16,921,000","14,379,000","16,131,000","16,046,000","14,289,000","11,650,000","12,338,000","12,964,000","11,655,000","10,935,000","11,611,000","11,522,000","9,694,000","9,787,000","11,864,000","9,378,000","9,887,000","8,752,000","9,019,000","6,633,000","7,639,000","6,974,000","6,488,000","6,135,000","5,341,000","6,083,000","7,536,000","10,925,000","11,182,000","10,431,000","8,498,000","7,802,000","7,920,000","5,275,000",,,,
				GrossAccountsReceivable,"16,104,000","22,357,000","25,591,000","63,684,000","67,108,000","71,007,000","68,136,000","92,127,000","61,936,000","64,074,000","60,647,000","60,077,000","58,617,000",,,,,,"64,875,000","66,233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-347,000","-352,000","-565,000","-502,000","-490,000","-614,000","-469,000","-445,000","-410,000","-533,000","-563,000","-516,000","-464,000",,,,,,"-479,000","-436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"29,729,000","30,188,000",,"2,795,000",,"0","94,000","4,452,000","8,157,000","10,306,000","2,983,000","4,144,000","0","5,282,000","2,545,000","589,000","8,360,000","17,311,000","7,689,000","1,739,000",,"0","0","0","712,000","7,694,000","0","0","5,433,000","14,752,000","2,141,000","0","7,745,000","16,576,000","10,329,000","4,789,000","2,239,000","4,705,000","0","0","1,347,000","12,495,000","6,470,000","3,419,000","0","2,576,000","0","0","734,000","5,531,000","0","0","2,414,000","7,366,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
