name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"212,970,000","24,558,000","7,326,000","131,264,000","49,822,000","111,598,000","-7,621,000","200,281,000","2,060,000","84,941,000","-672,000","119,485,000","2,211,000","68,136,000","-2,910,000","105,319,000","-20,125,000","49,256,000","-3,447,000","87,247,000","1,938,000","86,869,000","6,384,000","98,141,000","-16,861,000","63,981,000","-23,645,000","86,533,000","-3,810,000","48,864,000","8,633,000","86,257,000","10,714,000","38,864,000","-1,977,000","53,939,000","-8,879,000","45,022,000","2,990,000","54,403,000","-1,285,000","44,518,000","16,521,000","40,840,000","1,462,000","32,223,000","2,761,000","42,505,000","-3,567,000","29,520,000","13,636,000","17,431,000","11,469,000","24,103,000","-9,192,000","1,730,000","-4,174,000","14,609,000","-12,213,000","36,360,000","-7,641,000","27,525,000","2,930,000","50,728,000","-3,342,000","9,060,000","31,678,000","36,374,000","2,486,000","16,960,000","8,449,000","25,018,000","7,735,000","11,280,000","7,536,000","23,370,000","7,372,000","10,925,000","7,763,000","16,111,000","1,717,000","10,553,000","1,802,000","3,373,000","-5,052,000","292,000","-4,652,000","-3,378,000","-4,741,000","2,485,000","-4,800,000","11,000,000","700,000","800,000","8,400,000","3,400,000"
	CashFlowFromContinuingOperatingActivities,"212,970,000","24,558,000","7,326,000","131,264,000","49,822,000","111,598,000","-7,621,000","200,281,000","2,060,000","84,941,000","-672,000","119,485,000","2,211,000","68,136,000","-2,910,000","105,319,000","-20,125,000","49,256,000","-3,447,000","87,247,000","1,938,000","86,869,000","6,384,000","98,141,000","-16,861,000","63,981,000","-23,645,000","86,533,000","-3,810,000","48,864,000","8,633,000","86,257,000","10,714,000","38,864,000","-1,977,000","53,939,000","-8,879,000","45,022,000","2,990,000","54,403,000","-1,285,000","44,518,000","16,521,000","40,840,000","1,462,000","32,223,000","2,761,000","42,505,000","-3,567,000","29,520,000","13,636,000","17,431,000","11,469,000","24,103,000","-9,192,000","1,730,000","-4,174,000","14,609,000","-12,213,000","36,360,000","-7,641,000","27,525,000","2,930,000","50,728,000","-3,342,000","9,060,000","31,678,000","36,374,000","2,486,000","16,960,000","8,449,000","25,018,000","7,735,000","11,280,000","7,536,000","23,370,000","7,372,000","10,925,000","7,763,000","16,111,000","1,717,000","10,553,000","1,802,000","3,373,000","-5,052,000","292,000","-4,652,000","-3,378,000","-4,741,000","2,485,000","-4,800,000","11,000,000","700,000","800,000","8,400,000","3,400,000"
		NetIncomeFromContinuingOperations,"89,186,000","2,074,000","11,141,000","53,721,000","22,250,000","66,634,000","61,359,000","51,320,000","-12,630,000","39,140,000","24,093,000","28,054,000","4,280,000","25,418,000","26,990,000","18,257,000","3,744,000","20,548,000","15,791,000","25,603,000","-778,000","24,461,000","11,287,000","25,745,000","1,416,000","12,969,000","-21,172,000","31,854,000","11,038,000","28,799,000","18,947,000","23,554,000","8,481,000","16,992,000","6,425,000","20,259,000","9,926,000","23,471,000",,,,,,,,"16,583,000","7,118,000","10,488,000","6,202,000","7,760,000","35,309,000","6,899,000","-3,961,000","-2,695,000","-57,436,000","983,000","-6,591,000","-7,133,000","2,168,000","11,863,000","2,912,000","10,677,000","10,767,000","13,941,000","10,741,000","11,734,000","15,817,000","11,446,000","7,862,000","8,642,000","10,265,000","8,032,000","5,883,000","7,375,000","11,056,000","7,227,000","4,761,000","4,128,000","7,711,000","23,604,000","2,563,000","3,244,000","1,065,000","227,000","-3,530,000","-9,828,000","-25,805,000","-5,443,000","-3,184,000","-2,782,000","-6,000,000","-3,700,000","300,000","1,200,000","7,000,000","-1,600,000"
		OperatingGainsLosses,"52,000","93,000","57,000","-98,000","0","78,000","39,000","-16,000","246,000","-22,000","-21,000","22,000","2,000","-433,000","-34,000","-32,000","85,000","-70,000","20,000","227,000",,,"18,000","2,000","6,000","1,000","-12,000","-6,873,000","7,000","177,000","377,000","28,000","89,000","-2,000","34,000","48,000","-85,000","27,000","29,000","98,000","-16,000","4,000",,,,,,,,,,,,,,"1,446,000",,,"475,000",,,,,,,"1,828,000","4,558,000","-136,000","237,000","64,000","122,000","111,000","112,000","71,000","50,000","62,000","-15,000","74,000","299,000","33,000","160,000","56,000","1,148,000","43,000","149,000","347,000","197,000","1,792,000","109,000","69,000",,,,,"-5,400,000","3,700,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"61,626,000","15,870,000","15,608,000","14,986,000","15,162,000","14,638,000","15,319,000","15,433,000","15,440,000","15,371,000","15,599,000","15,080,000","15,444,000","15,743,000","15,311,000","15,566,000","15,409,000","15,680,000","15,291,000","14,823,000","14,972,000","16,205,000","14,617,000","14,595,000","14,106,000","13,854,000","13,936,000","11,791,000","11,120,000","10,783,000","10,230,000","10,366,000","10,037,000","9,176,000","8,612,000","8,046,000","7,492,000","6,661,000","5,990,000","5,362,000","4,804,000","4,245,000","3,757,000","3,400,000","3,224,000","3,162,000","3,313,000","3,174,000","3,241,000","4,898,000","3,744,000","5,576,000","4,910,000","4,824,000","5,003,000","5,250,000","6,075,000","5,858,000","5,922,000","6,116,000","5,940,000","6,813,000","5,423,000","5,014,000","4,676,000","4,571,000","4,161,000","4,032,000","3,853,000","3,701,000","3,559,000","3,343,000","3,311,000","3,430,000","2,894,000","3,096,000","2,773,000","2,512,000","3,253,000","2,519,000","2,361,000","2,340,000","2,560,000","2,528,000","2,510,000","2,484,000","2,334,000","1,561,000","2,468,000","2,046,000","2,100,000","1,800,000","1,400,000","1,400,000","1,400,000","1,400,000"
			DepreciationAndAmortization,"61,626,000","15,870,000","15,608,000","14,986,000","15,162,000","14,638,000","15,319,000","15,433,000","15,440,000","15,371,000","15,599,000","15,080,000","15,444,000","15,743,000","15,311,000","15,566,000","15,409,000","15,680,000","15,291,000","14,823,000","14,972,000","16,205,000","14,617,000","14,595,000","14,106,000","13,854,000","13,936,000","11,791,000","11,120,000","10,783,000","10,230,000","10,366,000","10,037,000","9,176,000","8,612,000","8,046,000","7,492,000","6,661,000","5,990,000","5,362,000","4,804,000","4,245,000","3,757,000","3,400,000","3,224,000","3,162,000","3,313,000","3,174,000","3,241,000","4,898,000","3,744,000","5,576,000","4,910,000","4,824,000","5,003,000","5,250,000","6,075,000","5,858,000","5,922,000","6,116,000","5,940,000","6,813,000","5,423,000","5,014,000","4,676,000","4,571,000","4,161,000","4,032,000","3,853,000","3,701,000","3,559,000","3,343,000","3,311,000","3,430,000","2,894,000","3,096,000","2,773,000","2,512,000","3,253,000","2,519,000","2,361,000","2,340,000","2,560,000","2,528,000","2,510,000","2,484,000","2,334,000","1,561,000","2,468,000","2,046,000","2,100,000","1,800,000","1,400,000","1,400,000","1,400,000","1,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,894,000","3,096,000","2,729,000","2,426,000",,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","44,000","86,000",,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","44,000","86,000",,,,,,,,,,,,,,,,,,
