name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
		NonCurrentDeferredAssets,"23,548,000","23,161,000","26,296,000","26,349,000","26,321,000","27,563,000","28,749,000","30,204,000","30,176,000","30,355,000","21,955,000","19,187,000","19,165,000","22,639,000","10,135,000","10,296,000","10,632,000","10,709,000","2,204,000","14,714,000","14,678,000","14,915,000","12,694,000","12,809,000","12,695,000","12,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410,000",,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"23,548,000","23,161,000","26,296,000","26,349,000","26,321,000","27,563,000","28,749,000","30,204,000","30,176,000","30,355,000","21,955,000","19,187,000","19,165,000","22,639,000","10,135,000","10,296,000","10,632,000","10,709,000","2,204,000","14,714,000","14,678,000","14,915,000","12,694,000","12,809,000","12,695,000","12,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"20,230,000","18,595,000","17,606,000","19,136,000","20,408,000","20,904,000","23,672,000","22,346,000","20,741,000","21,509,000","25,984,000","25,084,000","20,559,000","19,716,000","16,746,000","18,855,000","17,949,000","25,931,000","18,952,000","19,211,000","20,171,000","20,688,000","19,236,000","18,005,000","17,649,000","14,389,000","8,795,000","8,361,000","8,529,000","10,016,000","9,670,000","9,285,000","10,441,000","10,324,000","9,037,000","8,445,000","9,681,000","7,828,000","7,968,000","6,911,000","6,775,000","6,946,000","5,248,000","4,693,000","4,604,000","12,449,000","6,610,000","5,918,000","5,979,000","6,853,000","2,761,000",,,"385,000","289,000","41,000","27,000","355,000","549,000","530,000","66,000","1,583,000","871,000","849,000","759,000","78,000","29,000","32,000","32,000","32,000","31,000","47,000","417,000","452,000","5,129,000","1,505,000","1,502,000","1,557,000","1,581,000","1,620,000","1,615,000","630,000","688,000","2,449,000","2,025,000","1,570,000"
TotalLiabilitiesNetMinorityInterest,"137,189,000","139,538,000","138,729,000","138,391,000","172,436,000","189,300,000","201,423,000","225,333,000","249,317,000","206,404,000","222,955,000","226,443,000","270,862,000","239,696,000","244,086,000","256,104,000","266,088,000","287,822,000","279,266,000","236,095,000","268,444,000","231,638,000","101,330,000","89,875,000","80,378,000","88,786,000","89,121,000","80,092,000","85,175,000","82,106,000","83,144,000","89,301,000","109,474,000","120,120,000","127,056,000","125,452,000","134,852,000","123,101,000","129,299,000","88,968,000","56,268,000","56,587,000","56,314,000","58,508,000","61,083,000","67,792,000","44,207,000","43,578,000","48,409,000","48,335,000","48,432,000","31,978,000","28,671,000","32,128,000","35,381,000","37,615,000","70,807,000","73,853,000","25,025,000","22,369,000","23,254,000","23,137,000","26,148,000","23,705,000","31,551,000","8,431,000","7,249,000","5,629,000","5,063,000","6,528,000","6,021,000","5,411,000","4,302,000","4,388,000","5,450,000","4,260,000","3,837,000","4,653,000","4,681,000","4,203,000","4,841,000","3,906,000","4,015,000","32,425,000","30,267,000","29,001,000"
	CurrentLiabilities,"112,855,000","114,601,000","103,801,000","102,463,000","136,476,000","145,752,000","132,008,000","132,230,000","142,089,000","142,821,000","146,896,000","137,661,000","161,314,000","133,446,000","109,426,000","95,819,000","95,069,000","92,137,000","80,933,000","86,237,000","85,536,000","79,941,000","89,152,000","77,404,000","67,789,000","77,108,000","73,583,000","66,370,000","71,389,000","69,140,000","69,388,000","70,226,000","74,019,000","80,071,000","75,431,000","71,951,000","112,725,000","98,606,000","94,478,000","57,498,000","41,279,000","40,717,000","41,026,000","42,393,000","44,050,000","45,021,000","29,254,000","29,126,000","32,923,000","33,202,000","35,588,000","23,295,000","19,759,000","23,312,000","26,292,000","28,414,000","45,563,000","46,411,000","20,891,000","18,082,000","18,967,000","20,793,000","26,148,000","16,454,000","16,739,000","7,697,000","6,409,000","5,629,000","5,063,000","6,529,000","6,021,000","5,411,000","4,302,000","4,388,000","5,450,000","4,260,000","3,837,000","4,653,000","4,681,000","4,203,000","4,841,000","3,906,000","4,015,000","6,506,000","4,695,000","3,775,000"
		PayablesAndAccruedExpenses,"81,527,000","55,764,000","72,897,000","72,145,000","70,278,000","42,061,000","66,631,000","70,511,000","78,539,000","48,309,000","86,753,000","76,840,000","76,260,000","46,886,000","72,610,000","78,927,000","78,454,000","43,008,000","66,242,000","71,424,000","70,725,000","29,861,000","55,818,000","56,142,000","56,329,000","38,659,000","63,392,000","55,258,000","59,375,000","38,567,000","49,722,000","48,408,000","51,807,000","41,068,000","52,419,000","49,818,000","56,839,000","47,440,000","66,885,000","35,258,000","32,992,000","25,473,000","33,234,000","35,661,000","37,370,000","40,121,000","23,759,000","24,129,000","27,846,000","28,319,000","31,271,000","19,639,000","15,765,000","19,270,000","21,947,000","21,019,000","20,551,000","23,125,000","18,876,000","16,120,000","16,797,000","18,706,000","17,213,000","11,992,000","12,676,000","7,258,000","6,092,000","5,400,000","4,706,000","6,250,000","5,720,000","5,099,000","3,976,000","3,888,000","4,586,000","3,945,000","3,474,000","4,248,000","4,229,000","3,349,000","3,518,000","3,594,000","3,762,000","4,144,000","4,346,000","3,444,000"
			Payables,"34,342,000","39,002,000","28,322,000","26,892,000","24,486,000","26,172,000","27,597,000","31,654,000","33,284,000","30,261,000","30,096,000","25,235,000","25,103,000","34,312,000","20,595,000","24,053,000","24,388,000","27,666,000","17,961,000","26,762,000","26,073,000","18,700,000","17,107,000","18,836,000","19,418,000","23,660,000","24,199,000","19,270,000","22,253,000","21,371,000","26,530,000","24,979,000","26,057,000","29,777,000","26,497,000","25,811,000","29,249,000","32,537,000","31,885,000","15,809,000","15,825,000","17,927,000","15,778,000","16,952,000","18,716,000","21,684,000","9,971,000","9,598,000","11,293,000","11,074,000","12,431,000","7,357,000","6,842,000","7,375,000","7,667,000","8,767,000","8,884,000","9,763,000","7,047,000","7,242,000","7,933,000","8,236,000","5,228,000","3,066,000","4,410,000","1,817,000","1,677,000","1,344,000","616,000","1,947,000","1,571,000","1,596,000","1,543,000","1,659,000","2,202,000","1,401,000","1,120,000","1,788,000","1,502,000","807,000","1,009,000","892,000","1,218,000","1,297,000","1,826,000","750,000"
				AccountsPayable,"34,342,000","36,405,000","28,322,000","26,892,000","24,486,000","23,429,000","27,597,000","31,654,000","33,284,000","27,253,000","30,096,000","25,235,000","25,103,000","28,805,000","20,595,000","24,053,000","24,388,000","25,242,000","17,961,000","26,762,000","26,073,000","18,700,000","17,107,000","18,836,000","19,418,000","23,660,000","24,199,000","19,270,000","22,253,000","21,371,000","26,530,000","24,979,000","26,057,000","29,777,000","26,497,000","25,811,000","29,249,000","32,537,000","31,885,000","15,809,000","15,825,000","16,365,000","15,778,000","16,952,000","18,716,000","21,684,000","9,971,000","9,598,000","11,293,000","11,074,000","12,431,000","7,357,000","6,842,000","7,375,000","7,667,000","8,767,000","8,884,000","9,763,000","7,047,000","7,242,000","7,933,000","8,236,000","5,228,000","3,066,000","4,410,000","1,817,000","1,677,000","1,344,000","616,000","1,947,000","1,571,000","1,596,000","1,543,000","1,659,000","2,202,000","1,401,000","1,120,000","1,788,000","1,502,000","807,000","1,009,000","892,000","1,218,000","1,297,000","1,826,000","750,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,562,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,"2,597,000",,,,"2,743,000",,,,"3,008,000",,,,"5,507,000",,,,"2,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"47,185,000","16,762,000","44,575,000","45,253,000","45,792,000","15,889,000","39,034,000","38,857,000","45,255,000","18,048,000","56,657,000","51,605,000","51,157,000","12,574,000","52,015,000","54,874,000","54,066,000","15,342,000","48,281,000","44,662,000","44,652,000","11,161,000","38,711,000","37,306,000","36,911,000","14,999,000","39,193,000","35,988,000","37,122,000","17,196,000","23,192,000","23,429,000","25,750,000","11,291,000","25,922,000","24,007,000","27,590,000","14,903,000","35,000,000","19,449,000","17,167,000","7,546,000","17,456,000","18,709,000","18,654,000","18,437,000","13,788,000","14,531,000","16,553,000","17,245,000","18,840,000","12,282,000","8,923,000","11,895,000","14,280,000","12,252,000","11,667,000","13,362,000","11,829,000","8,878,000","8,864,000","10,470,000","11,985,000","8,926,000","8,266,000","5,441,000","4,415,000","4,056,000","4,090,000","4,303,000","4,149,000","3,503,000","2,433,000","2,229,000","2,384,000","2,544,000","2,354,000","2,460,000","2,727,000","2,542,000","2,509,000","2,702,000","2,544,000","2,847,000","2,520,000","2,694,000"
		CurrentProvisions,,"6,042,000",,,,"5,195,000",,,,"6,404,000",,,,"9,391,000",,,,"10,995,000",,,,"10,670,000",,,,"10,386,000",,,,"2,753,000",,,,"3,142,000",,,,"2,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,"22,734,000",,,,"20,409,000",,,,"26,991,000",,,,"24,891,000",,,,"22,816,000",,,,"16,064,000",,,,"16,752,000",,,,"16,075,000",,,,"12,398,000",,,,"15,775,000",,,,"7,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,482,000","4,964,000","5,167,000","5,853,000","42,529,000","56,779,000","45,343,000","40,533,000","40,727,000","40,871,000","40,901,000","40,960,000","41,251,000","35,000,000","20,000,000",,,,,,,,,"10,000,000",,,,,,,"8,000,000","10,409,000","10,437,000","10,517,000","10,563,000","10,182,000","41,822,000","19,826,000","15,828,000","14,521,000","195,000","188,000","726,000","1,632,000","1,870,000","156,000","194,000","178,000","178,000","178,000","178,000","178,000","173,000","206,000","206,000","2,297,000","19,546,000","18,554,000",,,,,"7,125,000","2,500,000","2,500,000",,,,,,,,,,,,,,,"500,000","1,000,000",,,"2,000,000",,
			CurrentDebt,,,,,"36,523,000","50,000,000","40,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","20,000,000",,,,,,,,,"10,000,000",,,,,,,"8,000,000","10,409,000","10,437,000","10,517,000","10,563,000","10,182,000","41,822,000","19,826,000","15,828,000","14,521,000","195,000","188,000","726,000","1,632,000","1,870,000","156,000","194,000","178,000","178,000","178,000","178,000","178,000","173,000","206,000","206,000","2,297,000","19,546,000","18,554,000",,,,,"7,125,000","2,500,000","2,500,000",,,,,,,,,,,,,,,"500,000","1,000,000",,,"2,000,000",,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,125,000","2,500,000",,,,,,,,,,,,,,,,"500,000","1,000,000",,,,,
				OtherCurrentBorrowings,,,,,"36,523,000","50,000,000","40,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"726,000","1,632,000","1,870,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"4,482,000","4,964,000","5,167,000","5,853,000","6,006,000","6,779,000","5,343,000","5,533,000","5,727,000","5,871,000","5,901,000","5,960,000","6,251,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"26,846,000","25,097,000","25,737,000","24,465,000","23,669,000","21,308,000","20,034,000","21,186,000","22,823,000","20,246,000","19,242,000","19,861,000","19,017,000","17,278,000","16,816,000","16,892,000","16,615,000","15,318,000","14,691,000","14,813,000","14,811,000","23,346,000","33,334,000","11,262,000","11,460,000","11,311,000","10,191,000","11,112,000","12,014,000","11,745,000","11,666,000","11,409,000","11,775,000","12,946,000","12,449,000","11,951,000","14,064,000","13,305,000","11,765,000","7,719,000","8,092,000","7,604,000","7,066,000","5,100,000","4,810,000","4,744,000","5,301,000","4,819,000","4,899,000","4,705,000","4,139,000","3,478,000","3,821,000","3,836,000","4,139,000","5,098,000","5,466,000","4,732,000","2,015,000","1,962,000","2,170,000","2,087,000","1,810,000","1,962,000","1,563,000","439,000","317,000","229,000","357,000","279,000","301,000","312,000","326,000","500,000","864,000","315,000","363,000","405,000","452,000","354,000","323,000","312,000","253,000","262,000","349,000","331,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"26,846,000","25,097,000","25,737,000","24,465,000","23,669,000","21,308,000","20,034,000","21,186,000","22,823,000","20,246,000","19,242,000","19,861,000","19,017,000","17,073,000","16,816,000","16,892,000","16,615,000","15,157,000","14,691,000","14,813,000","14,811,000","23,346,000","33,334,000","11,262,000","11,460,000","11,311,000","10,191,000","11,112,000","12,014,000","11,745,000","11,666,000","11,409,000","11,775,000","12,946,000","12,449,000","11,951,000","14,064,000","13,305,000","11,765,000","7,719,000","8,092,000","7,604,000","7,066,000","5,100,000","4,810,000","4,744,000","5,301,000","4,819,000","4,899,000","4,705,000","4,139,000","3,478,000","3,821,000","3,836,000","4,139,000","5,098,000","5,466,000","4,732,000","2,015,000","1,962,000","2,170,000","2,087,000","1,810,000","1,672,000","1,563,000","439,000","317,000","229,000","357,000","279,000","301,000","312,000","326,000","500,000","864,000","315,000","363,000","405,000","452,000","354,000","323,000","312,000","253,000","262,000","349,000","331,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,"24,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"24,334,000","24,937,000","34,928,000","35,928,000","35,960,000","43,548,000","69,415,000","93,103,000","107,228,000","63,583,000","76,059,000","88,782,000","109,548,000","106,250,000","134,660,000","160,285,000","171,019,000","195,685,000","198,333,000","149,858,000","182,908,000","151,697,000","12,178,000","12,471,000","12,589,000","11,678,000","15,538,000","13,722,000","13,786,000","12,966,000","13,756,000","19,075,000","35,455,000","40,049,000","51,625,000","53,501,000","22,127,000","24,495,000","34,821,000","31,470,000","14,989,000","15,870,000","15,288,000","16,115,000","17,033,000","22,771,000","14,953,000","14,452,000","15,486,000","15,133,000","12,844,000","8,683,000","8,912,000","8,816,000","9,089,000","9,201,000","25,244,000","27,442,000","4,134,000","4,287,000","4,287,000","2,344,000",,"7,251,000","14,812,000","734,000","840,000",,,"-1,000",,,,,,,,,,,,,,"25,919,000","25,572,000","25,226,000"
		LongTermDebtAndCapitalLeaseObligation,"5,755,000","6,797,000","7,370,000","8,061,000","8,181,000","15,245,000","35,055,000","61,985,000","75,925,000","32,315,000","47,730,000","58,896,000","79,756,000","69,474,000","94,426,000","119,379,000","129,331,000","154,283,000","154,235,000","109,498,000","149,889,000","140,000,000",,,,,,,,,,"6,000,000","22,500,000","27,500,000","37,500,000","40,381,000","10,892,000","13,034,000","15,173,000","17,279,000","675,000","710,000","619,000","658,000","687,000","737,000","782,000","842,000","887,000","931,000","976,000","1,021,000","1,071,000","1,082,000","1,333,000","1,441,000","16,064,000","18,262,000",,,,,,"5,250,000","6,875,000",,,,,,,,,,,,,,,,,,,,,
			LongTermDebt,,,,,,"5,840,000","25,697,000","51,761,000","64,713,000","19,665,000","34,618,000","44,570,000","64,522,000","69,474,000","94,426,000","119,379,000","129,331,000","154,283,000","154,235,000","109,498,000","149,889,000","140,000,000",,,,,,,,,,"6,000,000","22,500,000","27,500,000","37,500,000","40,381,000","10,892,000","13,034,000","15,173,000","17,279,000","675,000","710,000","619,000","658,000","687,000","737,000","782,000","842,000","887,000","931,000","976,000","1,021,000","1,071,000","1,082,000","1,333,000","1,441,000","16,064,000","18,262,000",,,,,,"5,250,000","6,875,000",,,,,,,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"5,755,000","6,797,000","7,370,000","8,061,000","8,181,000","9,405,000","9,358,000","10,224,000","11,212,000","12,650,000","13,112,000","14,326,000","15,234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,451,000","6,134,000","9,826,000","10,038,000","9,915,000","14,714,000","14,786,000","14,267,000","14,035,000","18,814,000","8,129,000","8,649,000","8,467,000","21,269,000","18,896,000","18,936,000","19,763,000","23,446,000","34,835,000","31,037,000","24,811,000","5,569,000","3,819,000","3,839,000","3,881,000","5,298,000","8,655,000","8,667,000","8,637,000","9,644,000","10,595,000","10,765,000","9,748,000","10,824,000","10,366,000","9,341,000","8,834,000","9,596,000","14,925,000","8,982,000","8,673,000","7,502,000","7,187,000","7,191,000","7,867,000","13,958,000","6,499,000","5,925,000","6,860,000","7,016,000","6,348,000","3,308,000","3,307,000","3,148,000","6,179,000","6,183,000","6,544,000","6,544,000","3,236,000","3,236,000","3,236,000","2,344,000",,"2,001,000","7,937,000","734,000","840,000",,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"1,451,000","1,133,000","9,826,000","10,038,000","9,915,000","10,298,000","14,786,000","14,267,000","14,035,000","14,251,000","8,129,000","8,649,000","8,467,000","16,931,000","18,896,000","18,936,000","19,763,000","19,407,000","34,835,000","31,037,000","24,811,000","3,684,000","3,819,000","3,839,000","3,881,000","3,897,000","8,655,000","8,667,000","8,637,000","8,107,000","10,595,000","10,765,000","9,748,000","9,704,000","10,366,000","9,341,000","8,834,000","8,423,000","14,925,000","8,982,000","8,673,000","7,502,000","7,187,000","7,191,000","7,867,000","13,958,000","6,499,000","5,925,000","6,860,000","7,016,000","6,348,000","3,308,000","3,307,000","3,148,000","6,179,000","6,183,000","6,544,000","6,544,000","3,236,000","3,236,000","3,236,000","2,344,000",,"2,001,000","7,937,000","734,000","840,000",,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,"5,001,000",,,,"4,416,000",,,,"4,563,000",,,,"4,338,000",,,,"4,039,000",,,,"1,885,000",,,,"1,401,000",,,,"1,537,000",,,,"1,120,000",,,,"1,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,"11,862,000",,,,"13,589,000",,,,"12,330,000",,,,"15,425,000",,,,"17,934,000",,,,"6,125,000",,,,"6,376,000",,,,"3,299,000",,,,"1,631,000",,,,"1,865,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,919,000","25,572,000","25,226,000"
		OtherNonCurrentLiabilities,"17,128,000","144,000","17,732,000","17,829,000","17,864,000","18,451,000","19,574,000","16,851,000","17,268,000","124,000","20,200,000","21,237,000","21,325,000","82,000","21,338,000","21,970,000","21,925,000","22,000","9,263,000","9,323,000","8,208,000","3,000","8,359,000","8,632,000","8,708,000","4,000","6,883,000","5,055,000","5,149,000","23,000","3,161,000","2,310,000","3,207,000","94,000","3,759,000","3,779,000","2,401,000",,"4,723,000","5,209,000","5,641,000","7,658,000","7,482,000","8,266,000","8,479,000","8,076,000","7,672,000","7,685,000","7,739,000","7,186,000","5,520,000","4,354,000","4,534,000","4,586,000","1,577,000","1,577,000","2,636,000","2,636,000","898,000","1,051,000","1,051,000",,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"430,894,000","424,750,000","422,522,000","417,827,000","408,932,000","411,094,000","395,467,000","395,473,000","398,153,000","416,123,000","406,158,000","401,557,000","367,701,000","398,444,000","409,959,000","407,534,000","416,830,000","422,097,000","425,019,000","426,491,000","420,411,000","417,374,000","409,385,000","396,217,000","392,352,000","390,710,000","380,761,000","373,766,000","358,565,000","352,715,000","331,825,000","330,412,000","319,817,000","306,318,000","288,712,000","279,358,000","272,932,000","268,752,000","259,855,000","259,265,000","259,677,000","257,728,000","274,994,000","275,128,000","269,655,000","263,255,000","256,143,000","248,906,000","243,365,000","243,156,000","238,306,000","232,619,000","228,243,000","226,494,000","229,071,000","223,644,000","118,039,000","115,718,000","111,790,000","107,412,000","102,880,000","101,026,000","99,284,000","67,636,000","65,842,000","68,965,000","56,798,000","54,861,000","53,973,000","52,729,000","50,873,000","49,145,000","52,128,000","52,632,000","52,044,000","52,971,000","53,834,000","54,687,000","56,265,000","57,745,000","59,283,000","61,029,000","61,817,000","-20,164,000","-19,425,000","-18,283,000"
	StockholdersEquity,"430,894,000","424,750,000","422,522,000","417,827,000","408,932,000","411,094,000","395,467,000","395,473,000","398,153,000","416,123,000","406,158,000","401,557,000","367,701,000","398,444,000","409,959,000","407,534,000","416,830,000","422,097,000","425,019,000","426,491,000","420,411,000","417,374,000","409,385,000","396,217,000","392,352,000","390,710,000","380,761,000","373,766,000","358,565,000","352,715,000","331,825,000","330,412,000","319,817,000","306,318,000","288,712,000","279,358,000","272,932,000","268,752,000","259,855,000","259,265,000","259,677,000","257,728,000","274,994,000","275,128,000","269,655,000","263,255,000","256,143,000","248,906,000","243,365,000","243,156,000","238,306,000","232,619,000","228,243,000","226,494,000","229,071,000","223,644,000","118,039,000","115,718,000","111,790,000","107,412,000","102,880,000","101,026,000","99,284,000","67,636,000","65,842,000","68,965,000","56,798,000","54,861,000","53,973,000","52,729,000","50,873,000","49,145,000","52,128,000","52,632,000","52,044,000","52,971,000","53,834,000","54,687,000","56,265,000","57,745,000","59,283,000","61,029,000","61,817,000","-20,164,000","-19,425,000","-18,283,000"
		CapitalStock,"359,319,000","353,737,000","350,457,000","347,818,000","344,696,000","342,828,000","339,665,000","337,338,000","334,296,000","344,476,000","341,083,000","338,735,000","335,348,000","334,215,000","331,607,000","321,295,000","314,760,000","316,577,000","316,503,000","314,629,000","312,085,000","312,986,000","311,058,000","311,626,000","316,189,000","323,745,000","318,414,000","321,710,000","317,629,000","315,296,000","305,733,000","306,127,000","302,109,000","292,055,000","284,288,000","281,867,000","278,463,000","275,395,000","272,577,000","270,193,000","268,679,000","267,499,000","266,066,000","263,681,000","260,797,000","258,872,000","256,994,000","255,489,000","251,689,000","250,374,000","249,097,000","247,675,000","246,299,000","245,476,000","244,138,000","240,974,000","139,226,000","137,837,000","136,916,000","136,070,000","134,577,000","133,071,000","131,720,000","101,905,000","101,341,000","99,634,000","90,136,000","89,944,000","89,541,000","89,373,000","89,167,000","87,839,000","87,143,000","87,038,000","86,907,000","86,949,000","86,710,000","86,593,000","86,340,000","86,366,000","86,029,000","86,007,000","85,847,000","3,346,000","2,915,000","2,902,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0",,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"359,319,000","353,737,000","350,457,000","347,818,000","344,696,000","342,828,000","339,665,000","337,338,000","334,296,000","344,476,000","341,083,000","338,735,000","335,348,000","334,215,000","331,607,000","321,295,000","314,760,000","316,577,000","316,503,000","314,629,000","312,085,000","312,986,000","311,058,000","311,626,000","316,189,000","323,745,000","318,414,000","321,710,000","317,629,000","315,296,000","305,733,000","306,127,000","302,109,000","292,055,000","284,288,000","281,867,000","278,463,000","275,395,000","272,577,000","270,193,000","268,679,000","267,499,000","266,066,000","263,681,000","260,797,000","258,872,000","256,994,000","255,489,000","251,689,000","250,374,000","249,097,000","247,675,000","246,299,000","245,476,000","244,138,000","240,974,000","139,226,000","137,837,000","136,916,000","136,070,000","134,577,000","133,071,000","131,720,000","101,905,000","101,341,000","99,634,000","90,136,000","89,944,000","89,541,000","89,373,000","89,167,000","87,839,000","87,143,000","87,038,000","86,907,000","86,949,000","86,710,000","86,593,000","86,340,000","86,366,000","86,029,000","86,007,000","85,847,000","3,346,000","2,915,000","2,902,000"
		RetainedEarnings,"86,389,000","84,486,000","82,742,000","77,169,000","73,705,000","71,309,000","66,106,000","75,422,000","84,325,000","87,922,000","86,241,000","77,780,000","73,592,000","102,261,000","113,895,000","119,470,000","122,048,000","129,115,000","136,210,000","144,722,000","149,756,000","149,408,000","139,176,000","125,865,000","115,352,000","106,814,000","98,270,000","87,337,000","77,486,000","68,890,000","56,293,000","48,508,000","40,767,000","34,516,000","25,387,000","19,101,000","15,081,000","11,638,000","6,032,000","7,973,000","7,528,000","7,170,000","23,676,000","23,524,000","21,161,000","18,057,000","12,282,000","8,539,000","5,435,000","5,737,000","1,449,000","-2,219,000","-4,555,000","-5,342,000","-11,628,000","-16,421,000","-20,188,000","-22,815,000","-25,593,000","-28,750,000","-31,075,000","-31,677,000","-32,189,000","-34,058,000","-35,429,000","-30,750,000","-33,213,000","-34,728,000","-35,992,000","-36,902,000","-38,420,000","-38,567,000","-34,942,000","-34,495,000","-34,832,000","-33,862,000","-32,668,000","-31,751,000","-29,681,000","-28,080,000","-26,086,000","-24,299,000","-23,005,000","-22,241,000","-21,123,000","-19,653,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"307,000","307,000",,,,,,,,,,,,,
