name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"784,529,000","196,891,000","192,313,000","193,351,000","201,974,000","147,069,000","74,413,000","136,332,000","379,000","105,228,000","424,385,000","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"771,390,000","193,452,000","189,198,000","190,027,000","198,713,000","144,513,000","72,434,000","133,806,000","260,000","103,267,000","416,548,000","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"527,761,000","132,620,000","129,630,000","129,739,000","135,772,000","98,891,000","49,291,000","91,792,000","0","67,980,000",,,,,,,,,,,,
GrossProfit,"256,768,000","64,271,000","62,683,000","63,612,000","66,202,000","48,178,000","25,122,000","44,540,000","379,000","37,248,000",,,,,,,,,,,,
OperatingExpense,"174,924,000","43,064,000","45,620,000","44,965,000","41,275,000","38,623,000","37,088,000","35,556,000","24,219,000","35,104,000","129,173,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600","157,434","94,400","45,000","79,538"
	SellingGeneralAndAdministration,"117,462,000","31,119,000","32,177,000","28,053,000","26,113,000","24,475,000","22,359,000","23,164,000","10,451,000","23,468,000","84,800,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600","157,434","94,400","45,000","79,538"
		GeneralAndAdministrativeExpense,"117,462,000","31,119,000","32,177,000","28,053,000","26,113,000","24,475,000","22,359,000","23,164,000","10,451,000","23,468,000","84,800,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600","157,434","94,400","45,000","79,538"
			OtherGandA,"117,462,000","31,119,000","32,177,000","28,053,000","26,113,000","24,475,000","22,359,000","23,164,000","10,451,000","23,468,000","84,800,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600","157,434","94,400","45,000","79,538"
	DepreciationAmortizationDepletionIncomeStatement,"24,488,000","5,841,000","5,816,000","6,518,000","6,313,000","5,989,000","5,670,000","5,361,000","5,071,000","4,867,000",,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"24,488,000","5,841,000","5,816,000","6,518,000","6,313,000","5,989,000","5,670,000","5,361,000","5,071,000","4,867,000",,,,,,,,,,,,
			DepreciationIncomeStatement,"24,488,000","5,841,000","5,816,000","6,518,000","6,313,000","5,989,000","5,670,000","5,361,000","5,071,000","4,867,000",,,,,,,,,,,,
			Amortization,,,"3,551,000","6,221,000","6,162,000","6,106,000","5,830,000","5,648,000","5,565,000","5,565,000",,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,"3,551,000","6,221,000","6,162,000","6,106,000","5,830,000","5,648,000","5,565,000","5,565,000",,,,,,,,,,,,
	OtherOperatingExpenses,"32,974,000","6,104,000","7,627,000","10,394,000","8,849,000","8,159,000","9,059,000","7,031,000","8,697,000","6,769,000","9,772,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600",,"94,400","45,000",
OperatingIncome,"81,844,000","21,207,000","17,063,000","18,647,000","24,927,000","9,555,000","-11,966,000","8,984,000","-23,840,000","2,144,000","23,212,929","-5,300,971","-4,415,081","-160,877","-211,475","-137,687","-166,288","-288,600","-157,434","-94,400","-45,000","-79,538"
NetNonOperatingInterestIncomeExpense,"-13,359,000","-4,001,000","-2,966,000","-3,016,000","-3,376,000","-3,344,000","-3,535,000","-3,434,000","-2,489,000","-4,249,000","-19,965,025","1,999,354","2,571,416","2,534,255","2,384,139","2,069,168","1,801,259","1,414,985","-23","0","17","6"
	InterestIncomeNonOperating,,,,,,,,,,,,"1,999,354","2,571,416","2,534,255","2,384,139","2,069,168","1,801,259","1,414,985","-23","0","17","6"
	InterestExpenseNonOperating,"13,359,000","4,001,000","2,966,000","3,016,000","3,376,000","3,344,000","3,535,000","3,434,000","2,489,000","4,249,000",,,,,,,,,,,,
OtherIncomeExpense,"-4,700,000","3,417,000","-4,047,000","-888,000","-3,182,000","-2,797,000",,,,,,,,,,,,,,"0","0",
	GainOnSaleOfSecurity,,,,"-888,000","-3,182,000","-2,797,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-4,700,000","3,417,000","-4,047,000","-888,000","-3,182,000","-2,797,000",,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"3,548,000","-3,417,000","2,895,000","888,000","3,182,000","2,797,000",,,,,,,,,,,,,,,,
PretaxIncome,"63,785,000","20,623,000","10,050,000","14,743,000","18,369,000","3,414,000","-7,017,000","5,550,000","-26,329,000","-2,105,000","2,106,904","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
TaxProvision,"17,939,000","4,835,000","3,244,000","3,936,000","5,924,000","1,913,000","-5,130,000","-6,593,000","-5,055,000","-139,000",,,,,,,,,,,,
NetIncomeCommonStockholders,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
	NetIncome,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
		NetIncomeIncludingNoncontrollingInterests,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
			NetIncomeContinuousOperations,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
DilutedNIAvailtoComStockholders,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
BasicEPS,,"0.17",,"0.11","0.13","0.02","-0.111","0.15","-0.27","-0.03",,"-0.06","-0.03","0.04",,"0.03","0.03","0.02",,"-0.002","-0.004","-0.001"
DilutedEPS,,"0.17",,"0.11","0.13","0.02","-0.111","0.14","-0.27","-0.03",,"-0.06","-0.03","0.04",,"0.03","0.03","0.02",,"-0.002","-0.004","-0.001"
BasicAverageShares,,"92,993,000",,"94,004,000","93,617,000","93,471,000","93,379,508","82,785,000","78,317,000","78,003,000",,"55,897,036","56,250,000","56,250,000",,"56,250,000","56,250,000","56,250,000",,"56,369,565","11,994,505","56,500,000"
DilutedAverageShares,,"93,741,000",,"94,728,000","94,668,000","94,280,000","93,379,508","86,960,000","78,317,000","78,003,000",,"55,897,036","56,250,000","56,250,000",,"56,250,000","56,250,000","56,250,000",,"56,369,565","11,994,505","56,500,000"
TotalOperatingIncomeAsReported,"81,844,000","21,207,000","17,063,000","18,647,000","24,927,000","9,555,000","-11,966,000","8,984,000","-23,840,000","2,144,000","23,212,929","-5,300,971","-4,415,081","-160,877","-211,475","-137,687","-166,288","-288,600","-157,434","-94,400","-45,000","-79,538"
TotalExpenses,"702,685,000","175,684,000","175,250,000","174,704,000","177,047,000","137,514,000","86,379,000","127,348,000","24,219,000","103,084,000","401,172,071","5,300,971","4,415,081","160,877","211,475","137,687","166,288","288,600","157,434","94,400","45,000","79,538"
NetIncomeFromContinuingAndDiscontinuedOperation,"45,846,000","15,788,000","6,806,000","10,807,000","12,445,000","1,501,000","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
NormalizedIncome,"49,224,164.145","13,170,578","9,546,684.776","11,457,904","14,602,396","3,542,810","-1,887,000","12,143,000","-21,274,000","-1,966,000","-3,092,096","-3,301,617","-1,843,665","2,373,378","2,172,664","1,931,481","1,634,971","1,126,385","-157,457","-94,400","-44,983","-79,532"
InterestIncome,,,,,,,,,,,,"1,999,354","2,571,416","2,534,255","2,384,139","2,069,168","1,801,259","1,414,985","-23","0","17","6"
InterestExpense,"13,359,000","4,001,000","2,966,000","3,016,000","3,376,000","3,344,000","3,535,000","3,434,000","2,489,000","4,249,000",,,,,,,,,,,,
NetInterestIncome,"-13,359,000","-4,001,000","-2,966,000","-3,016,000","-3,376,000","-3,344,000","-3,535,000","-3,434,000","-2,489,000","-4,249,000","-19,965,025","1,999,354","2,571,416","2,534,255","2,384,139","2,069,168","1,801,259","1,414,985","-23","0","17","6"
EBIT,"77,144,000","24,624,000","13,016,000","17,759,000","21,745,000","6,758,000","-3,482,000","8,984,000","-23,840,000","2,144,000","22,071,929","-5,300,971","-4,415,081","-160,877","-211,475","-137,687","-166,288","-288,600","-157,434","-94,400","-45,000","-79,538"
EBITDA,"121,114,000"
ReconciledCostOfRevenue,"508,279,000","129,072,000","126,079,000","123,518,000","129,610,000","92,785,000","43,461,000","86,144,000","0","62,415,000",,,,,,,,,,,,
ReconciledDepreciation,"43,970,000","9,389,000","9,367,000","12,739,000","12,475,000","12,095,000","11,500,000","11,009,000","10,636,000","10,432,000",,,,,,,,,,,,
