name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"1,171,958,324","1,973,503,621","3,967,511,851","4,793,524,283","5,747,521,029","5,631,757,941","8,139,060,960","6,632,755,409","6,203,953,275","3,517,554,409","3,747,125,208","3,841,366,872","5,843,055,309"
EnterpriseValue,"921,919,324","1,732,182,621","3,665,623,851","4,303,718,283","5,132,817,029","5,051,350,941","7,350,315,960","6,108,107,409","5,686,827,275","2,977,295,409","3,197,146,208","3,418,365,872","5,402,615,309"
PeRatio,"43.957",,,,,,,"41.922",,,,,
PsRatio,"7.521","12.622","26.662","35.075","47.392","53.697","82.046","66.477","65.648","22.586","47.653","55.036","86.881"
PbRatio,"2.118","3.267","6.09","6.915","7.921","7.577","10.501","12.516","11.248","6.16","6.395",,"20.281"
EnterprisesValueRevenueRatio,"5.966","44.852","96.642","109.046","133.303","131.402","243.509","232.256","270.956","142.386","132.064","131.183","244.043"
EnterprisesValueEBITDARatio,"-4.3","-29.86","-64.596","-81.514","-109.535","-130.834","-175.48","-174.992","-162.895","-91.211","-144.582","-213.781","-379.53"
