name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990
OperatingCashFlow,"-13,139,000","-122,410,000","76,923,000","-36,879,000","69,227,000","-38,702,000","117,697,000","-34,048,000","88,182,000","-80,198,000","152,240,000","-141,989,000","53,328,000","-36,290,000","100,448,000","-77,080,000","66,029,000","-41,197,000","116,244,000","-74,612,000","47,129,000","-60,324,000","90,948,000","-68,933,000","51,890,000","-50,212,000","130,685,000","-98,240,000","34,934,000","-31,488,000","125,563,000","-19,629,000","73,810,000","31,377,000","125,865,000","-36,907,000","6,486,000","19,475,000","-2,144,000","136,062,000","-8,363,000","-8,073,000","-46,121,000","147,256,000","-35,189,000","-15,307,000","-36,196,000","115,878,000","-10,800,000","28,200,000","-10,400,000","232,000,000","-64,300,000","-25,100,000","-68,300,000","108,400,000","-56,100,000","-36,100,000","-43,100,000","118,100,000","1,700,000","12,200,000","-10,200,000","112,200,000","-30,100,000","-7,300,000","-33,400,000","109,600,000","-28,400,000","-18,300,000","-30,300,000","84,100,000","-39,300,000","-12,500,000","-11,200,000","84,900,000","-6,400,000","300,000","-11,600,000","74,700,000","-37,000,000","-23,000,000","-28,000,000","48,800,000","-1,800,000","18,100,000","-13,900,000","51,700,000"
	CashFlowFromContinuingOperatingActivities,"-13,139,000","-122,410,000","76,923,000","-36,879,000","69,227,000","-38,702,000","117,697,000","-34,048,000","88,182,000","-80,198,000","152,240,000","-141,989,000","53,328,000","-36,290,000","100,448,000","-77,080,000","66,029,000","-41,197,000","116,244,000","-74,612,000","47,129,000","-60,324,000","90,948,000","-68,933,000","51,890,000","-50,212,000","130,685,000","-98,240,000","34,934,000","-31,488,000","125,563,000","-19,629,000","73,810,000","31,377,000","125,865,000","-36,907,000","6,486,000","19,475,000","-2,144,000","136,062,000","-8,363,000","-8,073,000","-46,121,000","147,256,000","-35,189,000","-15,307,000","-36,196,000","115,878,000","-10,800,000","28,200,000","-10,400,000","232,000,000","-64,300,000","-25,100,000","-68,300,000","108,400,000","-56,100,000","-36,100,000","-43,100,000","118,100,000","1,700,000","12,200,000","-10,200,000","112,200,000","-30,100,000","-7,300,000","-33,400,000","109,600,000","-28,400,000","-18,300,000","-30,300,000","84,100,000","-39,300,000","-12,500,000","-11,200,000","84,900,000","-6,400,000","300,000","-11,600,000","74,700,000","-37,000,000","-23,000,000","-28,000,000","48,800,000","-1,800,000","18,100,000","-13,900,000","51,700,000"
		NetIncomeFromContinuingOperations,"28,359,000","-2,371,000","7,110,000","7,399,000","16,221,000","2,639,000","19,927,000","7,176,000","4,376,000","-20,643,000","25,516,000","3,606,000","-3,014,000","-6,818,000","16,211,000","3,294,000","-5,285,000","-2,630,000","39,752,000","162,000","-3,880,000","-7,839,000","-94,821,000","-7,222,000","-1,980,000","-5,759,000","-39,458,000","10,725,000","7,461,000","1,724,000","33,095,000","17,991,000","11,845,000","10,868,000","45,943,000","14,279,000","11,289,000","7,336,000","16,496,000","45,878,000","12,140,000","3,040,000","5,858,000","31,803,000","4,443,000","-1,881,000","292,000","28,334,000","8,700,000","4,500,000","6,500,000","25,700,000","400,000","-100,000","5,200,000","41,300,000","8,200,000","3,400,000","11,300,000","37,500,000","6,100,000","3,000,000","4,400,000","25,800,000","1,800,000","1,700,000","1,300,000","24,000,000","3,800,000","3,400,000","4,900,000","26,600,000","8,000,000","3,600,000","4,200,000","21,200,000","5,500,000","2,500,000","4,300,000","20,300,000","5,800,000","1,100,000","1,500,000","15,000,000","200,000","-2,200,000","1,700,000","16,600,000"
		OperatingGainsLosses,,,"158,000","140,000","0","443,000","309,000","107,000","45,000","842,000","-167,000","42,000","-86,000","-55,000","157,000","-163,000","-52,000","336,000","197,000","89,000","0","62,000","500,000","126,000","60,000","-14,000","39,000","3,000","0","2,000","194,000","25,000","0","20,000","11,000","7,000",,,"504,000","8,584,000","907,000","193,000","468,000","423,000","71,000","26,000","32,000","410,000","-100,000","-300,000","-700,000","13,300,000","-900,000","1,300,000","100,000","400,000","900,000","-3,600,000","-4,100,000","700,000","0","-300,000","200,000","1,600,000","100,000","0","100,000","200,000",,,"100,000","-400,000","700,000","300,000","300,000","1,400,000","-400,000","0","100,000","100,000","200,000","-100,000","400,000","0","200,000",,,
			GainLossOnSaleOfPPE,"298,000","0","158,000","140,000","0","443,000","309,000","107,000","45,000","842,000","-167,000","42,000","-86,000","-55,000","157,000","-163,000","-52,000","336,000","197,000","89,000","0","62,000","500,000","126,000","60,000","-14,000","39,000","3,000","0","2,000","194,000","25,000","0","20,000","11,000","7,000","52,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"38,846,000","9,584,000","9,683,000","9,788,000","9,791,000","9,904,000","9,552,000","9,627,000","9,378,000","8,786,000","8,035,000","8,075,000","7,408,000","7,618,000","7,138,000","7,362,000","6,897,000","6,161,000","5,879,000","6,348,000","6,174,000","6,509,000","5,584,000","4,795,000","4,488,000","4,136,000","4,525,000","4,260,000","4,061,000","4,553,000","5,074,000","4,802,000","4,825,000","5,002,000","5,346,000","5,255,000","5,346,000","5,652,000","-7,258,000","-7,368,000","-7,109,000","-6,234,000","-6,235,000","-6,212,000","-5,591,000","-5,639,000","-5,990,000","-5,515,000","-4,900,000","-5,000,000","-5,300,000","-4,000,000","-5,100,000","-5,100,000","-4,500,000","-3,000,000","-4,100,000","-4,000,000","-4,000,000","-3,500,000","-3,500,000","-3,300,000","-3,300,000","-3,000,000","-3,100,000","-3,200,000","-3,200,000","-2,000,000","-3,300,000","-2,500,000","-2,500,000","-2,200,000","-2,100,000","-2,100,000","-1,900,000","-2,200,000","-1,900,000","-1,900,000","-1,900,000","-1,900,000","-2,000,000","-1,700,000","-1,800,000","-2,100,000","-1,700,000","-1,600,000","-1,600,000","-1,400,000"
			DepreciationAndAmortization,"38,846,000","9,584,000","9,683,000","9,788,000","9,791,000","9,904,000","9,552,000","9,627,000","9,378,000","8,786,000","8,035,000","8,075,000","7,408,000","7,618,000","7,138,000","7,362,000","6,897,000","6,161,000","5,879,000","6,348,000","6,174,000","6,509,000","5,584,000","4,795,000","4,488,000","4,136,000","4,525,000","4,260,000","4,061,000","4,553,000","5,074,000","4,802,000","4,825,000","5,002,000","5,346,000","5,255,000","5,346,000","5,652,000","-7,258,000","-7,368,000","-7,109,000","-6,234,000","-6,235,000","-6,212,000","-5,591,000","-5,639,000","-5,990,000","-5,515,000","-4,900,000","-5,000,000","-5,300,000","-4,000,000","-5,100,000","-5,100,000","-4,500,000","-3,000,000","-4,100,000","-4,000,000","-4,000,000","-3,500,000","-3,500,000","-3,300,000","-3,300,000","-3,000,000","-3,100,000","-3,200,000","-3,200,000","-2,000,000","-3,300,000","-2,500,000","-2,500,000","-2,200,000","-2,100,000","-2,100,000","-1,900,000","-2,200,000","-1,900,000","-1,900,000","-1,900,000","-1,900,000","-2,000,000","-1,700,000","-1,800,000","-2,100,000","-1,700,000","-1,600,000","-1,600,000","-1,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,258,000","-7,368,000","-7,109,000","-6,234,000","-6,235,000","-6,212,000","-5,591,000","-5,639,000","-5,990,000","-5,515,000","-4,900,000","-5,000,000","-5,300,000","-4,000,000","-5,100,000","-5,100,000","-4,500,000","-3,000,000","-4,100,000","-4,000,000","-4,000,000","-3,500,000","-3,500,000","-3,300,000","-3,300,000","-3,000,000","-3,100,000","-3,200,000","-3,200,000","-2,000,000","-3,300,000","-2,500,000","-2,500,000","-2,200,000","-2,100,000","-2,100,000","-1,900,000","-2,200,000","-1,900,000","-1,900,000","-1,900,000","-1,900,000","-2,000,000","-1,700,000","-1,800,000","-2,100,000","-1,700,000","-1,600,000","-1,600,000","-1,400,000"
		DeferredTax,"-546,000","244,000","-862,000","34,000","38,000","8,000","-18,749,000","43,000","-196,000","8,132,000","1,443,000","-22,000","624,000","-2,501,000","43,000","52,000","122,000","6,000","-33,112,000","443,000","886,000","-974,000","-68,092,000","2,226,000","-1,387,000","0","-26,051,000","-1,376,000","4,073,000","684,000","9,815,000","3,480,000","1,476,000","2,774,000","-8,368,000","344,000","3,267,000","-204,000","-1,462,000","-3,743,000","-5,141,000","-461,000","2,684,000",,,,,,,,,"-7,500,000",,,,"-2,500,000","1,100,000",,,,,,,"500,000","0","0","-1,200,000",,,,,,,,"200,000",,,,,,,,,"1,000,000","0","0","100,000","2,200,000"
			DeferredIncomeTax,"-546,000","244,000","-862,000","34,000","38,000","8,000","-18,749,000","43,000","-196,000","8,132,000","1,443,000","-22,000","624,000","-2,501,000","43,000","52,000","122,000","6,000","-33,112,000","443,000","886,000","-974,000","-68,092,000","2,226,000","-1,387,000","0","-26,051,000","-1,376,000","4,073,000","684,000","9,815,000","3,480,000","1,476,000","2,774,000","-8,368,000","344,000","3,267,000","-204,000","-1,462,000","-3,743,000","-5,141,000","-461,000","2,684,000",,,,,,,,,"-7,500,000",,,,"-2,500,000","1,100,000",,,,,,,"500,000","0","0","-1,200,000",,,,,,,,"200,000",,,,,,,,,"1,000,000","0","0","100,000","2,200,000"
