name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
OperatingCashFlow,"181,149,000","-19,247,000","69,427,000","46,005,000","84,964,000","-30,013,000","129,783,000","90,061,000","124,146,000","29,251,000","122,599,000","99,918,000","95,665,000","16,758,000","119,912,000","-50,016,000","88,290,000","48,096,000","79,654,000","91,795,000","65,904,000","33,024,000","77,253,000","86,366,000","63,507,000","25,645,000","80,961,000","79,643,000","57,917,000","14,663,000","80,792,000","46,452,000","47,488,000","17,750,000","138,765,000","54,728,000","47,706,000","19,773,000","76,450,000","156,603,000","53,034,000","30,256,000","-31,482,000","70,810,000","27,662,000","46,500,000","44,956,000","71,259,000","66,313,000","33,419,000","73,857,000","88,076,000","56,942,000","55,714,000","94,078,000","78,920,000","60,167,000","75,611,000","98,874,000","93,062,000","63,207,000","71,856,000","120,207,000","74,565,000","27,912,000","71,034,000","-22,703,000","92,770,000","53,444,000","62,495,000","95,416,000","84,372,000","50,698,000","66,559,000","73,323,000","82,840,000","42,018,000","50,636,000","68,640,000","69,580,000","46,050,000","38,037,000","59,001,000","106,051,000","47,361,000","68,233,000","66,648,000","49,273,000","17,346,000","36,574,000","49,345,000","45,000,000","18,300,000","19,500,000","17,563,000","24,000,000","5,300,000","13,200,000"
	CashFlowFromContinuingOperatingActivities,"181,149,000","-19,247,000","69,427,000","46,005,000","84,964,000","-30,013,000","129,783,000","90,061,000","124,146,000","29,251,000","122,599,000","99,918,000","95,665,000","16,758,000","119,912,000","-50,016,000","88,290,000","48,096,000","79,654,000","91,795,000","65,904,000","33,024,000","77,253,000","86,366,000","63,507,000","25,645,000","80,961,000","79,643,000","57,917,000","14,663,000","80,792,000","46,452,000","47,488,000","17,750,000","138,765,000","54,728,000","47,706,000","19,773,000","76,450,000","156,603,000","53,034,000","30,256,000","-31,482,000","70,810,000","27,662,000","46,500,000","44,956,000","71,259,000","66,313,000","33,419,000","73,857,000","88,076,000","56,942,000","55,714,000","94,078,000","78,920,000","60,167,000","75,611,000","98,874,000","93,062,000","63,207,000","71,856,000","120,207,000","74,565,000","27,912,000","71,034,000","-22,703,000","92,770,000","53,444,000","62,495,000","95,416,000","84,372,000","50,698,000","66,559,000","73,323,000","82,840,000","42,018,000","50,636,000","68,640,000","69,580,000","46,050,000","38,037,000","59,001,000","106,051,000","47,361,000","68,233,000","66,648,000","49,273,000","17,346,000","36,574,000","49,345,000","45,000,000","18,300,000","19,500,000","17,563,000","24,000,000","5,300,000","13,200,000"
		NetIncomeFromContinuingOperations,"252,559,000","54,597,000","70,997,000","73,486,000","53,479,000","74,346,000","101,272,000","86,684,000","84,801,000","63,265,000","85,089,000","73,585,000","63,840,000","54,611,000","61,632,000","61,994,000","38,667,000","60,006,000","131,974,000","57,241,000","54,659,000","51,027,000","57,229,000","58,908,000","56,603,000","48,774,000","49,169,000","44,136,000","42,263,000","36,418,000","39,604,000","37,259,000","37,314,000","35,645,000","42,176,000","37,630,000","41,861,000","44,688,000","51,955,000","58,193,000","43,073,000","44,407,000","38,624,000","38,521,000","42,884,000","35,054,000","48,630,000","48,063,000","48,275,000","44,195,000","54,702,000","60,286,000","56,083,000","37,469,000","54,262,000","56,212,000","58,024,000","55,819,000","52,306,000","62,405,000","55,277,000","51,763,000","53,278,000","45,609,000","49,921,000","48,921,000","51,800,000","64,602,000","37,761,000","7,028,000","31,746,000","47,051,000","50,600,000","51,782,000","42,774,000","50,940,000","49,060,000","48,711,000","48,899,000","49,927,000","52,611,000","52,323,000","40,738,000","43,191,000","42,874,000","41,644,000","41,070,000","40,012,000","36,630,000","37,648,000","35,600,000","31,200,000","30,500,000","26,700,000","26,900,000","23,600,000","21,100,000","20,800,000"
		OperatingGainsLosses,"-166,089,000","-31,107,000","-49,761,000","-67,710,000","-17,511,000","-41,022,000","-5,670,000","-11,373,000","-1,196,000","3,592,000","-7,454,000","-22,657,000","-6,036,000","8,628,000","7,699,000","-26,917,000","36,435,000","-223,000","487,000","-885,000","9,227,000","1,002,000","307,000","-2,929,000","-2,926,000","-1,657,000","1,816,000","-2,817,000","-3,362,000","-3,399,000","13,777,000","-23,569,000","-4,583,000","-1,496,000","75,662,000","-14,126,000","-6,167,000","-4,073,000",,,,"-683,000",,,,"-2,454,000",,,"-193,000","492,000",,"-40,000","-35,000","456,000","561,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-160,659,000","-30,957,000","-49,772,000","-65,898,000","-14,032,000","-39,338,000","-5,462,000","-11,791,000","-2,268,000","3,492,000","-6,358,000","-21,977,000","-6,235,000","8,136,000","7,394,000","1,559,000","7,243,000","500,000","0",,,,"0",,,,"440,000",,,,"14,707,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-683,000",,,,"-2,454,000",,,"-193,000","492,000",,"-40,000","-35,000","456,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"2,322,000","1,123,000","11,063,000","2,516,000","654,000","-2,776,000","-3,146,000","-2,831,000","159,000","-4,026,000","-3,571,000","-3,950,000","-1,170,000","-473,000","-1,067,000","130,000","80,213,000","-9,306,000","-3,516,000","-1,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"29,999,000","7,462,000","7,371,000","8,074,000","7,329,000","7,236,000","7,222,000","7,253,000","7,181,000","6,907,000","6,757,000","6,714,000","5,230,000","7,221,000","6,320,000","5,424,000","2,705,000","2,638,000","2,849,000","2,609,000","2,595,000","2,584,000","2,480,000","2,239,000","2,508,000","2,351,000","2,351,000","2,333,000","2,344,000","2,507,000","2,693,000","2,581,000","2,686,000","2,744,000","2,739,000","2,701,000","2,503,000","2,492,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"29,999,000","7,462,000","7,371,000","8,074,000","7,329,000","7,236,000","7,222,000","7,253,000","7,181,000","6,907,000","6,757,000","6,714,000","5,230,000","7,221,000","6,320,000","5,424,000","2,705,000","2,638,000","2,849,000","2,609,000","2,595,000","2,584,000","2,480,000","2,239,000","2,508,000","2,351,000","2,351,000","2,333,000","2,344,000","2,507,000","2,693,000","2,581,000","2,686,000","2,744,000","2,739,000","2,701,000","2,503,000","2,492,000","2,565,000","2,570,000","2,543,000","2,767,000","3,099,000","3,212,000","3,486,000","4,603,000","5,001,000","5,126,000","5,478,000","5,470,000","5,804,000","5,730,000","5,667,000","6,550,000","6,393,000","5,954,000","-3,299,000","15,461,000","17,187,000","17,899,000","17,696,000","19,165,000","19,186,000","19,478,000","18,375,000","18,892,000","18,967,000","19,586,000","19,009,000","18,176,000","18,773,000","18,179,000","18,901,000","18,858,000","9,634,000","9,467,000","8,242,000","8,200,000","-6,195,000","8,212,000","8,605,000","8,607,000","-27,369,000","18,625,000","17,802,000","16,922,000","-48,433,000","19,647,000","18,477,000","18,545,000","17,892,000","15,800,000","16,900,000","15,800,000","15,077,000","17,600,000","13,300,000","9,000,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,357,000","5,384,000","6,721,000","6,639,000","6,069,000","4,577,000",,"4,653,000","4,937,000","4,545,000",,"5,556,000","4,838,000","4,962,000","-9,707,000","4,753,000","4,813,000","4,857,000","-36,670,000","8,270,000","6,246,000","4,274,000","-5,400,000","2,105,000","-14,574,000","18,545,000","-40,788,000","15,800,000","16,900,000","15,800,000","-31,977,000","17,600,000","13,300,000","9,000,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,018,000","13,508,000","12,246,000","12,947,000","12,940,000","13,599,000",,"13,526,000","13,964,000","14,313,000",,"3,911,000","3,404,000","3,238,000","3,512,000","3,459,000","3,792,000","3,750,000","9,301,000","10,355,000","11,556,000","12,648,000","-43,033,000","17,542,000",,,,,,,,,,
